Dates,AMZN,AAPL,BA,WFC
2019-01-02,,,,
2019-01-03,0.03740790364476365,-0.07043710830331706,0.010436724018749732,0.024599226369654836
2019-01-07,0.006572318715134973,0.003819996305588269,-0.008763929633334389,0.016505822462604902
2019-01-04,0.04726147620506538,0.028852128998583026,0.04367042364977869,0.007591746610132066
2019-01-08,0.03893121838556457,0.005783460847352373,0.010861661797229916,0.0025115686406009807
2019-01-09,-0.00703431951274236,0.011567235596278369,0.026488301731549146,-0.00814202905891337
2019-01-10,-0.00724144928829118,0.007997929589293573,0.01035111499590724,-0.00021044668251801735
2019-01-11,-0.0002802913661481554,0.00249183529713104,0.005916099781230866,0.0
2019-01-14,-0.015574074589419507,-0.013278379869577694,-0.0010327787298712865,0.00021049097964631613
2019-01-15,0.010526315789473717,-0.0038448910015733695,0.010913232796526673,0.0018943413127232578
2019-01-16,0.031997531068091334,0.018699657141812764,0.0014204545454545858,0.011554686331698871
2019-01-18,-0.0025055935546015595,0.007316403865892163,-0.00496453900709215,0.0101764869832075
2019-01-22,0.01904761904761898,0.02140079842456455,0.03743408377138269,0.009457218138258394
2019-01-24,-0.01810747663551404,-0.0069206116691468145,-0.0028031755456815466,0.013645662005381087
2019-01-28,-0.01487209994051164,-0.014449266112845804,-0.0026180392652904727,0.004621248545728207
2019-01-30,-0.009015732917232788,-0.00025944396831878436,-0.008289353622843998,-0.004199981689453125
2019-02-01,0.017933454803366278,0.00888972235261587,0.009974607939978064,0.012251468148925637
2019-02-20,-0.016108969877095203,0.001993809924827783,-0.005075992130709417,-0.012500020814319779
2019-02-27,-0.007495754138967192,0.002952735950263019,0.006710144097296089,0.00020089052524085993
2019-02-19,-0.005069681556230887,0.04479999999999995,0.06701183265336241,0.001205330951433714
2019-02-15,0.043037569677102594,0.017519146158355703,-0.0006194895151163671,-0.011235982575773296
2019-02-11,-0.03188113033137785,0.00511712780923701,-0.00271210429955282,-0.005681793551799097
2019-02-26,-0.009689547029373857,0.002695237962067054,0.00740725694140365,-0.0030612556301817806
2019-02-05,0.012532326445047648,0.032554786625786925,0.030285108729022125,0.008597789084171303
2019-02-07,0.01667946666531961,0.010355161864008533,0.026849681261696734,-0.003653344905691358
2019-02-22,-0.02738291186592845,-0.01288290912471246,-0.008699708402920114,0.0
2019-01-17,-0.02400000000000002,-0.019779515800724456,-0.019439592131397676,-0.02342639075787989
2019-01-23,0.009445132704129833,0.012190055575074021,0.020250015258789,-0.001460152207539256
2019-01-29,0.0018863568364957395,-0.005553913658538412,-0.0026954327053761995,0.002924574739340269
2019-01-25,0.02680798004987528,0.007583734508203266,0.013562626569218361,0.025619733387533206
2019-01-31,-0.013661202185792365,-0.009802162796919367,-0.008702599712741788,-0.01238831416649444
2019-02-04,0.002068319699330523,0.009074263303337604,0.008681237312327728,0.009459162541007204
2019-02-06,-0.016500181583959495,-0.00899266152486311,0.007321540276461924,-0.001222272827551718
2019-02-08,0.018113678950655743,0.008720733421655913,0.0039470869998494695,0.008158301771115095
2019-02-12,-0.006227008842983106,0.0035632957629072592,0.01064384083979597,0.006676067455392509
2019-02-14,0.0022533101639503617,-0.0012805658719158286,-0.0044593539188609865,-0.0032154311255848667
2019-03-01,0.011056329640822371,0.015036728077407746,0.01856082392368652,-0.006854841996926431
2019-02-25,-0.009424576541051777,-0.0025838133829810817,-0.0034854388837457506,0.004669171026606689
2019-02-21,0.0013530752337758134,-0.002878360374618971,0.0027465103937427404,0.0020205793236940384
2019-02-13,0.004342238607424775,0.006408409256546177,0.026991592145658494,0.007864476476072024
2019-02-28,0.012157165499350198,-0.00022951206540200442,0.016662861534510354,0.0050020008461331145
