Dates,AMZN,AAPL,BA,WFC
2019-01-02,1553.3599853515625,158.85000610351562,323.95001220703125,46.95000076293945
2019-01-03,1538.0,145.72000122070312,319.739990234375,47.349998474121094
2019-01-07,1594.0,148.5500030517578,328.44000244140625,48.11000061035156
2019-01-04,1634.56005859375,148.8300018310547,330.69000244140625,48.22999954223633
2019-01-08,1676.6099853515625,151.82000732421875,341.25,48.15999984741211
2019-01-09,1667.800048828125,154.52999877929688,347.20001220703125,47.97999954223633
2019-01-10,1663.25,153.97000122070312,353.4700012207031,48.04999923706055
2019-01-11,1660.2900390625,153.6999969482422,354.3599853515625,48.09000015258789
2019-01-14,1648.199951171875,151.27000427246094,352.80999755859375,48.4900016784668
2019-01-15,1675.1600341796875,153.38999938964844,353.32000732421875,48.25
2019-01-16,1705.0,155.8800048828125,355.0,49.34000015258789
2019-01-18,1700.1700439453125,157.66000366210938,363.8299865722656,49.36000061035156
2019-01-22,1716.199951171875,157.8800048828125,367.32000732421875,50.15999984741211
2019-01-24,1681.8699951171875,156.72999572753906,364.20001220703125,50.099998474121094
2019-01-28,1657.4300537109375,155.13999938964844,362.20001220703125,50.31999969482422
2019-01-30,1657.260009765625,154.47999572753906,363.17999267578125,50.34000015258789
2019-02-01,1683.47998046875,158.1300048828125,366.94000244140625,50.540000915527344
2019-02-20,1645.0,156.3300018310547,363.1700134277344,49.900001525878906
2019-02-27,1632.3800048828125,158.1300048828125,367.7799987792969,50.11000061035156
2019-02-19,1676.949951171875,166.14999389648438,391.9700012207031,50.349998474121094
2019-02-15,1736.4100341796875,169.0,388.989990234375,49.41999816894531
2019-02-11,1673.06005859375,168.97999572753906,392.79998779296875,49.08000183105469
2019-02-26,1649.6300048828125,171.66000366210938,397.07000732421875,49.150001525878906
2019-02-05,1665.260009765625,175.0800018310547,410.75,49.31999969482422
2019-02-07,1672.260009765625,175.57000732421875,413.8800048828125,49.529998779296875
2019-02-22,1625.5400390625,173.94000244140625,410.3500061035156,49.29999923706055
2019-01-17,1588.5899658203125,170.66000366210938,404.9599914550781,48.040000915527344
2019-01-23,1609.2900390625,171.2100067138672,409.8299865722656,47.959999084472656
2019-01-29,1639.4000244140625,171.0,411.2099914550781,49.459999084472656
2019-01-25,1656.3800048828125,172.47999572753906,412.7200012207031,49.709999084472656
2019-01-31,1637.9000244140625,171.25999450683594,412.2200012207031,48.90999984741211
2019-02-04,1628.9100341796875,171.6999969482422,418.04998779296875,49.41999816894531
2019-02-06,1634.0,171.44000244140625,417.94000244140625,49.619998931884766
2019-02-08,1634.9300537109375,173.32000732421875,421.8399963378906,49.880001068115234
2019-02-12,1623.56005859375,172.3699951171875,422.4100036621094,49.88999938964844
2019-02-14,1634.93994140625,173.0,424.4700012207031,49.75
2019-03-01,1654.5999755859375,175.8699951171875,429.9200134277344,50.22999954223633
2019-02-25,1639.989990234375,175.3000030517578,429.0,50.13999938964844
2019-02-21,1641.81005859375,175.0,436.3299865722656,50.029998779296875
2019-02-13,1651.77001953125,174.91000366210938,441.4200134277344,50.130001068115234
2019-02-28,1674.260009765625,175.14999389648438,446.010009765625,50.84000015258789
