,GOOGL,AAPL
0,1054.6800537109375,154.79498291015625
1,1025.469970703125,139.37625122070312
2,1078.0699462890625,145.3261260986328
3,1075.9200439453125,145.002685546875
4,1085.3699951171875,147.76686096191406
5,1081.6500244140625,150.2761993408203
6,1078.8299560546875,150.75653076171875
7,1064.469970703125,149.27638244628906
8,1051.510009765625,147.03170776367188
9,1086.510009765625,150.0409698486328
10,1089.510009765625,151.87396240234375
11,1099.1199951171875,152.77574157714844
12,1107.300048828125,153.7167510986328
13,1078.6300048828125,150.2664031982422
14,1084.4100341796875,150.87413024902344
15,1084.0,149.67825317382812
16,1101.510009765625,154.63815307617188
17,1079.8599853515625,153.20704650878906
18,1070.06005859375,151.61907958984375
19,1097.989990234375,161.9799346923828
20,1125.8900146484375,163.1463623046875
21,1118.6199951171875,163.22479248046875
22,1141.4200439453125,167.86119079589844
23,1151.8699951171875,170.73321533203125
24,1122.8900146484375,170.7920379638672
25,1105.9100341796875,167.5573272705078
26,1102.3800048828125,167.7542266845703
27,1102.1199951171875,166.7894744873047
28,1127.5799560546875,168.2267303466797
29,1128.6300048828125,167.5277862548828
30,1129.199951171875,168.13815307617188
31,1119.6300048828125,167.76406860351562
32,1126.510009765625,168.26609802246094
33,1120.5899658203125,169.34896850585938
34,1104.2099609375,168.3940887451172
35,1116.56005859375,170.27430725097656
36,1117.3299560546875,171.51466369628906
37,1122.010009765625,171.6131134033203
38,1122.8900146484375,172.1446990966797
39,1126.550048828125,170.45150756835938
40,1148.52001953125,172.2431182861328
41,1153.4200439453125,173.10943603515625
42,1169.18994140625,172.79440307617188
43,1164.93994140625,171.8001708984375
44,1150.8499755859375,169.8116455078125
45,1149.969970703125,170.2152557373047
46,1179.260009765625,176.11187744140625
47,1197.25,178.090576171875
48,1199.06005859375,178.8780975341797
49,1192.530029296875,180.86660766601562
50,1190.300048828125,183.2193603515625
51,1188.550048828125,185.0897674560547
52,1202.4599609375,183.62298583984375
53,1226.4300537109375,185.2275848388672
54,1236.1300048828125,192.049560546875
55,1207.6500244140625,188.07254028320312
56,1197.3800048828125,185.79852294921875
57,1189.8399658203125,183.87892150878906
58,1178.010009765625,185.53274536132812
59,1172.27001953125,185.77883911132812
60,1176.8900146484375,186.98968505859375
61,1198.97998046875,188.2595977783203
62,1205.5400390625,190.9962615966797
63,1210.81005859375,192.3055419921875
64,1219.449951171875,192.6402130126953
65,1211.449951171875,193.92979431152344
66,1208.280029296875,196.9814910888672
67,1202.68994140625,196.39083862304688
68,1206.449951171875,197.49337768554688
69,1209.5899658203125,195.8494110107422
70,1222.72998046875,195.77066040039062
71,1226.530029296875,196.1250457763672
72,1231.9100341796875,196.14474487304688
73,1240.1400146484375,199.9642791748047
74,1241.469970703125,200.6829071044922
75,1253.760009765625,201.34246826171875
76,1270.5899658203125,204.24647521972656
77,1260.050048828125,203.9314727783203
78,1267.3399658203125,202.08078002929688
79,1277.4200439453125,201.1160430908203
80,1296.199951171875,201.4212188720703
81,1198.9599609375,197.54261779785156
82,1173.3199462890625,207.23912048339844
83,1166.510009765625,205.8904571533203
84,1189.550048828125,208.449951171875
85,1193.4599609375,205.2309112548828
86,1178.8599853515625,199.69850158691406
87,1170.780029296875,199.73785400390625
88,1167.969970703125,197.59182739257812
89,1167.6400146484375,194.85450744628906
90,1136.5899658203125,183.52967834472656
91,1124.8599853515625,186.43499755859375
92,1170.800048828125,188.6683349609375
93,1184.5,187.8382568359375
94,1168.780029296875,186.77099609375
95,1144.6600341796875,180.93069458007812
96,1154.43994140625,184.39930725097656
97,1155.8499755859375,180.62432861328125
98,1145.3399658203125,177.5411376953125
99,1138.6099853515625,176.85928344726562
100,1139.56005859375,176.1280059814453
101,1119.93994140625,175.28802490234375
102,1121.4100341796875,176.1971893310547
103,1106.5,173.00527954101562
104,1038.739990234375,171.25613403320312
105,1054.489990234375,177.52137756347656
106,1044.6400146484375,180.38714599609375
107,1047.760009765625,183.0355682373047
108,1068.3699951171875,187.90740966796875
109,1082.760009765625,190.3087615966797
110,1081.0400390625,192.512451171875
111,1079.0999755859375,191.8997802734375
112,1091.010009765625,191.8602294921875
113,1086.300048828125,190.4668731689453
114,1093.8900146484375,191.6033172607422
115,1105.239990234375,196.10952758789062
116,1104.510009765625,195.536376953125
117,1113.199951171875,197.1076202392578
118,1125.3699951171875,196.4356231689453
119,1116.699951171875,196.2379913330078
120,1087.5799560546875,193.2635040283203
121,1080.3199462890625,197.44361877441406
122,1076.6300048828125,197.3843231201172
123,1082.800048828125,195.5857696533203
124,1100.0,199.17298889160156
125,1112.5999755859375,200.33905029296875
126,1122.989990234375,201.99923706054688
127,1132.6700439453125,201.82135009765625
128,1116.7900390625,197.6610107421875
129,1124.2900390625,198.86663818359375
130,1140.9100341796875,200.83316040039062
131,1144.0799560546875,199.37062072753906
132,1145.3399658203125,200.90234375
133,1150.510009765625,202.78981018066406
134,1153.4599609375,202.0881805419922
135,1146.739990234375,200.9517364501953
136,1147.239990234375,203.2344970703125
137,1131.550048828125,200.20069885253906
138,1139.2099609375,204.77610778808594
139,1148.050048828125,206.37698364257812
140,1139.72998046875,206.20901489257812
141,1135.93994140625,204.57847595214844
142,1245.219970703125,205.28997802734375
143,1241.8399658203125,207.2070770263672
144,1228.0,206.31768798828125
145,1218.199951171875,210.5274658203125
146,1211.780029296875,205.97181701660156
147,1196.3199462890625,201.6138458251953
148,1154.75,191.05978393554688
149,1171.0799560546875,194.67662048339844
150,1175.9100341796875,196.69256591796875
151,1206.18994140625,201.03079223632812
152,1188.9000244140625,199.3742218017578
153,1174.5,198.86831665039062
154,1196.72998046875,207.2900848388672
155,1164.25,201.1200714111328
156,1169.3199462890625,200.11819458007812
157,1179.2099609375,204.8399200439453
158,1200.43994140625,208.6589813232422
159,1183.530029296875,208.6688995361328
160,1191.5799560546875,210.93057250976562
161,1191.52001953125,210.7520294189453
162,1153.5799560546875,201.01097106933594
163,1171.1800537109375,204.8300018310547
164,1170.8199462890625,202.51873779296875
165,1173.75,203.8777313232422
166,1194.239990234375,207.32974243164062
167,1190.530029296875,207.06192016601562
168,1169.550048828125,204.0463409423828
169,1182.27001953125,207.50831604003906
170,1212.18994140625,211.56541442871094
171,1206.3199462890625,211.5455780029297
172,1205.27001953125,212.44827270507812
173,1205.699951171875,214.95791625976562
174,1220.0,221.79254150390625
175,1234.969970703125,221.2965545654297
176,1240.030029296875,216.991455078125
177,1231.6300048828125,218.1322021484375
178,1229.8800048828125,218.92578125
179,1232.6500244140625,220.97914123535156
180,1238.75,219.18370056152344
181,1229.8399658203125,215.97962951660156
182,1234.68994140625,216.96168518066406
183,1218.3299560546875,215.93003845214844
184,1245.93994140625,219.25311279296875
185,1242.2900390625,218.12228393554688
186,1225.949951171875,217.06089782714844
187,1221.1400146484375,222.1694793701172
188,1206.0,222.7845001220703
189,1177.9200439453125,217.19976806640625
190,1189.4300537109375,219.0447998046875
191,1210.9599609375,225.18504333496094
192,1208.25,225.23463439941406
193,1190.1300048828125,222.5960235595703
194,1202.4000244140625,225.20489501953125
195,1209.469970703125,228.2402801513672
196,1215.7099609375,234.3110809326172
197,1217.77001953125,233.97381591796875
198,1242.239990234375,233.42825317382812
199,1243.0,232.48587036132812
200,1252.800048828125,233.38856506347656
201,1244.4100341796875,234.50949096679688
202,1244.280029296875,238.57650756835938
203,1241.199951171875,238.03094482421875
204,1257.6300048828125,241.2250518798828
205,1259.1099853515625,241.621826171875
206,1264.300048828125,244.59771728515625
207,1288.97998046875,247.04786682128906
208,1260.6600341796875,241.3341522216797
209,1260.699951171875,241.3043975830078
210,1258.800048828125,246.76019287109375
211,1272.25,253.76344299316406
212,1289.6099853515625,255.429931640625
213,1291.43994140625,255.06292724609375
214,1291.010009765625,255.17201232910156
215,1306.93994140625,258.11700439453125
216,1309.0,258.8234558105469
217,1298.280029296875,260.8730163574219
218,1297.2099609375,260.63421630859375
219,1296.1800537109375,263.13153076171875
220,1309.1500244140625,261.310791015625
221,1333.5400390625,264.4150085449219
222,1319.8399658203125,265.74822998046875
223,1312.5899658203125,264.94232177734375
224,1301.8599853515625,261.8580322265625
225,1300.1400146484375,260.6839904785156
226,1293.6700439453125,260.45513916015625
227,1305.6400146484375,265.02191162109375
228,1313.0,262.9524230957031
229,1312.1300048828125,266.4844665527344
230,1304.0899658203125,265.8974609375
231,1288.8599853515625,262.8230895996094
232,1294.739990234375,258.136962890625
233,1318.93994140625,260.41534423828125
234,1326.9599609375,264.23590087890625
235,1339.3900146484375,269.3399353027344
236,1342.989990234375,265.5691223144531
237,1342.8900146484375,267.1212463378906
238,1344.25,269.399658203125
239,1348.489990234375,270.0861511230469
