Dates,STE
2018-06-20,106.30000305175781
2018-06-21,106.2300033569336
2018-06-25,106.33999633789062
2018-06-22,104.58000183105469
2018-06-26,104.51000213623047
2018-06-27,103.16999816894531
2018-06-28,102.80000305175781
2018-06-29,103.56999969482422
2018-07-02,104.79000091552734
2018-07-03,106.0999984741211
2018-07-05,105.83999633789062
2018-07-16,106.83000183105469
2018-09-18,108.66000366210938
2019-01-24,109.05999755859375
2019-09-05,108.69000244140625
2018-11-21,109.41000366210938
2020-01-13,109.62999725341797
2020-04-01,109.62000274658203
2020-06-19,109.27999877929688
2019-10-29,109.61000061035156
2020-01-16,110.41000366210938
2020-06-22,111.0
2018-10-03,111.01000213623047
2018-07-31,111.94000244140625
2019-03-12,112.5
2019-02-08,112.9800033569336
2019-01-07,111.4000015258789
2018-12-06,112.11000061035156
2019-08-19,111.81999969482422
2019-07-18,113.83999633789062
2019-05-15,114.47000122070312
2019-09-20,115.08999633789062
2019-11-01,115.94999694824219
2020-04-07,114.8499984741211
2020-06-25,105.9800033569336
2020-06-16,114.66000366210938
2019-11-04,113.76000213623047
2020-01-22,114.01000213623047
2019-11-07,114.23999786376953
2020-04-13,112.62000274658203
2019-07-01,112.55000305175781
2019-05-30,112.7300033569336
2018-08-15,114.12999725341797
2018-10-18,114.3499984741211
2019-03-27,114.41000366210938
2019-01-22,115.11000061035156
2018-12-21,114.12000274658203
2019-09-03,114.91999816894531
2018-11-19,114.44000244140625
2019-08-02,114.4800033569336
2020-01-28,114.11000061035156
2020-04-16,113.54000091552734
2019-11-13,113.29000091552734
2020-01-31,112.04000091552734
2018-12-04,112.52999877929688
2018-11-02,112.97000122070312
2019-07-16,112.72000122070312
2018-08-30,112.86000061035156
2018-10-01,112.55000305175781
2019-06-14,112.83000183105469
2019-05-13,113.12999725341797
2019-04-11,112.98999786376953
2019-02-06,112.30000305175781
2019-09-18,113.16999816894531
2020-02-03,113.9000015258789
2020-04-22,113.79000091552734
2019-11-19,113.23999786376953
2020-02-06,113.94000244140625
2019-11-22,113.56999969482422
2019-03-25,112.69000244140625
2019-02-21,113.44000244140625
2018-12-19,113.81999969482422
2018-07-12,112.5
2018-09-14,111.02999877929688
2018-08-13,108.80999755859375
2018-10-16,108.37000274658203
