Dates,STE
2018-06-20,107.58000183105469
2018-06-21,107.47000122070312
2018-06-25,107.97000122070312
2018-06-22,106.37999725341797
2018-06-26,106.19000244140625
2018-06-27,105.29000091552734
2018-06-28,103.9800033569336
2018-06-29,106.02999877929688
2018-07-02,106.97000122070312
2018-07-03,107.33999633789062
2018-07-05,106.81999969482422
2018-07-16,108.69999694824219
2018-09-18,109.38999938964844
2019-01-24,110.36000061035156
2019-09-05,109.83000183105469
2018-11-21,110.5
2020-01-13,111.02999877929688
2020-04-01,111.19000244140625
2020-06-19,110.51000213623047
2019-10-29,110.73999786376953
2020-01-16,111.55999755859375
2020-06-22,112.08000183105469
2018-10-03,112.97000122070312
2018-07-31,113.26000213623047
2019-03-12,113.55999755859375
2019-02-08,114.29000091552734
2019-01-07,113.4000015258789
2018-12-06,113.25
2019-08-19,114.88999938964844
2019-07-18,115.20999908447266
2019-05-15,117.11000061035156
2019-09-20,116.80000305175781
2019-11-01,117.4800033569336
2020-04-07,116.75
2020-06-25,113.81999969482422
2020-06-16,117.36000061035156
2019-11-04,115.6500015258789
2020-01-22,115.75
2019-11-07,115.19000244140625
2020-04-13,114.5
2019-07-01,114.0
2019-05-30,114.23999786376953
2018-08-15,114.94000244140625
2018-10-18,115.30999755859375
2019-03-27,115.62000274658203
2019-01-22,115.9800033569336
2018-12-21,115.7699966430664
2019-09-03,115.87999725341797
2018-11-19,115.48999786376953
2019-08-02,115.2699966430664
2020-01-28,114.95999908447266
2020-04-16,114.80999755859375
2019-11-13,114.98999786376953
2020-01-31,113.16000366210938
2018-12-04,113.87999725341797
2018-11-02,114.5
2019-07-16,113.68000030517578
2018-08-30,114.12999725341797
2018-10-01,114.1500015258789
2019-06-14,114.26000213623047
2019-05-13,115.62000274658203
2019-04-11,115.20999908447266
2019-02-06,115.0199966430664
2019-09-18,114.83999633789062
2020-02-03,114.45999908447266
2020-04-22,114.58000183105469
2019-11-19,114.20999908447266
2020-02-06,115.0
2019-11-22,114.87999725341797
2019-03-25,114.05999755859375
2019-02-21,115.0
2018-12-19,115.4000015258789
2018-07-12,114.13999938964844
2018-09-14,113.51000213623047
2018-08-13,111.05999755859375
2018-10-16,109.87999725341797
2019-07-31,109.44999694824219
2019-05-28,108.16999816894531
2019-04-26,107.83999633789062
2020-04-28,106.8499984741211
2019-11-25,106.63999938964844
2020-02-12,107.33999633789062
2020-05-01,110.43000030517578
2020-05-04,110.80000305175781
2019-06-12,110.37999725341797
2019-04-09,109.38999938964844
2019-03-08,106.93000030517578
2019-02-04,106.38999938964844
2018-07-27,107.7699966430664
2018-08-28,108.41000366210938
2019-01-03,107.69000244140625
2019-08-15,108.19000244140625
2018-10-31,108.77999877929688
2019-09-16,109.9800033569336
2020-02-18,111.94000244140625
2020-05-07,113.36000061035156
2018-08-17,112.66999816894531
2019-12-04,117.95999908447266
2020-02-21,120.97000122070312
2018-12-17,121.66999816894531
2019-08-30,121.19999694824219
2018-11-15,121.11000061035156
2019-07-29,121.2699966430664
2019-06-27,119.48999786376953
2019-04-24,118.44000244140625
2018-07-10,119.37000274658203
2018-09-12,118.47000122070312
2019-02-19,115.30999755859375
2019-01-18,113.75
2020-02-24,114.3499984741211
2020-05-13,115.01000213623047
2019-12-10,115.05999755859375
2020-02-27,119.30999755859375
2019-12-13,120.97000122070312
2020-05-19,120.83000183105469
2019-03-06,120.47000122070312
2018-11-30,121.08000183105469
2019-08-13,121.26000213623047
2019-07-12,118.29000091552734
2019-06-10,115.48999786376953
2019-05-09,116.95999908447266
2018-07-25,118.75
2018-09-27,118.20999908447266
2018-10-29,115.45999908447266
2019-10-16,112.9000015258789
2019-12-16,111.93000030517578
2020-03-04,111.0
2020-05-22,108.25
2019-10-01,106.7699966430664
2019-12-19,102.43000030517578
2018-09-10,103.38999938964844
2019-05-24,104.80000305175781
2018-08-09,106.11000061035156
2019-04-22,106.9800033569336
2019-03-21,105.6500015258789
2019-01-16,103.66000366210938
2019-08-28,105.08000183105469
2018-11-13,105.41000366210938
2018-10-12,106.8499984741211
2019-06-25,108.38999938964844
2020-03-10,109.18000030517578
2020-05-28,110.0
2019-10-07,109.70999908447266
2020-03-13,109.68000030517578
2019-10-10,111.93000030517578
2020-03-16,113.55999755859375
2020-06-03,114.11000061035156
2018-11-28,112.91000366210938
2018-09-25,114.66000366210938
2018-07-23,114.91999816894531
2018-08-24,116.95999908447266
2019-07-10,116.25
2019-05-07,115.66999816894531
2019-04-05,115.18000030517578
2019-03-04,115.30000305175781
2019-01-31,115.12000274658203
2019-09-12,115.58999633789062
2019-12-31,118.51000213623047
2020-03-19,119.0199966430664
2020-01-03,119.54000091552734
2020-06-09,118.72000122070312
2019-02-15,120.68000030517578
2019-01-14,123.5
2018-07-06,121.19999694824219
2018-08-07,121.4000015258789
2018-10-10,122.41000366210938
2018-12-13,123.52999877929688
2019-08-26,123.3499984741211
2019-07-25,123.41999816894531
2019-05-22,123.45999908447266
2019-03-19,123.75
2020-01-06,121.55999755859375
2020-03-25,120.93000030517578
2020-06-12,121.56999969482422
2019-10-22,122.9000015258789
2020-01-09,123.16999816894531
2020-06-15,122.55999755859375
2019-10-25,121.33999633789062
