Dates,STE
2018-06-20,104.79789733886719
2018-06-21,104.65093994140625
2018-06-25,104.31784057617188
2018-06-22,102.86788940429688
2018-06-26,102.62297058105469
2018-06-27,101.10443115234375
2018-06-28,101.35916137695312
2018-06-29,102.87767791748047
2018-07-02,104.52357482910156
2018-07-03,104.11209106445312
2018-07-05,104.50398254394531
2018-07-16,106.41438293457031
2018-09-18,106.79647064208984
2019-01-24,107.4528579711914
2019-09-05,107.02178955078125
2018-11-21,107.93290710449219
2020-01-13,108.1386489868164
2020-04-01,107.4920425415039
2020-06-19,107.9623031616211
2019-10-29,108.24640655517578
2020-01-16,109.04975128173828
2020-06-22,109.68656158447266
2018-10-03,110.23519134521484
2018-07-31,110.41152954101562
2019-03-12,110.8622055053711
2019-02-08,111.19529724121094
2019-01-07,110.52909088134766
2018-12-06,109.92167663574219
2019-08-19,112.14559173583984
2019-07-18,112.67462921142578
2019-05-15,114.03642272949219
2019-09-20,114.37930297851562
2019-11-01,113.84046173095703
2020-04-07,113.17427062988281
2020-06-25,111.0875244140625
2020-06-16,112.41011047363281
2019-11-04,112.49829864501953
2020-01-22,111.95946502685547
2019-11-07,112.21417236328125
2020-04-13,110.7054443359375
2019-07-01,111.04833221435547
2019-05-30,111.79290771484375
2018-08-15,111.97904968261719
2018-10-18,112.69422149658203
2019-03-27,113.09589385986328
2019-01-22,113.03712463378906
2018-12-21,112.6158447265625
2019-09-03,112.75300598144531
2018-11-19,112.92986297607422
2019-08-02,112.98882293701172
2020-01-28,112.25187683105469
2020-04-16,112.4287338256836
2019-11-13,111.79988098144531
2020-01-31,111.00397491455078
2018-12-04,111.36753845214844
2018-11-02,111.34788513183594
2019-07-16,111.10224151611328
2018-08-30,111.85883331298828
2018-10-01,111.37736511230469
2019-06-14,111.13170623779297
2019-05-13,113.24430084228516
2019-04-11,111.13170623779297
2019-02-06,112.55648803710938
2019-09-18,111.61318969726562
2020-02-03,112.27153015136719
2020-04-22,111.98657989501953
2019-11-19,112.12413787841797
2020-02-06,112.48770141601562
2019-11-22,111.62301635742188
2019-03-25,111.49527740478516
2019-02-21,112.40909576416016
2018-12-19,112.17327880859375
2018-07-12,110.82711791992188
2018-09-14,109.32373809814453
2018-08-13,107.40766143798828
2018-10-16,107.0932388305664
2019-07-31,105.83551788330078
2019-05-28,105.83551788330078
2019-04-26,103.14319610595703
2020-04-28,102.93685913085938
2019-11-25,104.25353240966797
2020-02-12,104.58763885498047
2020-05-01,108.3116683959961
2020-05-04,108.09548950195312
2019-06-12,106.74932861328125
2019-04-09,104.82344055175781
2019-03-08,103.84085083007812
2019-02-04,103.57555389404297
2018-07-27,104.53849792480469
2018-08-28,105.92395782470703
2019-01-03,103.97840881347656
2019-08-15,106.0615234375
2018-10-31,105.95342254638672
2019-09-16,107.40766143798828
2020-02-18,109.82486724853516
2020-05-07,109.92314147949219
2018-08-17,110.09017181396484
2019-12-04,115.41584014892578
2020-02-21,117.80355834960938
2018-12-17,118.59945678710938
2019-08-30,118.25554656982422
2018-11-15,117.85267639160156
2019-07-29,116.47704315185547
2019-06-27,114.38411712646484
2019-04-24,116.09383392333984
2018-07-10,116.30999755859375
2018-09-12,113.73560333251953
2019-02-19,110.71903991699219
2019-01-18,111.27910614013672
2020-02-24,111.3871841430664
2020-05-13,112.05535125732422
2019-12-10,113.14930725097656
2020-02-27,117.27869415283203
2019-12-13,117.8108901977539
2020-05-19,117.35755157470703
2019-03-06,118.56974792480469
2018-11-30,117.46595001220703
2019-08-13,116.41143035888672
2019-07-12,112.2918930053711
2019-06-10,113.43511962890625
2019-05-09,112.9029312133789
2018-07-25,115.31747436523438
2018-09-27,112.78466033935547
2018-10-29,111.51332092285156
2019-10-16,108.950927734375
2019-12-16,107.50218963623047
2020-03-04,106.5757827758789
2020-05-22,103.51077270507812
2019-10-01,101.3327407836914
2019-12-19,98.13960266113281
2018-09-10,101.84521484375
2019-05-24,103.26439666748047
2018-08-09,103.68816375732422
2019-04-22,105.30443572998047
2019-03-21,102.63363647460938
2019-01-16,100.01212310791016
2019-08-28,102.40697479248047
2018-11-13,102.63363647460938
2018-10-12,105.16647338867188
2019-06-25,105.99432373046875
2020-03-10,107.45291137695312
2020-05-28,108.40888214111328
2019-10-07,106.27025604248047
2020-03-13,108.07379913330078
2019-10-10,109.64080047607422
2020-03-16,111.02054595947266
2020-06-03,111.16838836669922
2018-11-28,111.06981658935547
2018-09-25,111.80896759033203
2018-07-23,113.09017944335938
2018-08-24,114.4502182006836
2019-07-10,113.31684875488281
2019-05-07,112.33131408691406
2019-04-05,111.99623107910156
2019-03-04,112.41014862060547
2019-01-31,113.07047271728516
2019-09-12,113.78990173339844
2019-12-31,116.40157318115234
2020-03-19,116.87461853027344
2020-01-03,117.4265365600586
2020-06-09,116.87461853027344
2019-02-15,118.12625122070312
2019-01-14,119.05265808105469
2018-07-06,118.45148468017578
2018-08-07,119.2891845703125
2018-10-10,120.51124572753906
2018-12-13,120.73792266845703
2019-08-26,121.07301330566406
2019-07-25,120.60980224609375
2019-05-22,120.61966705322266
2019-03-19,120.19587707519531
2020-01-06,119.1482925415039
2020-03-25,119.20759582519531
2020-06-12,119.54361724853516
2019-10-22,121.1644058227539
2020-01-09,120.60108947753906
2020-06-15,119.85985565185547
2019-10-25,118.6541519165039
2020-03-31,118.39720153808594
2020-06-18,117.77456665039062
2019-04-03,119.56339263916016
2018-08-22,120.79873657226562
2018-10-25,121.37194061279297
2019-01-29,122.1032943725586
2018-12-28,121.93527221679688
2018-11-26,121.78703308105469
2019-08-09,121.8660888671875
2019-07-08,121.77714538574219
2019-06-06,123.69444274902344
2019-09-10,121.5794906616211
2020-01-15,121.00627899169922
2020-04-03,121.79690551757812
2019-10-31,123.80314636230469
2020-04-06,125.1867446899414
2020-06-24,126.53081512451172
2018-11-09,125.93785858154297
2019-07-23,125.06816101074219
2019-06-21,124.50483703613281
2019-05-20,124.3368148803711
2019-04-18,124.00080108642578
2018-09-06,124.06009674072266
2018-10-08,124.22811126708984
2019-02-13,124.9396743774414
2018-12-11,126.60001373291016
2019-09-25,127.1534423828125
2020-01-21,127.17320251464844
2020-04-09,123.73396301269531
2019-11-06,119.0791244506836
2020-01-24,121.39171600341797
2020-01-27,121.80679321289062
2020-04-15,124.24786376953125
2018-12-26,126.11573791503906
2019-08-07,126.49129486083984
2019-06-04,127.59818267822266
2018-09-21,128.80389404296875
2018-07-19,129.44627380371094
2018-08-20,129.96018981933594
2018-10-23,130.41482543945312
2019-05-03,131.66993713378906
2019-04-01,132.4407958984375
2019-02-28,129.4364013671875
2019-11-12,128.68528747558594
2020-01-30,128.38880920410156
2019-11-15,127.7167739868164
2020-04-21,123.60548400878906
2019-04-16,129.11024475097656
2019-03-15,129.88113403320312
2019-02-11,132.15419006347656
2019-01-10,131.78854370117188
2019-08-22,133.1820068359375
2018-11-07,134.2098388671875
2018-08-03,134.51622009277344
2018-09-04,133.22154235839844
2019-06-19,133.52793884277344
2019-09-23,132.35186767578125
2019-11-18,131.84783935546875
2020-02-05,131.78854370117188
2020-04-24,132.1146697998047
2019-03-29,132.50010681152344
2019-11-21,134.32843017578125
2020-04-27,135.37600708007812
2020-02-11,135.6230926513672
2020-04-30,136.4038543701172
2019-05-01,139.2501220703125
2019-02-26,139.14114379882812
2019-01-25,141.0630645751953
2018-12-24,140.50828552246094
2019-09-06,139.121337890625
2018-07-17,141.3206329345703
2018-09-19,141.588134765625
2019-08-05,143.6982879638672
2019-10-08,143.9756622314453
2019-12-11,143.56948852539062
2019-11-27,143.9459686279297
