Dates,STE
2018-06-20,106.97000122070312
2018-06-21,106.81999969482422
2018-06-25,106.4800033569336
2018-06-22,105.0
2018-06-26,104.75
2018-06-27,103.19999694824219
2018-06-28,103.45999908447266
2018-06-29,105.01000213623047
2018-07-02,106.69000244140625
2018-07-03,106.2699966430664
2018-07-05,106.66999816894531
2018-07-16,108.62000274658203
2018-09-18,109.01000213623047
2019-01-24,109.68000030517578
2019-09-05,109.23999786376953
2018-11-21,110.16999816894531
2020-01-13,110.37999725341797
2020-04-01,109.72000122070312
2020-06-19,110.19999694824219
2019-10-29,110.48999786376953
2020-01-16,111.30999755859375
2020-06-22,111.95999908447266
2018-10-03,112.5199966430664
2018-07-31,112.69999694824219
2019-03-12,113.16000366210938
2019-02-08,113.5
2019-01-07,112.81999969482422
2018-12-06,112.19999694824219
2019-08-19,114.47000122070312
2019-07-18,115.01000213623047
2019-05-15,116.4000015258789
2019-09-20,116.75
2019-11-01,116.19999694824219
2020-04-07,115.5199966430664
2020-06-25,113.38999938964844
2020-06-16,114.73999786376953
2019-11-04,114.83000183105469
2020-01-22,114.27999877929688
2019-11-07,114.54000091552734
2020-04-13,113.0
2019-07-01,113.3499984741211
2019-05-30,114.11000061035156
2018-08-15,114.30000305175781
2018-10-18,115.02999877929688
2019-03-27,115.44000244140625
2019-01-22,115.37999725341797
2018-12-21,114.94999694824219
2019-09-03,115.08999633789062
2018-11-19,114.93000030517578
2019-08-02,114.98999786376953
2020-01-28,114.23999786376953
2020-04-16,114.41999816894531
2019-11-13,113.77999877929688
2020-01-31,112.97000122070312
2018-12-04,113.33999633789062
2018-11-02,113.31999969482422
2019-07-16,113.06999969482422
2018-08-30,113.83999633789062
2018-10-01,113.3499984741211
2019-06-14,113.0999984741211
2019-05-13,115.25
2019-04-11,113.0999984741211
2019-02-06,114.55000305175781
2019-09-18,113.58999633789062
2020-02-03,114.26000213623047
2020-04-22,113.97000122070312
2019-11-19,114.11000061035156
2020-02-06,114.4800033569336
2019-11-22,113.5999984741211
2019-03-25,113.47000122070312
2019-02-21,114.4000015258789
2018-12-19,114.16000366210938
2018-07-12,112.79000091552734
2018-09-14,111.26000213623047
2018-08-13,109.30999755859375
2018-10-16,108.98999786376953
2019-07-31,107.70999908447266
2019-05-28,107.70999908447266
2019-04-26,104.97000122070312
2020-04-28,104.76000213623047
2019-11-25,106.0999984741211
2020-02-12,106.44000244140625
2020-05-01,110.2300033569336
2020-05-04,110.01000213623047
2019-06-12,108.63999938964844
2019-04-09,106.68000030517578
2019-03-08,105.68000030517578
2019-02-04,105.41000366210938
2018-07-27,106.38999938964844
2018-08-28,107.80000305175781
2019-01-03,105.81999969482422
2019-08-15,107.94000244140625
2018-10-31,107.83000183105469
2019-09-16,109.30999755859375
2020-02-18,111.7699966430664
2020-05-07,111.87000274658203
2018-08-17,112.04000091552734
2019-12-04,117.45999908447266
2020-02-21,119.88999938964844
2018-12-17,120.69999694824219
2019-08-30,120.3499984741211
2018-11-15,119.94000244140625
2019-07-29,118.54000091552734
2019-06-27,116.41000366210938
2019-04-24,118.1500015258789
2018-07-10,118.37000274658203
2018-09-12,115.75
2019-02-19,112.68000030517578
2019-01-18,113.25
2020-02-24,113.36000061035156
2020-05-13,114.04000091552734
2019-12-10,114.80999755859375
2020-02-27,119.0
