Dates,STE
2019-05-16,151.8000030517578
2018-08-01,151.72000122070312
2019-03-13,150.94000244140625
2019-12-03,150.00999450683594
2020-02-20,147.91000366210938
2019-12-06,149.0800018310547
2020-05-12,148.86000061035156
2019-12-09,147.91000366210938
2020-02-26,148.1699981689453
2020-05-15,146.64999389648438
2019-03-28,147.7100067138672
2018-09-17,147.11000061035156
2018-08-16,148.00999450683594
2018-10-19,148.10000610351562
2019-04-29,149.75999450683594
2019-01-23,149.25999450683594
2019-09-04,149.4499969482422
2018-11-20,149.0399932861328
2019-07-02,148.47999572753906
2019-05-31,145.47000122070312
2019-12-12,150.6999969482422
2020-05-18,151.64999389648438
2019-09-27,153.07000732421875
2020-03-03,154.2100067138672
2020-05-21,153.3300018310547
2019-05-14,153.72000122070312
2018-08-31,153.27999877929688
2018-07-30,151.86000061035156
2018-10-02,152.94000244140625
2019-04-12,154.3699951171875
2019-03-11,153.4499969482422
2019-02-07,151.6699981689453
2019-07-17,151.66000366210938
2019-09-19,150.8000030517578
2019-10-21,149.32000732421875
2019-12-18,150.8699951171875
2020-03-06,152.50999450683594
2019-10-03,154.22000122070312
2020-03-09,156.08999633789062
2020-05-27,153.7100067138672
2019-12-24,153.5500030517578
2020-03-12,153.88999938964844
2018-12-20,153.8800048828125
2019-08-01,154.36000061035156
2018-08-14,144.05999755859375
2018-07-13,141.6199951171875
2018-10-17,145.88999938964844
2019-05-29,147.94000244140625
2019-03-26,143.2100067138672
2019-02-22,144.1300048828125
2019-10-04,146.24000549316406
2019-11-05,144.49000549316406
2019-12-27,146.25999450683594
2020-06-02,146.0500030517578
2019-12-30,147.35000610351562
2020-03-18,146.47999572753906
2020-06-05,146.55999755859375
2019-07-15,146.22000122070312
2018-12-03,141.9600067138672
2019-06-13,144.77000427246094
2019-01-04,139.66000366210938
2018-08-29,138.61000061035156
2019-02-05,142.14999389648438
2018-11-01,141.72000122070312
2019-08-16,140.85000610351562
2019-04-10,139.17999267578125
2019-09-17,138.8300018310547
2019-10-15,141.1199951171875
2020-01-02,141.17999267578125
2020-06-08,141.49000549316406
2019-10-18,142.75
2020-03-24,143.07000732421875
2020-06-11,142.7100067138672
2020-01-08,144.0
2019-04-25,141.0500030517578
2019-07-30,137.61000061035156
2019-02-20,138.4199981689453
2018-07-11,137.5500030517578
2018-09-13,138.41000366210938
2018-10-15,139.10000610351562
2019-06-28,141.77999877929688
2018-12-18,142.1300048828125
2018-11-16,142.61000061035156
2019-10-02,143.02999877929688
2020-03-27,146.0
2020-01-10,145.5
2019-10-24,146.5
2020-03-30,145.13999938964844
2020-06-17,145.0800018310547
2020-01-14,145.17999267578125
2020-04-02,145.3000030517578
2019-01-02,145.72999572753906
2019-08-14,147.42999267578125
2018-10-30,148.86000061035156
2019-06-11,150.2100067138672
2019-05-10,151.9499969482422
2019-04-08,152.36000061035156
2018-08-27,151.8000030517578
2018-07-26,151.89999389648438
2018-09-28,151.33999633789062
2019-03-07,152.24000549316406
2019-10-30,152.4499969482422
2020-01-17,151.99000549316406
2020-06-23,149.74000549316406
2020-04-08,152.50999450683594
2020-06-26,153.6199951171875
2019-03-22,154.0
2019-01-17,153.6699981689453
2019-08-29,152.94000244140625
2018-11-14,154.32000732421875
2019-06-26,154.17999267578125
2018-09-11,153.1199951171875
2018-07-09,152.2899932861328
2018-08-10,150.61000061035156
2019-04-23,152.0800018310547
2019-09-30,149.30999755859375
2020-01-23,149.4499969482422
2019-11-08,150.10000610351562
2020-04-14,151.61000061035156
2019-11-11,152.17999267578125
2020-01-29,151.9600067138672
2020-04-17,152.1199951171875
2018-07-24,151.91000366210938
2018-09-26,152.5800018310547
2019-05-08,149.42999267578125
2019-03-05,150.5
2019-02-01,150.7100067138672
2018-12-31,151.60000610351562
2018-11-29,151.5500030517578
2019-08-12,152.38999938964844
2019-07-11,150.8800048828125
2019-09-13,151.0500030517578
2019-11-14,152.33999633789062
2020-04-20,153.0500030517578
2020-02-04,154.22999572753906
2020-04-23,153.9600067138672
2018-12-14,154.4499969482422
2019-08-27,152.42999267578125
2018-08-08,151.92999267578125
2018-10-11,149.50999450683594
2018-11-12,150.11000061035156
2019-07-26,151.3000030517578
2019-06-24,150.5
2019-05-23,152.80999755859375
2019-03-20,151.50999450683594
2019-01-15,152.67999267578125
2019-11-20,153.02000427246094
2020-02-07,153.00999450683594
2020-02-10,153.86000061035156
2020-04-29,152.52999877929688
2019-11-26,157.0
2020-02-13,163.0
2019-01-30,166.67999267578125
2018-08-23,167.0
2018-09-24,168.11000061035156
2018-11-27,168.1999969482422
2018-10-26,167.88999938964844
2019-07-09,168.05999755859375
2019-06-07,165.14999389648438
2019-05-06,167.74000549316406
2019-04-04,165.80999755859375
2019-09-11,163.7899932861328
2019-11-29,160.0800018310547
2020-05-05,159.0500030517578
2019-12-02,163.47999572753906
2020-02-19,163.52000427246094
2020-05-08,161.5399932861328
2019-05-21,154.50999450683594
2019-03-18,150.0800018310547
2018-09-07,148.49000549316406
2018-08-06,147.6699981689453
2018-10-09,138.17999267578125
2019-02-14,136.58999633789062
2018-12-12,124.54000091552734
2019-07-24,123.31999969482422
2019-09-26,121.2699966430664
2019-10-28,121.86000061035156
2019-12-05,121.41000366210938
2020-05-11,115.43000030517578
2019-07-03,112.77999877929688
2020-02-25,117.30000305175781
2020-05-14,119.13999938964844
2020-02-28,125.61000061035156
2019-08-08,131.2100067138672
2019-06-05,139.5800018310547
2018-07-20,135.2100067138672
2018-08-21,137.35000610351562
2018-10-24,138.47000122070312
2019-04-02,143.9600067138672
2019-03-01,149.99000549316406
2019-01-28,149.63999938964844
2018-12-27,149.14999389648438
2019-09-09,152.5399932861328
2020-03-02,152.27000427246094
2020-05-20,154.1699981689453
2019-12-17,155.57000732421875
2020-03-05,152.9600067138672
2019-02-12,153.89999389648438
2019-01-11,155.02000427246094
2018-12-10,149.9499969482422
2019-08-23,150.4199981689453
2018-11-08,150.5
2019-07-22,149.36000061035156
2019-06-20,150.60000610351562
2018-09-05,147.25
2019-04-17,145.86000061035156
2019-09-24,141.22999572753906
2019-12-20,141.38999938964844
2020-05-26,140.72000122070312
2019-04-30,142.4199981689453
2019-12-23,143.38999938964844
2020-03-11,146.5
2020-05-29,147.0
2019-12-26,153.5
2020-06-01,148.61000061035156
2019-05-02,146.39999389648438
2019-02-27,150.2899932861328
2018-11-23,154.5800018310547
2019-08-06,159.22000122070312
2018-07-18,159.27000427246094
2018-09-20,156.83999633789062
2018-10-22,156.6199951171875
2019-07-05,159.64999389648438
2019-06-03,158.9199981689453
2019-10-09,161.10000610351562
2019-10-11,163.52999877929688
2020-03-17,165.49000549316406
2020-06-04,165.94000244140625
2019-10-14,165.0
2020-03-20,162.5800018310547
2018-11-06,162.63999938964844
2019-06-18,162.66000366210938
2019-05-17,164.50999450683594
2019-04-15,162.05999755859375
2019-03-14,157.16000366210938
2019-01-09,153.10000610351562
2018-08-02,149.0800018310547
2018-10-05,157.0800018310547
2019-08-21,156.19000244140625
2019-10-17,154.1300048828125
2020-03-23,155.91000366210938
2020-06-10,152.0
2019-02-25,154.75999450683594
2020-01-07,153.4199981689453
2020-03-26,149.32000732421875
2019-10-23,149.0
