Dates,DAL
2018-06-20,54.0
2018-06-21,53.79999923706055
2018-06-25,53.5
2018-06-22,52.279998779296875
2018-06-26,51.529998779296875
2018-06-27,51.029998779296875
2018-06-28,49.81999969482422
2018-06-29,49.810001373291016
2018-07-02,49.25
2018-07-03,49.25
2018-07-05,49.099998474121094
2018-07-16,49.34000015258789
2018-09-18,49.58000183105469
2019-01-24,50.599998474121094
2019-09-05,50.13999938964844
2018-11-21,50.900001525878906
2020-01-13,50.5
2020-04-01,50.900001525878906
2020-06-19,50.599998474121094
2019-10-29,52.439998626708984
2020-01-16,52.86000061035156
2020-06-22,52.65999984741211
2018-10-03,51.79999923706055
2018-07-31,52.380001068115234
2019-03-12,51.2599983215332
2019-02-08,51.65999984741211
2019-01-07,53.95000076293945
2018-12-06,54.31999969482422
2019-08-19,53.93000030517578
2019-07-18,54.790000915527344
2019-05-15,53.209999084472656
2019-09-20,54.15999984741211
2019-11-01,54.099998474121094
2020-04-07,54.599998474121094
2020-06-25,54.869998931884766
2020-06-16,55.209999084472656
2019-11-04,54.779998779296875
2020-01-22,54.880001068115234
2019-11-07,54.2599983215332
2020-04-13,54.79999923706055
2019-07-01,55.33000183105469
2019-05-30,55.4900016784668
2018-08-15,55.970001220703125
2018-10-18,57.529998779296875
2019-03-27,57.5
2019-01-22,56.810001373291016
2018-12-21,56.779998779296875
2019-09-03,57.470001220703125
2018-11-19,57.95000076293945
2019-08-02,58.79999923706055
2020-01-28,58.33000183105469
2020-04-16,58.439998626708984
2019-11-13,58.5
2020-01-31,59.0
2018-12-04,57.209999084472656
2018-11-02,56.08000183105469
2019-07-16,57.04999923706055
2018-08-30,57.33000183105469
2018-10-01,58.34000015258789
2019-06-14,57.38999938964844
2019-05-13,57.7599983215332
2019-04-11,57.790000915527344
2019-02-06,57.869998931884766
2019-09-18,57.86000061035156
2020-02-03,58.20000076293945
2020-04-22,58.439998626708984
2019-11-19,59.15999984741211
2020-02-06,57.439998626708984
2019-11-22,57.400001525878906
2019-03-25,57.81999969482422
2019-02-21,58.0
2018-12-19,57.9900016784668
2018-07-12,55.439998626708984
2018-09-14,54.9900016784668
2018-08-13,54.25
2018-10-16,53.7400016784668
2019-07-31,52.369998931884766
2019-05-28,52.529998779296875
2019-04-26,50.72999954223633
2020-04-28,51.5
2019-11-25,52.560001373291016
2020-02-12,52.0
2020-05-01,52.060001373291016
2020-05-04,54.93000030517578
2019-06-12,54.290000915527344
2019-04-09,53.130001068115234
2019-03-08,53.540000915527344
2019-02-04,53.29999923706055
2018-07-27,53.5
2018-08-28,51.40999984741211
2019-01-03,53.310001373291016
2019-08-15,54.150001525878906
2018-10-31,53.38999938964844
2019-09-16,55.61000061035156
2020-02-18,54.93000030517578
2020-05-07,56.5
2018-08-17,56.02000045776367
2019-12-04,55.709999084472656
2020-02-21,55.810001373291016
2018-12-17,56.59000015258789
2019-08-30,56.83000183105469
2018-11-15,56.599998474121094
2019-07-29,57.130001068115234
2019-06-27,56.93000030517578
2019-04-24,56.15999984741211
2018-07-10,55.810001373291016
2018-09-12,56.0
2019-02-19,55.599998474121094
2019-01-18,55.810001373291016
2020-02-24,56.4900016784668
2020-05-13,57.52000045776367
2019-12-10,57.310001373291016
2020-02-27,58.369998931884766
2019-12-13,58.5
2020-05-19,59.2599983215332
2019-03-06,61.0
2018-11-30,57.97999954223633
2019-08-13,56.630001068115234
2019-07-12,57.61000061035156
2019-06-10,56.22999954223633
2019-05-09,56.689998626708984
2018-07-25,56.459999084472656
2018-09-27,56.22999954223633
2018-10-29,52.900001525878906
2019-10-16,53.369998931884766
2019-12-16,53.43000030517578
2020-03-04,53.20000076293945
2020-05-22,51.529998779296875
2019-10-01,50.5099983215332
2019-12-19,49.25
2018-09-10,48.400001525878906
2019-05-24,50.029998779296875
2018-08-09,50.529998779296875
2019-04-22,50.290000915527344
2019-03-21,49.25
2019-01-16,48.5099983215332
2019-08-28,46.369998931884766
2018-11-13,48.0
2018-10-12,48.47999954223633
2019-06-25,47.099998474121094
2020-03-10,46.68000030517578
2020-05-28,48.220001220703125
2019-10-07,47.56999969482422
2020-03-13,47.970001220703125
2019-10-10,48.88999938964844
2020-03-16,47.439998626708984
2020-06-03,48.63999938964844
2018-11-28,48.04999923706055
2018-09-25,47.290000915527344
2018-07-23,48.2599983215332
2018-08-24,47.650001525878906
2019-07-10,47.43000030517578
2019-05-07,48.40999984741211
2019-04-05,48.380001068115234
2019-03-04,50.06999969482422
2019-01-31,49.630001068115234
2019-09-12,49.9900016784668
2019-12-31,50.369998931884766
2020-03-19,50.16999816894531
2020-01-03,50.34000015258789
2020-06-09,50.06999969482422
2019-02-15,50.61000061035156
2019-01-14,50.86000061035156
2018-07-06,50.04999923706055
2018-08-07,50.06999969482422
2018-10-10,50.88999938964844
2018-12-13,51.0
2019-08-26,51.18000030517578
2019-07-25,51.20000076293945
2019-05-22,51.599998474121094
2019-03-19,51.810001373291016
2020-01-06,51.400001525878906
2020-03-25,50.970001220703125
2020-06-12,50.09000015258789
2019-10-22,49.369998931884766
2020-01-09,49.040000915527344
2020-06-15,50.029998779296875
2019-10-25,49.810001373291016
2020-03-31,49.5099983215332
2020-06-18,49.25
2019-04-03,49.79999923706055
2018-08-22,51.189998626708984
2018-10-25,50.97999954223633
2019-01-29,51.380001068115234
2018-12-28,51.290000915527344
2018-11-26,51.06999969482422
2019-08-09,50.9900016784668
2019-07-08,50.88999938964844
2019-06-06,49.709999084472656
2019-09-10,50.040000915527344
2020-01-15,49.599998474121094
2020-04-03,49.36000061035156
2019-10-31,49.04999923706055
2020-04-06,50.11000061035156
2020-06-24,50.72999954223633
2018-11-09,51.81999969482422
2019-07-23,54.529998779296875
2019-06-21,55.959999084472656
2019-05-20,57.459999084472656
2019-04-18,57.439998626708984
2018-09-06,57.5
2018-10-08,57.20000076293945
2019-02-13,58.970001220703125
2018-12-11,57.95000076293945
2019-09-25,58.83000183105469
2020-01-21,58.0
2020-04-09,57.65999984741211
2019-11-06,58.849998474121094
2020-01-24,58.5
2020-01-27,57.790000915527344
2020-04-15,57.65999984741211
2018-12-26,58.2400016784668
2019-08-07,57.84000015258789
2019-06-04,56.560001373291016
2018-09-21,57.2400016784668
2018-07-19,57.81999969482422
2018-08-20,58.20000076293945
2018-10-23,57.31999969482422
2019-05-03,57.72999954223633
2019-04-01,56.97999954223633
2019-02-28,57.25
2019-11-12,56.77000045776367
2020-01-30,56.13999938964844
2019-11-15,56.25
2020-04-21,55.439998626708984
2019-04-16,54.900001525878906
2019-03-15,54.58000183105469
2019-02-11,55.13999938964844
2019-01-10,54.7599983215332
2019-08-22,54.0
2018-11-07,54.68000030517578
2018-08-03,54.4900016784668
2018-09-04,53.650001525878906
2019-06-19,54.41999816894531
2019-09-23,54.13999938964844
2019-11-18,53.75
2020-02-05,53.380001068115234
2020-04-24,52.470001220703125
2019-03-29,51.47999954223633
2019-11-21,52.849998474121094
2020-04-27,54.849998474121094
2020-02-11,55.060001373291016
2020-04-30,54.91999816894531
2019-05-01,55.5
2019-02-26,55.02000045776367
2019-01-25,55.04999923706055
2018-12-24,55.689998626708984
2019-09-06,56.56999969482422
2018-07-17,55.779998779296875
2018-09-19,55.95000076293945
2019-08-05,56.279998779296875
2019-10-08,56.849998474121094
2019-12-11,56.0
2019-11-27,56.099998474121094
2020-02-14,56.04999923706055
2020-05-06,56.06999969482422
2019-01-08,56.75
2018-12-07,56.88999938964844
2019-08-20,57.29999923706055
2018-11-05,58.599998474121094
2019-07-19,59.0
2018-10-04,59.150001525878906
2019-06-17,58.900001525878906
2019-05-16,59.56999969482422
2018-08-01,59.34000015258789
2019-03-13,60.25
2019-12-03,60.22999954223633
2020-02-20,61.56999969482422
2019-12-06,61.880001068115234
2020-05-12,63.22999954223633
2019-12-09,61.77000045776367
2020-02-26,62.86000061035156
2020-05-15,61.45000076293945
2019-03-28,61.45000076293945
2018-09-17,62.38999938964844
2018-08-16,62.77000045776367
2018-10-19,62.25
2019-04-29,61.97999954223633
2019-01-23,62.310001373291016
2019-09-04,62.5
2018-11-20,61.310001373291016
2019-07-02,59.900001525878906
2019-05-31,59.369998931884766
2019-12-12,58.4900016784668
2020-05-18,58.02000045776367
2019-09-27,59.93000030517578
2020-03-03,59.689998626708984
2020-05-21,59.06999969482422
2019-05-14,58.20000076293945
2018-08-31,57.91999816894531
2018-07-30,57.470001220703125
2018-10-02,57.43000030517578
2019-04-12,58.68000030517578
2019-03-11,58.02000045776367
2019-02-07,58.25
2019-07-17,58.130001068115234
2019-09-19,57.81999969482422
2019-10-21,56.7599983215332
2019-12-18,56.630001068115234
2020-03-06,55.84000015258789
2019-10-03,57.119998931884766
2020-03-09,58.150001525878906
2020-05-27,57.439998626708984
2019-12-24,57.619998931884766
2020-03-12,57.65999984741211
2018-12-20,58.70000076293945
2019-08-01,57.97999954223633
2018-08-14,58.08000183105469
2018-07-13,58.619998931884766
2018-10-17,58.779998779296875
2019-05-29,60.0
2019-03-26,58.029998779296875
2019-02-22,58.310001373291016
2019-10-04,59.45000076293945
2019-11-05,59.25
2019-12-27,58.79999923706055
2020-06-02,58.310001373291016
2019-12-30,58.619998931884766
2020-03-18,58.040000915527344
2020-06-05,58.11000061035156
2019-07-15,58.970001220703125
2018-12-03,58.5099983215332
2019-06-13,58.04999923706055
2019-01-04,55.7400016784668
2018-08-29,53.119998931884766
2019-02-05,52.849998474121094
2018-11-01,53.75
2019-08-16,53.02000045776367
2019-04-10,54.0099983215332
2019-09-17,51.95000076293945
2019-10-15,53.5
2020-01-02,52.04999923706055
2020-06-08,53.209999084472656
2019-10-18,53.75
2020-03-24,53.52000045776367
2020-06-11,53.189998626708984
2020-01-08,54.189998626708984
2019-04-25,54.689998626708984
2019-07-30,54.04999923706055
2019-02-20,54.29999923706055
2018-07-11,53.61000061035156
2018-09-13,54.720001220703125
2018-10-15,55.13999938964844
2019-06-28,55.36000061035156
2018-12-18,55.02000045776367
2018-11-16,55.54999923706055
2019-10-02,56.75
2020-03-27,57.279998779296875
2020-01-10,57.5
2019-10-24,57.91999816894531
2020-03-30,57.47999954223633
2020-06-17,57.2599983215332
2020-01-14,57.59000015258789
2020-04-02,56.7400016784668
2019-01-02,56.27000045776367
2019-08-14,56.88999938964844
2018-10-30,56.779998779296875
2019-06-11,57.349998474121094
2019-05-10,56.79999923706055
2019-04-08,55.7400016784668
2018-08-27,55.56999969482422
2018-07-26,56.38999938964844
2018-09-28,56.31999969482422
2019-03-07,57.529998779296875
2019-10-30,57.150001525878906
2020-01-17,57.25
2020-06-23,55.88999938964844
2020-04-08,55.95000076293945
2020-06-26,56.38999938964844
2019-03-22,56.439998626708984
2019-01-17,55.9900016784668
2019-08-29,55.79999923706055
2018-11-14,55.400001525878906
2019-06-26,55.90999984741211
2018-09-11,56.790000915527344
2018-07-09,57.16999816894531
2018-08-10,58.41999816894531
2019-04-23,59.4900016784668
2019-09-30,58.619998931884766
2020-01-23,59.54999923706055
2019-11-08,59.16999816894531
2020-04-14,59.65999984741211
2019-11-11,59.47999954223633
2020-01-29,59.630001068115234
2020-04-17,59.25
2018-07-24,58.4900016784668
2018-09-26,58.93000030517578
2019-05-08,57.5
2019-03-05,56.9900016784668
2019-02-01,57.90999984741211
2018-12-31,57.75
2018-11-29,59.2599983215332
2019-08-12,59.25
2019-07-11,59.029998779296875
2019-09-13,62.040000915527344
2019-11-14,61.540000915527344
2020-04-20,62.060001373291016
2020-02-04,62.130001068115234
2020-04-23,61.25
2018-12-14,60.630001068115234
2019-08-27,59.189998626708984
2018-08-08,60.099998474121094
2018-10-11,56.4900016784668
2018-11-12,57.54999923706055
2019-07-26,57.63999938964844
2019-06-24,55.650001525878906
2019-05-23,56.70000076293945
2019-03-20,56.20000076293945
2019-01-15,57.20000076293945
2019-11-20,58.970001220703125
2020-02-07,59.79999923706055
2020-02-10,57.959999084472656
2020-04-29,57.540000915527344
2019-11-26,58.099998474121094
2020-02-13,59.290000915527344
2019-01-30,58.75
2018-08-23,59.2400016784668
2018-09-24,58.869998931884766
2018-11-27,58.4900016784668
2018-10-26,58.20000076293945
2019-07-09,57.959999084472656
2019-06-07,54.83000183105469
2019-05-06,54.540000915527344
2019-04-04,51.439998626708984
2019-09-11,46.720001220703125
2019-11-29,46.02000045776367
2020-05-05,46.220001220703125
2019-12-02,49.810001373291016
2020-02-19,47.5
2020-05-08,46.5
2019-05-21,43.470001220703125
2019-03-18,43.040000915527344
2018-09-07,45.56999969482422
2018-08-06,44.0
2018-10-09,37.470001220703125
2019-02-14,38.540000915527344
2018-12-12,32.79999923706055
2019-07-24,36.22999954223633
2019-09-26,29.790000915527344
2019-10-28,23.360000610351562
2019-12-05,23.170000076293945
2020-05-11,22.170000076293945
2019-07-03,26.260000228881836
2020-02-25,31.489999771118164
2020-05-14,32.61000061035156
2020-02-28,30.719999313354492
2019-08-08,28.489999771118164
2019-06-05,29.350000381469727
2018-07-20,26.59000015258789
2018-08-21,23.920000076293945
2018-10-24,23.030000686645508
2019-04-02,22.309999465942383
2019-03-01,25.209999084472656
2019-01-28,23.09000015258789
2018-12-27,25.399999618530273
2019-09-09,24.979999542236328
2020-03-02,23.989999771118164
2020-05-20,24.90999984741211
2019-12-17,23.760000228881836
2020-03-05,24.149999618530273
2019-02-12,23.440000534057617
2019-01-11,23.020000457763672
2018-12-10,23.8799991607666
2019-08-23,22.649999618530273
2018-11-08,22.530000686645508
2019-07-22,22.829999923706055
2019-06-20,23.0
2018-09-05,25.690000534057617
2019-04-17,26.700000762939453
