Dates,DAL
2019-08-27,7774500.0
2018-08-08,10989500.0
2018-10-11,13090200.0
2018-11-12,6343700.0
2019-07-26,5662000.0
2019-06-24,5980700.0
2019-05-23,9320800.0
2019-03-20,7499000.0
2019-01-15,6880800.0
2019-11-20,6067000.0
2020-02-07,5210200.0
2020-02-10,3836800.0
2020-04-29,4541100.0
2019-11-26,4566500.0
2020-02-13,5227500.0
2019-01-30,4353100.0
2018-08-23,3810100.0
2018-09-24,5690600.0
2018-11-27,4399900.0
2018-10-26,5239400.0
2019-07-09,6295600.0
2019-06-07,17983100.0
2019-05-06,15836500.0
2019-04-04,15985900.0
2019-09-11,21937800.0
2019-11-29,19861000.0
2020-05-05,20098700.0
2019-12-02,26344100.0
2020-02-19,20381800.0
2020-05-08,22918800.0
2019-05-21,25809300.0
2019-03-18,25784700.0
2018-09-07,28693300.0
2018-08-06,23542000.0
2018-10-09,36331900.0
2019-02-14,33052500.0
2018-12-12,35535400.0
2019-07-24,33097500.0
2019-09-26,64242500.0
2019-10-28,44623400.0
2019-12-05,55062900.0
2020-05-11,44426400.0
2019-07-03,65730300.0
2020-02-25,70733900.0
2020-05-14,57779500.0
2020-02-28,34960700.0
2019-08-08,29527500.0
2019-06-05,25002300.0
2018-07-20,56133000.0
2018-08-21,39407400.0
2018-10-24,48967800.0
2019-04-02,95093000.0
2019-03-01,98907200.0
2019-01-28,67565200.0
2018-12-27,91692900.0
2019-09-09,76173000.0
2020-03-02,60843600.0
2020-05-20,88092500.0
2019-12-17,57610200.0
2020-03-05,52594500.0
2019-02-12,42950800.0
2019-01-11,38616700.0
2018-12-10,70221400.0
2019-08-23,43581800.0
2018-11-08,43766600.0
2019-07-22,50561700.0
2019-06-20,83972100.0
2018-09-05,81614900.0
2019-04-17,63324500.0
2019-09-24,45146100.0
2019-12-20,91387100.0
2020-05-26,51178700.0
2019-04-30,52949200.0
2019-12-23,48328200.0
2020-03-11,43366800.0
2020-05-29,39151900.0
2019-12-26,37466300.0
2020-06-01,72264900.0
2019-05-02,88506300.0
2019-02-27,46861800.0
2018-11-23,74681700.0
2019-08-06,70906400.0
2018-07-18,50857000.0
2018-09-20,46567200.0
2018-10-22,37139300.0
2019-07-05,78557100.0
2019-06-03,92712000.0
2019-10-09,53868100.0
2019-10-11,50687500.0
2020-03-17,46510800.0
2020-06-04,43200400.0
2019-10-14,65011100.0
2020-03-20,134626500.0
2018-11-06,130685400.0
2019-06-18,82137300.0
2019-05-17,60254500.0
2019-04-15,90379400.0
2019-03-14,88001500.0
2019-01-09,68209700.0
2018-08-02,64288700.0
2018-10-05,63426700.0
2019-08-21,37598000.0
2019-10-17,40662600.0
2020-03-23,48103900.0
2020-06-10,42192700.0
2019-02-25,33475000.0
2020-01-07,45272500.0
2020-03-26,37309400.0
2019-10-23,45683400.0
