Dates,BAC,AAPL,NFLX,AMZN,GOLD,WFC
2020-01-02,,,,,,
2020-01-03,-0.010466731198181867,0.003071846111625254,0.002085227424268643,-0.005600000000000049,0.0117584837770357,-0.01374183629968262
2020-01-08,-0.016295017217938468,-0.011307371430513968,-0.01120020709890901,-0.002413515687851975,0.002641269744030339,-0.006966652751509317
2020-01-06,0.008427809265135977,0.020592898386616376,0.04131593929578359,0.0239247311827957,-0.031085361792288713,0.005877845064997667
2020-01-07,-0.0037464283935716436,-0.008938076002246054,-0.014800757774127815,-0.003391945884746672,0.006525331333123718,-0.003958512488082211
2020-01-09,0.021116562009852125,0.033921074330471646,0.031705360871361554,0.006243269552833386,-0.048082084205473885,0.006813031970325012
2020-01-10,-0.008498562140068944,0.010936128030005099,-0.014239751804641765,-0.002366638652792852,0.0028376410147050724,-0.007706763938577388
2020-01-13,-0.0045714242117745885,0.003348385461960479,-0.01580997541792961,-0.007379110912562048,0.005659331128350598,-0.005493481918884435
2020-01-14,0.013203188359873996,0.016236674755332636,0.03797470333657027,-0.002871054212536084,-0.02644913948202976,-0.04323810395740324
2020-01-15,-0.015014130049624597,-0.015314196136958502,-0.016608598496149707,-0.0072273977387333765,0.02601160594131402,-0.027871744454316394
2020-01-16,0.0037388860052836037,0.0055795741552668865,0.01423174509405678,0.005736408190345932,0.014084507042253502,-0.007577364995033031
2020-01-27,0.0005729696903187254,0.008546167629957191,-0.00727802037845704,0.0015401167447000041,0.007222175598144531,0.01877837112266234
2020-02-20,-0.014318442904291295,0.0029089495041991764,-0.0029325513196480912,-0.011077005809552398,-0.009376728304644755,-0.005671435798149105
2020-02-12,-0.0014526217234275274,0.004382181405973462,-0.0219118006089154,0.01667022295995313,0.02115818972639949,-0.001222272827551718
2020-04-16,-0.008146604247843636,-0.002071608928207236,-0.019575941924555695,-0.005790854161289549,-0.007088389696490283,-0.013053220591118575
2020-02-04,0.0008799876551071062,0.007328845224760405,0.06876451454597232,0.003320766328898106,0.013179664499348709,-0.004133101166813313
2020-05-28,-0.04542788058566116,-0.03181889911446134,-0.007203062932894744,-0.037734549718689725,0.02981025551854355,-0.026976536088549108
2020-07-08,0.013816419010005854,0.008191990469334387,-0.00020236254299321743,0.011263736263736224,-0.03157896744577504,0.013222412880253387
2020-06-19,0.009388291005251181,0.037907888266616174,0.009020455282590323,0.01276826949198595,-0.01684779741137543,-0.0018943413127232578
2020-05-12,-0.018901921197263194,-0.012051174341193738,-0.022636085663279015,-0.0032188841201716833,0.018242118348398506,-0.005272037318713396
2020-06-22,0.011314951781411065,0.001216647284155492,0.018440364797334574,0.1041280789575485,0.003257299983380646,0.0052999790058205765
2020-06-03,-0.0021167128959839188,-0.05181816988857413,-0.00043186161874664286,-0.019922297523653043,-0.005952310916000125,-0.0037957928601607405
2020-05-15,0.016969738584576177,0.03618143347779457,0.03962680034732591,0.009589192047640527,-0.019597201627922556,0.009737490857929743
2020-03-06,0.016090496982513303,0.0260378405970223,0.03914128776402359,0.02026721508142182,-0.0005552597864934006,0.004192888044874943
2020-02-27,0.0246334366620391,-0.0029363925621701537,-0.014741552814535375,-0.01448561564691686,0.006666713290744308,0.011273425545473836
2020-04-15,-0.01774467533638724,-0.000620058289641956,-0.01233765552838384,0.0004752382112096498,0.018211915475828233,-0.014657289525214279
