Dates,CSX
2018-06-20,64.58999633789062
2018-06-21,63.86000061035156
2018-06-25,64.56999969482422
2018-06-22,63.459999084472656
2018-06-26,63.9900016784668
2018-06-27,63.779998779296875
2018-06-28,62.720001220703125
2018-06-29,63.66999816894531
2018-07-02,63.27000045776367
2018-07-03,63.7400016784668
2018-07-05,63.86000061035156
2018-07-16,64.16000366210938
2018-09-18,65.27999877929688
2019-01-24,65.27999877929688
2019-09-05,64.3499984741211
2018-11-21,64.45999908447266
2020-01-13,64.4800033569336
2020-04-01,63.290000915527344
2020-06-19,63.22999954223633
2019-10-29,66.30000305175781
2020-01-16,66.70999908447266
2020-06-22,68.58000183105469
2018-10-03,68.7300033569336
2018-07-31,68.79000091552734
2019-03-12,68.77999877929688
2019-02-08,70.70999908447266
2019-01-07,69.93000030517578
2018-12-06,70.16000366210938
2019-08-19,70.41000366210938
2019-07-18,70.12999725341797
2019-05-15,70.08999633789062
2019-09-20,70.44999694824219
2019-11-01,71.30000305175781
2020-04-07,72.19999694824219
2020-06-25,72.19000244140625
2020-06-16,72.06999969482422
2019-11-04,71.51000213623047
2020-01-22,72.29000091552734
2019-11-07,72.83000183105469
2020-04-13,72.62999725341797
2019-07-01,72.6500015258789
2019-05-30,73.22000122070312
2018-08-15,73.68000030517578
2018-10-18,73.80000305175781
2019-03-27,73.69999694824219
2019-01-22,73.7300033569336
2018-12-21,73.9800033569336
2019-09-03,74.8499984741211
2018-11-19,75.05999755859375
2019-08-02,74.69999694824219
2020-01-28,73.93000030517578
2020-04-16,73.80999755859375
2019-11-13,74.02999877929688
2020-01-31,73.41000366210938
2018-12-04,74.01000213623047
2018-11-02,73.58999633789062
2019-07-16,73.6500015258789
2018-08-30,73.66000366210938
2018-10-01,73.91999816894531
2019-06-14,72.88999938964844
2019-05-13,72.95999908447266
2019-04-11,73.19000244140625
2019-02-06,73.55999755859375
2019-09-18,73.88999938964844
2020-02-03,72.91999816894531
2020-04-22,72.69000244140625
2019-11-19,73.05999755859375
2020-02-06,72.98999786376953
2019-11-22,73.44999694824219
2019-03-25,73.2699966430664
2019-02-21,73.76000213623047
2018-12-19,74.3499984741211
2018-07-12,74.12000274658203
2018-09-14,74.43000030517578
2018-08-13,73.76000213623047
2018-10-16,73.98999786376953
2019-07-31,73.37999725341797
2019-05-28,74.54000091552734
2019-04-26,69.54000091552734
2020-04-28,68.5999984741211
2019-11-25,69.7699966430664
2020-02-12,69.94000244140625
2020-05-01,70.76000213623047
2020-05-04,69.8499984741211
2019-06-12,68.45999908447266
2019-04-09,67.83999633789062
2019-03-08,67.36000061035156
2019-02-04,65.73999786376953
2018-07-27,65.83000183105469
2018-08-28,65.76000213623047
2019-01-03,63.650001525878906
2019-08-15,64.63999938964844
2018-10-31,65.93000030517578
2019-09-16,68.81999969482422
2020-02-18,68.87000274658203
2020-05-07,68.58000183105469
2018-08-17,69.08000183105469
2019-12-04,69.06999969482422
2020-02-21,70.75
2018-12-17,71.22000122070312
2019-08-30,69.87999725341797
2018-11-15,69.51000213623047
2019-07-29,69.62999725341797
2019-06-27,70.0999984741211
2019-04-24,69.48999786376953
2018-07-10,71.9800033569336
2018-09-12,71.25
2019-02-19,68.93000030517578
2019-01-18,69.31999969482422
2020-02-24,69.0
2020-05-13,70.16000366210938
2019-12-10,69.87999725341797
2020-02-27,70.11000061035156
2019-12-13,71.54000091552734
2020-05-19,71.6500015258789
2019-03-06,72.81999969482422
2018-11-30,70.44000244140625
2019-08-13,68.2300033569336
2019-07-12,67.9800033569336
2019-06-10,66.43000030517578
2019-05-09,67.66000366210938
2018-07-25,68.8499984741211
2018-09-27,67.94000244140625
2018-10-29,65.58000183105469
2019-10-16,64.05000305175781
2019-12-16,63.33000183105469
2020-03-04,61.70000076293945
2020-05-22,60.84000015258789
2019-10-01,60.459999084472656
2019-12-19,58.68000030517578
2018-09-10,58.470001220703125
2019-05-24,59.63999938964844
2018-08-09,61.7400016784668
2019-04-22,61.529998779296875
2019-03-21,60.02000045776367
2019-01-16,60.36000061035156
2019-08-28,60.529998779296875
2018-11-13,61.349998474121094
2018-10-12,62.63999938964844
2019-06-25,63.130001068115234
2020-03-10,63.36000061035156
