Dates,CSX
2018-06-20,65.0
2018-06-21,64.75
2018-06-25,64.69000244140625
2018-06-22,64.69000244140625
2018-06-26,63.9900016784668
2018-06-27,64.18000030517578
2018-06-28,63.880001068115234
2018-06-29,63.939998626708984
2018-07-02,63.540000915527344
2018-07-03,64.41999816894531
2018-07-05,64.29000091552734
2018-07-16,64.58000183105469
2018-09-18,65.31999969482422
2019-01-24,66.69000244140625
2019-09-05,65.69000244140625
2018-11-21,65.37999725341797
2020-01-13,64.61000061035156
2020-04-01,64.87999725341797
2020-06-19,63.75
2019-10-29,66.6500015258789
2020-01-16,68.5199966430664
2020-06-22,68.73999786376953
2018-10-03,68.7300033569336
2018-07-31,69.95999908447266
2019-03-12,69.04000091552734
2019-02-08,71.66999816894531
2019-01-07,70.8499984741211
2018-12-06,70.30999755859375
2019-08-19,70.47000122070312
2019-07-18,70.73999786376953
2019-05-15,70.08999633789062
2019-09-20,71.12000274658203
2019-11-01,71.37000274658203
2020-04-07,72.33999633789062
2020-06-25,72.58999633789062
2020-06-16,72.70999908447266
2019-11-04,71.51000213623047
2020-01-22,72.44000244140625
2019-11-07,72.83000183105469
2020-04-13,72.93000030517578
2019-07-01,73.37000274658203
2019-05-30,73.5199966430664
2018-08-15,73.9000015258789
2018-10-18,73.83999633789062
2019-03-27,74.36000061035156
2019-01-22,73.9000015258789
2018-12-21,74.0199966430664
2019-09-03,75.01000213623047
2018-11-19,75.93000030517578
2019-08-02,75.37000274658203
2020-01-28,74.33000183105469
2020-04-16,73.87999725341797
2019-11-13,74.16000366210938
2020-01-31,73.91999816894531
2018-12-04,74.16000366210938
2018-11-02,73.75
2019-07-16,74.08000183105469
2018-08-30,74.27999877929688
2018-10-01,74.16000366210938
2019-06-14,74.0
2019-05-13,73.27999877929688
2019-04-11,73.62999725341797
2019-02-06,73.95999908447266
2019-09-18,74.2699966430664
2020-02-03,74.25
2020-04-22,72.75
2019-11-19,73.58000183105469
2020-02-06,73.54000091552734
2019-11-22,73.4800033569336
2019-03-25,74.2300033569336
2019-02-21,74.0
2018-12-19,74.37999725341797
2018-07-12,75.08000183105469
2018-09-14,74.63999938964844
2018-08-13,75.02999877929688
2018-10-16,75.6500015258789
2019-07-31,74.45999908447266
2019-05-28,75.0999984741211
2019-04-26,74.55000305175781
2020-04-28,69.44000244140625
2019-11-25,70.62000274658203
2020-02-12,70.06999969482422
2020-05-01,71.1500015258789
2020-05-04,73.0
2019-06-12,70.37999725341797
2019-04-09,68.75
2019-03-08,67.76000213623047
2019-02-04,66.97000122070312
2018-07-27,66.8499984741211
2018-08-28,66.1500015258789
2019-01-03,64.04000091552734
2019-08-15,66.95999908447266
2018-10-31,65.9800033569336
2019-09-16,69.66999816894531
2020-02-18,69.12999725341797
2020-05-07,70.05000305175781
2018-08-17,69.73999786376953
2019-12-04,69.12000274658203
2020-02-21,71.18000030517578
2018-12-17,72.02999877929688
2019-08-30,71.08000183105469
2018-11-15,70.66000366210938
2019-07-29,70.11000061035156
2019-06-27,71.12000274658203
2019-04-24,69.87999725341797
2018-07-10,72.25
2018-09-12,72.41999816894531
2019-02-19,71.8499984741211
2019-01-18,69.52999877929688
2020-02-24,69.38999938964844
2020-05-13,70.37000274658203
2019-12-10,69.94999694824219
2020-02-27,70.41000366210938
2019-12-13,72.16000366210938
2020-05-19,71.76000213623047
2019-03-06,73.80999755859375
2018-11-30,73.2300033569336
2019-08-13,69.31999969482422
2019-07-12,69.43000030517578
2019-06-10,67.72000122070312
2019-05-09,69.5
2018-07-25,69.26000213623047
2018-09-27,69.29000091552734
2018-10-29,68.2699966430664
2019-10-16,65.47000122070312
2019-12-16,65.16999816894531
2020-03-04,63.560001373291016
2020-05-22,61.88999938964844
2019-10-01,61.81999969482422
2019-12-19,60.40999984741211
2018-09-10,59.16999816894531
2019-05-24,60.88999938964844
2018-08-09,62.5099983215332
2019-04-22,62.5
2019-03-21,60.7599983215332
2019-01-16,61.36000061035156
2019-08-28,61.0
2018-11-13,62.43000030517578
2018-10-12,63.779998779296875
2019-06-25,63.72999954223633
2020-03-10,63.810001373291016
2020-05-28,64.45999908447266
2019-10-07,64.87999725341797
2020-03-13,65.2699966430664
2019-10-10,65.16000366210938
2020-03-16,63.959999084472656
2020-06-03,65.38999938964844
2018-11-28,67.11000061035156
2018-09-25,66.08000183105469
2018-07-23,65.55000305175781
2018-08-24,65.55000305175781
2019-07-10,65.37999725341797
2019-05-07,65.8499984741211
2019-04-05,65.6500015258789
2019-03-04,66.43000030517578
2019-01-31,65.62000274658203
2019-09-12,66.05999755859375
2019-12-31,67.37000274658203
2020-03-19,68.08000183105469
2020-01-03,67.66999816894531
2020-06-09,67.7300033569336
2019-02-15,68.98999786376953
2019-01-14,70.0
2018-07-06,71.33999633789062
2018-08-07,70.69000244140625
2018-10-10,72.19999694824219
2018-12-13,71.3499984741211
2019-08-26,72.58999633789062
2019-07-25,73.3499984741211
2019-05-22,72.66999816894531
2019-03-19,73.4800033569336
2020-01-06,72.7699966430664
2020-03-25,72.33999633789062
2020-06-12,72.4800033569336
2019-10-22,73.30000305175781
2020-01-09,72.80999755859375
2020-06-15,72.91999816894531
2019-10-25,71.94000244140625
2020-03-31,71.80999755859375
2020-06-18,71.47000122070312
2019-04-03,71.62999725341797
2018-08-22,73.12000274658203
2018-10-25,73.05999755859375
2019-01-29,74.08999633789062
2018-12-28,72.87000274658203
2018-11-26,73.38999938964844
2019-08-09,74.04000091552734
2019-07-08,72.81999969482422
2019-06-06,72.31999969482422
2019-09-10,73.43000030517578
2020-01-15,72.2300033569336
2020-04-03,73.19000244140625
2019-10-31,72.91999816894531
2020-04-06,73.55000305175781
2020-06-24,74.91000366210938
2018-11-09,75.3499984741211
2019-07-23,76.91999816894531
2019-06-21,76.31999969482422
2019-05-20,75.02999877929688
2019-04-18,74.76000213623047
2018-09-06,74.54000091552734
2018-10-08,75.08999633789062
2019-02-13,74.83000183105469
2018-12-11,75.22000122070312
2019-09-25,75.79000091552734
2020-01-21,76.4000015258789
2020-04-09,76.12000274658203
2019-11-06,79.4000015258789
2020-01-24,79.83000183105469
2020-01-27,78.69000244140625
2020-04-15,78.80999755859375
2018-12-26,79.08999633789062
2019-08-07,78.86000061035156
2019-06-04,78.6500015258789
2018-09-21,79.08000183105469
2018-07-19,79.33999633789062
2018-08-20,79.55000305175781
2018-10-23,78.98999786376953
2019-05-03,79.33000183105469
2019-04-01,79.12000274658203
2019-02-28,79.19000244140625
2019-11-12,78.26000213623047
2020-01-30,77.58000183105469
2019-11-15,77.91999816894531
2020-04-21,77.19999694824219
2019-04-16,76.94000244140625
2019-03-15,77.56999969482422
2019-02-11,77.58000183105469
2019-01-10,77.88999938964844
2019-08-22,77.98999786376953
2018-11-07,78.3499984741211
2018-08-03,78.13999938964844
2018-09-04,76.5
2019-06-19,75.7699966430664
2019-09-23,75.37999725341797
2019-11-18,73.73999786376953
2020-02-05,73.95999908447266
2020-04-24,74.05999755859375
2019-03-29,74.51000213623047
2019-11-21,75.1500015258789
2020-04-27,76.73999786376953
2020-02-11,78.19000244140625
2020-04-30,77.93000030517578
2019-05-01,78.37999725341797
2019-02-26,79.12999725341797
2019-01-25,78.54000091552734
2018-12-24,78.30000305175781
2019-09-06,77.69000244140625
2018-07-17,77.08999633789062
2018-09-19,77.38999938964844
2019-08-05,77.6500015258789
2019-10-08,78.4800033569336
2019-12-11,78.9000015258789
2019-11-27,78.66999816894531
2020-02-14,77.63999938964844
2020-05-06,76.37000274658203
2019-01-08,76.20999908447266
2018-12-07,76.80000305175781
2019-08-20,78.55999755859375
2018-11-05,78.5
2019-07-19,78.37000274658203
2018-10-04,78.25
2019-06-17,78.0999984741211
2019-05-16,76.9800033569336
2018-08-01,76.9000015258789
2019-03-13,76.63999938964844
2019-12-03,77.4800033569336
2020-02-20,78.52999877929688
2019-12-06,78.4000015258789
2020-05-12,73.3499984741211
2019-12-09,71.43000030517578
2020-02-26,72.0
2020-05-15,70.19999694824219
2019-03-28,71.3499984741211
2018-09-17,69.19000244140625
2018-08-16,69.01000213623047
2018-10-19,69.5199966430664
2019-04-29,68.80000305175781
2019-01-23,69.05000305175781
2019-09-04,70.47000122070312
2018-11-20,69.97000122070312
2019-07-02,67.6500015258789
2019-05-31,65.94000244140625
2019-12-12,65.68000030517578
2020-05-18,65.22000122070312
2019-09-27,65.80999755859375
2020-03-03,66.20999908447266
2020-05-21,66.04000091552734
2019-05-14,65.41999816894531
2018-08-31,65.43000030517578
2018-07-30,64.58000183105469
2018-10-02,65.04000091552734
2019-04-12,66.12999725341797
2019-03-11,65.05999755859375
2019-02-07,65.2300033569336
2019-07-17,65.73999786376953
2019-09-19,65.69999694824219
2019-10-21,65.23999786376953
2019-12-18,65.52999877929688
2020-03-06,64.25
2019-10-03,65.9000015258789
2020-03-09,67.13999938964844
2020-05-27,66.33999633789062
2019-12-24,66.55000305175781
2020-03-12,68.01000213623047
2018-12-20,68.44000244140625
2019-08-01,67.91000366210938
2018-08-14,69.04000091552734
2018-07-13,70.69000244140625
2018-10-17,71.04000091552734
2019-05-29,71.9800033569336
2019-03-26,71.70999908447266
2019-02-22,72.36000061035156
2019-10-04,70.91999816894531
2019-11-05,71.33999633789062
2019-12-27,70.72000122070312
2020-06-02,68.61000061035156
2019-12-30,69.22000122070312
2020-03-18,68.8499984741211
2020-06-05,68.88999938964844
2019-07-15,69.68000030517578
2018-12-03,68.94999694824219
2019-06-13,69.61000061035156
2019-01-04,66.61000061035156
2018-08-29,66.12999725341797
2019-02-05,66.33999633789062
2018-11-01,66.58000183105469
2019-08-16,66.05000305175781
2019-04-10,66.18000030517578
2019-09-17,66.25
2019-10-15,68.0
2020-01-02,68.61000061035156
2020-06-08,68.55999755859375
2019-10-18,69.91999816894531
2020-03-24,70.95999908447266
2020-06-11,68.55000305175781
