Dates,CSX
2018-06-20,65.19999694824219
2018-06-21,64.94999694824219
2018-06-25,65.2300033569336
2018-06-22,64.91999816894531
2018-06-26,64.55999755859375
2018-06-27,65.41999816894531
2018-06-28,64.11000061035156
2018-06-29,64.56999969482422
2018-07-02,64.51000213623047
2018-07-03,64.69000244140625
2018-07-05,64.62999725341797
2018-07-16,65.31999969482422
2018-09-18,66.66999816894531
2019-01-24,66.69000244140625
2019-09-05,65.69000244140625
2018-11-21,65.58999633789062
2020-01-13,65.36000061035156
2020-04-01,65.22000122070312
2020-06-19,64.58999633789062
2019-10-29,69.11000061035156
2020-01-16,69.55000305175781
2020-06-22,69.9000015258789
2018-10-03,70.43000030517578
2018-07-31,70.88999938964844
2019-03-12,71.06999969482422
2019-02-08,72.22000122070312
2019-01-07,71.23999786376953
2018-12-06,71.2699966430664
2019-08-19,71.26000213623047
2019-07-18,71.16999816894531
2019-05-15,71.37000274658203
2019-09-20,71.43000030517578
2019-11-01,72.41999816894531
2020-04-07,72.91000366210938
2020-06-25,72.8499984741211
2020-06-16,72.87999725341797
2019-11-04,72.79000091552734
2020-01-22,73.05999755859375
2019-11-07,73.9800033569336
2020-04-13,73.55000305175781
2019-07-01,73.69000244140625
2019-05-30,74.0999984741211
2018-08-15,74.75
2018-10-18,75.13999938964844
2019-03-27,74.69000244140625
2019-01-22,74.54000091552734
2018-12-21,75.01000213623047
2019-09-03,75.62000274658203
2018-11-19,76.23999786376953
2019-08-02,75.51000213623047
2020-01-28,74.69999694824219
2020-04-16,74.5
2019-11-13,74.87999725341797
2020-01-31,74.68000030517578
2018-12-04,74.91000366210938
2018-11-02,74.37000274658203
2019-07-16,74.77999877929688
2018-08-30,74.69999694824219
2018-10-01,74.75
2019-06-14,74.12000274658203
2019-05-13,74.12999725341797
2019-04-11,73.86000061035156
2019-02-06,74.6500015258789
2019-09-18,74.69000244140625
2020-02-03,74.52999877929688
2020-04-22,74.12999725341797
2019-11-19,73.94000244140625
2020-02-06,73.68000030517578
2019-11-22,74.48999786376953
2019-03-25,74.88999938964844
2019-02-21,74.41000366210938
2018-12-19,75.36000061035156
2018-07-12,75.08999633789062
2018-09-14,75.66000366210938
2018-08-13,75.37999725341797
2018-10-16,75.6500015258789
2019-07-31,75.01000213623047
2019-05-28,75.33999633789062
2019-04-26,74.61000061035156
2020-04-28,70.56999969482422
2019-11-25,71.3499984741211
2020-02-12,71.20999908447266
2020-05-01,72.44999694824219
2020-05-04,73.05000305175781
2019-06-12,70.55000305175781
2019-04-09,69.27999877929688
2019-03-08,68.94000244140625
2019-02-04,67.31999969482422
2018-07-27,67.70999908447266
2018-08-28,67.4800033569336
2019-01-03,66.51000213623047
2019-08-15,67.48999786376953
2018-10-31,68.9800033569336
2019-09-16,69.9800033569336
2020-02-18,69.9000015258789
2020-05-07,70.48999786376953
2018-08-17,70.1500015258789
2019-12-04,70.4800033569336
2020-02-21,72.5
2018-12-17,72.7699966430664
2019-08-30,71.52999877929688
2018-11-15,71.2699966430664
2019-07-29,71.33999633789062
2019-06-27,71.83999633789062
2019-04-24,72.5
2018-07-10,73.61000061035156
2018-09-12,72.80000305175781
2019-02-19,72.1500015258789
2019-01-18,70.68000030517578
2020-02-24,70.2300033569336
2020-05-13,71.05999755859375
2019-12-10,70.7300033569336
2020-02-27,72.77999877929688
2019-12-13,72.69999694824219
2020-05-19,73.08999633789062
2019-03-06,73.9000015258789
2018-11-30,73.45999908447266
2019-08-13,69.83000183105469
2019-07-12,70.4000015258789
2019-06-10,68.56999969482422
2019-05-09,69.88999938964844
2018-07-25,70.38999938964844
2018-09-27,69.63999938964844
2018-10-29,68.27999877929688
2019-10-16,65.54000091552734
2019-12-16,65.72000122070312
2020-03-04,65.55999755859375
2020-05-22,62.41999816894531
2019-10-01,62.720001220703125
2019-12-19,60.52000045776367
2018-09-10,61.72999954223633
2019-05-24,62.099998474121094
2018-08-09,62.97999954223633
2019-04-22,62.77000045776367
2019-03-21,62.25
2019-01-16,61.810001373291016
2019-08-28,62.83000183105469
2018-11-13,63.06999969482422
2018-10-12,64.18000030517578
2019-06-25,64.27999877929688
2020-03-10,64.9800033569336
2020-05-28,65.56999969482422
2019-10-07,65.55999755859375
2020-03-13,65.43000030517578
2019-10-10,65.66999816894531
2020-03-16,65.26000213623047
2020-06-03,67.7699966430664
2018-11-28,67.25
2018-09-25,66.41000366210938
2018-07-23,65.69999694824219
2018-08-24,66.94999694824219
2019-07-10,65.9000015258789
2019-05-07,66.0999984741211
2019-04-05,66.66999816894531
2019-03-04,66.43000030517578
2019-01-31,66.5
2019-09-12,67.45999908447266
2019-12-31,68.27999877929688
2020-03-19,68.44000244140625
2020-01-03,68.44000244140625
2020-06-09,68.76000213623047
2019-02-15,70.48999786376953
2019-01-14,71.22000122070312
2018-07-06,71.52999877929688
2018-08-07,71.86000061035156
2018-10-10,72.62999725341797
