Dates,CSX
2018-06-20,63.1707763671875
2018-06-21,62.372257232666016
2018-06-25,63.0831298828125
2018-06-22,62.401466369628906
2018-06-26,62.49884796142578
2018-06-27,62.10932159423828
2018-06-28,61.924293518066406
2018-06-29,62.10932159423828
2018-07-02,62.57674789428711
2018-07-03,62.177486419677734
2018-07-05,62.67413330078125
2018-07-16,63.29737091064453
2018-09-18,64.7580795288086
2019-01-24,64.31986999511719
2019-09-05,63.112342834472656
2018-11-21,62.985748291015625
2020-01-13,63.01496887207031
2020-04-01,62.32356262207031
2020-06-19,62.752044677734375
2019-10-29,67.19258880615234
2020-01-16,67.33866119384766
2020-06-22,67.64053344726562
2018-10-03,68.4390640258789
2018-07-31,67.33866119384766
2019-03-12,69.09150695800781
2019-02-08,69.0330810546875
2019-01-07,68.42931365966797
2018-12-06,68.44879913330078
2019-08-19,68.8285903930664
2019-07-18,68.7701644897461
2019-05-15,69.22784423828125
2019-09-20,69.39338684082031
2019-11-01,70.26007843017578
2020-04-07,70.68855285644531
2020-06-25,70.6398696899414
2020-06-16,70.27955627441406
2019-11-04,70.49378967285156
2020-01-22,70.70802307128906
2019-11-07,71.76947784423828
2020-04-13,71.2436294555664
2019-07-01,71.51629638671875
2019-05-30,71.75975036621094
2018-08-15,71.83763885498047
2018-10-18,72.73355102539062
2019-03-27,71.7987060546875
2019-01-22,72.01292419433594
2018-12-21,72.69459533691406
2019-09-03,73.5223159790039
2018-11-19,73.23992156982422
2019-08-02,72.86013793945312
2020-01-28,72.47924041748047
2020-04-16,72.43040466308594
2019-11-13,73.09454345703125
2020-01-31,72.567138671875
2018-12-04,72.3327407836914
2018-11-02,71.91276550292969
2019-07-16,72.58668518066406
2018-08-30,72.3815689086914
2018-10-01,72.4108657836914
2019-06-14,71.47325897216797
2019-05-13,71.76627349853516
2019-04-11,71.6295166015625
2019-02-06,72.3815689086914
2019-09-18,72.26436614990234
2020-02-03,71.3462905883789
2020-04-22,72.26436614990234
2019-11-19,71.59046936035156
2020-02-06,71.60999298095703
2019-11-22,72.17647552490234
2019-03-25,72.47924041748047
2019-02-21,72.3229751586914
2018-12-19,73.28011322021484
2018-07-12,72.59642791748047
2018-09-14,73.24105072021484
2018-08-13,72.92851257324219
2018-10-16,72.8113021850586
2019-07-31,73.01641082763672
2019-05-28,72.86990356445312
2019-04-26,67.93768310546875
2020-04-28,67.16610717773438
2019-11-25,68.56275177001953
2020-02-12,69.20736694335938
2020-05-01,70.51611328125
2020-05-04,69.06086730957031
2019-06-12,67.04891967773438
2019-04-09,66.35547637939453
2019-03-08,66.71684265136719
2019-02-04,65.26158905029297
2018-07-27,64.3728256225586
2018-08-28,64.84161376953125
2019-01-03,64.38258361816406
2019-08-15,64.15794372558594
2018-10-31,67.2051773071289
2019-09-16,67.25401306152344
2020-02-18,67.96697235107422
2020-05-07,67.5665512084961
2018-08-17,67.4786376953125
2019-12-04,68.72879791259766
2020-02-21,70.62355041503906
2018-12-17,69.99847412109375
2019-08-30,69.01204681396484
2018-11-15,68.01582336425781
2019-07-29,68.64089965820312
2019-06-27,68.85577392578125
2019-04-24,70.53565216064453
2018-07-10,70.91654968261719
2018-09-12,70.39891052246094
2019-02-19,67.60562133789062
2019-01-18,68.57252502441406
2020-02-24,68.15254974365234
2020-05-13,68.77762603759766
2019-12-10,68.76786041259766
2020-02-27,71.05329132080078
2019-12-13,70.30876159667969
2020-05-19,71.15126037597656
2019-03-06,71.6606674194336
2018-11-30,69.1625747680664
2019-08-13,68.39846801757812
2019-07-12,66.6448974609375
2019-06-10,66.90941619873047
2019-05-09,66.70368194580078
2018-07-25,67.47760009765625
2018-09-27,67.43841552734375
2018-10-29,64.48969268798828
2019-10-16,63.36310958862305
2019-12-16,62.58919906616211
2020-03-04,60.786659240722656
2020-05-22,60.355621337890625
2019-10-01,59.46414566040039
2019-12-19,57.56364059448242
2018-09-10,60.463382720947266
2019-05-24,60.79645919799805
2018-08-09,60.81604766845703
2019-04-22,60.865028381347656
2019-03-21,60.68869400024414
2019-01-16,59.73844528198242
2019-08-28,61.51158905029297
2018-11-13,61.17851638793945
2018-10-12,62.06018829345703
2019-06-25,62.677364349365234
2020-03-10,63.37291717529297
2020-05-28,63.89211654663086
2019-10-07,63.94110107421875
2020-03-13,63.784358978271484
2019-10-10,64.04886627197266
2020-03-16,63.76476287841797
2020-06-03,65.98853302001953
2018-11-28,64.48969268798828
2018-09-25,63.754974365234375
2018-07-23,63.7255744934082
2018-08-24,64.8521499633789
2019-07-10,64.27418518066406
2019-05-07,64.08805084228516
2019-04-05,64.95013427734375
2019-03-04,64.36235046386719
2019-01-31,64.8521499633789
2019-09-12,66.04732513427734
2019-12-31,66.88001251220703
2020-03-19,66.70368194580078
2020-01-03,66.82123565673828
2020-06-09,67.35025024414062
2019-02-15,67.8008804321289
2019-01-14,69.6719970703125
2018-07-06,69.6817855834961
2018-08-07,70.1716079711914
2018-10-10,71.06307983398438
2018-12-13,71.03369903564453
2019-08-26,71.75862121582031
2019-07-25,71.09247589111328
2019-05-22,71.8174057006836
2019-03-19,71.33737182617188
2020-01-06,71.27860260009766
2020-03-25,71.41620635986328
2020-06-12,71.42604064941406
2019-10-22,71.20979309082031
2020-01-09,71.58330535888672
2020-06-15,71.21963500976562
2019-10-25,70.816650390625
2020-03-31,70.78715515136719
2020-06-18,70.54144287109375
2019-04-03,71.70124053955078
2018-08-22,71.41620635986328
2018-10-25,72.70378112792969
2019-01-29,71.7503890991211
2018-12-28,71.56363677978516
