Dates,MSFT
2018-06-20,102.5199966430664
2018-06-21,102.45999908447266
2018-06-25,100.7699966430664
2018-06-22,100.11000061035156
2018-06-26,100.08000183105469
2018-06-27,100.0199966430664
2018-06-28,99.11000061035156
2018-06-29,99.91000366210938
2018-07-02,100.05999755859375
2018-07-03,100.62999725341797
2018-07-05,99.91999816894531
2018-07-16,101.43000030517578
2018-09-18,102.25
2019-01-24,102.51000213623047
2019-09-05,102.33999633789062
2018-11-21,104.41000366210938
2020-01-13,105.5999984741211
2020-04-01,105.81999969482422
2020-06-19,106.5
2019-10-29,106.05000305175781
2020-01-16,105.30999755859375
2020-06-22,108.19999694824219
2018-10-03,108.13999938964844
2018-07-31,108.81999969482422
2019-03-12,111.1500015258789
2019-02-08,111.0
2019-01-07,110.18000030517578
2018-12-06,107.52999877929688
2019-08-19,106.72000122070312
2019-07-18,106.44999694824219
2019-05-15,108.08999633789062
2019-09-20,108.05000305175781
2019-11-01,108.41999816894531
2020-04-07,109.0999984741211
2020-06-25,109.75
2020-06-16,110.16000366210938
2019-11-04,109.69000244140625
2020-01-22,109.58000183105469
2019-11-07,109.75
2020-04-13,108.98999786376953
2019-07-01,108.86000061035156
2019-05-30,107.9000015258789
2018-08-15,107.9000015258789
2018-10-18,107.3499984741211
2019-03-27,107.33999633789062
2019-01-22,108.18000030517578
2018-12-21,108.55999755859375
2019-09-03,109.63999938964844
2018-11-19,110.5
2019-08-02,112.02999877929688
2020-01-28,112.61000061035156
2020-04-16,112.77999877929688
2019-11-13,111.95999908447266
2020-01-31,111.41999816894531
2018-12-04,108.98999786376953
2018-11-02,108.72000122070312
2019-07-16,109.63999938964844
2018-08-30,111.58999633789062
2018-10-01,111.8499984741211
2019-06-14,113.7300033569336
2019-05-13,113.7300033569336
2019-04-11,113.69999694824219
2019-02-06,113.69999694824219
2019-09-18,113.31999969482422
2020-02-03,113.80000305175781
2020-04-22,115.29000091552734
2019-11-19,114.9000015258789
2020-02-06,115.0999984741211
2019-11-22,115.05999755859375
2019-03-25,114.91000366210938
2019-02-21,114.56999969482422
2018-12-19,115.68000030517578
2018-07-12,115.83999633789062
2018-09-14,116.18000030517578
2018-08-13,114.76000213623047
2018-10-16,113.16999816894531
2019-07-31,112.02999877929688
2019-05-28,113.08000183105469
2019-04-26,111.5
2020-04-28,108.93000030517578
2019-11-25,111.23999786376953
2020-02-12,109.4800033569336
2020-05-01,111.41000366210938
2020-05-04,111.80999755859375
2019-06-12,110.52999877929688
2019-04-09,110.86000061035156
2019-03-08,110.54000091552734
2019-02-04,108.97000122070312
2018-07-27,108.48999786376953
2018-08-28,109.2699966430664
2019-01-03,108.75
2019-08-15,108.69999694824219
2018-10-31,104.37999725341797
2019-09-16,108.13999938964844
2020-02-18,107.31999969482422
2020-05-07,107.31999969482422
2018-08-17,107.73999786376953
2019-12-04,108.83999633789062
2020-02-21,112.23999786376953
2018-12-17,112.20999908447266
2019-08-30,111.44999694824219
2018-11-15,109.95999908447266
2019-07-29,108.73999786376953
2019-06-27,108.26000213623047
2019-04-24,107.80000305175781
2018-07-10,108.87999725341797
2018-09-12,108.55999755859375
2019-02-19,102.97000122070312
2019-01-18,104.43000030517578
2020-02-24,103.80999755859375
2020-05-13,106.62999725341797
2019-12-10,107.33000183105469
2020-02-27,111.33000183105469
2019-12-13,111.12000274658203
2020-05-19,110.97000122070312
2019-03-06,113.41999816894531
2018-11-30,112.63999938964844
2019-08-13,109.23999786376953
2019-07-12,109.44999694824219
2019-06-10,107.9800033569336
2019-05-09,110.94999694824219
2018-07-25,111.2699966430664
2018-09-27,110.87000274658203
2018-10-29,109.26000213623047
2019-10-16,105.80000305175781
2019-12-16,104.51000213623047
2020-03-04,106.87999725341797
2020-05-22,104.30999755859375
2019-10-01,103.0
2019-12-19,97.97000122070312
2018-09-10,100.69000244140625
2019-05-24,101.19000244140625
2018-08-09,102.41000366210938
2019-04-22,102.4000015258789
2019-03-21,101.75
2019-01-16,100.19000244140625
2019-08-28,102.51000213623047
2018-11-13,103.2699966430664
2018-10-12,103.97000122070312
2019-06-25,104.87999725341797
2020-03-10,103.75
2020-05-28,103.44000244140625
2019-10-07,102.87000274658203
2020-03-13,105.05000305175781
2019-10-10,106.26000213623047
2020-03-16,106.62999725341797
2020-06-03,107.9000015258789
2018-11-28,107.0999984741211
2018-09-25,107.04000091552734
2018-07-23,107.0
2018-08-24,107.87999725341797
2019-07-10,106.4800033569336
