Dates,MSFT
2018-06-20,99.02369689941406
2018-06-21,98.31409454345703
2018-06-25,97.6044921875
2018-06-22,95.64093780517578
2018-06-26,96.31166076660156
2018-06-27,94.81468200683594
2018-06-28,95.87422180175781
2018-06-29,95.85478210449219
2018-07-02,97.21566772460938
2018-07-03,96.2824935913086
2018-07-05,96.97265625
2018-07-16,98.33354187011719
2018-09-18,99.0042495727539
2019-01-24,99.2667007446289
2019-09-05,99.13062286376953
2018-11-21,101.27888488769531
2020-01-13,102.4842300415039
2020-04-01,101.97875213623047
2020-06-19,102.98970031738281
2019-10-29,102.1828842163086
2020-01-16,101.4830093383789
2020-06-22,103.30075073242188
2018-10-03,104.9532699584961
2018-07-31,104.65191650390625
2019-03-12,107.73334503173828
2019-02-08,106.55715942382812
2019-01-07,104.6713638305664
2018-12-06,102.4259033203125
2019-08-19,103.1160659790039
2019-07-18,103.31047821044922
2019-05-15,104.5644302368164
2019-09-20,105.02130889892578
2019-11-01,105.1087875366211
2020-04-07,105.83782958984375
2020-06-25,106.4307861328125
2020-06-16,106.60575103759766
2019-11-04,105.95448303222656
2020-01-22,105.18655395507812
2019-11-07,106.49883270263672
2020-04-13,105.05464935302734
2019-07-01,105.0351333618164
2019-05-30,104.9765853881836
2018-08-15,104.28378295898438
2018-10-18,103.41531372070312
2019-03-27,104.46916961669922
2019-01-22,104.95706176757812
2018-12-21,105.77674102783203
2019-09-03,106.94769287109375
2018-11-19,107.59174346923828
2019-08-02,109.30913543701172
2020-01-28,109.24083709716797
2020-04-16,109.61164093017578
2019-11-13,109.00663757324219
2020-01-31,105.86456298828125
2018-12-04,106.10850524902344
2018-11-02,105.59133911132812
2019-07-16,106.73302459716797
2018-08-30,108.54800415039062
2018-10-01,109.00663757324219
2019-06-14,110.17759704589844
2019-05-13,110.62646484375
2019-04-11,109.42623901367188
2019-02-06,110.4703369140625
2019-09-18,108.99687194824219
2020-02-03,110.8216323852539
2020-04-22,111.49494934082031
2019-11-19,111.89500427246094
2020-02-06,111.6803207397461
2019-11-22,111.22171783447266
2019-03-25,111.64130401611328
2019-02-21,111.60226440429688
2018-12-19,112.81227111816406
2018-07-12,112.36339569091797
2018-09-14,112.38290405273438
2018-08-13,110.06050109863281
2018-10-16,109.41647338867188
2019-07-31,108.16744995117188
2019-05-28,109.5433349609375
2019-04-26,103.59095764160156
2020-04-28,103.34700012207031
2019-11-25,106.91841888427734
2020-02-12,104.99609375
2020-05-01,108.3138198852539
2020-05-04,108.03083801269531
2019-06-12,105.87432098388672
2019-04-09,106.03045654296875
2019-03-08,106.97696685791016
2019-02-04,105.48399353027344
2018-07-27,99.84387969970703
2018-08-28,105.6791763305664
2019-01-03,104.37159729003906
2019-08-15,101.33684539794922
2018-10-31,101.2197494506836
2019-09-16,104.22521209716797
2020-02-18,103.35674285888672
2020-05-07,103.59095764160156
2018-08-17,104.90828704833984
2019-12-04,105.11319732666016
2020-02-21,109.2505874633789
2018-12-17,109.04566955566406
2019-08-30,106.91841888427734
2018-11-15,104.28378295898438
2019-07-29,104.35206604003906
2019-06-27,102.87224578857422
2019-04-24,105.1360855102539
2018-07-10,106.12590789794922
2018-09-12,102.52925109863281
2019-02-19,99.67740631103516
2019-01-18,101.04942321777344
2020-02-24,101.01022338867188
2020-05-13,104.34227752685547
2019-12-10,104.99889373779297
2020-02-27,108.89935302734375
2019-12-13,107.9879379272461
2020-05-19,108.6739501953125
2019-03-06,109.84996032714844
2018-11-30,106.3512954711914
2019-08-13,107.00792694091797
2019-07-12,102.72525024414062
2019-06-10,105.43988037109375
2019-05-09,106.4198989868164
2018-07-25,106.90011596679688
2018-09-27,107.26271057128906
2018-10-29,103.91106414794922
2019-10-16,100.83381652832031
2019-12-16,101.8922348022461
2020-03-04,101.61783599853516
2020-05-22,99.48139953613281
2019-10-01,96.26693725585938
2019-12-19,92.2488784790039
2018-09-10,98.55037689208984
2019-05-24,99.15800476074219
2018-08-09,98.38378143310547
2019-04-22,99.54019165039062
2019-03-21,99.09918975830078
2019-01-16,95.45352935791016
2019-08-28,99.89300537109375
2018-11-13,100.02040100097656
2018-10-12,100.74561309814453
2019-06-25,102.18622589111328
2020-03-10,101.52963256835938
2020-05-28,100.74561309814453
2019-10-07,100.01060485839844
2020-03-13,102.91145324707031
2019-10-10,103.27405548095703
2020-03-16,103.99927520751953
2020-06-03,105.5574951171875
2018-11-28,103.56806182861328
2018-09-25,104.57746887207031
2018-07-23,104.07766723632812
2018-08-24,105.02828216552734
2019-07-10,102.98004913330078
2019-05-07,100.88282775878906
2019-04-05,104.25407409667969
2019-03-04,102.3430404663086
2019-01-31,100.72601318359375
2019-09-12,103.6268539428711
2019-12-31,105.07728576660156
2020-03-19,103.91106414794922
2020-01-03,103.16625213623047
2020-06-09,103.55826568603516
2019-02-15,103.14664459228516
2019-01-14,104.75389099121094
2018-07-06,104.67547607421875
2018-08-07,104.76367950439453
2018-10-10,106.05729675292969
2018-12-13,106.00830078125
2019-08-26,105.45714569091797
2019-07-25,107.68144989013672
2019-05-22,109.21678924560547
2019-03-19,109.82699584960938
2020-01-06,110.58483123779297
2020-03-25,110.39783477783203
2020-06-12,110.26004791259766
2019-10-22,110.75215148925781
2020-01-09,110.48641204833984
2020-06-15,109.93525695800781
2019-10-25,109.9844741821289
2020-03-31,108.64595794677734
2020-06-18,108.7640609741211
2019-04-03,111.04741668701172
2018-08-22,111.8249282836914
2018-10-25,112.69102478027344
2019-01-29,112.77960205078125
2018-12-28,114.07875061035156
2018-11-26,115.71251678466797
2019-08-09,115.791259765625
2019-07-08,115.6633071899414
2019-06-06,118.32066345214844
2019-09-10,115.20073699951172
2020-01-15,115.80111694335938
2020-04-03,116.04714965820312
2019-10-31,114.92515563964844
2020-04-06,115.08262634277344
2020-06-24,116.0766830444336
2018-11-09,117.13961029052734
2019-07-23,117.30692291259766
2019-06-21,118.07461547851562
2019-05-20,117.47425079345703
2019-04-18,117.9958724975586
2018-09-06,118.03523254394531
2018-10-08,117.39550018310547
2019-02-13,118.2911376953125
2018-12-11,118.42891693115234
2019-09-25,119.03912353515625
2020-01-21,119.13754272460938
2020-04-09,118.8619613647461
2019-11-06,119.8461685180664
2020-01-24,121.42089080810547
2020-01-27,121.80472564697266
2020-04-15,123.45819091796875
2018-12-26,123.03498077392578
2019-08-07,127.10957336425781
2019-06-04,127.83787536621094
2018-09-21,127.71977996826172
2018-07-19,128.5366668701172
2018-08-20,125.85962677001953
2018-10-23,124.21601867675781
2019-05-03,126.86351776123047
2019-04-01,126.12535858154297
2019-02-28,123.53691101074219
2019-11-12,123.52708435058594
2020-01-30,123.51724243164062
2019-11-15,125.12149047851562
2020-04-21,121.40119934082031
2019-04-16,122.75940704345703
2019-03-15,124.48812866210938
2019-02-11,127.36275482177734
2019-01-10,126.51322174072266
2019-08-22,124.68570709228516
2018-11-07,125.3574447631836
2018-08-03,126.11807250976562
2018-09-04,124.64619445800781
2019-06-19,124.70545196533203
2019-09-23,124.6264419555664
2019-11-18,123.4212646484375
2020-02-05,124.20165252685547
2020-04-24,122.17657470703125
2019-03-29,118.38324737548828
2019-11-21,121.66290283203125
2020-04-27,124.30044555664062
2020-02-11,126.26625061035156
2020-04-30,129.80271911621094
2019-05-01,130.9881591796875
2019-02-26,130.49423217773438
2019-01-25,129.8916473388672
2018-12-24,130.7115478515625
2019-09-06,130.83998107910156
2018-07-17,131.23512268066406
2018-09-19,133.51702880859375
2019-08-05,134.0406036376953
2019-10-08,135.28524780273438
2019-12-11,135.30503845214844
2019-11-27,136.1051788330078
2020-02-14,131.80804443359375
2020-05-06,132.30197143554688
2019-01-08,132.519287109375
2018-12-07,132.3316192626953
2019-08-20,134.03070068359375
2018-11-05,134.9197540283203
2019-07-19,135.7890625
2018-10-04,135.39393615722656
2019-06-17,135.29515075683594
2019-05-16,134.80123901367188
2018-08-01,136.17434692382812
2019-03-13,136.71763610839844
2019-12-03,137.21156311035156
2020-02-20,137.21156311035156
2019-12-06,135.41368103027344
2020-05-12,134.61354064941406
2019-12-09,134.76171875
2020-02-26,134.9592742919922
2020-05-15,136.7472686767578
2019-03-28,137.59681701660156
2018-09-17,139.0094451904297
2018-08-16,138.4858856201172
2018-10-19,139.6219024658203
2019-04-29,139.315673828125
2019-01-23,138.64393615722656
2019-09-04,134.61354064941406
2018-11-20,136.3817596435547
2019-07-02,135.23585510253906
2019-05-31,130.60289001464844
2019-12-12,133.05274963378906
2020-05-18,133.6355438232422
2019-09-27,137.20169067382812
2020-03-03,136.03604125976562
2020-05-21,134.1393585205078
2019-05-14,136.91522216796875
2018-08-31,132.79208374023438
2018-07-30,132.4947509765625
2018-10-02,134.9230499267578
2019-04-12,137.18283081054688
2019-03-11,136.0430145263672
2019-02-07,137.55943298339844
2019-07-17,136.5583953857422
2019-09-19,132.2073211669922
2019-10-21,134.2490692138672
2019-12-18,134.53648376464844
2020-03-06,134.3580780029297
2019-10-03,136.8953857421875
2020-03-09,136.63771057128906
2020-05-27,134.83383178710938
2019-12-24,136.4097442626953
2020-03-12,138.8082733154297
2018-12-20,137.86669921875
2019-08-01,136.30072021484375
2018-08-14,134.8734893798828
2018-07-13,134.91310119628906
2018-10-17,136.30072021484375
2019-05-29,136.10247802734375
2019-03-26,135.1212615966797
2019-02-22,136.171875
2019-10-04,137.29183959960938
2019-11-05,139.81924438476562
2019-12-27,138.2036895751953
2020-06-02,137.90634155273438
2019-12-30,136.16195678710938
2020-03-18,138.1243896484375
2020-06-05,138.30279541015625
2019-07-15,136.5088348388672
2018-12-03,137.7973175048828
2019-06-13,135.85470581054688
2019-01-04,133.45614624023438
2018-08-29,135.0717010498047
2019-02-05,136.8953857421875
2018-11-01,135.9042510986328
2019-08-16,134.4671173095703
2019-04-10,137.0143280029297
2019-09-17,137.86669921875
2019-10-15,138.44154357910156
2020-01-02,138.31271362304688
2020-06-08,140.31480407714844
2019-10-18,139.1650848388672
2020-03-24,138.4514617919922
2020-06-11,136.19168090820312
2020-01-08,137.20262145996094
2019-04-25,135.16090393066406
2019-07-30,136.02320861816406
2019-02-20,138.6992645263672
2018-07-11,139.48223876953125
2018-09-13,142.9115753173828
2018-10-15,141.56362915039062
2019-06-28,143.32785034179688
2018-12-18,142.0988311767578
2018-11-16,142.44573974609375
2019-10-02,143.2683868408203
2020-03-27,143.17919921875
2020-01-10,142.78271484375
2019-10-24,142.98094177246094
2020-03-30,144.66587829589844
2020-06-17,144.81454467773438
2020-01-14,145.7660369873047
2020-04-02,146.00390625
