Dates,MSFT
2018-06-20,101.12000274658203
2018-06-21,100.87999725341797
2018-06-25,99.62999725341797
2018-06-22,97.30000305175781
2018-06-26,98.75
2018-06-27,97.4000015258789
2018-06-28,97.26000213623047
2018-06-29,98.33000183105469
2018-07-02,98.0
2018-07-03,98.94000244140625
2018-07-05,99.02999877929688
2018-07-16,99.66999816894531
2018-09-18,101.25
2019-01-24,101.86000061035156
2019-09-05,101.0999984741211
2018-11-21,102.7300033569336
2020-01-13,104.08999633789062
2020-04-01,104.5199966430664
2020-06-19,104.31999969482422
2019-10-29,104.72000122070312
2020-01-16,103.88999938964844
2020-06-22,106.08000183105469
2018-10-03,106.12999725341797
2018-07-31,107.26000213623047
2019-03-12,107.5999984741211
2019-02-08,109.5
2019-01-07,106.13999938964844
2018-12-06,104.76000213623047
2019-08-19,105.37999725341797
2019-07-18,105.41999816894531
2019-05-15,104.83999633789062
2019-09-20,106.81999969482422
2019-11-01,107.55999755859375
2020-04-07,108.16999816894531
2020-06-25,108.76000213623047
2020-06-16,109.5999984741211
2019-11-04,108.37999725341797
2020-01-22,108.0999984741211
2019-11-07,108.04000091552734
2020-04-13,106.81999969482422
2019-07-01,107.30000305175781
2019-05-30,106.69000244140625
2018-08-15,106.4800033569336
2018-10-18,105.8499984741211
2019-03-27,105.77999877929688
2019-01-22,106.87000274658203
2018-12-21,107.55999755859375
2019-09-03,108.51000213623047
2018-11-19,109.79000091552734
2019-08-02,110.2699966430664
2020-01-28,111.44000244140625
2020-04-16,111.5199966430664
2019-11-13,110.22000122070312
2020-01-31,108.0999984741211
2018-12-04,107.51000213623047
2018-11-02,107.2300033569336
2019-07-16,108.36000061035156
2018-08-30,108.88999938964844
2018-10-01,110.51000213623047
2019-06-14,112.12000274658203
2019-05-13,112.44000244140625
2019-04-11,111.86000061035156
2019-02-06,111.72000122070312
2019-09-18,111.04000091552734
2020-02-03,111.93000030517578
2020-04-22,113.51000213623047
2019-11-19,112.22000122070312
2020-02-06,113.75
2019-11-22,113.73999786376953
2019-03-25,114.19999694824219
2019-02-21,113.68000030517578
2018-12-19,114.7300033569336
2018-07-12,114.44000244140625
2018-09-14,114.93000030517578
2018-08-13,111.62999725341797
2018-10-16,110.63999938964844
2019-07-31,109.33999633789062
2019-05-28,110.80000305175781
2019-04-26,105.79000091552734
2020-04-28,104.19999694824219
2019-11-25,107.12000274658203
2020-02-12,106.94999694824219
2020-05-01,108.94999694824219
2020-05-04,109.55000305175781
2019-06-12,107.83000183105469
2019-04-09,108.20999908447266
2019-03-08,108.23999786376953
2019-02-04,105.11000061035156
2018-07-27,101.58999633789062
2018-08-28,106.1500015258789
2019-01-03,104.76000213623047
2019-08-15,101.62999725341797
2018-10-31,100.11000061035156
2019-09-16,105.38999938964844
2020-02-18,105.52999877929688
2020-05-07,104.9800033569336
2018-08-17,105.9000015258789
2019-12-04,106.27999877929688
2020-02-21,109.4000015258789
2018-12-17,110.91000366210938
2019-08-30,108.76000213623047
2018-11-15,106.0999984741211
2019-07-29,106.63999938964844
2019-06-27,104.47000122070312
2019-04-24,103.91000366210938
2018-07-10,106.80000305175781
2018-09-12,103.55000305175781
2019-02-19,99.3499984741211
2019-01-18,102.23999786376953
2020-02-24,102.0
2020-05-13,104.58000183105469
2019-12-10,105.36000061035156
2020-02-27,107.86000061035156
2019-12-13,109.02999877929688
2020-05-19,109.36000061035156
2019-03-06,110.7300033569336
2018-11-30,108.20999908447266
2019-08-13,105.0
2019-07-12,104.30000305175781
2019-06-10,103.88999938964844
2019-05-09,107.44000244140625
2018-07-25,109.04000091552734
2018-09-27,108.62999725341797
2018-10-29,105.5
2019-10-16,101.70999908447266
2019-12-16,102.5199966430664
2020-03-04,101.3499984741211
2020-05-22,98.77999877929688
2019-10-01,97.45999908447266
2019-12-19,93.9800033569336
2018-09-10,93.95999908447266
2019-05-24,96.4000015258789
2018-08-09,99.5199966430664
2019-04-22,100.44000244140625
2019-03-21,98.94000244140625
2019-01-16,97.19999694824219
2019-08-28,98.93000030517578
2018-11-13,100.9800033569336
2018-10-12,101.70999908447266
2019-06-25,103.23999786376953
2020-03-10,102.37999725341797
2020-05-28,101.63999938964844
2019-10-07,101.26000213623047
2020-03-13,101.87999725341797
2019-10-10,104.95999908447266
2020-03-16,104.76000213623047
2020-06-03,105.91000366210938
2018-11-28,104.86000061035156
2018-09-25,105.33999633789062
2018-07-23,105.33999633789062
2018-08-24,106.19999694824219
2019-07-10,104.66000366210938
2019-05-07,102.16999816894531
2019-04-05,104.33000183105469
2019-03-04,103.18000030517578
2019-01-31,102.3499984741211
2019-09-12,102.7699966430664
2019-12-31,105.95999908447266
2020-03-19,105.52999877929688
2020-01-03,104.29000091552734
2020-06-09,104.26000213623047
2019-02-15,104.97000122070312
2019-01-14,105.4800033569336
2018-07-06,106.70999908447266
2018-08-07,105.66000366210938
2018-10-10,107.36000061035156
2018-12-13,107.77999877929688
2019-08-26,106.29000091552734
2019-07-25,106.87000274658203
2019-05-22,109.81999969482422
2019-03-19,111.26000213623047
2020-01-06,111.16999816894531
2020-03-25,110.87999725341797
2020-06-12,111.7300033569336
2019-10-22,111.66999816894531
2020-01-09,110.80000305175781
2020-06-15,111.2300033569336
2019-10-25,111.43000030517578
2020-03-31,109.87000274658203
2020-06-18,108.80000305175781
2019-04-03,110.9800033569336
2018-08-22,112.6500015258789
2018-10-25,113.77999877929688
2019-01-29,114.33000183105469
2018-12-28,114.58999633789062
2018-11-26,116.05000305175781
2019-08-09,116.98999786376953
2019-07-08,116.70999908447266
2019-06-06,117.08999633789062
2019-09-10,117.04000091552734
2020-01-15,116.31999969482422
2020-04-03,116.8499984741211
2019-10-31,115.5199966430664
2020-04-06,116.12999725341797
2020-06-24,116.95999908447266
2018-11-09,118.0999984741211
