Dates,ABMD
2018-06-20,441.1000061035156
2018-06-21,433.510009765625
2018-06-25,426.989990234375
2018-06-22,402.17999267578125
2018-06-26,413.0199890136719
2018-06-27,409.5799865722656
2018-06-28,398.0
2018-06-29,408.8500061035156
2018-07-02,400.5199890136719
2018-07-03,408.92999267578125
2018-07-05,392.20001220703125
2018-07-16,399.0
2018-09-18,403.1600036621094
2019-01-24,399.7300109863281
2019-09-05,399.17999267578125
2018-11-21,408.1600036621094
2020-01-13,413.8699951171875
2020-04-01,417.05999755859375
2020-06-19,417.6099853515625
2019-10-29,426.7699890136719
2020-01-16,425.3299865722656
2020-06-22,422.32000732421875
2018-10-03,418.2099914550781
2018-07-31,419.4100036621094
2019-03-12,422.70001220703125
2019-02-08,360.2200012207031
2019-01-07,366.1099853515625
2018-12-06,351.1300048828125
2019-08-19,344.1099853515625
2019-07-18,351.760009765625
2019-05-15,358.0
2019-09-20,371.3900146484375
2019-11-01,374.1700134277344
2020-04-07,372.8900146484375
2020-06-25,371.2099914550781
2020-06-16,377.0
2019-11-04,377.1099853515625
2020-01-22,367.67999267578125
2019-11-07,361.8699951171875
2020-04-13,353.6700134277344
2019-07-01,357.44000244140625
2019-05-30,354.5199890136719
2018-08-15,354.5199890136719
2018-10-18,361.9599914550781
2019-03-27,362.1099853515625
2019-01-22,368.57000732421875
2018-12-21,376.6000061035156
2019-09-03,378.3999938964844
2018-11-19,378.3399963378906
2019-08-02,387.95001220703125
2020-01-28,399.8900146484375
2020-04-16,402.20001220703125
2019-11-13,400.010009765625
2020-01-31,383.1199951171875
2018-12-04,376.1400146484375
2018-11-02,375.2900085449219
2019-07-16,378.57000732421875
2018-08-30,383.2799987792969
2018-10-01,380.3900146484375
2019-06-14,388.69000244140625
2019-05-13,392.0
2019-04-11,367.7099914550781
2019-02-06,368.54998779296875
2019-09-18,366.9100036621094
2020-02-03,372.19000244140625
2020-04-22,380.9700012207031
2019-11-19,378.0
2020-02-06,419.05999755859375
2019-11-22,438.5199890136719
2019-03-25,437.1000061035156
2019-02-21,441.0
2018-12-19,442.92999267578125
2018-07-12,426.3900146484375
2018-09-14,418.4100036621094
2018-08-13,407.6199951171875
2018-10-16,405.4800109863281
2019-07-31,388.3900146484375
2019-05-28,393.9599914550781
2019-04-26,375.6099853515625
2020-04-28,363.6300048828125
2019-11-25,374.260009765625
2020-02-12,367.239990234375
2020-05-01,374.739990234375
2020-05-04,380.04998779296875
2019-06-12,380.04998779296875
2019-04-09,360.6300048828125
2019-03-08,355.6099853515625
2019-02-04,350.25
2018-07-27,352.0
2018-08-28,317.0
2019-01-03,317.55999755859375
2019-08-15,313.3999938964844
2018-10-31,315.3399963378906
2019-09-16,333.8800048828125
2020-02-18,342.0
2020-05-07,376.1199951171875
2018-08-17,379.510009765625
2019-12-04,381.8399963378906
2020-02-21,402.0
2018-12-17,404.010009765625
2019-08-30,395.6400146484375
2018-11-15,330.010009765625
2019-07-29,329.29998779296875
2019-06-27,309.8299865722656
2019-04-24,301.1199951171875
2018-07-10,315.3800048828125
2018-09-12,293.7300109863281
2019-02-19,280.8299865722656
2019-01-18,300.4100036621094
2020-02-24,298.25
2020-05-13,295.20001220703125
2019-12-10,304.55999755859375
2020-02-27,316.4599914550781
2019-12-13,327.0
2020-05-19,329.0400085449219
2019-03-06,333.2099914550781
2018-11-30,321.8999938964844
2019-08-13,310.5799865722656
2019-07-12,315.04998779296875
2019-06-10,312.4599914550781
2019-05-09,322.6000061035156
2018-07-25,330.32000732421875
2018-09-27,317.260009765625
2018-10-29,312.0299987792969
2019-10-16,295.3999938964844
2019-12-16,299.1400146484375
2020-03-04,290.45001220703125
2020-05-22,275.489990234375
2019-10-01,283.30999755859375
2019-12-19,274.0199890136719
2018-09-10,282.0
2019-05-24,300.04998779296875
2018-08-09,314.0
2019-04-22,320.29998779296875
2019-03-21,307.0299987792969
2019-01-16,293.6600036621094
2019-08-28,304.9800109863281
2018-11-13,305.55999755859375
2018-10-12,312.2200012207031
2019-06-25,322.1000061035156
2020-03-10,322.7699890136719
2020-05-28,320.5199890136719
2019-10-07,314.05999755859375
2020-03-13,316.6199951171875
2019-10-10,323.2900085449219
2020-03-16,324.05999755859375
2020-06-03,326.5
2018-11-28,330.8500061035156
2018-09-25,332.75
2018-07-23,334.95001220703125
2018-08-24,346.4599914550781
2019-07-10,333.760009765625
2019-05-07,326.4800109863281
2019-04-05,327.3800048828125
2019-03-04,342.3500061035156
2019-01-31,340.9200134277344
2019-09-12,316.3800048828125
2019-12-31,334.0
2020-03-19,340.010009765625
2020-01-03,335.5199890136719
2020-06-09,336.94000244140625
2019-02-15,342.54998779296875
2019-01-14,353.8500061035156
2018-07-06,353.3699951171875
2018-08-07,353.95001220703125
2018-10-10,357.1000061035156
2018-12-13,358.05999755859375
2019-08-26,355.2699890136719
2019-07-25,356.6700134277344
2019-05-22,351.7699890136719
2019-03-19,346.1700134277344
2020-01-06,337.6400146484375
2020-03-25,334.5299987792969
2020-06-12,332.4200134277344
2019-10-22,336.95001220703125
2020-01-09,332.5299987792969
2020-06-15,332.3999938964844
2019-10-25,317.42999267578125
2020-03-31,311.3999938964844
2020-06-18,305.3699951171875
2019-04-03,310.9800109863281
2018-08-22,318.3299865722656
2018-10-25,322.239990234375
2019-01-29,322.44000244140625
2018-12-28,326.8900146484375
2018-11-26,328.6700134277344
2019-08-09,330.989990234375
2019-07-08,337.8999938964844
2019-06-06,337.1000061035156
2019-09-10,322.8699951171875
2020-01-15,313.0
2020-04-03,284.6300048828125
2019-10-31,272.1700134277344
2020-04-06,275.0
2020-06-24,284.7300109863281
2018-11-09,275.3599853515625
2019-07-23,275.5299987792969
2019-06-21,283.9100036621094
2019-05-20,277.6499938964844
2019-04-18,282.1300048828125
2018-09-06,278.2099914550781
2018-10-08,281.19000244140625
2019-02-13,278.239990234375
2018-12-11,270.25
2019-09-25,267.6000061035156
2020-01-21,270.67999267578125
2020-04-09,264.5400085449219
2019-11-06,250.3000030517578
2020-01-24,244.0800018310547
2020-01-27,254.5
2020-04-15,256.1600036621094
2018-12-26,258.0199890136719
2019-08-07,265.0
2019-06-04,268.3999938964844
2018-09-21,271.95001220703125
2018-07-19,272.45001220703125
2018-08-20,274.30999755859375
2018-10-23,228.0
2019-05-03,265.5
2019-04-01,263.5899963378906
2019-02-28,256.739990234375
2019-11-12,257.0199890136719
2020-01-30,252.7100067138672
2019-11-15,251.08999633789062
2020-04-21,248.72999572753906
2019-04-16,252.0
2019-03-15,252.1699981689453
2019-02-11,258.5299987792969
2019-01-10,256.0
2019-08-22,252.00999450683594
2018-11-07,253.27000427246094
2018-08-03,260.1400146484375
2018-09-04,259.2099914550781
2019-06-19,262.8299865722656
2019-09-23,269.3599853515625
2019-11-18,260.04998779296875
2020-02-05,261.0199890136719
2020-04-24,259.489990234375
2019-03-29,257.9800109863281
2019-11-21,263.989990234375
2020-04-27,263.9700012207031
2020-02-11,265.7699890136719
2020-04-30,266.1400146484375
2019-05-01,269.20001220703125
2019-02-26,259.3299865722656
2019-01-25,252.57000732421875
2018-12-24,251.27999877929688
2019-09-06,249.52000427246094
2018-07-17,250.22000122070312
2018-09-19,256.239990234375
2019-08-05,252.57000732421875
2019-10-08,253.1999969482422
2019-12-11,255.50999450683594
2019-11-27,252.5
2020-02-14,253.1699981689453
2020-05-06,251.0
2019-01-08,253.0
2018-12-07,253.75999450683594
2019-08-20,262.739990234375
2018-11-05,260.3500061035156
2019-07-19,260.1600036621094
2018-10-04,257.6300048828125
2019-06-17,254.8300018310547
2019-05-16,253.4499969482422
2018-08-01,255.55999755859375
2019-03-13,256.010009765625
2019-12-03,257.25
2020-02-20,258.0799865722656
2019-12-06,253.39999389648438
2020-05-12,254.33999633789062
2019-12-09,259.0299987792969
2020-02-26,260.30999755859375
2020-05-15,260.70001220703125
2019-03-28,261.2900085449219
2018-09-17,264.70001220703125
2018-08-16,269.3599853515625
2018-10-19,271.0199890136719
2019-04-29,267.5899963378906
2019-01-23,273.6099853515625
2019-09-04,276.04998779296875
2018-11-20,197.80999755859375
2019-07-02,197.00999450683594
2019-05-31,201.49000549316406
2019-12-12,197.0500030517578
2020-05-18,189.6300048828125
2019-09-27,181.02000427246094
2020-03-03,189.89999389648438
2020-05-21,187.42999267578125
2019-05-14,189.32000732421875
2018-08-31,189.72999572753906
2018-07-30,190.27000427246094
2018-10-02,191.83999633789062
2019-04-12,190.22000122070312
2019-03-11,192.1699981689453
2019-02-07,192.86000061035156
2019-07-17,194.8000030517578
2019-09-19,188.67999267578125
2019-10-21,188.0500030517578
2019-12-18,188.86000061035156
