Dates,ABMD
2018-06-20,583000.0
2018-06-21,603200.0
2018-06-25,1043000.0
2018-06-22,1083000.0
2018-06-26,846300.0
2018-06-27,635300.0
2018-06-28,743200.0
2018-06-29,577200.0
2018-07-02,422600.0
2018-07-03,314200.0
2018-07-05,882300.0
2018-07-16,622900.0
2018-09-18,608700.0
2019-01-24,644800.0
2019-09-05,398900.0
2018-11-21,1290500.0
2020-01-13,530000.0
2020-04-01,610800.0
2020-06-19,1019700.0
2019-10-29,699700.0
2020-01-16,536600.0
2020-06-22,712700.0
2018-10-03,527800.0
2018-07-31,555300.0
2019-03-12,621700.0
2019-02-08,1949200.0
2019-01-07,1003700.0
2018-12-06,1112600.0
2019-08-19,1149600.0
2019-07-18,821900.0
2019-05-15,781000.0
2019-09-20,1019900.0
2019-11-01,519000.0
2020-04-07,478100.0
2020-06-25,440300.0
2020-06-16,364000.0
2019-11-04,378800.0
2020-01-22,379100.0
2019-11-07,427100.0
2020-04-13,495700.0
2019-07-01,455500.0
2019-05-30,445600.0
2018-08-15,424500.0
2018-10-18,402700.0
2019-03-27,293200.0
2019-01-22,424600.0
2018-12-21,426500.0
2019-09-03,336100.0
2018-11-19,393900.0
2019-08-02,641600.0
2020-01-28,595100.0
2020-04-16,527300.0
2019-11-13,474200.0
2020-01-31,736300.0
2018-12-04,535900.0
2018-11-02,379800.0
2019-07-16,472600.0
2018-08-30,467200.0
2018-10-01,485900.0
2019-06-14,374800.0
2019-05-13,398600.0
2019-04-11,643800.0
2019-02-06,598000.0
2019-09-18,450300.0
2020-02-03,481300.0
2020-04-22,1565400.0
2019-11-19,995700.0
2020-02-06,1198500.0
2019-11-22,914000.0
2019-03-25,621000.0
2019-02-21,696400.0
2018-12-19,526300.0
2018-07-12,843900.0
2018-09-14,470200.0
2018-08-13,587500.0
2018-10-16,565000.0
2019-07-31,785200.0
2019-05-28,536200.0
2019-04-26,865800.0
2020-04-28,815500.0
2019-11-25,989300.0
2020-02-12,674000.0
2020-05-01,460600.0
2020-05-04,355500.0
2019-06-12,462800.0
2019-04-09,850500.0
2019-03-08,504900.0
2019-02-04,492500.0
2018-07-27,497900.0
2018-08-28,1416100.0
2019-01-03,753300.0
2019-08-15,730100.0
2018-10-31,602800.0
2019-09-16,897700.0
2020-02-18,1482100.0
2020-05-07,765400.0
2018-08-17,707500.0
2019-12-04,442600.0
2020-02-21,818300.0
2018-12-17,436200.0
2019-08-30,527300.0
2018-11-15,1692900.0
2019-07-29,784600.0
2019-06-27,1169400.0
2019-04-24,931300.0
2018-07-10,752900.0
2018-09-12,966300.0
2019-02-19,963800.0
2019-01-18,475800.0
2020-02-24,224600.0
2020-05-13,752100.0
2019-12-10,1090200.0
2020-02-27,710500.0
2019-12-13,533400.0
2020-05-19,522900.0
2019-03-06,573000.0
2018-11-30,587700.0
2019-08-13,501100.0
2019-07-12,469100.0
2019-06-10,447800.0
2019-05-09,391800.0
2018-07-25,376900.0
2018-09-27,444200.0
2018-10-29,348600.0
2019-10-16,758400.0
2019-12-16,552200.0
2020-03-04,647100.0
2020-05-22,896100.0
2019-10-01,1105400.0
2019-12-19,340700.0
2018-09-10,536500.0
2019-05-24,669100.0
2018-08-09,489100.0
2019-04-22,483700.0
2019-03-21,590000.0
2019-01-16,665300.0
2019-08-28,624300.0
2018-11-13,710600.0
2018-10-12,570700.0
2019-06-25,623900.0
2020-03-10,531100.0
2020-05-28,545100.0
2019-10-07,343400.0
2020-03-13,358200.0
2019-10-10,476900.0
2020-03-16,305600.0
2020-06-03,459800.0
2018-11-28,669100.0
2018-09-25,376100.0
2018-07-23,734200.0
2018-08-24,416000.0
2019-07-10,388700.0
2019-05-07,374300.0
2019-04-05,413800.0
2019-03-04,1073300.0
2019-01-31,496600.0
2019-09-12,1682200.0
2019-12-31,764300.0
2020-03-19,435200.0
2020-01-03,300600.0
2020-06-09,307500.0
2019-02-15,526000.0
2019-01-14,370300.0
2018-07-06,300100.0
2018-08-07,254500.0
2018-10-10,316500.0
2018-12-13,308100.0
2019-08-26,368800.0
2019-07-25,315800.0
2019-05-22,422900.0
2019-03-19,368900.0
2020-01-06,587100.0
2020-03-25,445900.0
2020-06-12,420600.0
2019-10-22,375300.0
2020-01-09,376100.0
2020-06-15,359700.0
2019-10-25,707600.0
2020-03-31,437100.0
2020-06-18,399900.0
2019-04-03,249000.0
2018-08-22,248400.0
2018-10-25,249300.0
2019-01-29,227700.0
2018-12-28,562800.0
2018-11-26,465500.0
2019-08-09,351800.0
2019-07-08,411100.0
2019-06-06,529100.0
2019-09-10,406000.0
2020-01-15,762400.0
2020-04-03,1961600.0
2019-10-31,1565300.0
2020-04-06,926100.0
2020-06-24,763900.0
2018-11-09,980600.0
2019-07-23,550000.0
2019-06-21,576000.0
2019-05-20,691900.0
2019-04-18,549400.0
2018-09-06,600500.0
2018-10-08,490000.0
2019-02-13,591200.0
2018-12-11,849800.0
2019-09-25,950000.0
2020-01-21,884300.0
2020-04-09,563000.0
2019-11-06,1020100.0
2020-01-24,1183100.0
2020-01-27,764900.0
2020-04-15,737700.0
2018-12-26,1113300.0
2019-08-07,600200.0
2019-06-04,736300.0
2018-09-21,805700.0
2018-07-19,826400.0
2018-08-20,1343300.0
2018-10-23,4772900.0
2019-05-03,1075900.0
2019-04-01,920900.0
2019-02-28,1000000.0
2019-11-12,739800.0
2020-01-30,713000.0
2019-11-15,667000.0
2020-04-21,778200.0
2019-04-16,574700.0
2019-03-15,574400.0
2019-02-11,1183500.0
2019-01-10,596200.0
2019-08-22,720500.0
2018-11-07,746500.0
2018-08-03,653500.0
2018-09-04,881800.0
2019-06-19,695400.0
2019-09-23,834900.0
2019-11-18,775900.0
2020-02-05,444700.0
2020-04-24,514200.0
2019-03-29,649200.0
2019-11-21,639100.0
2020-04-27,785900.0
2020-02-11,635600.0
2020-04-30,386400.0
2019-05-01,1046100.0
2019-02-26,703800.0
2019-01-25,609000.0
2018-12-24,514500.0
2019-09-06,469800.0
2018-07-17,435800.0
2018-09-19,443200.0
2019-08-05,468300.0
2019-10-08,468900.0
2019-12-11,651000.0
2019-11-27,535000.0
2020-02-14,537100.0
2020-05-06,429600.0
2019-01-08,318300.0
2018-12-07,480900.0
2019-08-20,777000.0
2018-11-05,358200.0
2019-07-19,186400.0
2018-10-04,335800.0
2019-06-17,356900.0
2019-05-16,368200.0
2018-08-01,390300.0
2019-03-13,452200.0
2019-12-03,400100.0
2020-02-20,355900.0
2019-12-06,378500.0
2020-05-12,369200.0
2019-12-09,310900.0
2020-02-26,255200.0
2020-05-15,429300.0
2019-03-28,391100.0
2018-09-17,470300.0
2018-08-16,389500.0
2018-10-19,299100.0
2019-04-29,378600.0
2019-01-23,389600.0
2019-09-04,572200.0
2018-11-20,4255200.0
2019-07-02,1264600.0
2019-05-31,1524700.0
2019-12-12,794200.0
2020-05-18,1110000.0
2019-09-27,1309500.0
2020-03-03,507500.0
2020-05-21,518600.0
2019-05-14,664900.0
2018-08-31,566000.0
2018-07-30,663600.0
2018-10-02,484400.0
2019-04-12,469600.0
2019-03-11,478800.0
2019-02-07,439700.0
2019-07-17,374000.0
2019-09-19,478000.0
2019-10-21,358600.0
2019-12-18,355200.0
2020-03-06,525700.0
2019-10-03,408300.0
2020-03-09,397100.0
2020-05-27,647200.0
2019-12-24,458200.0
2020-03-12,403100.0
2018-12-20,271100.0
2019-08-01,429400.0
2018-08-14,647000.0
2018-07-13,484600.0
2018-10-17,506700.0
2019-05-29,509500.0
2019-03-26,604000.0
2019-02-22,345000.0
2019-10-04,285100.0
2019-11-05,379300.0
2019-12-27,999900.0
2020-06-02,700800.0
2019-12-30,757900.0
2020-03-18,355800.0
2020-06-05,630800.0
2019-07-15,589600.0
2018-12-03,624500.0
2019-06-13,696200.0
2019-01-04,629400.0
2018-08-29,760200.0
2019-02-05,473200.0
2018-11-01,522400.0
2019-08-16,811700.0
2019-04-10,791000.0
2019-09-17,1089300.0
2019-10-15,647100.0
2020-01-02,813500.0
2020-06-08,602600.0
2019-10-18,421600.0
2020-03-24,450500.0
2020-06-11,416600.0
2020-01-08,568800.0
2019-04-25,440700.0
2019-07-30,754500.0
2019-02-20,551800.0
2018-07-11,438600.0
2018-09-13,528300.0
2018-10-15,1017500.0
2019-06-28,1030900.0
2018-12-18,2406000.0
2018-11-16,1059200.0
2019-10-02,742000.0
2020-03-27,579700.0
2020-01-10,566700.0
2019-10-24,528000.0
2020-03-30,385600.0
2020-06-17,490900.0
2020-01-14,552500.0
2020-04-02,409500.0
2019-01-02,294400.0
2019-08-14,323800.0
2018-10-30,3295900.0
2019-06-11,2418300.0
2019-05-10,1159600.0
2019-04-08,773700.0
2018-08-27,804300.0
2018-07-26,744600.0
2018-09-28,1130400.0
2019-03-07,747400.0
2019-10-30,371700.0
2020-01-17,550100.0
2020-06-23,452500.0
2020-04-08,421600.0
2020-06-26,381700.0
2019-03-22,477700.0
2019-01-17,749300.0
2019-08-29,615600.0
2018-11-14,478900.0
2019-06-26,624600.0
2018-09-11,490500.0
2018-07-09,798500.0
2018-08-10,632000.0
2019-04-23,385700.0
2019-09-30,1566300.0
2020-01-23,2106000.0
2019-11-08,1090900.0
2020-04-14,387100.0
2019-11-11,464300.0
2020-01-29,360500.0
2020-04-17,619200.0
2018-07-24,767700.0
2018-09-26,742600.0
2019-05-08,746100.0
2019-03-05,1505700.0
2019-02-01,990800.0
2018-12-31,1122400.0
2018-11-29,975800.0
2019-08-12,1488200.0
2019-07-11,3980200.0
2019-09-13,1060200.0
2019-11-14,1361400.0
2020-04-20,896400.0
2020-02-04,1023400.0
2020-04-23,1071400.0
2018-12-14,818700.0
2019-08-27,625700.0
2018-08-08,557500.0
2018-10-11,567400.0
2018-11-12,592500.0
2019-07-26,712000.0
2019-06-24,502800.0
2019-05-23,430300.0
2019-03-20,508900.0
2019-01-15,526400.0
2019-11-20,870600.0
2020-02-07,1625300.0
2020-02-10,1031900.0
2020-04-29,1425600.0
2019-11-26,847200.0
2020-02-13,1728800.0
2019-01-30,1281300.0
2018-08-23,625100.0
2018-09-24,626600.0
2018-11-27,618000.0
2018-10-26,697100.0
2019-07-09,458700.0
2019-06-07,746200.0
2019-05-06,680900.0
2019-04-04,796800.0
2019-09-11,850800.0
2019-11-29,1047400.0
2020-05-05,743600.0
2019-12-02,733100.0
2020-02-19,559400.0
2020-05-08,598200.0
2019-05-21,737300.0
2019-03-18,1039600.0
2018-09-07,922700.0
2018-08-06,1038100.0
2018-10-09,1060800.0
2019-02-14,1050300.0
2018-12-12,1229500.0
2019-07-24,1145500.0
2019-09-26,969400.0
2019-10-28,950600.0
2019-12-05,848800.0
2020-05-11,1296500.0
2019-07-03,742800.0
2020-02-25,469500.0
2020-05-14,699800.0
2020-02-28,500900.0
2019-08-08,481300.0
2019-06-05,633100.0
2018-07-20,765800.0
2018-08-21,481100.0
2018-10-24,440800.0
2019-04-02,574800.0
2019-03-01,938200.0
2019-01-28,581000.0
2018-12-27,501100.0
2019-09-09,445800.0
2020-03-02,561500.0
2020-05-20,320100.0
2019-12-17,245900.0
2020-03-05,497100.0
2019-02-12,342900.0
2019-01-11,391100.0
2018-12-10,328500.0
2019-08-23,443900.0
2018-11-08,600500.0
2019-07-22,1131000.0
2019-06-20,582600.0
2018-09-05,838600.0
2019-04-17,2489300.0
2019-09-24,835600.0
2019-12-20,623500.0
2020-05-26,383500.0
2019-04-30,375800.0
2019-12-23,654100.0
2020-03-11,389800.0
2020-05-29,515000.0
2019-12-26,584200.0
2020-06-01,489400.0
2019-05-02,338600.0
2019-02-27,276000.0
2018-11-23,366100.0
2019-08-06,339800.0
2018-07-18,299600.0
2018-09-20,294700.0
2018-10-22,642100.0
2019-07-05,855400.0
2019-06-03,425600.0
2019-10-09,802800.0
2019-10-11,972200.0
2020-03-17,356800.0
2020-06-04,509400.0
2019-10-14,729400.0
2020-03-20,495400.0
2018-11-06,600300.0
2019-06-18,734200.0
2019-05-17,464400.0
2019-04-15,409000.0
2019-03-14,577500.0
2019-01-09,404000.0
2018-08-02,402000.0
2018-10-05,419000.0
2019-08-21,381600.0
2019-10-17,324000.0
2020-03-23,766400.0
2020-06-10,392000.0
2019-02-25,420800.0
2020-01-07,498200.0
2020-03-26,420000.0
2019-10-23,477400.0
