Dates,ABMD
2018-06-20,446.2099914550781
2018-06-21,438.2699890136719
2018-06-25,427.2900085449219
2018-06-22,416.20001220703125
2018-06-26,428.3699951171875
2018-06-27,410.6400146484375
2018-06-28,413.94000244140625
2018-06-29,409.04998779296875
2018-07-02,412.510009765625
2018-07-03,409.5299987792969
2018-07-05,400.5799865722656
2018-07-16,405.989990234375
2018-09-18,408.4599914550781
2019-01-24,405.1499938964844
2019-09-05,403.7900085449219
2018-11-21,414.6099853515625
2020-01-13,418.760009765625
2020-04-01,419.3800048828125
2020-06-19,427.3699951171875
2019-10-29,431.54998779296875
2020-01-16,425.989990234375
2020-06-22,423.4800109863281
2018-10-03,430.8999938964844
2018-07-31,423.4100036621094
2019-03-12,430.6400146484375
2019-02-08,384.2099914550781
2019-01-07,369.1700134277344
2018-12-06,356.4200134277344
2019-08-19,354.5299987792969
2019-07-18,363.19000244140625
2019-05-15,372.20001220703125
2019-09-20,377.1099853515625
2019-11-01,378.55999755859375
2020-04-07,376.3999938964844
2020-06-25,376.010009765625
2020-06-16,380.75
2019-11-04,377.8299865722656
2020-01-22,368.0
2019-11-07,371.25
2020-04-13,363.5899963378906
2019-07-01,368.9700012207031
2019-05-30,358.82000732421875
2018-08-15,362.4800109863281
2018-10-18,364.1199951171875
2019-03-27,368.3800048828125
2019-01-22,376.92999267578125
2018-12-21,381.0299987792969
2019-09-03,380.6499938964844
2018-11-19,385.9700012207031
2019-08-02,402.0299987792969
2020-01-28,408.5799865722656
2020-04-16,406.5799865722656
2019-11-13,411.3599853515625
2020-01-31,383.8299865722656
2018-12-04,383.1000061035156
2018-11-02,377.489990234375
2019-07-16,388.5799865722656
2018-08-30,397.4100036621094
2018-10-01,392.94000244140625
2019-06-14,390.94000244140625
2019-05-13,395.6700134277344
2019-04-11,368.8999938964844
2019-02-06,376.55999755859375
2019-09-18,376.75
2020-02-03,381.9800109863281
2020-04-22,384.8800048828125
2019-11-19,419.6099853515625
2020-02-06,441.5199890136719
2019-11-22,444.70001220703125
2019-03-25,442.8900146484375
2019-02-21,449.75
2018-12-19,444.25
2018-07-12,429.1700134277344
2018-09-14,426.4200134277344
2018-08-13,416.7900085449219
2018-10-16,415.7099914550781
2019-07-31,399.010009765625
2019-05-28,395.0799865722656
2019-04-26,376.8900146484375
2020-04-28,367.5400085449219
2019-11-25,384.7799987792969
2020-02-12,372.0799865722656
2020-05-01,386.8800048828125
2020-05-04,389.7900085449219
2019-06-12,386.6300048828125
2019-04-09,362.4200134277344
2019-03-08,366.20001220703125
2019-02-04,370.0400085449219
2018-07-27,352.7099914550781
2018-08-28,333.1199951171875
2019-01-03,330.3500061035156
2019-08-15,320.0299987792969
2018-10-31,331.2200012207031
2019-09-16,341.20001220703125
2020-02-18,376.94000244140625
2020-05-07,384.1300048828125
2018-08-17,392.9100036621094
2019-12-04,389.8500061035156
2020-02-21,412.1000061035156
2018-12-17,413.8500061035156
2019-08-30,405.1700134277344
2018-11-15,337.8599853515625
2019-07-29,330.6300048828125
2019-06-27,312.55999755859375
2019-04-24,320.7799987792969
2018-07-10,319.7799987792969
2018-09-12,299.8299865722656
2019-02-19,302.2900085449219
2019-01-18,301.6000061035156
2020-02-24,299.4100036621094
2020-05-13,311.1499938964844
2019-12-10,313.95001220703125
2020-02-27,335.2200012207031
2019-12-13,331.989990234375
2020-05-19,332.67999267578125
2019-03-06,343.45001220703125
2018-11-30,327.17999267578125
2019-08-13,332.9800109863281
2019-07-12,317.5199890136719
2019-06-10,323.6600036621094
2019-05-09,328.1300048828125
2018-07-25,330.69000244140625
2018-09-27,319.7200012207031
2018-10-29,316.19000244140625
2019-10-16,298.7699890136719
2019-12-16,304.79998779296875
2020-03-04,296.1400146484375
2020-05-22,284.2799987792969
2019-10-01,290.2900085449219
2019-12-19,281.0799865722656
2018-09-10,307.44000244140625
2019-05-24,315.6700134277344
2018-08-09,318.1700134277344
2019-04-22,325.0400085449219
2019-03-21,309.9599914550781
2019-01-16,302.2900085449219
2019-08-28,313.44000244140625
2018-11-13,314.79998779296875
2018-10-12,318.4200134277344
2019-06-25,336.3999938964844
2020-03-10,335.1300048828125
2020-05-28,323.79998779296875
2019-10-07,315.25
2020-03-13,325.6099853515625
2019-10-10,324.1300048828125
2020-03-16,330.32000732421875
2020-06-03,333.739990234375
2018-11-28,336.1300048828125
2018-09-25,336.9800109863281
2018-07-23,348.5
2018-08-24,349.3699951171875
2019-07-10,336.8999938964844
2019-05-07,330.3800048828125
2019-04-05,339.5899963378906
2019-03-04,351.07000732421875
2019-01-31,351.0799865722656
2019-09-12,330.4100036621094
2019-12-31,344.2799987792969
2020-03-19,344.7799987792969
2020-01-03,341.6099853515625
2020-06-09,341.2099914550781
2019-02-15,354.9200134277344
2019-01-14,358.0799865722656
2018-07-06,361.5
2018-08-07,357.82000732421875
2018-10-10,362.05999755859375
2018-12-13,359.3699951171875
2019-08-26,362.25
2019-07-25,358.3599853515625
2019-05-22,352.6000061035156
2019-03-19,352.8900146484375
2020-01-06,342.8699951171875
2020-03-25,336.1700134277344
2020-06-12,334.5
2019-10-22,348.05999755859375
2020-01-09,338.20001220703125
2020-06-15,333.2099914550781
2019-10-25,317.8500061035156
2020-03-31,317.4200134277344
2020-06-18,314.2099914550781
2019-04-03,319.20001220703125
2018-08-22,323.760009765625
2018-10-25,325.6300048828125
2019-01-29,325.6099853515625
2018-12-28,333.2300109863281
2018-11-26,333.25
2019-08-09,339.3599853515625
2019-07-08,339.6600036621094
2019-06-06,337.42999267578125
2019-09-10,323.2099914550781
2020-01-15,313.2200012207031
2020-04-03,286.0
2019-10-31,276.3900146484375
2020-04-06,283.8999938964844
2020-06-24,285.5899963378906
2018-11-09,277.760009765625
2019-07-23,284.20001220703125
2019-06-21,284.94000244140625
2019-05-20,282.8699951171875
2019-04-18,284.9100036621094
2018-09-06,282.95001220703125
2018-10-08,281.6499938964844
2019-02-13,280.5400085449219
2018-12-11,271.8900146484375
2019-09-25,270.0799865722656
2020-01-21,272.29998779296875
2020-04-09,265.95001220703125
2019-11-06,251.49000549316406
2020-01-24,256.55999755859375
2020-01-27,260.92999267578125
2020-04-15,262.17999267578125
2018-12-26,270.8299865722656
2019-08-07,268.1300048828125
2019-06-04,274.9100036621094
2018-09-21,274.0
2018-07-19,277.4100036621094
2018-08-20,277.07000732421875
2018-10-23,264.7699890136719
2019-05-03,271.75
2019-04-01,268.95001220703125
2019-02-28,261.9800109863281
2019-11-12,260.2699890136719
2020-01-30,261.94000244140625
2019-11-15,258.9200134277344
2020-04-21,252.3699951171875
2019-04-16,256.69000244140625
2019-03-15,259.67999267578125
2019-02-11,262.1400146484375
2019-01-10,260.4800109863281
2019-08-22,252.5800018310547
2018-11-07,260.3399963378906
2018-08-03,265.4800109863281
2018-09-04,262.6400146484375
2019-06-19,270.3900146484375
2019-09-23,269.3999938964844
2019-11-18,260.3699951171875
2020-02-05,266.3900146484375
2020-04-24,261.9200134277344
2019-03-29,261.42999267578125
2019-11-21,267.05999755859375
2020-04-27,268.79998779296875
2020-02-11,269.19000244140625
2020-04-30,267.8699951171875
2019-05-01,272.42999267578125
2019-02-26,262.0299987792969
2019-01-25,254.5399932861328
2018-12-24,255.52999877929688
2019-09-06,250.9600067138672
2018-07-17,256.1499938964844
2018-09-19,256.4700012207031
2019-08-05,256.29998779296875
2019-10-08,260.3299865722656
2019-12-11,256.0400085449219
2019-11-27,253.1699981689453
2020-02-14,257.05999755859375
2020-05-06,251.6199951171875
2019-01-08,254.92999267578125
2018-12-07,260.489990234375
2019-08-20,265.0199890136719
2018-11-05,261.489990234375
2019-07-19,261.3299865722656
2018-10-04,261.4700012207031
2019-06-17,257.7799987792969
2019-05-16,257.29998779296875
2018-08-01,255.80999755859375
2019-03-13,266.0899963378906
2019-12-03,262.69000244140625
2020-02-20,260.5799865722656
2019-12-06,253.75
2020-05-12,260.05999755859375
2019-12-09,262.7699890136719
2020-02-26,260.4700012207031
2020-05-15,263.9700012207031
2019-03-28,264.6700134277344
2018-09-17,275.94000244140625
2018-08-16,272.2099914550781
2018-10-19,272.6600036621094
2019-04-29,275.92999267578125
2019-01-23,279.2300109863281
2019-09-04,278.55999755859375
2018-11-20,204.8699951171875
2019-07-02,200.6199951171875
2019-05-31,204.52999877929688
2019-12-12,200.47999572753906
2020-05-18,189.92999267578125
2019-09-27,191.6999969482422
2020-03-03,191.0
2020-05-21,191.72000122070312
2019-05-14,197.14999389648438
2018-08-31,190.1300048828125
2018-07-30,192.05999755859375
2018-10-02,193.00999450683594
2019-04-12,192.30999755859375
2019-03-11,192.6300048828125
2019-02-07,195.83999633789062
2019-07-17,195.44000244140625
2019-09-19,189.58999633789062
2019-10-21,190.44000244140625
2019-12-18,190.05999755859375
2020-03-06,191.1999969482422
2019-10-03,192.00999450683594
2020-03-09,193.07000732421875
2020-05-27,183.63999938964844
2019-12-24,183.3800048828125
2020-03-12,190.25
2018-12-20,189.42999267578125
2019-08-01,186.80999755859375
2018-08-14,191.82000732421875
2018-07-13,191.07000732421875
2018-10-17,188.02000427246094
2019-05-29,186.41000366210938
2019-03-26,190.5399932861328
2019-02-22,190.5399932861328
2019-10-04,190.6699981689453
2019-11-05,192.32000732421875
2019-12-27,192.75999450683594
2020-06-02,186.00999450683594
2019-12-30,184.35000610351562
2020-03-18,185.27999877929688
2020-06-05,177.64999389648438
2019-07-15,175.88999938964844
2018-12-03,177.88999938964844
2019-06-13,170.2100067138672
2019-01-04,163.38999938964844
2018-08-29,167.02999877929688
2019-02-05,169.25
2018-11-01,164.42999267578125
2019-08-16,159.49000549316406
2019-04-10,159.30999755859375
2019-09-17,162.33999633789062
2019-10-15,169.63999938964844
2020-01-02,176.50999450683594
2020-06-08,177.8699951171875
2019-10-18,178.6699981689453
2020-03-24,176.52000427246094
2020-06-11,175.3000030517578
2020-01-08,175.97000122070312
2019-04-25,170.8300018310547
2019-07-30,178.72999572753906
2019-02-20,179.9600067138672
2018-07-11,182.33999633789062
2018-09-13,183.91000366210938
2018-10-15,184.9499969482422
2019-06-28,181.77000427246094
2018-12-18,207.5800018310547
2018-11-16,216.7899932861328
2019-10-02,220.4199981689453
2020-03-27,217.5399932861328
2020-01-10,214.61000061035156
2019-10-24,219.1300048828125
2020-03-30,219.6199951171875
2020-06-17,220.0800018310547
2020-01-14,223.5399932861328
2020-04-02,220.00999450683594
2019-01-02,220.9499969482422
2019-08-14,223.22999572753906
2018-10-30,178.08999633789062
2019-06-11,184.33999633789062
2019-05-10,185.25
2019-04-08,186.66000366210938
2018-08-27,182.0
2018-07-26,187.57000732421875
2018-09-28,194.25999450683594
2019-03-07,196.7899932861328
2019-10-30,196.17999267578125
2020-01-17,192.22000122070312
2020-06-23,191.14999389648438
2020-04-08,193.88999938964844
2020-06-26,189.07000732421875
2019-03-22,189.22000122070312
2019-01-17,181.69000244140625
2019-08-29,179.75
2018-11-14,178.8699951171875
2019-06-26,179.14999389648438
2018-09-11,181.85000610351562
2018-07-09,176.30999755859375
2018-08-10,178.92999267578125
2019-04-23,177.00999450683594
2019-09-30,169.42999267578125
2020-01-23,162.88999938964844
2019-11-08,170.44000244140625
2020-04-14,172.3000030517578
2019-11-11,171.00999450683594
2020-01-29,169.27000427246094
2020-04-17,167.2899932861328
2018-07-24,170.58999633789062
2018-09-26,168.80999755859375
2019-05-08,166.82000732421875
2019-03-05,179.0399932861328
2019-02-01,180.35000610351562
2018-12-31,178.69000244140625
2018-11-29,183.60000610351562
2019-08-12,189.05999755859375
2019-07-11,168.10000610351562
2019-09-13,172.72999572753906
2019-11-14,177.9199981689453
2020-04-20,181.44000244140625
2020-02-04,181.27999877929688
2020-04-23,189.91000366210938
2018-12-14,184.4199981689453
2019-08-27,184.4600067138672
2018-08-08,182.97999572753906
2018-10-11,181.4499969482422
2018-11-12,187.00999450683594
2019-07-26,188.85000610351562
2019-06-24,186.85000610351562
2019-05-23,186.2899932861328
2019-03-20,185.9499969482422
2019-01-15,190.89999389648438
2019-11-20,190.72999572753906
2020-02-07,196.00999450683594
2020-02-10,186.91000366210938
2020-04-29,174.0800018310547
2019-11-26,175.82000732421875
2020-02-13,166.94000244140625
2019-01-30,164.8000030517578
2018-08-23,167.22000122070312
2018-09-24,169.0
2018-11-27,167.89999389648438
