Dates,ARE
2018-06-20,125.69000244140625
2018-06-21,125.45999908447266
2018-06-25,126.06999969482422
2018-06-22,125.2699966430664
2018-06-26,125.5999984741211
2018-06-27,124.79000091552734
2018-06-28,124.08000183105469
2018-06-29,125.04000091552734
2018-07-02,123.44999694824219
2018-07-03,125.30999755859375
2018-07-05,126.29000091552734
2018-07-16,127.30999755859375
2018-09-18,127.25
2019-01-24,127.18000030517578
2019-09-05,127.11000061035156
2018-11-21,127.30999755859375
2020-01-13,127.7300033569336
2020-04-01,126.29000091552734
2020-06-19,125.55999755859375
2019-10-29,124.63999938964844
2020-01-16,125.04000091552734
2020-06-22,124.20999908447266
2018-10-03,122.94999694824219
2018-07-31,122.5
2019-03-12,122.47000122070312
2019-02-08,122.87000274658203
2019-01-07,122.2300033569336
2018-12-06,121.61000061035156
2019-08-19,122.94999694824219
2019-07-18,125.44999694824219
2019-05-15,125.95999908447266
2019-09-20,125.45999908447266
2019-11-01,126.97000122070312
2020-04-07,126.91000366210938
2020-06-25,126.73999786376953
2020-06-16,126.20999908447266
2019-11-04,125.02999877929688
2020-01-22,124.16000366210938
2019-11-07,123.16999816894531
2020-04-13,124.5199966430664
2019-07-01,126.5199966430664
2019-05-30,128.30999755859375
2018-08-15,128.24000549316406
2018-10-18,127.11000061035156
2019-03-27,125.6500015258789
2019-01-22,126.3499984741211
2018-12-21,125.58999633789062
2019-09-03,125.55000305175781
2018-11-19,125.93000030517578
2019-08-02,127.58999633789062
2020-01-28,126.9000015258789
2020-04-16,127.41000366210938
2019-11-13,125.7699966430664
2020-01-31,125.0199966430664
2018-12-04,127.5
2018-11-02,126.54000091552734
2019-07-16,127.2300033569336
2018-08-30,126.70999908447266
2018-10-01,127.52999877929688
2019-06-14,127.4000015258789
2019-05-13,125.93000030517578
2019-04-11,126.0999984741211
2019-02-06,126.13999938964844
2019-09-18,125.02999877929688
2020-02-03,124.81999969482422
2020-04-22,125.83000183105469
2019-11-19,123.63999938964844
2020-02-06,122.72000122070312
2019-11-22,122.2699966430664
2019-03-25,121.7699966430664
2019-02-21,122.8499984741211
2018-12-19,123.1500015258789
2018-07-12,122.66999816894531
2018-09-14,121.93000030517578
2018-08-13,121.06999969482422
2018-10-16,122.6500015258789
2019-07-31,122.97000122070312
2019-05-28,123.9000015258789
2019-04-26,124.69999694824219
2020-04-28,119.55999755859375
2019-11-25,119.23999786376953
2020-02-12,119.5
2020-05-01,120.9800033569336
2020-05-04,121.61000061035156
2019-06-12,121.44000244140625
2019-04-09,121.68000030517578
2019-03-08,120.5
2019-02-04,119.56999969482422
2018-07-27,121.98999786376953
2018-08-28,122.66999816894531
2019-01-03,120.51000213623047
2019-08-15,121.80999755859375
2018-10-31,121.58000183105469
2019-09-16,121.54000091552734
2020-02-18,121.88999938964844
2020-05-07,118.9000015258789
2018-08-17,120.55999755859375
2019-12-04,122.30999755859375
2020-02-21,122.9000015258789
2018-12-17,123.95999908447266
2019-08-30,123.98999786376953
2018-11-15,123.72000122070312
2019-07-29,122.4000015258789
2019-06-27,123.12000274658203
2019-04-24,120.83999633789062
2018-07-10,121.2300033569336
2018-09-12,121.47000122070312
2019-02-19,120.33999633789062
2019-01-18,120.44999694824219
2020-02-24,120.76000213623047
2020-05-13,121.5
2019-12-10,121.18000030517578
2020-02-27,122.48999786376953
2019-12-13,122.33000183105469
2020-05-19,122.6500015258789
2019-03-06,124.47000122070312
2018-11-30,123.33999633789062
2019-08-13,121.5
2019-07-12,125.19000244140625
2019-06-10,124.0
2019-05-09,124.51000213623047
2018-07-25,121.11000061035156
2018-09-27,121.66999816894531
2018-10-29,121.02999877929688
2019-10-16,118.12999725341797
2019-12-16,119.05000305175781
2020-03-04,119.13999938964844
2020-05-22,116.91999816894531
2019-10-01,115.20999908447266
2019-12-19,110.12999725341797
2018-09-10,109.04000091552734
2019-05-24,110.88999938964844
2018-08-09,112.01000213623047
2019-04-22,112.76000213623047
2019-03-21,110.66000366210938
2019-01-16,111.11000061035156
2019-08-28,112.8499984741211
2018-11-13,113.48999786376953
2018-10-12,114.66999816894531
2019-06-25,115.80000305175781
2020-03-10,116.54000091552734
2020-05-28,118.5
2019-10-07,118.9000015258789
2020-03-13,119.37000274658203
2019-10-10,120.36000061035156
2020-03-16,121.4800033569336
2020-06-03,123.19000244140625
2018-11-28,123.26000213623047
2018-09-25,123.25
2018-07-23,122.77999877929688
2018-08-24,123.38999938964844
2019-07-10,124.8499984741211
2019-05-07,125.87999725341797
2019-04-05,127.94999694824219
2019-03-04,127.94000244140625
2019-01-31,127.97000122070312
2019-09-12,129.36000061035156
2019-12-31,129.0
2020-03-19,128.25
2020-01-03,128.7100067138672
2020-06-09,131.4600067138672
2019-02-15,131.64999389648438
2019-01-14,132.27000427246094
2018-07-06,131.6999969482422
2018-08-07,132.9199981689453
2018-10-10,133.97000122070312
2018-12-13,134.24000549316406
2019-08-26,133.7100067138672
2019-07-25,133.3800048828125
2019-05-22,135.27999877929688
2019-03-19,135.89999389648438
2020-01-06,135.47999572753906
2020-03-25,133.8699951171875
2020-06-12,134.1699981689453
2019-10-22,134.25999450683594
2020-01-09,135.24000549316406
2020-06-15,136.6300048828125
2019-10-25,137.02000427246094
2020-03-31,136.32000732421875
2020-06-18,136.25
2019-04-03,138.1699981689453
2018-08-22,139.30999755859375
2018-10-25,140.50999450683594
2019-01-29,141.08999633789062
2018-12-28,140.1300048828125
2018-11-26,139.38999938964844
2019-08-09,139.1300048828125
2019-07-08,138.52000427246094
2019-06-06,139.6300048828125
2019-09-10,141.66000366210938
2020-01-15,140.47000122070312
2020-04-03,141.86000061035156
2019-10-31,142.1300048828125
2020-04-06,141.6999969482422
2020-06-24,141.97999572753906
2018-11-09,140.52000427246094
2019-07-23,140.39999389648438
2019-06-21,142.0399932861328
2019-05-20,142.08999633789062
2019-04-18,142.25999450683594
2018-09-06,142.69000244140625
2018-10-08,142.88999938964844
2019-02-13,142.8000030517578
2018-12-11,143.0
2019-09-25,142.47000122070312
2020-01-21,143.0399932861328
2020-04-09,138.2100067138672
2019-11-06,136.32000732421875
2020-01-24,136.3000030517578
2020-01-27,136.14999389648438
2020-04-15,137.52000427246094
2018-12-26,140.64999389648438
2019-08-07,141.0500030517578
2019-06-04,142.47000122070312
2018-09-21,140.72999572753906
2018-07-19,140.61000061035156
2018-08-20,141.55999755859375
2018-10-23,140.77999877929688
2019-05-03,140.6300048828125
2019-04-01,140.8800048828125
2019-02-28,138.75999450683594
2019-11-12,139.61000061035156
2020-01-30,138.47000122070312
2019-11-15,140.6300048828125
2020-04-21,141.24000549316406
2019-04-16,142.6699981689453
2019-03-15,143.5500030517578
2019-02-11,145.60000610351562
2019-01-10,145.08999633789062
2019-08-22,144.1199951171875
2018-11-07,144.85000610351562
2018-08-03,145.27999877929688
2018-09-04,143.35000610351562
2019-06-19,143.8000030517578
2019-09-23,144.6699981689453
2019-11-18,143.2100067138672
2020-02-05,144.25
2020-04-24,144.5800018310547
2019-03-29,145.91000366210938
2019-11-21,144.97000122070312
2020-04-27,147.55999755859375
2020-02-11,149.67999267578125
2020-04-30,150.63999938964844
2019-05-01,149.4199981689453
2019-02-26,149.27999877929688
2019-01-25,150.8699951171875
2018-12-24,151.8800048828125
2019-09-06,150.99000549316406
2018-07-17,148.8699951171875
2018-09-19,147.5399932861328
2019-08-05,147.74000549316406
