Dates,ARE
2019-01-08,1234400.0
2018-12-07,1297500.0
2019-08-20,1038100.0
2018-11-05,954400.0
2019-07-19,380600.0
2018-10-04,433900.0
2019-06-17,623500.0
2019-05-16,1061000.0
2018-08-01,1051000.0
2019-03-13,650600.0
2019-12-03,640700.0
2020-02-20,579800.0
2019-12-06,498000.0
2020-05-12,349400.0
2019-12-09,1282900.0
2020-02-26,627600.0
2020-05-15,482700.0
2019-03-28,480200.0
2018-09-17,440100.0
2018-08-16,634000.0
2018-10-19,814500.0
2019-04-29,535700.0
2019-01-23,1319400.0
2019-09-04,709200.0
2018-11-20,631500.0
2019-07-02,500100.0
2019-05-31,774300.0
2019-12-12,716800.0
2020-05-18,529900.0
2019-09-27,402900.0
2020-03-03,566800.0
2020-05-21,746500.0
2019-05-14,743300.0
2018-08-31,710500.0
2018-07-30,900500.0
2018-10-02,684600.0
2019-04-12,970700.0
2019-03-11,530600.0
2019-02-07,493900.0
2019-07-17,315400.0
2019-09-19,505700.0
2019-10-21,770800.0
2019-12-18,558700.0
2020-03-06,299500.0
2019-10-03,440100.0
2020-03-09,728600.0
2020-05-27,552700.0
2019-12-24,713700.0
2020-03-12,615900.0
2018-12-20,583500.0
2019-08-01,473300.0
2018-08-14,521100.0
2018-07-13,418100.0
2018-10-17,870400.0
2019-05-29,513700.0
2019-03-26,458000.0
2019-02-22,453700.0
2019-10-04,783100.0
2019-11-05,371400.0
2019-12-27,961300.0
2020-06-02,529500.0
2019-12-30,484700.0
2020-03-18,434700.0
2020-06-05,491900.0
2019-07-15,901400.0
2018-12-03,528200.0
2019-06-13,441800.0
2019-01-04,615800.0
2018-08-29,541700.0
2019-02-05,869200.0
2018-11-01,596600.0
2019-08-16,521600.0
2019-04-10,346400.0
2019-09-17,734600.0
2019-10-15,554400.0
2020-01-02,432500.0
2020-06-08,646900.0
2019-10-18,475300.0
2020-03-24,643900.0
2020-06-11,432000.0
2020-01-08,540000.0
2019-04-25,547400.0
2019-07-30,621800.0
2019-02-20,497200.0
2018-07-11,488300.0
2018-09-13,748700.0
2018-10-15,697500.0
2019-06-28,1086200.0
2018-12-18,686400.0
2018-11-16,618800.0
2019-10-02,501300.0
2020-03-27,784000.0
2020-01-10,517000.0
2019-10-24,1152900.0
2020-03-30,641700.0
2020-06-17,477300.0
2020-01-14,967100.0
2020-04-02,671500.0
2019-01-02,396300.0
2019-08-14,548800.0
2018-10-30,387200.0
2019-06-11,743000.0
2019-05-10,422000.0
2019-04-08,650700.0
2018-08-27,768500.0
2018-07-26,1020600.0
2018-09-28,1478700.0
2019-03-07,448000.0
2019-10-30,322600.0
2020-01-17,817100.0
2020-06-23,527400.0
2020-04-08,621000.0
2020-06-26,532300.0
2019-03-22,543500.0
2019-01-17,561400.0
2019-08-29,638500.0
2018-11-14,623600.0
2019-06-26,822400.0
2018-09-11,696600.0
2018-07-09,880400.0
2018-08-10,561400.0
2019-04-23,690300.0
2019-09-30,524700.0
2020-01-23,1753000.0
2019-11-08,1390000.0
2020-04-14,440400.0
2019-11-11,388100.0
2020-01-29,807000.0
2020-04-17,969800.0
2018-07-24,582900.0
2018-09-26,1094900.0
2019-05-08,371300.0
2019-03-05,604700.0
2019-02-01,4543900.0
2018-12-31,2239300.0
2018-11-29,1644600.0
2019-08-12,1155300.0
2019-07-11,1216300.0
2019-09-13,1023500.0
2019-11-14,875700.0
2020-04-20,673200.0
2020-02-04,1963400.0
2020-04-23,1188800.0
2018-12-14,467400.0
2019-08-27,491700.0
2018-08-08,484300.0
2018-10-11,558100.0
2018-11-12,518500.0
2019-07-26,569000.0
2019-06-24,603000.0
2019-05-23,560100.0
2019-03-20,1126700.0
2019-01-15,814300.0
2019-11-20,595300.0
2020-02-07,771700.0
2020-02-10,931900.0
2020-04-29,514300.0
2019-11-26,550800.0
2020-02-13,779000.0
2019-01-30,630300.0
2018-08-23,463600.0
2018-09-24,477400.0
2018-11-27,773000.0
2018-10-26,770400.0
2019-07-09,916200.0
2019-06-07,955500.0
2019-05-06,763000.0
2019-04-04,945800.0
2019-09-11,1388700.0
2019-11-29,1578000.0
2020-05-05,1201500.0
2019-12-02,1153700.0
2020-02-19,1052700.0
2020-05-08,834600.0
2019-05-21,934700.0
2019-03-18,1064200.0
2018-09-07,1146800.0
2018-08-06,1048100.0
2018-10-09,1336900.0
2019-02-14,2054300.0
2018-12-12,1603900.0
2019-07-24,1442300.0
2019-09-26,1545000.0
2019-10-28,1116000.0
2019-12-05,2560000.0
2020-05-11,1195400.0
2019-07-03,1061800.0
2020-02-25,1356700.0
2020-05-14,2473900.0
2020-02-28,1533200.0
2019-08-08,1095400.0
2019-06-05,1869300.0
2018-07-20,979500.0
2018-08-21,1229100.0
2018-10-24,780900.0
2019-04-02,999100.0
2019-03-01,820100.0
2019-01-28,857500.0
2018-12-27,1360100.0
2019-09-09,762500.0
2020-03-02,618600.0
2020-05-20,981200.0
2019-12-17,1010800.0
2020-03-05,454300.0
2019-02-12,579300.0
2019-01-11,657800.0
2018-12-10,497000.0
2019-08-23,825700.0
2018-11-08,542900.0
2019-07-22,619200.0
2019-06-20,647400.0
2018-09-05,788900.0
2019-04-17,889200.0
2019-09-24,703900.0
2019-12-20,436600.0
2020-05-26,729200.0
2019-04-30,428100.0
2019-12-23,572100.0
2020-03-11,456500.0
2020-05-29,784700.0
2019-12-26,988900.0
2020-06-01,1252900.0
2019-05-02,1041500.0
2019-02-27,1804700.0
2018-11-23,986300.0
2019-08-06,720500.0
2018-07-18,860300.0
2018-09-20,484800.0
2018-10-22,549300.0
2019-07-05,683700.0
2019-06-03,770900.0
2019-10-09,1038100.0
2019-10-11,1875500.0
2020-03-17,616200.0
2020-06-04,687300.0
2019-10-14,1204100.0
2020-03-20,751700.0
2018-11-06,1127000.0
2019-06-18,910300.0
2019-05-17,750000.0
2019-04-15,813400.0
2019-03-14,874500.0
2019-01-09,1166400.0
2018-08-02,1724700.0
2018-10-05,1288000.0
2019-08-21,999900.0
2019-10-17,3038800.0
2020-03-23,5600100.0
2020-06-10,1035700.0
2019-02-25,790000.0
2020-01-07,891400.0
2020-03-26,589200.0
2019-10-23,976600.0
