Dates,ARE
2018-06-20,127.22000122070312
2018-06-21,126.77999877929688
2018-06-25,127.37999725341797
2018-06-22,127.30999755859375
2018-06-26,126.44000244140625
2018-06-27,126.1500015258789
2018-06-28,126.51000213623047
2018-06-29,127.56999969482422
2018-07-02,126.51000213623047
2018-07-03,127.5199966430664
2018-07-05,127.80999755859375
2018-07-16,128.7100067138672
2018-09-18,128.50999450683594
2019-01-24,128.35000610351562
2019-09-05,129.0
2018-11-21,128.36000061035156
2020-01-13,128.75999450683594
2020-04-01,127.5999984741211
2020-06-19,127.33000183105469
2019-10-29,126.3499984741211
2020-01-16,127.66999816894531
2020-06-22,126.69999694824219
2018-10-03,124.98999786376953
2018-07-31,123.62000274658203
2019-03-12,123.98999786376953
2019-02-08,124.13999938964844
2019-01-07,123.80999755859375
2018-12-06,122.94000244140625
2019-08-19,128.35000610351562
2019-07-18,128.35000610351562
2019-05-15,128.2100067138672
2019-09-20,127.4800033569336
2019-11-01,128.33999633789062
2020-04-07,127.83999633789062
2020-06-25,127.94999694824219
2020-06-16,126.95999908447266
2019-11-04,126.72000122070312
2020-01-22,125.83000183105469
2019-11-07,124.87000274658203
2020-04-13,126.9000015258789
2019-07-01,129.02999877929688
2019-05-30,129.7899932861328
2018-08-15,130.4199981689453
2018-10-18,128.89999389648438
2019-03-27,127.58999633789062
2019-01-22,127.66999816894531
2018-12-21,126.97000122070312
2019-09-03,127.05000305175781
2018-11-19,128.4499969482422
2019-08-02,128.82000732421875
2020-01-28,128.3800048828125
2020-04-16,128.52000427246094
2019-11-13,128.27999877929688
2020-01-31,127.76000213623047
2018-12-04,129.00999450683594
2018-11-02,128.24000549316406
2019-07-16,128.50999450683594
2018-08-30,128.24000549316406
2018-10-01,128.1199951171875
2019-06-14,128.3300018310547
2019-05-13,127.72000122070312
2019-04-11,127.75
2019-02-06,127.9000015258789
2019-09-18,127.16000366210938
2020-02-03,126.51000213623047
2020-04-22,128.1699981689453
2019-11-19,127.16000366210938
2020-02-06,124.70999908447266
2019-11-22,123.83000183105469
2019-03-25,123.87999725341797
2019-02-21,125.88999938964844
2018-12-19,126.02999877929688
2018-07-12,123.87000274658203
2018-09-14,124.45999908447266
2018-08-13,122.97000122070312
2018-10-16,123.81999969482422
2019-07-31,126.12000274658203
2019-05-28,126.0
2019-04-26,126.88999938964844
2020-04-28,125.01000213623047
2019-11-25,121.5
2020-02-12,123.0199966430664
2020-05-01,123.83999633789062
2020-05-04,123.73999786376953
2019-06-12,123.87999725341797
2019-04-09,122.88999938964844
2019-03-08,123.08999633789062
2019-02-04,123.05999755859375
2018-07-27,124.47000122070312
2018-08-28,125.23999786376953
2019-01-03,124.33000183105469
2019-08-15,123.43000030517578
2018-10-31,128.35000610351562
2019-09-16,124.37999725341797
2020-02-18,123.7300033569336
2020-05-07,122.58000183105469
2018-08-17,123.05000305175781
2019-12-04,124.19999694824219
2020-02-21,125.43000030517578
2018-12-17,125.8499984741211
2019-08-30,125.61000061035156
2018-11-15,126.02999877929688
2019-07-29,124.44000244140625
2019-06-27,124.31999969482422
2019-04-24,123.08000183105469
2018-07-10,122.8499984741211
2018-09-12,124.11000061035156
2019-02-19,122.58999633789062
2019-01-18,123.05999755859375
2020-02-24,122.2699966430664
2020-05-13,123.37999725341797
2019-12-10,122.77999877929688
2020-02-27,124.22000122070312
2019-12-13,124.0
2020-05-19,125.26000213623047
2019-03-06,126.0199966430664
2018-11-30,126.37999725341797
2019-08-13,127.13999938964844
2019-07-12,127.41999816894531
2019-06-10,126.76000213623047
2019-05-09,127.69999694824219
2018-07-25,126.16999816894531
2018-09-27,124.44000244140625
2018-10-29,123.27999877929688
2019-10-16,123.91999816894531
2019-12-16,121.05000305175781
2020-03-04,121.4800033569336
2020-05-22,120.2300033569336
2019-10-01,118.8499984741211
2019-12-19,115.4800033569336
2018-09-10,113.98999786376953
2019-05-24,114.56999969482422
2018-08-09,114.95999908447266
2019-04-22,115.26000213623047
2019-03-21,114.27999877929688
2019-01-16,114.08999633789062
2019-08-28,114.83999633789062
2018-11-13,115.36000061035156
2018-10-12,117.16999816894531
2019-06-25,117.56999969482422
2020-03-10,119.73999786376953
2020-05-28,120.48999786376953
2019-10-07,120.19000244140625
2020-03-13,121.0199966430664
2019-10-10,122.25
2020-03-16,122.81999969482422
2020-06-03,124.55000305175781
2018-11-28,124.48999786376953
2018-09-25,124.75
2018-07-23,123.91000366210938
2018-08-24,125.47000122070312
2019-07-10,126.30000305175781
2019-05-07,128.14999389648438
2019-04-05,129.58999633789062
2019-03-04,131.8800048828125
2019-01-31,132.1999969482422
2019-09-12,130.94000244140625
2019-12-31,131.8000030517578
2020-03-19,129.63999938964844
2020-01-03,132.99000549316406
2020-06-09,133.0
2019-02-15,133.75999450683594
2019-01-14,134.08999633789062
2018-07-06,134.6999969482422
2018-08-07,134.88999938964844
2018-10-10,135.0
2018-12-13,136.19000244140625
2019-08-26,135.49000549316406
2019-07-25,135.64999389648438
2019-05-22,137.41000366210938
2019-03-19,137.02999877929688
2020-01-06,136.5
2020-03-25,136.16000366210938
2020-06-12,137.77999877929688
2019-10-22,136.55999755859375
2020-01-09,137.07000732421875
2020-06-15,138.1999969482422
2019-10-25,138.24000549316406
2020-03-31,138.3000030517578
2020-06-18,137.75999450683594
2019-04-03,139.60000610351562
2018-08-22,141.02999877929688
2018-10-25,142.05999755859375
2019-01-29,141.88999938964844
2018-12-28,142.13999938964844
2018-11-26,141.86000061035156
2019-08-09,140.5500030517578
2019-07-08,141.02000427246094
2019-06-06,143.00999450683594
2019-09-10,143.5500030517578
2020-01-15,142.36000061035156
2020-04-03,143.8800048828125
2019-10-31,144.10000610351562
2020-04-06,143.27000427246094
2020-06-24,143.27999877929688
2018-11-09,143.00999450683594
2019-07-23,143.41000366210938
2019-06-21,143.60000610351562
2019-05-20,143.42999267578125
2019-04-18,144.07000732421875
2018-09-06,144.4600067138672
2018-10-08,143.69000244140625
2019-02-13,143.9199981689453
2018-12-11,144.30999755859375
2019-09-25,144.35000610351562
2020-01-21,144.25
2020-04-09,143.91000366210938
2019-11-06,139.4499969482422
2020-01-24,139.9600067138672
2020-01-27,138.47000122070312
2020-04-15,140.8000030517578
2018-12-26,142.52999877929688
2019-08-07,142.99000549316406
2019-06-04,143.57000732421875
2018-09-21,143.3699951171875
2018-07-19,143.07000732421875
2018-08-20,143.8300018310547
2018-10-23,143.72999572753906
2019-05-03,143.0399932861328
2019-04-01,142.47000122070312
2019-02-28,141.57000732421875
2019-11-12,141.58999633789062
2020-01-30,141.11000061035156
2019-11-15,142.89999389648438
2020-04-21,143.3800048828125
2019-04-16,144.42999267578125
2019-03-15,146.1999969482422
2019-02-11,147.58999633789062
2019-01-10,146.74000549316406
2019-08-22,146.6999969482422
2018-11-07,146.83999633789062
2018-08-03,146.3000030517578
2018-09-04,145.16000366210938
2019-06-19,145.63999938964844
2019-09-23,146.60000610351562
2019-11-18,144.8699951171875
2020-02-05,145.80999755859375
2020-04-24,147.16000366210938
2019-03-29,147.52999877929688
2019-11-21,147.8000030517578
2020-04-27,150.67999267578125
2020-02-11,151.24000549316406
2020-04-30,152.25999450683594
2019-05-01,150.94000244140625
2019-02-26,151.02999877929688
2019-01-25,152.6699981689453
2018-12-24,152.80999755859375
2019-09-06,153.50999450683594
2018-07-17,151.82000732421875
2018-09-19,150.9199981689453
2019-08-05,150.05999755859375
2019-10-08,150.61000061035156
2019-12-11,146.3699951171875
2019-11-27,146.25
2020-02-14,146.3800048828125
2020-05-06,142.6699981689453
2019-01-08,140.38999938964844
2018-12-07,142.0500030517578
2019-08-20,143.5800018310547
2018-11-05,144.61000061035156
2019-07-19,145.89999389648438
2018-10-04,145.38999938964844
2019-06-17,146.9499969482422
2019-05-16,148.0500030517578
2018-08-01,149.8699951171875
2019-03-13,148.9199981689453
2019-12-03,146.0399932861328
2020-02-20,146.24000549316406
2019-12-06,145.08999633789062
2020-05-12,143.7100067138672
2019-12-09,144.25
2020-02-26,144.22000122070312
2020-05-15,142.0
2019-03-28,142.6199951171875
2018-09-17,143.3000030517578
2018-08-16,143.49000549316406
2018-10-19,144.13999938964844
2019-04-29,145.47999572753906
2019-01-23,150.47000122070312
2019-09-04,149.44000244140625
2018-11-20,146.80999755859375
2019-07-02,145.60000610351562
2019-05-31,144.0800018310547
2019-12-12,145.22000122070312
2020-05-18,145.57000732421875
2019-09-27,147.10000610351562
2020-03-03,146.97999572753906
2020-05-21,145.55999755859375
2019-05-14,144.60000610351562
2018-08-31,144.47999572753906
2018-07-30,145.27999877929688
2018-10-02,148.36000061035156
2019-04-12,150.0399932861328
2019-03-11,149.8300018310547
2019-02-07,149.5399932861328
2019-07-17,149.6699981689453
2019-09-19,150.60000610351562
2019-10-21,147.92999267578125
2019-12-18,148.3699951171875
2020-03-06,148.02999877929688
2019-10-03,149.69000244140625
2020-03-09,150.3000030517578
2020-05-27,150.52000427246094
2019-12-24,152.64999389648438
2020-03-12,152.6699981689453
2018-12-20,153.72000122070312
2019-08-01,153.38999938964844
2018-08-14,151.9600067138672
2018-07-13,152.8000030517578
2018-10-17,154.4199981689453
2019-05-29,154.17999267578125
2019-03-26,153.27000427246094
2019-02-22,154.1999969482422
2019-10-04,154.39999389648438
2019-11-05,154.8699951171875
2019-12-27,155.22000122070312
2020-06-02,154.75
2019-12-30,154.60000610351562
2020-03-18,154.05999755859375
2020-06-05,155.99000549316406
2019-07-15,154.8699951171875
2018-12-03,154.52000427246094
2019-06-13,154.3800048828125
2019-01-04,152.50999450683594
2018-08-29,154.27000427246094
2019-02-05,155.7100067138672
2018-11-01,155.61000061035156
2019-08-16,154.6999969482422
2019-04-10,154.7100067138672
2019-09-17,154.6199951171875
2019-10-15,155.02999877929688
2020-01-02,154.14999389648438
2020-06-08,153.6199951171875
2019-10-18,155.52999877929688
2020-03-24,155.8699951171875
2020-06-11,156.22000122070312
2020-01-08,157.5800018310547
2019-04-25,158.0500030517578
2019-07-30,158.02999877929688
2019-02-20,159.25999450683594
2018-07-11,159.02999877929688
2018-09-13,158.8800048828125
2018-10-15,159.22999572753906
2019-06-28,159.16000366210938
2018-12-18,160.25
2018-11-16,159.80999755859375
2019-10-02,158.49000549316406
2020-03-27,157.30999755859375
2020-01-10,156.64999389648438
2019-10-24,154.86000061035156
2020-03-30,153.92999267578125
2020-06-17,155.4600067138672
2020-01-14,156.1999969482422
2020-04-02,157.2100067138672
2019-01-02,157.77000427246094
2019-08-14,158.7899932861328
2018-10-30,159.6199951171875
2019-06-11,159.7899932861328
2019-05-10,160.3699951171875
2019-04-08,159.72000122070312
2018-08-27,160.4600067138672
2018-07-26,162.02000427246094
2018-09-28,161.5
2019-03-07,162.52999877929688
2019-10-30,163.50999450683594
2020-01-17,162.86000061035156
2020-06-23,161.52999877929688
2020-04-08,162.7899932861328
2020-06-26,161.5500030517578
2019-03-22,163.16000366210938
2019-01-17,162.64999389648438
2019-08-29,163.27999877929688
2018-11-14,162.3800048828125
2019-06-26,160.38999938964844
2018-09-11,158.25999450683594
2018-07-09,157.4199981689453
2018-08-10,157.08999633789062
2019-04-23,158.2899932861328
2019-09-30,159.92999267578125
2020-01-23,160.6300048828125
2019-11-08,159.83999633789062
2020-04-14,160.77000427246094
2019-11-11,160.6699981689453
2020-01-29,161.25999450683594
2020-04-17,160.0500030517578
2018-07-24,161.6300048828125
2018-09-26,162.4199981689453
2019-05-08,161.36000061035156
2019-03-05,161.5800018310547
2019-02-01,157.52999877929688
2018-12-31,158.0
2018-11-29,158.39999389648438
2019-08-12,158.74000549316406
2019-07-11,160.97000122070312
2019-09-13,160.89999389648438
2019-11-14,163.72000122070312
2020-04-20,164.4499969482422
2020-02-04,164.36000061035156
2020-04-23,165.0
2018-12-14,165.67999267578125
2019-08-27,165.6199951171875
2018-08-08,165.74000549316406
2018-10-11,164.66000366210938
2018-11-12,165.1300048828125
2019-07-26,165.4499969482422
2019-06-24,165.35000610351562
2019-05-23,164.6999969482422
2019-03-20,166.0
2019-01-15,169.0500030517578
2019-11-20,169.11000061035156
2020-02-07,169.85000610351562
2020-02-10,168.4199981689453
2020-04-29,170.57000732421875
2019-11-26,172.60000610351562
2020-02-13,174.0500030517578
2019-01-30,174.8000030517578
2018-08-23,175.02000427246094
2018-09-24,175.74000549316406
2018-11-27,174.0
2018-10-26,169.3800048828125
2019-07-09,168.72000122070312
2019-06-07,167.47000122070312
2019-05-06,167.19000244140625
2019-04-04,165.17999267578125
2019-09-11,162.72999572753906
2019-11-29,153.80999755859375
2020-05-05,155.9499969482422
2019-12-02,160.3300018310547
2020-02-19,163.44000244140625
2020-05-08,162.72000122070312
2019-05-21,159.94000244140625
2019-03-18,154.41000366210938
2018-09-07,157.25
2018-08-06,153.86000061035156
2018-10-09,145.6699981689453
2019-02-14,148.35000610351562
2018-12-12,134.3300018310547
2019-07-24,135.5
2019-09-26,134.3000030517578
2019-10-28,136.3699951171875
2019-12-05,134.64999389648438
2020-05-11,122.0
2019-07-03,129.6999969482422
2020-02-25,139.75
2020-05-14,142.38999938964844
2020-02-28,146.5500030517578
2019-08-08,145.74000549316406
2019-06-05,142.74000549316406
2018-07-20,133.2100067138672
2018-08-21,132.42999267578125
2018-10-24,133.02000427246094
2019-04-02,141.3699951171875
2019-03-01,145.77999877929688
2019-01-28,148.89999389648438
2018-12-27,158.47000122070312
2019-09-09,158.10000610351562
2020-03-02,156.52999877929688
2020-05-20,155.1999969482422
2019-12-17,153.14999389648438
2020-03-05,156.32000732421875
2019-02-12,155.58999633789062
2019-01-11,150.02000427246094
2018-12-10,155.08999633789062
2019-08-23,154.0
2018-11-08,151.16000366210938
2019-07-22,151.88999938964844
2019-06-20,155.80999755859375
2018-09-05,157.77999877929688
2019-04-17,157.63999938964844
