Dates,ARE
2018-06-20,126.13999938964844
2018-06-21,126.69000244140625
2018-06-25,126.98999786376953
2018-06-22,127.30999755859375
2018-06-26,126.19000244140625
2018-06-27,125.9000015258789
2018-06-28,124.16000366210938
2018-06-29,126.04000091552734
2018-07-02,125.9000015258789
2018-07-03,125.75
2018-07-05,126.79000091552734
2018-07-16,127.9000015258789
2018-09-18,128.19000244140625
2019-01-24,127.95999908447266
2019-09-05,127.11000061035156
2018-11-21,128.33999633789062
2020-01-13,128.02000427246094
2020-04-01,127.5
2020-06-19,127.0999984741211
2019-10-29,125.56999969482422
2020-01-16,125.36000061035156
2020-06-22,126.51000213623047
2018-10-03,124.56999969482422
2018-07-31,123.62000274658203
2019-03-12,122.72000122070312
2019-02-08,123.62000274658203
2019-01-07,123.80999755859375
2018-12-06,122.5
2019-08-19,123.83000183105469
2019-07-18,126.19999694824219
2019-05-15,127.41999816894531
2019-09-20,126.05000305175781
2019-11-01,127.48999786376953
2020-04-07,127.83999633789062
2020-06-25,127.68000030517578
2020-06-16,126.61000061035156
2019-11-04,126.19999694824219
2020-01-22,125.30999755859375
2019-11-07,124.27999877929688
2020-04-13,124.58000183105469
2019-07-01,126.5199966430664
2019-05-30,128.57000732421875
2018-08-15,130.4199981689453
2018-10-18,127.86000061035156
2019-03-27,127.19000244140625
2019-01-22,126.7300033569336
2018-12-21,126.38999938964844
2019-09-03,127.0
2018-11-19,126.27999877929688
2019-08-02,128.64999389648438
2020-01-28,128.1699981689453
2020-04-16,127.4800033569336
2019-11-13,128.07000732421875
2020-01-31,125.48999786376953
2018-12-04,127.79000091552734
2018-11-02,128.0
2019-07-16,127.54000091552734
2018-08-30,126.7699966430664
2018-10-01,128.02000427246094
2019-06-14,128.0
2019-05-13,127.66000366210938
2019-04-11,127.05000305175781
2019-02-06,127.56999969482422
2019-09-18,126.80000305175781
2020-02-03,125.47000122070312
2020-04-22,126.02999877929688
2019-11-19,126.45999908447266
2020-02-06,124.31999969482422
2019-11-22,123.29000091552734
2019-03-25,122.12000274658203
2019-02-21,122.8499984741211
2018-12-19,125.37999725341797
2018-07-12,123.4800033569336
2018-09-14,123.4000015258789
2018-08-13,122.45999908447266
2018-10-16,122.81999969482422
2019-07-31,123.05000305175781
2019-05-28,125.16000366210938
2019-04-26,125.38999938964844
2020-04-28,125.0
2019-11-25,120.70999908447266
2020-02-12,119.5
2020-05-01,121.54000091552734
