Dates,ARE
2018-06-20,118.71229553222656
2018-06-21,118.53413391113281
2018-06-25,119.16238403320312
2018-06-22,118.09341430664062
2018-06-26,117.77460479736328
2018-06-27,117.04320526123047
2018-06-28,119.3577880859375
2018-06-29,119.19718933105469
2018-07-02,118.7342758178711
2018-07-03,119.65067291259766
2018-07-05,120.59539794921875
2018-07-16,120.61428833007812
2018-09-18,121.11500549316406
2019-01-24,120.34031677246094
2019-09-05,120.95439147949219
2018-11-21,120.85991668701172
2020-01-13,120.84103393554688
2020-04-01,119.94352722167969
2020-06-19,118.81929016113281
2019-10-29,118.69647979736328
2020-01-16,119.9057388305664
2020-06-22,117.79899597167969
2018-10-03,116.72198486328125
2018-07-31,116.07955932617188
2019-03-12,116.5235824584961
2019-02-08,116.48580932617188
2019-01-07,115.77725982666016
2018-12-06,116.0323257446289
2019-08-19,120.39700317382812
2019-07-18,121.08665466308594
2019-05-15,119.08383178710938
2019-09-20,120.4158935546875
2019-11-01,121.12445831298828
2020-04-07,120.4347915649414
2020-06-25,119.83015441894531
2020-06-16,119.4806137084961
2019-11-04,118.29024505615234
2020-01-22,117.3171615600586
2019-11-07,117.61947631835938
2020-04-13,119.73568725585938
2019-07-01,121.51178741455078
2019-05-30,122.58877563476562
2018-08-15,121.31340789794922
2018-10-18,120.25529479980469
2019-03-27,119.52784729003906
2019-01-22,119.52784729003906
2018-12-21,119.63175964355469
2019-09-03,119.36723327636719
2018-11-19,121.2567138671875
2019-08-02,121.00162506103516
2020-01-28,120.31198120117188
2020-04-16,121.2567138671875
2019-11-13,119.01768493652344
2020-01-31,120.46312713623047
2018-12-04,121.50234985351562
2018-11-02,119.65067291259766
2019-07-16,120.34976196289062
2018-08-30,120.88826751708984
2018-10-01,120.58595275878906
2019-06-14,120.94496154785156
2019-05-13,119.97186279296875
2019-04-11,120.5292739868164
2019-02-06,119.6034164428711
2019-09-18,118.50753784179688
2020-02-03,119.26331329345703
2020-04-22,119.79236602783203
2019-11-19,117.47776794433594
2020-02-06,116.42911529541016
2019-11-22,115.66387939453125
2019-03-25,116.83480834960938
2019-02-21,119.74781036376953
2018-12-19,117.4345474243164
2018-07-12,117.47262573242188
2018-09-14,117.07279205322266
2018-08-13,116.76818084716797
2018-10-16,116.97758483886719
2019-07-31,119.32894134521484
2019-05-28,119.90965270996094
2019-04-26,118.71969604492188
2020-04-28,114.03601837158203
2019-11-25,114.27400970458984
2020-02-12,115.2450180053711
2020-05-01,117.52021789550781
2020-05-04,116.68248748779297
2019-06-12,115.93995666503906
2019-04-09,116.5396957397461
2019-03-08,114.76902770996094
2019-02-04,116.6158447265625
2018-07-27,117.3202896118164
2018-08-28,118.67208862304688
2019-01-03,115.27356719970703
2019-08-15,117.272705078125
2018-10-31,117.99620056152344
2019-09-16,116.35881805419922
2020-02-18,116.41593933105469
2020-05-07,114.35016632080078
2018-08-17,116.70152282714844
2019-12-04,117.3202896118164
2020-02-21,119.29087829589844
2018-12-17,119.10047912597656
2019-08-30,118.48169708251953
2018-11-15,117.97715759277344
2019-07-29,117.3964614868164
2019-06-27,117.89147186279297
2019-04-24,115.97801971435547
2018-07-10,116.92999267578125
2018-09-12,116.22554016113281
2019-02-19,114.95943450927734
2019-01-18,116.0922622680664
2020-02-24,115.74955749511719
2020-05-13,116.87287139892578
2019-12-10,116.6158447265625
2020-02-27,118.25323486328125
2019-12-13,116.50161743164062
2020-05-19,118.51978302001953
2019-03-06,119.85253143310547
2018-11-30,117.60590362548828
2019-08-13,120.9758529663086
2019-07-12,120.10955810546875
2019-06-10,119.71925354003906
2019-05-09,118.6435317993164
2018-07-25,115.46397399902344
2018-09-27,117.09183502197266
2018-10-29,116.6158447265625
2019-10-16,113.04596710205078
2019-12-16,114.46440124511719
2020-03-04,114.17881774902344
2020-05-22,111.77986145019531
2019-10-01,109.79977416992188
2019-12-19,104.98281860351562
2018-09-10,108.49559020996094
2019-05-24,108.9906005859375
2018-08-09,109.39384460449219
2019-04-22,110.6419677734375
2019-03-21,106.9263916015625
2019-01-16,107.80967712402344
2019-08-28,108.91380310058594
2018-11-13,109.58586120605469
2018-10-12,112.130126953125
2019-06-25,112.61978149414062
2020-03-10,114.79920959472656
2020-05-28,115.53849029541016
2019-10-07,114.43437957763672
2020-03-13,116.1049575805664
2019-10-10,117.03624725341797
2020-03-16,117.85233306884766
2020-06-03,119.30208587646484
2018-11-28,119.41728973388672
2018-09-25,118.86043548583984
2018-07-23,118.33238983154297
2018-08-24,120.40620422363281
2019-07-10,121.23188018798828
2019-05-07,122.96967315673828
2019-04-05,124.1986083984375
2019-03-04,126.454833984375
2019-01-31,125.42753601074219
2019-09-12,125.71556091308594
2019-12-31,124.57303619384766
2020-03-19,123.86254119873047
2020-01-03,127.4245376586914
2020-06-09,127.08848571777344
2019-02-15,128.3654327392578
2019-01-14,127.2708969116211
2018-07-06,129.14308166503906
2018-08-07,128.5478515625
2018-10-10,129.47914123535156
2018-12-13,130.27603149414062
2019-08-26,129.5847625732422
2019-07-25,130.08399963378906
2019-05-22,131.2649383544922
2019-03-19,130.59286499023438
2020-01-06,130.68887329101562
2020-03-25,129.5655517578125
2020-06-12,130.46804809570312
2019-10-22,130.4872589111328
2020-01-09,131.495361328125
2020-06-15,131.9178009033203
2019-10-25,132.06182861328125
2020-03-31,131.2457275390625
2020-06-18,132.1098175048828
2019-04-03,133.8284149169922
2018-08-22,134.55807495117188
2018-10-25,135.70057678222656
2019-01-29,136.19984436035156
2018-12-28,134.91331481933594
2018-11-26,134.62527465820312
2019-08-09,134.1164093017578
2019-07-08,134.69247436523438
2019-06-06,136.7663116455078
2019-09-10,136.0654296875
2020-01-15,136.01744079589844
2020-04-03,138.09124755859375
2019-10-31,137.20794677734375
2020-04-06,138.45494079589844
2020-06-24,137.80728149414062
2018-11-09,136.8212890625
2019-07-23,138.45494079589844
2019-06-21,138.7449493408203
2019-05-20,138.35829162597656
2019-04-18,139.17025756835938
2018-09-06,138.8415985107422
2018-10-08,138.34861755371094
2019-02-13,139.0446014404297
2018-12-11,138.71595764160156
2019-09-25,139.53759765625
2020-01-21,138.87062072753906
2020-04-09,134.57862854003906
2019-11-06,131.85263061523438
2020-01-24,134.0373077392578
2020-01-27,132.92564392089844
2020-04-15,135.85462951660156
2018-12-26,137.47862243652344
2019-08-07,137.6236114501953
2019-06-04,138.5419464111328
2018-09-21,136.1929473876953
2018-07-19,137.6429443359375
2018-08-20,137.2563018798828
2018-10-23,136.22195434570312
2019-05-03,137.55593872070312
2019-04-01,137.14027404785156
2019-02-28,134.85897827148438
2019-11-12,135.11997985839844
2020-01-30,136.10597229003906
2019-11-15,137.97158813476562
2020-04-21,137.93295288085938
2019-04-16,139.05429077148438
2019-03-15,140.6879425048828
2019-02-11,141.5966033935547
2019-01-10,141.422607421875
2019-08-22,139.99195861816406
2018-11-07,141.18093872070312
2018-08-03,140.70726013183594
2018-09-04,139.2476043701172
2019-06-19,140.49461364746094
2019-09-23,140.00160217285156
2019-11-18,139.3539276123047
2020-02-05,140.6879425048828
2020-04-24,141.5289306640625
2019-03-29,142.36026000976562
2019-11-21,142.2249298095703
2020-04-27,145.617919921875
2020-02-11,145.6372528076172
2020-04-30,145.6759033203125
2019-05-01,145.30859375
2019-02-26,145.99490356445312
2019-01-25,146.9325714111328
2018-12-24,147.66722106933594
2019-09-06,146.25592041015625
2018-07-17,144.187255859375
2018-09-19,143.78125
2019-08-05,144.5642547607422
2019-10-08,144.9315643310547
2019-12-11,140.4365997314453
2019-11-27,140.76527404785156
2020-02-14,137.43028259277344
2020-05-06,134.2789764404297
2019-01-08,136.3723602294922
2018-12-07,137.375244140625
2019-08-20,139.4199676513672
