Dates,AMAT
2018-06-20,48.13999938964844
2018-06-21,48.65999984741211
2018-06-25,47.72999954223633
2018-06-22,46.08000183105469
2018-06-26,46.560001373291016
2018-06-27,45.20000076293945
2018-06-28,44.56999969482422
2018-06-29,45.689998626708984
2018-07-02,44.91999816894531
2018-07-03,44.7400016784668
2018-07-05,44.9900016784668
2018-07-16,44.88999938964844
2018-09-18,45.52000045776367
2019-01-24,46.2599983215332
2019-09-05,44.97999954223633
2018-11-21,45.34000015258789
2020-01-13,45.5
2020-04-01,45.959999084472656
2020-06-19,45.95000076293945
2019-10-29,47.84000015258789
2020-01-16,46.560001373291016
2020-06-22,46.209999084472656
2018-10-03,45.43000030517578
2018-07-31,45.83000183105469
2019-03-12,45.130001068115234
2019-02-08,45.970001220703125
2019-01-07,47.880001068115234
2018-12-06,47.61000061035156
2019-08-19,48.15999984741211
2019-07-18,47.77000045776367
2019-05-15,47.11000061035156
2019-09-20,47.849998474121094
2019-11-01,48.900001525878906
2020-04-07,49.08000183105469
2020-06-25,49.45000076293945
2020-06-16,48.15999984741211
2019-11-04,47.90999984741211
2020-01-22,47.65999984741211
2019-11-07,48.22999954223633
2020-04-13,47.16999816894531
2019-07-01,47.150001525878906
2019-05-30,42.619998931884766
2018-08-15,43.02000045776367
2018-10-18,42.849998474121094
2019-03-27,42.970001220703125
2019-01-22,42.650001525878906
2018-12-21,42.52000045776367
2019-09-03,42.75
2018-11-19,42.95000076293945
2019-08-02,42.86000061035156
2020-01-28,42.88999938964844
2020-04-16,42.83000183105469
2019-11-13,42.04999923706055
2020-01-31,41.91999816894531
2018-12-04,40.2400016784668
2018-11-02,39.630001068115234
2019-07-16,39.400001525878906
2018-08-30,38.5099983215332
2018-10-01,37.38999938964844
2019-06-14,38.619998931884766
2019-05-13,38.880001068115234
2019-04-11,38.63999938964844
2019-02-06,38.77000045776367
2019-09-18,38.849998474121094
2020-02-03,39.18000030517578
2020-04-22,39.150001525878906
2019-11-19,38.86000061035156
2020-02-06,38.5099983215332
2019-11-22,38.08000183105469
2019-03-25,38.06999969482422
2019-02-21,38.119998931884766
2018-12-19,38.04999923706055
2018-07-12,38.16999816894531
2018-09-14,38.689998626708984
2018-08-13,37.5
2018-10-16,36.97999954223633
2019-07-31,36.310001373291016
2019-05-28,35.689998626708984
2019-04-26,34.09000015258789
2020-04-28,32.779998779296875
2019-11-25,33.33000183105469
2020-02-12,33.04999923706055
2020-05-01,33.720001220703125
2020-05-04,34.88999938964844
2019-06-12,33.77000045776367
2019-04-09,33.88999938964844
2019-03-08,33.150001525878906
2019-02-04,32.11000061035156
2018-07-27,31.780000686645508
2018-08-28,32.09000015258789
2019-01-03,31.56999969482422
2019-08-15,30.530000686645508
2018-10-31,31.100000381469727
2019-09-16,32.220001220703125
2020-02-18,32.90999984741211
2020-05-07,34.720001220703125
2018-08-17,33.75
2019-12-04,34.099998474121094
2020-02-21,34.529998779296875
2018-12-17,34.75
2019-08-30,33.83000183105469
2018-11-15,32.459999084472656
2019-07-29,32.70000076293945
2019-06-27,33.20000076293945
2019-04-24,33.2400016784668
2018-07-10,32.06999969482422
2018-09-12,34.279998779296875
2019-02-19,33.13999938964844
2019-01-18,35.130001068115234
2020-02-24,34.79999923706055
2020-05-13,35.130001068115234
2019-12-10,35.369998931884766
2020-02-27,35.54999923706055
2019-12-13,36.279998779296875
2020-05-19,36.33000183105469
2019-03-06,37.779998779296875
2018-11-30,35.150001525878906
2019-08-13,33.97999954223633
2019-07-12,33.59000015258789
2019-06-10,33.45000076293945
2019-05-09,33.959999084472656
2018-07-25,33.95000076293945
2018-09-27,33.529998779296875
2018-10-29,32.630001068115234
2019-10-16,32.52000045776367
2019-12-16,32.88999938964844
2020-03-04,31.360000610351562
2020-05-22,30.780000686645508
2019-10-01,30.25
2019-12-19,28.959999084472656
2018-09-10,28.790000915527344
2019-05-24,30.1200008392334
2018-08-09,31.65999984741211
2019-04-22,32.20000076293945
2019-03-21,32.0
2019-01-16,31.479999542236328
2019-08-28,32.209999084472656
2018-11-13,33.63999938964844
2018-10-12,32.66999816894531
2019-06-25,33.290000915527344
2020-03-10,33.88999938964844
2020-05-28,34.189998626708984
2019-10-07,33.40999984741211
2020-03-13,33.400001525878906
2019-10-10,33.560001373291016
2020-03-16,33.25
2020-06-03,34.630001068115234
2018-11-28,34.119998931884766
2018-09-25,33.709999084472656
2018-07-23,36.0099983215332
2018-08-24,38.310001373291016
2019-07-10,37.52000045776367
2019-05-07,37.84000015258789
2019-04-05,38.4900016784668
2019-03-04,38.720001220703125
2019-01-31,39.08000183105469
2019-09-12,38.45000076293945
2019-12-31,38.599998474121094
2020-03-19,39.20000076293945
2020-01-03,39.560001373291016
2020-06-09,38.72999954223633
2019-02-15,39.33000183105469
2019-01-14,40.279998779296875
2018-07-06,40.720001220703125
2018-08-07,40.5099983215332
2018-10-10,38.59000015258789
2018-12-13,39.0
2019-08-26,38.880001068115234
2019-07-25,38.529998779296875
2019-05-22,38.79999923706055
2019-03-19,39.619998931884766
2020-01-06,39.47999954223633
2020-03-25,38.29999923706055
2020-06-12,37.91999816894531
2019-10-22,38.060001373291016
2020-01-09,38.40999984741211
2020-06-15,38.7599983215332
2019-10-25,37.65999984741211
2020-03-31,37.04999923706055
2020-06-18,36.79999923706055
2019-04-03,37.810001373291016
2018-08-22,38.31999969482422
2018-10-25,38.560001373291016
2019-01-29,38.70000076293945
2018-12-28,39.29999923706055
2018-11-26,39.90999984741211
2019-08-09,40.16999816894531
2019-07-08,39.36000061035156
2019-06-06,39.779998779296875
2019-09-10,39.810001373291016
2020-01-15,39.06999969482422
2020-04-03,39.189998626708984
2019-10-31,38.56999969482422
2020-04-06,38.2400016784668
2020-06-24,39.0
2018-11-09,40.209999084472656
2019-07-23,40.61000061035156
2019-06-21,41.619998931884766
2019-05-20,42.02000045776367
2019-04-18,42.689998626708984
2018-09-06,42.11000061035156
2018-10-08,41.65999984741211
2019-02-13,41.72999954223633
2018-12-11,42.290000915527344
2019-09-25,42.77000045776367
2020-01-21,42.33000183105469
2020-04-09,43.04999923706055
2019-11-06,43.56999969482422
2020-01-24,43.790000915527344
2020-01-27,43.27000045776367
2020-04-15,43.400001525878906
2018-12-26,43.880001068115234
2019-08-07,44.29999923706055
2019-06-04,43.33000183105469
2018-09-21,44.20000076293945
2018-07-19,43.720001220703125
2018-08-20,43.380001068115234
2018-10-23,42.86000061035156
2019-05-03,43.61000061035156
2019-04-01,41.790000915527344
2019-02-28,41.20000076293945
2019-11-12,41.2599983215332
2020-01-30,39.849998474121094
2019-11-15,39.790000915527344
2020-04-21,38.66999816894531
2019-04-16,39.400001525878906
2019-03-15,40.11000061035156
2019-02-11,40.959999084472656
2019-01-10,42.56999969482422
2019-08-22,40.220001220703125
2018-11-07,40.81999969482422
2018-08-03,40.150001525878906
2018-09-04,39.150001525878906
2019-06-19,39.45000076293945
2019-09-23,39.0
2019-11-18,38.400001525878906
2020-02-05,39.290000915527344
2020-04-24,38.68000030517578
2019-03-29,38.540000915527344
2019-11-21,39.279998779296875
2020-04-27,40.15999984741211
2020-02-11,40.4900016784668
2020-04-30,41.08000183105469
2019-05-01,41.790000915527344
2019-02-26,43.63999938964844
2019-01-25,41.36000061035156
2018-12-24,41.150001525878906
2019-09-06,40.560001373291016
2018-07-17,40.2400016784668
2018-09-19,40.84000015258789
2019-08-05,42.2400016784668
2019-10-08,43.0
2019-12-11,42.61000061035156
2019-11-27,42.2400016784668
2020-02-14,41.900001525878906
2020-05-06,42.93000030517578
2019-01-08,43.790000915527344
2018-12-07,44.68000030517578
2019-08-20,45.220001220703125
2018-11-05,44.119998931884766
2019-07-19,44.36000061035156
2018-10-04,43.560001373291016
2019-06-17,43.060001373291016
2019-05-16,42.880001068115234
2018-08-01,44.45000076293945
2019-03-13,44.369998931884766
2019-12-03,45.36000061035156
2020-02-20,45.91999816894531
2019-12-06,45.5
2020-05-12,45.619998931884766
2019-12-09,46.380001068115234
2020-02-26,47.65999984741211
2020-05-15,49.209999084472656
2019-03-28,50.119998931884766
2018-09-17,50.7599983215332
2018-08-16,50.66999816894531
2018-10-19,50.459999084472656
2019-04-29,50.060001373291016
2019-01-23,49.90999984741211
2019-09-04,48.689998626708984
2018-11-20,47.90999984741211
2019-07-02,47.189998626708984
2019-05-31,44.970001220703125
2019-12-12,45.68000030517578
2020-05-18,45.75
2019-09-27,46.88999938964844
2020-03-03,46.560001373291016
2020-05-21,46.22999954223633
2019-05-14,46.06999969482422
2018-08-31,46.38999938964844
2018-07-30,46.5
2018-10-02,44.619998931884766
2019-04-12,46.79999923706055
2019-03-11,46.5099983215332
2019-02-07,46.72999954223633
2019-07-17,46.439998626708984
2019-09-19,44.81999969482422
2019-10-21,45.439998626708984
2019-12-18,45.11000061035156
2020-03-06,45.04999923706055
2019-10-03,46.630001068115234
2020-03-09,47.38999938964844
2020-05-27,47.15999984741211
2019-12-24,48.400001525878906
2020-03-12,50.27000045776367
2018-12-20,49.79999923706055
2019-08-01,49.959999084472656
2018-08-14,49.619998931884766
2018-07-13,50.0099983215332
2018-10-17,51.040000915527344
2019-05-29,51.040000915527344
2019-03-26,50.279998779296875
2019-02-22,50.43000030517578
2019-10-04,51.029998779296875
2019-11-05,51.369998931884766
2019-12-27,50.869998931884766
2020-06-02,50.79999923706055
2019-12-30,50.869998931884766
2020-03-18,50.5
2020-06-05,51.810001373291016
2019-07-15,49.150001525878906
2018-12-03,49.2599983215332
2019-06-13,49.779998779296875
2019-01-04,49.209999084472656
2018-08-29,48.779998779296875
2019-02-05,49.88999938964844
2018-11-01,50.58000183105469
2019-08-16,49.08000183105469
2019-04-10,50.0
2019-09-17,50.63999938964844
2019-10-15,51.709999084472656
2020-01-02,51.790000915527344
2020-06-08,51.880001068115234
2019-10-18,51.349998474121094
2020-03-24,51.84000015258789
2020-06-11,51.040000915527344
2020-01-08,51.9900016784668
2019-04-25,51.939998626708984
2019-07-30,50.2400016784668
2019-02-20,52.75
2018-07-11,54.529998779296875
2018-09-13,56.0
2018-10-15,55.400001525878906
2019-06-28,54.66999816894531
2018-12-18,53.560001373291016
2018-11-16,54.40999984741211
2019-10-02,55.34000015258789
2020-03-27,55.56999969482422
2020-01-10,54.90999984741211
2019-10-24,55.630001068115234
2020-03-30,55.130001068115234
2020-06-17,55.54999923706055
2020-01-14,56.20000076293945
2020-04-02,56.0099983215332
2019-01-02,56.5099983215332
2019-08-14,60.220001220703125
2018-10-30,61.36000061035156
2019-06-11,60.849998474121094
2019-05-10,59.09000015258789
2019-04-08,55.650001525878906
2018-08-27,55.439998626708984
2018-07-26,56.560001373291016
2018-09-28,57.08000183105469
2019-03-07,57.7400016784668
2019-10-30,57.720001220703125
2020-01-17,56.47999954223633
2020-06-23,54.95000076293945
2020-04-08,55.59000015258789
2020-06-26,55.650001525878906
2019-03-22,56.47999954223633
2019-01-17,56.54999923706055
2019-08-29,56.459999084472656
2018-11-14,56.70000076293945
2019-06-26,59.0099983215332
2018-09-11,59.779998779296875
2018-07-09,59.93000030517578
2018-08-10,60.22999954223633
2019-04-23,60.369998931884766
2019-09-30,59.880001068115234
2020-01-23,60.70000076293945
2019-11-08,61.029998779296875
2020-04-14,60.939998626708984
2019-11-11,61.040000915527344
2020-01-29,60.83000183105469
2020-04-17,60.189998626708984
2018-07-24,60.099998474121094
2018-09-26,61.70000076293945
2019-05-08,60.560001373291016
2019-03-05,59.29999923706055
2019-02-01,60.13999938964844
2018-12-31,61.25
2018-11-29,61.209999084472656
2019-08-12,61.20000076293945
2019-07-11,61.34000015258789
2019-09-13,62.08000183105469
2019-11-14,61.349998474121094
2020-04-20,62.470001220703125
2020-02-04,62.529998779296875
2020-04-23,62.650001525878906
2018-12-14,63.619998931884766
2019-08-27,63.130001068115234
2018-08-08,61.61000061035156
2018-10-11,58.81999969482422
2018-11-12,58.91999816894531
2019-07-26,59.4900016784668
2019-06-24,59.41999816894531
2019-05-23,57.529998779296875
2019-03-20,58.65999984741211
2019-01-15,61.20000076293945
2019-11-20,62.869998931884766
2020-02-07,63.04999923706055
2020-02-10,61.630001068115234
2020-04-29,61.08000183105469
2019-11-26,63.34000015258789
2020-02-13,64.62000274658203
2019-01-30,65.94999694824219
2018-08-23,66.55000305175781
2018-09-24,63.849998474121094
2018-11-27,66.2699966430664
2018-10-26,65.22000122070312
2019-07-09,63.630001068115234
2019-06-07,60.400001525878906
2019-05-06,58.47999954223633
2019-04-04,59.310001373291016
2019-09-11,56.400001525878906
2019-11-29,54.08000183105469
2020-05-05,57.0
2019-12-02,57.560001373291016
2020-02-19,58.27000045776367
2020-05-08,58.2599983215332
2019-05-21,56.25
2019-03-18,52.0
2018-09-07,52.56999969482422
2018-08-06,51.40999984741211
2018-10-09,45.099998474121094
2019-02-14,45.349998474121094
2018-12-12,40.40999984741211
2019-07-24,39.77000045776367
2019-09-26,36.63999938964844
2019-10-28,36.86000061035156
2019-12-05,37.79999923706055
2020-05-11,37.91999816894531
2019-07-03,43.029998779296875
2020-02-25,43.77000045776367
2020-05-14,45.34000015258789
2020-02-28,44.84000015258789
2019-08-08,45.33000183105469
2019-06-05,45.150001525878906
2018-07-20,42.83000183105469
2018-08-21,42.130001068115234
2018-10-24,41.58000183105469
2019-04-02,44.63999938964844
2019-03-01,46.29999923706055
2019-01-28,48.52000045776367
2018-12-27,48.68000030517578
2019-09-09,48.369998931884766
2020-03-02,51.08000183105469
2020-05-20,49.75
2019-12-17,50.79999923706055
2020-03-05,52.27000045776367
2019-02-12,50.61000061035156
2019-01-11,48.209999084472656
2018-12-10,49.810001373291016
2019-08-23,50.59000015258789
2018-11-08,49.939998626708984
2019-07-22,50.650001525878906
2019-06-20,50.2599983215332
2018-09-05,51.41999816894531
2019-04-17,49.63999938964844
2019-09-24,46.369998931884766
2019-12-20,46.220001220703125
2020-05-26,48.529998779296875
2019-04-30,49.540000915527344
2019-12-23,50.90999984741211
2020-03-11,52.2400016784668
2020-05-29,53.369998931884766
2019-12-26,52.310001373291016
2020-06-01,50.400001525878906
2019-05-02,49.65999984741211
2019-02-27,51.16999816894531
2018-11-23,52.40999984741211
2019-08-06,54.029998779296875
2018-07-18,56.31999969482422
2018-09-20,54.849998474121094
2018-10-22,53.720001220703125
2019-07-05,54.959999084472656
2019-06-03,53.31999969482422
2019-10-09,54.349998474121094
2019-10-11,54.459999084472656
2020-03-17,55.189998626708984
2020-06-04,54.75
2019-10-14,56.40999984741211
2020-03-20,57.099998474121094
2018-11-06,59.619998931884766
2019-06-18,59.09000015258789
2019-05-17,58.93000030517578
2019-04-15,59.459999084472656
2019-03-14,55.349998474121094
2019-01-09,54.970001220703125
2018-08-02,54.52000045776367
2018-10-05,57.900001525878906
2019-08-21,58.540000915527344
2019-10-17,59.56999969482422
2020-03-23,60.40999984741211
2020-06-10,59.58000183105469
2019-02-25,60.439998626708984
2020-01-07,59.150001525878906
2020-03-26,58.61000061035156
2019-10-23,58.0099983215332
