Dates,AMAT
2018-06-20,48.97999954223633
2018-06-21,49.790000915527344
2018-06-25,49.400001525878906
2018-06-22,47.33000183105469
2018-06-26,47.29999923706055
2018-06-27,47.189998626708984
2018-06-28,45.4900016784668
2018-06-29,46.81999969482422
2018-07-02,45.709999084472656
2018-07-03,45.880001068115234
2018-07-05,45.68000030517578
2018-07-16,46.220001220703125
2018-09-18,46.650001525878906
2019-01-24,46.91999816894531
2019-09-05,46.220001220703125
2018-11-21,45.88999938964844
2020-01-13,46.22999954223633
2020-04-01,46.65999984741211
2020-06-19,47.459999084472656
2019-10-29,49.150001525878906
2020-01-16,48.0
2020-06-22,47.099998474121094
2018-10-03,46.540000915527344
2018-07-31,47.27000045776367
2019-03-12,46.06999969482422
2019-02-08,47.310001373291016
2019-01-07,49.47999954223633
2018-12-06,48.43000030517578
2019-08-19,49.060001373291016
2019-07-18,48.970001220703125
2019-05-15,48.83000183105469
2019-09-20,48.86000061035156
2019-11-01,49.790000915527344
2020-04-07,49.970001220703125
2020-06-25,50.38999938964844
2020-06-16,49.58000183105469
2019-11-04,48.65999984741211
2020-01-22,48.599998474121094
2019-11-07,48.88999938964844
2020-04-13,48.099998474121094
2019-07-01,48.22999954223633
2019-05-30,44.81999969482422
2018-08-15,44.150001525878906
2018-10-18,44.22999954223633
2019-03-27,43.54999923706055
2019-01-22,43.29999923706055
2018-12-21,43.060001373291016
2019-09-03,44.20000076293945
2018-11-19,43.63999938964844
2019-08-02,43.380001068115234
2020-01-28,43.5
2020-04-16,43.29999923706055
2019-11-13,43.0
2020-01-31,42.58000183105469
2018-12-04,42.20000076293945
2018-11-02,40.400001525878906
2019-07-16,40.279998779296875
2018-08-30,39.459999084472656
2018-10-01,38.7599983215332
2019-06-14,39.150001525878906
2019-05-13,39.58000183105469
2019-04-11,39.16999816894531
2019-02-06,39.43000030517578
2019-09-18,39.470001220703125
2020-02-03,39.84000015258789
2020-04-22,39.959999084472656
2019-11-19,39.5
2020-02-06,39.22999954223633
2019-11-22,38.869998931884766
2019-03-25,38.7400016784668
2019-02-21,39.34000015258789
2018-12-19,38.77000045776367
2018-07-12,39.36000061035156
2018-09-14,39.650001525878906
2018-08-13,38.709999084472656
2018-10-16,38.04999923706055
2019-07-31,37.29999923706055
2019-05-28,36.58000183105469
2019-04-26,35.689998626708984
2020-04-28,34.79999923706055
2019-11-25,34.34000015258789
2020-02-12,33.849998474121094
2020-05-01,34.79999923706055
2020-05-04,36.08000183105469
2019-06-12,34.88999938964844
2019-04-09,34.810001373291016
2019-03-08,34.540000915527344
2019-02-04,33.939998626708984
2018-07-27,33.61000061035156
2018-08-28,32.939998626708984
2019-01-03,32.9900016784668
2019-08-15,32.75
2018-10-31,32.459999084472656
2019-09-16,33.2599983215332
2020-02-18,35.45000076293945
2020-05-07,36.02000045776367
2018-08-17,35.38999938964844
2019-12-04,34.91999816894531
2020-02-21,35.27000045776367
2018-12-17,35.619998931884766
2019-08-30,34.630001068115234
2018-11-15,33.79999923706055
2019-07-29,34.060001373291016
2019-06-27,34.38999938964844
2019-04-24,35.5
2018-07-10,35.81999969482422
2018-09-12,35.66999816894531
2019-02-19,36.91999816894531
2019-01-18,36.279998779296875
2020-02-24,35.61000061035156
2020-05-13,36.04999923706055
2019-12-10,36.599998474121094
2020-02-27,37.130001068115234
2019-12-13,37.09000015258789
2020-05-19,37.279998779296875
2019-03-06,38.63999938964844
2018-11-30,38.06999969482422
2019-08-13,34.880001068115234
2019-07-12,34.83000183105469
2019-06-10,34.310001373291016
2019-05-09,35.380001068115234
2018-07-25,34.9900016784668
2018-09-27,34.4900016784668
2018-10-29,33.5099983215332
2019-10-16,33.7599983215332
2019-12-16,34.31999969482422
2020-03-04,33.7599983215332
2020-05-22,32.25
2019-10-01,31.829999923706055
2019-12-19,30.31999969482422
2018-09-10,30.670000076293945
2019-05-24,31.56999969482422
2018-08-09,33.060001373291016
2019-04-22,33.0
2019-03-21,33.790000915527344
2019-01-16,33.25
2019-08-28,33.849998474121094
2018-11-13,34.79999923706055
2018-10-12,34.720001220703125
2019-06-25,34.84000015258789
2020-03-10,34.81999969482422
2020-05-28,35.31999969482422
2019-10-07,34.29999923706055
2020-03-13,34.33000183105469
2019-10-10,34.27000045776367
2020-03-16,34.709999084472656
2020-06-03,36.31999969482422
2018-11-28,35.369998931884766
2018-09-25,34.939998626708984
2018-07-23,37.91999816894531
2018-08-24,39.47999954223633
2019-07-10,38.95000076293945
2019-05-07,39.349998474121094
2019-04-05,40.0
2019-03-04,39.75
2019-01-31,39.970001220703125
2019-09-12,39.310001373291016
2019-12-31,39.290000915527344
2020-03-19,40.709999084472656
2020-01-03,40.33000183105469
2020-06-09,39.79999923706055
2019-02-15,40.189998626708984
2019-01-14,40.88999938964844
2018-07-06,41.2400016784668
2018-08-07,41.220001220703125
2018-10-10,40.20000076293945
2018-12-13,39.709999084472656
2019-08-26,39.36000061035156
2019-07-25,39.2599983215332
2019-05-22,39.439998626708984
2019-03-19,40.08000183105469
2020-01-06,39.869998931884766
2020-03-25,39.31999969482422
2020-06-12,38.61000061035156
2019-10-22,38.939998626708984
2020-01-09,40.18000030517578
2020-06-15,39.25
2019-10-25,38.939998626708984
2020-03-31,37.95000076293945
2020-06-18,37.84000015258789
2019-04-03,38.88999938964844
2018-08-22,39.029998779296875
2018-10-25,39.099998474121094
