Dates,C
2007-02-12,534.9000244140625
2007-02-13,535.2999877929688
2007-02-15,538.5999755859375
2007-02-14,542.0
2007-02-16,540.7999877929688
2007-02-20,541.7000122070312
2007-02-21,540.0999755859375
2007-02-22,539.5
2007-02-23,536.7000122070312
2007-02-26,539.0
2007-02-27,521.2000122070312
2007-03-28,510.0
2007-11-07,497.5
2007-09-04,509.20001220703125
2007-08-03,496.0
2008-04-15,498.5
2008-05-21,506.0
2008-08-08,506.20001220703125
2008-08-11,509.1000061035156
2008-01-25,501.1000061035156
2007-05-14,500.1000061035156
2007-04-12,488.0
2007-12-24,491.0
2007-09-19,500.1000061035156
2008-04-30,498.1000061035156
2007-07-17,500.6000061035156
2007-06-15,504.8999938964844
2008-02-26,519.0
2008-05-27,518.0
2008-08-14,520.0
2008-05-30,512.0999755859375
2008-08-20,511.79998779296875
2007-08-01,513.0
2008-03-12,515.0
2007-03-26,513.0999755859375
2007-05-29,511.70001220703125
2007-04-27,514.9000244140625
2008-01-08,512.0999755859375
2007-12-07,518.0
2007-11-05,516.0
2007-10-04,524.0999755859375
2008-05-15,518.0
2008-06-05,518.0
2008-08-26,522.5999755859375
2007-10-19,530.0
2007-09-17,527.2000122070312
2007-08-16,527.0999755859375
2008-04-28,537.4000244140625
2007-04-10,533.2999877929688
2007-03-09,532.5
2007-06-13,529.9000244140625
2008-03-27,537.9000244140625
2008-01-23,534.5
2007-11-20,536.4000244140625
2008-06-11,538.0
2008-08-29,544.5
2007-12-05,539.5
2007-10-02,541.0
2007-04-25,539.7000122070312
2007-08-31,537.5
2007-07-30,536.2999877929688
2008-04-11,537.7000122070312
2007-06-28,532.0999755859375
2008-03-10,531.7999877929688
2008-02-07,530.2999877929688
2008-05-13,538.0
2008-06-23,548.9000244140625
2007-07-13,550.0
2008-03-25,551.7999877929688
2008-02-22,548.7999877929688
2007-12-20,551.2000122070312
2007-05-10,552.4000244140625
2007-03-07,549.5999755859375
2007-06-11,554.2000122070312
2007-10-17,547.7000122070312
2007-08-14,551.0999755859375
2008-05-28,546.7000122070312
2008-06-26,544.4000244140625
2007-05-31,541.0
2008-07-02,536.0999755859375
2007-08-29,532.5
2008-04-09,525.2000122070312
2007-06-26,532.0
2008-02-05,533.0
2008-01-04,528.0999755859375
2007-03-22,536.0999755859375
2007-05-25,540.2000122070312
2007-04-23,543.2999877929688
2007-12-03,539.5999755859375
2007-11-01,542.9000244140625
2008-07-08,534.2999877929688
2007-12-18,533.5999755859375
2007-11-16,526.5999755859375
2007-10-15,519.2999877929688
2007-09-13,509.6000061035156
2008-04-24,520.2000122070312
2007-07-11,521.0
2008-02-20,513.0
2007-03-05,519.2000122070312
2007-05-08,518.5999755859375
2008-06-27,517.7000122070312
2008-07-11,515.2999877929688
2008-07-14,512.7000122070312
2008-03-06,509.70001220703125
2007-05-23,515.5
2008-01-02,525.5
2007-03-20,526.7000122070312
2007-10-30,523.0
2007-09-28,519.2999877929688
2007-08-27,516.0
2007-07-26,514.4000244140625
2008-04-07,509.1000061035156
2008-05-09,503.3999938964844
2008-07-23,496.8999938964844
2007-09-11,484.8999938964844
2007-04-04,477.1000061035156
2007-06-07,473.20001220703125
2007-08-10,475.70001220703125
2008-04-22,464.0
2007-07-09,467.5
2008-01-17,471.6000061035156
2007-11-14,459.0
2008-06-25,479.29998779296875
2008-08-28,487.6000061035156
2008-07-29,478.1000061035156
2007-11-29,457.8999938964844
2007-05-21,477.3999938964844
2007-04-19,466.5
2007-09-26,455.79998779296875
2007-07-24,450.70001220703125
2007-06-22,499.0
2008-03-04,490.0
2008-02-01,481.5
2007-12-31,485.0
2008-05-07,488.0
2008-08-01,483.6000061035156
2008-08-04,483.29998779296875
2008-08-07,472.5
2008-01-15,464.0
2007-12-14,466.5
2007-04-02,470.79998779296875
2007-03-01,469.6000061035156
2007-05-04,466.79998779296875
2007-06-05,461.6000061035156
2007-11-12,452.20001220703125
2007-10-11,457.0
2007-08-08,455.3999938964844
2008-03-19,458.8999938964844
2008-05-23,459.8999938964844
2008-08-13,459.5
2007-08-23,465.0
2008-04-03,464.79998779296875
2007-06-20,486.70001220703125
2008-01-30,483.6000061035156
2007-04-17,475.79998779296875
2007-03-16,475.0
2007-11-27,463.29998779296875
2007-10-26,463.6000061035156
2007-09-24,468.3999938964844
2008-05-05,468.6000061035156
2008-05-29,458.8999938964844
2008-03-14,478.29998779296875
2008-08-19,477.5
2008-06-04,480.3999938964844
2008-08-22,478.5
2007-10-09,482.70001220703125
2007-09-07,479.5
2007-08-06,473.0
2008-04-18,473.1000061035156
2007-07-05,478.3999938964844
2008-03-17,470.70001220703125
2007-05-02,459.0
2008-02-14,451.29998779296875
2007-12-12,440.8999938964844
2008-05-20,437.0
2008-08-25,421.0
2008-06-10,429.0
2008-01-28,422.1000061035156
2007-12-27,417.5
2007-10-24,422.79998779296875
2007-08-21,428.3999938964844
2007-03-14,425.0
2007-05-17,422.5
2007-06-18,386.20001220703125
2007-07-20,387.29998779296875
2008-04-01,360.0
2008-02-29,360.3999938964844
2008-06-13,346.0
2008-01-10,338.0
2008-06-16,321.0
2008-06-19,335.8999938964844
2008-04-16,345.70001220703125
2007-07-03,374.1000061035156
2008-02-12,357.5
2008-01-11,348.0
2007-12-10,328.5
2007-11-08,319.0
2007-03-29,309.29998779296875
2007-06-01,313.0
2007-04-30,316.0
2007-09-05,308.1000061035156
2007-03-12,310.20001220703125
2007-04-13,323.0
2007-10-22,340.5
2007-09-20,333.0
2007-07-18,325.6000061035156
2008-02-27,328.20001220703125
2007-05-15,335.5
2007-11-23,344.79998779296875
2008-05-01,344.3999938964844
2008-06-02,348.8999938964844
2008-07-01,339.29998779296875
2008-01-09,311.0
2007-03-27,306.3999938964844
2007-05-30,301.79998779296875
2007-11-06,312.20001220703125
2007-10-05,305.20001220703125
2007-08-02,304.5
2008-04-14,303.1000061035156
2008-03-13,303.1000061035156
2008-05-16,308.0
2008-06-17,297.20001220703125
2008-07-07,297.79998779296875
2008-07-10,291.3999938964844
2007-07-16,297.29998779296875
2008-03-28,292.20001220703125
2008-02-25,286.1000061035156
2007-04-11,283.3999938964844
2007-06-14,284.6000061035156
2008-01-24,271.5
2008-04-29,269.79998779296875
2007-11-21,278.8999938964844
2007-09-18,289.5
2007-08-17,282.6000061035156
2008-07-16,270.0
2007-10-03,265.20001220703125
2007-07-31,245.3000030517578
2007-04-26,223.60000610351562
2008-03-11,239.8000030517578
2007-06-29,268.0
2008-02-08,280.0
2008-01-07,264.29998779296875
2007-12-06,279.0
2008-05-14,276.8999938964844
2008-07-17,270.0
2008-07-22,282.79998779296875
2008-07-25,293.3999938964844
2007-08-15,286.5
2007-11-19,273.1000061035156
2007-10-18,267.5
2008-01-22,266.1000061035156
2007-03-08,262.29998779296875
2007-05-11,261.5
2007-04-09,265.79998779296875
2007-06-12,261.8999938964844
2007-12-21,254.89999389648438
2008-03-26,258.29998779296875
2008-07-28,251.10000610351562
2007-07-02,256.29998779296875
2008-07-31,250.89999389648438
2007-06-27,246.5
2008-04-10,244.60000610351562
2007-12-04,247.0
2007-03-23,254.60000610351562
2007-04-24,246.60000610351562
2007-11-02,237.1999969482422
2007-10-01,222.3000030517578
2008-02-06,223.1999969482422
2007-08-30,219.5
2008-05-12,207.5
2008-08-06,209.6999969482422
2008-05-22,209.0
2007-10-16,216.3000030517578
2007-09-14,206.89999389648438
2007-08-13,214.6999969482422
2007-07-12,182.5
2008-03-24,198.39999389648438
2008-02-21,210.0
2008-04-25,207.1999969482422
2007-03-06,229.60000610351562
2007-05-09,230.89999389648438
2007-12-19,226.39999389648438
2008-08-12,221.3000030517578
2008-08-15,218.60000610351562
2008-08-18,208.0
2008-01-03,226.10000610351562
2007-10-31,240.5
2007-08-28,237.0
2007-07-27,244.39999389648438
2008-04-08,248.5
2008-03-07,243.10000610351562
2007-03-21,241.10000610351562
2007-05-24,235.10000610351562
2007-06-25,232.89999389648438
2008-02-04,231.3000030517578
2008-06-03,227.8000030517578
2008-08-21,234.0
2008-06-06,230.5
2007-05-07,257.29998779296875
2007-04-05,248.1999969482422
2007-07-10,250.39999389648438
2007-06-08,250.6999969482422
2008-02-19,247.0
2008-01-18,262.0
2007-12-17,267.0
2007-11-15,268.0
2007-09-12,255.10000610351562
2008-04-23,252.3000030517578
