Dates,C
2007-02-12,539.0999755859375
2007-02-13,538.5
2007-02-15,544.4000244140625
2007-02-14,545.2000122070312
2007-02-16,541.5
2007-02-20,546.5
2007-02-21,541.5
2007-02-22,540.9000244140625
2007-02-23,540.2999877929688
2007-02-26,541.9000244140625
2007-02-27,527.7000122070312
2007-03-28,510.20001220703125
2007-11-07,514.5
2007-09-04,512.0999755859375
2007-08-03,505.5
2008-04-15,508.3999938964844
2008-05-21,511.0
2008-08-08,512.4000244140625
2008-08-11,509.5
2008-01-25,506.5
2007-05-14,500.8999938964844
2007-04-12,493.20001220703125
2007-12-24,501.70001220703125
2007-09-19,503.79998779296875
2008-04-30,501.0
2007-07-17,509.3999938964844
2007-06-15,525.0
2008-02-26,522.0
2008-05-27,520.5999755859375
2008-08-14,520.0999755859375
2008-05-30,516.5
2008-08-20,516.5
2007-08-01,515.9000244140625
2008-03-12,519.4000244140625
2007-03-26,515.0
2007-05-29,516.5999755859375
2007-04-27,515.2000122070312
2008-01-08,517.5999755859375
2007-12-07,518.2000122070312
2007-11-05,525.0999755859375
2007-10-04,524.7999877929688
2008-05-15,518.0999755859375
2008-06-05,518.0
2008-08-26,535.9000244140625
2007-10-19,530.5
2007-09-17,533.0
2007-08-16,534.7000122070312
2008-04-28,537.5
2007-04-10,536.4000244140625
2007-03-09,533.0
2007-06-13,539.4000244140625
2008-03-27,538.5
2008-01-23,535.5
2007-11-20,547.0999755859375
2008-06-11,543.2000122070312
2008-08-29,544.5
2007-12-05,541.0
2007-10-02,545.5999755859375
2007-04-25,544.0
2007-08-31,540.0
2007-07-30,541.5
2008-04-11,540.5
2007-06-28,537.5999755859375
2008-03-10,533.0
2008-02-07,532.4000244140625
2008-05-13,550.4000244140625
2008-06-23,551.9000244140625
2007-07-13,555.5
2008-03-25,552.0
2008-02-22,553.2999877929688
2007-12-20,555.2999877929688
2007-05-10,555.2000122070312
2007-03-07,551.5999755859375
2007-06-11,554.2000122070312
2007-10-17,552.4000244140625
2007-08-14,552.0
2008-05-28,547.5
2008-06-26,544.4000244140625
2007-05-31,541.4000244140625
2008-07-02,539.0
2007-08-29,537.5
2008-04-09,533.7000122070312
2007-06-26,537.7000122070312
2008-02-05,537.4000244140625
2008-01-04,537.2999877929688
2007-03-22,542.2000122070312
2007-05-25,543.2000122070312
2007-04-23,544.9000244140625
2007-12-03,543.9000244140625
2007-11-01,544.2999877929688
2008-07-08,536.7000122070312
2007-12-18,536.0
2007-11-16,529.0
2007-10-15,522.0999755859375
2007-09-13,519.0
2008-04-24,523.7000122070312
2007-07-11,522.5
2008-02-20,517.5
2007-03-05,522.2999877929688
2007-05-08,520.0
2008-06-27,518.0
2008-07-11,518.5999755859375
2008-07-14,513.5999755859375
2008-03-06,515.2000122070312
2007-05-23,529.0999755859375
2008-01-02,528.7999877929688
2007-03-20,529.7000122070312
2007-10-30,529.2999877929688
2007-09-28,524.0
2007-08-27,521.2999877929688
2007-07-26,521.7999877929688
2008-04-07,513.0999755859375
2008-05-09,504.79998779296875
2008-07-23,500.5
2007-09-11,486.79998779296875
2007-04-04,481.8999938964844
2007-06-07,476.5
2007-08-10,482.6000061035156
2008-04-22,471.3999938964844
2007-07-09,472.79998779296875
2008-01-17,475.8999938964844
2007-11-14,485.0
2008-06-25,494.0
2008-08-28,498.79998779296875
2008-07-29,487.1000061035156
2007-11-29,475.0
2007-05-21,479.1000061035156
2007-04-19,468.29998779296875
2007-09-26,465.0
2007-07-24,483.29998779296875
2007-06-22,499.0
2008-03-04,491.79998779296875
2008-02-01,488.29998779296875
2007-12-31,487.70001220703125
2008-05-07,490.0
2008-08-01,486.20001220703125
2008-08-04,483.79998779296875
2008-08-07,472.6000061035156
2008-01-15,470.0
2007-12-14,467.3999938964844
2007-04-02,471.70001220703125
2007-03-01,475.6000061035156
2007-05-04,466.79998779296875
2007-06-05,463.8999938964844
2007-11-12,460.5
2007-10-11,458.29998779296875
2007-08-08,463.3999938964844
2008-03-19,462.0
2008-05-23,465.70001220703125
2008-08-13,466.8999938964844
2007-08-23,465.20001220703125
2008-04-03,485.20001220703125
