Dates,C
2007-02-12,532.0
2007-02-13,535.0
2007-02-15,537.4000244140625
2007-02-14,540.4000244140625
2007-02-16,537.7999877929688
2007-02-20,540.9000244140625
2007-02-21,535.9000244140625
2007-02-22,534.2000122070312
2007-02-23,531.5
2007-02-26,521.7999877929688
2007-02-27,500.5
2007-03-28,495.6000061035156
2007-11-07,496.0
2007-09-04,498.5
2007-08-03,491.79998779296875
2008-04-15,495.5
2008-05-21,501.70001220703125
2008-08-08,503.1000061035156
2008-08-11,500.0
2008-01-25,501.0
2007-05-14,487.5
2007-04-12,480.5
2007-12-24,490.6000061035156
2007-09-19,491.8999938964844
2008-04-30,497.0
2007-07-17,499.20001220703125
2007-06-15,504.3999938964844
2008-02-26,516.9000244140625
2008-05-27,514.2999877929688
2008-08-14,510.6000061035156
2008-05-30,510.0
2008-08-20,508.1000061035156
2007-08-01,510.29998779296875
2008-03-12,509.20001220703125
2007-03-26,504.1000061035156
2007-05-29,511.6000061035156
2007-04-27,511.3999938964844
2008-01-08,510.5
2007-12-07,513.5999755859375
2007-11-05,513.5
2007-10-04,513.4000244140625
2008-05-15,513.2000122070312
2008-06-05,513.5
2008-08-26,522.5
2007-10-19,523.5999755859375
2007-09-17,526.5
2007-08-16,526.5
2008-04-28,529.0999755859375
2007-04-10,529.0
2007-03-09,523.7000122070312
2007-06-13,527.7999877929688
2008-03-27,532.7000122070312
2008-01-23,531.5
2007-11-20,534.7999877929688
2008-06-11,537.4000244140625
2008-08-29,540.7000122070312
2007-12-05,535.5
2007-10-02,539.5
2007-04-25,537.2000122070312
2007-08-31,534.7999877929688
2007-07-30,534.2999877929688
2008-04-11,531.7999877929688
2007-06-28,529.0
2008-03-10,525.7999877929688
2008-02-07,527.4000244140625
2008-05-13,535.0
2008-06-23,539.5
2007-07-13,547.4000244140625
2008-03-25,547.4000244140625
2008-02-22,545.2000122070312
2007-12-20,548.5
2007-05-10,547.4000244140625
2007-03-07,544.7999877929688
2007-06-11,546.2000122070312
2007-10-17,545.5
2007-08-14,543.0999755859375
2008-05-28,542.7999877929688
2008-06-26,539.5
2007-05-31,536.7000122070312
2008-07-02,531.0
2007-08-29,524.7000122070312
