Dates,C
2007-02-12,1530800.0
2007-02-13,1305100.0
2007-02-15,1416200.0
2007-02-14,1370800.0
2007-02-16,1725400.0
2007-02-20,1610500.0
2007-02-21,1491600.0
2007-02-22,1909300.0
2007-02-23,1773700.0
2007-02-26,3559700.0
2007-02-27,3161500.0
2007-03-28,4673600.0
2007-11-07,3672300.0
2007-09-04,2617300.0
2007-08-03,2491500.0
2008-04-15,2686800.0
2008-05-21,2080500.0
2008-08-08,1783000.0
2008-08-11,1570100.0
2008-01-25,1098800.0
2007-05-14,2928600.0
2007-04-12,3044100.0
2007-12-24,2929200.0
2007-09-19,3081400.0
2008-04-30,1681300.0
2007-07-17,1644500.0
2007-06-15,2927000.0
2008-02-26,2074200.0
2008-05-27,1514300.0
2008-08-14,2086900.0
2008-05-30,1711100.0
2008-08-20,2323600.0
2007-08-01,1781600.0
2008-03-12,1991300.0
2007-03-26,1881300.0
2007-05-29,2045200.0
2007-04-27,1533000.0
2008-01-08,1033900.0
2007-12-07,1152600.0
2007-11-05,2153500.0
2007-10-04,2427900.0
2008-05-15,2271000.0
2008-06-05,1690100.0
2008-08-26,3277200.0
2007-10-19,2253600.0
2007-09-17,2618800.0
2007-08-16,2243900.0
2008-04-28,2658700.0
2007-04-10,1514800.0
2007-03-09,1895700.0
2007-06-13,2675300.0
2008-03-27,2474200.0
2008-01-23,1315900.0
2007-11-20,3049500.0
2008-06-11,2098900.0
2008-08-29,1934600.0
2007-12-05,1622800.0
2007-10-02,1770200.0
2007-04-25,1602900.0
2007-08-31,1539200.0
2007-07-30,2077100.0
2008-04-11,2086500.0
2007-06-28,7673200.0
2008-03-10,2398400.0
2008-02-07,2467700.0
2008-05-13,6452300.0
2008-06-23,2236900.0
2007-07-13,2102100.0
2008-03-25,2331700.0
2008-02-22,2128000.0
2007-12-20,1896900.0
2007-05-10,2243100.0
2007-03-07,1353800.0
2007-06-11,1592000.0
2007-10-17,1420000.0
2007-08-14,1954200.0
2008-05-28,1736400.0
2008-06-26,1571900.0
2007-05-31,1443500.0
2008-07-02,1939600.0
2007-08-29,2253700.0
2008-04-09,2264200.0
2007-06-26,1458100.0
2008-02-05,2056300.0
2008-01-04,2318400.0
2007-03-22,1718300.0
2007-05-25,2697000.0
2007-04-23,1204700.0
2007-12-03,1825600.0
2007-11-01,1818900.0
2008-07-08,1662800.0
2007-12-18,3361100.0
2007-11-16,2561000.0
2007-10-15,2896400.0
2007-09-13,3066300.0
2008-04-24,2368200.0
2007-07-11,2657800.0
2008-02-20,1806000.0
2007-03-05,1005100.0
2007-05-08,1353800.0
2008-06-27,1259600.0
2008-07-11,1789500.0
2008-07-14,3372800.0
2008-03-06,2518900.0
2007-05-23,3078700.0
2008-01-02,2035300.0
2007-03-20,1909200.0
2007-10-30,2332100.0
2007-09-28,3645300.0
2007-08-27,2898500.0
2007-07-26,4763000.0
2008-04-07,2389900.0
2008-05-09,4597500.0
2008-07-23,4441400.0
2007-09-11,7731600.0
2007-04-04,5591700.0
2007-06-07,4024800.0
2007-08-10,4678800.0
2008-04-22,6073700.0
2007-07-09,4127100.0
2008-01-17,4812400.0
2007-11-14,6282300.0
2008-06-25,5700000.0
2008-08-28,5397200.0
2008-07-29,6659700.0
2007-11-29,5158700.0
2007-05-21,3450000.0
2007-04-19,3882600.0
2007-09-26,4611500.0
2007-07-24,10234200.0
2007-06-22,8496900.0
2008-03-04,3861900.0
2008-02-01,3366300.0
2007-12-31,4091000.0
2008-05-07,2579800.0
2008-08-01,2356200.0
2008-08-04,2031500.0
2008-08-07,3899700.0
2008-01-15,2945400.0
2007-12-14,3006800.0
2007-04-02,2721100.0
2007-03-01,2628600.0
2007-05-04,3525000.0
2007-06-05,2703900.0
2007-11-12,4056600.0
2007-10-11,3173600.0
2007-08-08,3169300.0
2008-03-19,2887500.0
2008-05-23,2883400.0
2008-08-13,2864600.0
2007-08-23,2345800.0
2008-04-03,4932500.0
2007-06-20,4179400.0
2008-01-30,3358400.0
2007-04-17,3810900.0
2007-03-16,3798800.0
2007-11-27,3223100.0
2007-10-26,3472100.0
2007-09-24,2713700.0
2008-05-05,2098300.0
2008-05-29,5676400.0
2008-03-14,3301600.0
2008-08-19,3408900.0
2008-06-04,3565800.0
2008-08-22,3702900.0
2007-10-09,1854800.0
2007-09-07,4072800.0
2007-08-06,2914300.0
2008-04-18,6485400.0
2007-07-05,4383000.0
2008-03-17,7719500.0
2007-05-02,6428600.0
2008-02-14,11455400.0
2007-12-12,5730000.0
2008-05-20,6995600.0
2008-08-25,5893100.0
2008-06-10,4364800.0
2008-01-28,7104000.0
2007-12-27,6090200.0
2007-10-24,5475800.0
2007-08-21,3418300.0
2007-03-14,3893900.0
2007-05-17,7346300.0
2007-06-18,17147400.0
2007-07-20,13870800.0
2008-04-01,23018900.0
2008-02-29,15170500.0
2008-06-13,12075200.0
2008-01-10,19427100.0
2008-06-16,15395400.0
2008-06-19,11060600.0
2008-04-16,10571100.0
2007-07-03,11644700.0
2008-02-12,8268600.0
2008-01-11,7969500.0
2007-12-10,9815000.0
2007-11-08,12758100.0
2007-03-29,9203500.0
2007-06-01,3847500.0
2007-04-30,11085700.0
2007-09-05,19314100.0
2007-03-12,13887400.0
2007-04-13,7092000.0
2007-10-22,9452600.0
2007-09-20,5565500.0
2007-07-18,6470500.0
2008-02-27,6632700.0
2007-05-15,5486900.0
2007-11-23,5342300.0
2008-05-01,5731200.0
2008-06-02,8569700.0
2008-07-01,17796600.0
2008-01-09,9543200.0
2007-03-27,10543300.0
2007-05-30,8684000.0
2007-11-06,8157800.0
2007-10-05,7530300.0
2007-08-02,9249900.0
2008-04-14,8559100.0
2008-03-13,3172400.0
2008-05-16,4065300.0
2008-06-17,6152700.0
2008-07-07,5748300.0
2008-07-10,6542000.0
2007-07-16,6214600.0
2008-03-28,5965700.0
2008-02-25,7545400.0
2007-04-11,6891800.0
2007-06-14,9998900.0
2008-01-24,10781000.0
2008-04-29,10559500.0
2007-11-21,8894600.0
2007-09-18,9431500.0
2007-08-17,22078200.0
2008-07-16,19821400.0
2007-10-03,23219400.0
2007-07-31,19718700.0
2007-04-26,21079600.0
2008-03-11,18963400.0
2007-06-29,13578500.0
2008-02-08,11031600.0
2008-01-07,8367200.0
2007-12-06,8165400.0
2008-05-14,13495700.0
2008-07-17,13862000.0
2008-07-22,12037600.0
2008-07-25,8475900.0
2007-08-15,10920200.0
2007-11-19,7369500.0
2007-10-18,10720300.0
2008-01-22,8185800.0
2007-03-08,7130400.0
2007-05-11,8506500.0
2007-04-09,10378800.0
2007-06-12,6563000.0
2007-12-21,8737600.0
2008-03-26,6995500.0
2008-07-28,7415600.0
2007-07-02,7836500.0
2008-07-31,8675300.0
2007-06-27,12003200.0
2008-04-10,10763900.0
2007-12-04,8775700.0
2007-03-23,6221600.0
2007-04-24,10000400.0
2007-11-02,10214300.0
2007-10-01,18768100.0
2008-02-06,11233400.0
2007-08-30,8697200.0
2008-05-12,10073700.0
2008-08-06,11678500.0
2008-05-22,13736600.0
2007-10-16,12005700.0
2007-09-14,13799000.0
2007-08-13,16764200.0
2007-07-12,18154600.0
2008-03-24,15244300.0
2008-02-21,13711600.0
2008-04-25,18090600.0
2007-03-06,12883500.0
2007-05-09,9192600.0
2007-12-19,12323100.0
2008-08-12,10665300.0
2008-08-15,8504300.0
2008-08-18,8964100.0
2008-01-03,13529100.0
