Dates,C
2007-02-12,480.3327331542969
2007-02-13,482.8501281738281
2007-02-15,487.0751953125
2007-02-14,487.3450012207031
2007-02-16,486.356201171875
2007-02-20,487.16534423828125
2007-02-21,483.2097473144531
2007-02-22,481.7712707519531
2007-02-23,483.389404296875
2007-02-26,473.5903625488281
2007-02-27,454.8913269042969
2007-03-28,452.82379150390625
2007-11-07,459.2065124511719
2007-09-04,449.2277526855469
2007-08-03,442.7549133300781
2008-04-15,454.71160888671875
2008-05-21,451.47528076171875
2008-08-08,453.9923095703125
2008-08-11,452.4640808105469
2008-01-25,452.73370361328125
2007-05-14,438.2600402832031
2007-04-12,441.2265319824219
2007-12-24,450.6658935546875
2007-09-19,445.2720947265625
2008-04-30,450.0367736816406
2007-07-17,455.2509765625
2007-06-15,467.7469482421875
2008-02-26,466.0389404296875
2008-05-27,464.9600830078125
2008-08-14,463.3419494628906
2008-05-30,459.0267639160156
2008-08-20,458.1278076171875
2007-08-01,462.0833740234375
2008-03-12,461.5440368652344
2007-03-26,458.93682861328125
2007-05-29,462.17327880859375
2007-04-27,461.7235107421875
2008-01-08,463.6116943359375
2007-12-07,463.7015380859375
2007-11-05,471.0732727050781
2007-10-04,465.6791076660156
2008-05-15,464.33074951171875
2008-06-05,463.88134765625
2008-08-26,475.8379211425781
2007-10-19,472.2418518066406
2007-09-17,476.3772888183594
2007-08-16,477.27642822265625
2008-04-28,480.2429504394531
2007-04-10,477.4562683105469
2007-03-09,474.7591247558594
2007-06-13,483.6590881347656
2008-03-27,481.5016784667969
2008-01-23,479.79345703125
2007-11-20,482.0409240722656
2008-06-11,487.2549743652344
2008-08-29,488.1540222167969
2007-12-05,485.49041748046875
2007-10-02,486.75054931640625
2007-04-25,484.8607177734375
2007-08-31,483.42071533203125
2007-07-30,487.0204162597656
2008-04-11,478.7413635253906
2007-06-28,477.9316101074219
2008-03-10,475.6816711425781
2008-02-07,475.0518798828125
2008-05-13,494.1293029785156
2008-06-23,493.1396484375
2007-07-13,494.93927001953125
2008-03-25,493.4996032714844
2008-02-22,495.6592712402344
2007-12-20,495.0293273925781
2007-05-10,494.3095397949219
2007-03-07,496.01922607421875
2007-06-11,494.1293029785156
2007-10-17,496.73919677734375
2007-08-14,490.3499755859375
2008-05-28,490.52984619140625
2008-06-26,487.29052734375
2007-05-31,485.04058837890625
2008-07-02,479.91119384765625
2007-08-29,472.6221923828125
2008-04-09,479.91119384765625
2007-06-26,481.1711120605469
2008-02-05,473.3419189453125
2008-01-04,483.06072998046875
2007-03-22,482.9708557128906
2007-05-25,485.76043701171875
2007-04-23,485.5806579589844
2007-12-03,488.28021240234375
2007-11-01,480.9011535644531
2008-07-08,482.8807678222656
2007-12-18,471.6321716308594
2007-11-16,465.15289306640625
2007-10-15,460.29364013671875
2007-09-13,466.2328796386719
2008-04-24,466.2328796386719
2007-07-11,461.5534362792969
2008-02-20,464.70318603515625
2007-03-05,466.6827392578125
2007-05-08,463.4431457519531
2008-06-27,465.2430419921875
2008-07-11,464.3431396484375
2008-07-14,458.9437561035156
2008-03-06,462.6333312988281
2007-05-23,475.50177001953125
2008-01-02,472.6221923828125
2007-03-20,469.6524658203125
2007-10-30,472.0821838378906
2007-09-28,464.3431396484375
2007-08-27,460.1136169433594
2007-07-26,456.5139465332031
2008-04-07,457.6839599609375
2008-05-09,443.73565673828125
2008-07-23,442.8357849121094
2007-09-11,430.2372741699219
2007-04-04,422.6781921386719
2007-06-07,424.6579284667969
2007-08-10,419.07867431640625
2008-04-22,421.5982666015625
2007-07-09,425.5984191894531
2008-01-17,411.9042663574219
2007-11-14,435.5987548828125
2008-06-25,437.760986328125
2008-08-28,445.86932373046875
2008-07-29,422.53521728515625
2007-11-29,423.4363098144531
2007-05-21,419.2920227050781
2007-04-19,411.3637390136719
2007-09-26,410.9134521484375
2007-07-24,428.391357421875
2007-06-22,439.7430114746094
2008-03-04,435.9591369628906
2008-02-01,432.9861755371094
2007-12-31,436.3194885253906
2008-05-07,435.5987548828125
2008-08-01,436.9501037597656
2008-08-04,430.5535888671875
2008-08-07,415.68829345703125
2008-01-15,422.9858093261719
2007-12-14,416.4991760253906
2007-04-02,422.35516357421875
2007-03-01,425.3282165527344
2007-05-04,414.42706298828125
2007-06-05,411.3637390136719
2007-11-12,409.7420349121094
2007-10-11,408.1204528808594
2007-08-08,414.5171813964844
2008-03-19,412.26470947265625
2008-05-23,417.6703186035156
2008-08-13,420.19293212890625
2007-08-23,414.6971435546875
2008-04-03,435.7789611816406
2007-06-20,434.87799072265625
2008-01-30,425.2381286621094
2007-04-17,428.0308837890625
2007-03-16,419.7423095703125
2007-11-27,417.21990966796875
2007-10-26,419.3821105957031
2007-09-24,422.35516357421875
2008-05-05,420.4631652832031
2008-05-29,429.9229431152344
2008-03-14,431.1842956542969
2008-08-19,431.45440673828125
2008-06-04,429.1120910644531
2008-08-22,435.14825439453125
2007-10-09,430.6436767578125
2007-09-07,429.0220642089844
2007-08-06,424.69757080078125
2008-04-18,435.3284606933594
2007-07-05,431.2743225097656
2008-03-17,416.5892028808594
2007-05-02,403.5257568359375
2008-02-14,402.35443115234375
2007-12-12,394.8768310546875
2008-05-20,381.6332092285156
2008-08-25,383.8855285644531
2008-06-10,382.3538513183594
2008-01-28,376.7681579589844
2007-12-27,371.45269775390625
2007-10-24,384.065673828125
2007-08-21,384.6062927246094
2007-03-14,379.3808288574219
2007-05-17,377.4888610839844
2007-06-18,347.3951110839844
2007-07-20,340.35882568359375
2008-04-01,323.8506164550781
2008-02-29,316.45343017578125
2008-06-13,301.3885192871094
2008-01-10,296.78790283203125
2008-06-16,298.59210205078125
2008-06-19,302.8319091796875
2008-04-16,323.8506164550781
2007-07-03,325.113525390625
2008-02-12,311.9429931640625
2008-01-11,306.7109680175781
2007-12-10,288.6690979003906
2007-11-08,283.25653076171875
2007-03-29,277.2124328613281
2007-06-01,285.9627685546875
2007-04-30,276.9418640136719
2007-09-05,273.51385498046875
2007-03-12,291.28509521484375
2007-04-13,291.28509521484375
2007-10-22,300.39617919921875
2007-09-20,298.2311706542969
2007-07-18,293.6305847167969
2008-02-27,303.9144287109375
2007-05-15,309.8681945800781
2007-11-23,309.5074462890625
2008-05-01,313.65692138671875
2008-06-02,299.7648010253906
2008-07-01,283.8880310058594
2008-01-09,279.73828125
2007-03-27,276.9418640136719
2007-05-30,277.57330322265625
2007-11-06,274.05517578125
2007-10-05,272.5216064453125
2007-08-02,269.6349792480469
2008-04-14,272.792236328125
2008-03-13,279.46771240234375
2008-05-16,274.6866760253906
2008-06-17,266.6580505371094
2008-07-07,264.222412109375
2008-07-10,265.5754699707031
2007-07-16,260.8846740722656
2008-03-28,260.97479248046875
2008-02-25,254.75035095214844
2007-04-11,254.93089294433594
2007-06-14,244.8274688720703
2008-01-24,247.9846954345703
2008-04-29,253.57763671875
2007-11-21,257.6370849609375
2007-09-18,262.14764404296875
2007-08-17,243.02330017089844
2008-07-16,236.7086181640625
2007-10-03,225.16188049316406
2007-07-31,220.56118774414062
2007-04-26,220.1101531982422
2008-03-11,237.79115295410156
2007-06-29,246.54141235351562
