Dates,ADM
2018-06-20,45.91999816894531
2018-06-21,45.880001068115234
2018-06-25,46.13999938964844
2018-06-22,46.06999969482422
2018-06-26,46.130001068115234
2018-06-27,45.95000076293945
2018-06-28,45.9900016784668
2018-06-29,45.81999969482422
2018-07-02,44.970001220703125
2018-07-03,45.31999969482422
2018-07-05,45.529998779296875
2018-07-16,46.33000183105469
2018-09-18,46.95000076293945
2019-01-24,47.349998474121094
2019-09-05,47.68000030517578
2018-11-21,47.75
2020-01-13,47.16999816894531
2020-04-01,46.970001220703125
2020-06-19,47.119998931884766
2019-10-29,47.029998779296875
2020-01-16,47.209999084472656
2020-06-22,46.900001525878906
2018-10-03,47.0099983215332
2018-07-31,47.18000030517578
2019-03-12,46.7400016784668
2019-02-08,47.369998931884766
2019-01-07,47.29999923706055
2018-12-06,47.29999923706055
2019-08-19,47.68000030517578
2019-07-18,48.04999923706055
2019-05-15,48.16999816894531
2019-09-20,49.33000183105469
2019-11-01,49.849998474121094
2020-04-07,50.09000015258789
2020-06-25,49.689998626708984
2020-06-16,49.7400016784668
2019-11-04,49.7400016784668
2020-01-22,49.119998931884766
2019-11-07,49.34000015258789
2020-04-13,48.869998931884766
2019-07-01,49.63999938964844
2019-05-30,50.0
2018-08-15,50.66999816894531
2018-10-18,50.400001525878906
2019-03-27,50.290000915527344
2019-01-22,50.20000076293945
2018-12-21,50.439998626708984
2019-09-03,50.630001068115234
2018-11-19,50.31999969482422
2019-08-02,50.189998626708984
2020-01-28,50.15999984741211
2020-04-16,50.16999816894531
2019-11-13,49.790000915527344
2020-01-31,49.7599983215332
2018-12-04,49.290000915527344
2018-11-02,48.810001373291016
2019-07-16,49.40999984741211
2018-08-30,49.40999984741211
2018-10-01,49.68000030517578
2019-06-14,49.88999938964844
2019-05-13,49.869998931884766
2019-04-11,49.529998779296875
2019-02-06,49.369998931884766
2019-09-18,49.619998931884766
2020-02-03,50.0099983215332
2020-04-22,50.08000183105469
2019-11-19,49.5
2020-02-06,49.599998474121094
2019-11-22,49.29999923706055
2019-03-25,49.119998931884766
2019-02-21,49.459999084472656
2018-12-19,50.02000045776367
2018-07-12,50.02000045776367
2018-09-14,50.43000030517578
2018-08-13,50.11000061035156
2018-10-16,50.40999984741211
2019-07-31,50.880001068115234
2019-05-28,51.369998931884766
2019-04-26,50.11000061035156
2020-04-28,48.52000045776367
2019-11-25,48.209999084472656
2020-02-12,48.79999923706055
2020-05-01,48.869998931884766
2020-05-04,48.540000915527344
2019-06-12,48.869998931884766
2019-04-09,49.349998474121094
2019-03-08,48.86000061035156
2019-02-04,47.779998779296875
2018-07-27,47.650001525878906
2018-08-28,47.38999938964844
2019-01-03,46.150001525878906
2019-08-15,46.52000045776367
2018-10-31,46.97999954223633
2019-09-16,47.11000061035156
2020-02-18,47.33000183105469
2020-05-07,47.68000030517578
2018-08-17,47.83000183105469
2019-12-04,46.459999084472656
2020-02-21,47.06999969482422
2018-12-17,48.06999969482422
2019-08-30,48.20000076293945
2018-11-15,47.849998474121094
2019-07-29,47.849998474121094
2019-06-27,46.27000045776367
2019-04-24,45.45000076293945
2018-07-10,45.84000015258789
2018-09-12,45.91999816894531
2019-02-19,45.599998474121094
2019-01-18,45.279998779296875
2020-02-24,44.88999938964844
2020-05-13,45.2400016784668
2019-12-10,45.4900016784668
2020-02-27,45.5099983215332
2019-12-13,45.81999969482422
2020-05-19,45.91999816894531
2019-03-06,46.11000061035156
2018-11-30,45.47999954223633
2019-08-13,44.16999816894531
2019-07-12,44.25
2019-06-10,43.790000915527344
2019-05-09,44.2599983215332
2018-07-25,44.880001068115234
2018-09-27,44.65999984741211
2018-10-29,44.5
2019-10-16,43.15999984741211
2019-12-16,42.61000061035156
2020-03-04,42.099998474121094
2020-05-22,40.65999984741211
2019-10-01,40.529998779296875
2019-12-19,39.41999816894531
2018-09-10,39.15999984741211
2019-05-24,39.779998779296875
2018-08-09,40.5
2019-04-22,40.5
2019-03-21,40.529998779296875
2019-01-16,40.400001525878906
2019-08-28,41.09000015258789
2018-11-13,41.470001220703125
2018-10-12,42.029998779296875
2019-06-25,42.70000076293945
2020-03-10,42.779998779296875
2020-05-28,42.880001068115234
2019-10-07,42.68000030517578
2020-03-13,42.900001525878906
2019-10-10,43.209999084472656
2020-03-16,42.97999954223633
2020-06-03,43.650001525878906
2018-11-28,43.220001220703125
2018-09-25,43.09000015258789
2018-07-23,43.47999954223633
2018-08-24,43.65999984741211
2019-07-10,43.41999816894531
2019-05-07,43.9900016784668
2019-04-05,44.18000030517578
2019-03-04,44.40999984741211
2019-01-31,44.7599983215332
2019-09-12,44.22999954223633
2019-12-31,41.41999816894531
2020-03-19,41.400001525878906
2020-01-03,41.119998931884766
2020-06-09,41.34000015258789
2019-02-15,41.369998931884766
2019-01-14,41.939998626708984
2018-07-06,42.11000061035156
2018-08-07,42.099998474121094
2018-10-10,41.81999969482422
2018-12-13,41.790000915527344
2019-08-26,41.79999923706055
2019-07-25,41.81999969482422
2019-05-22,42.25
2019-03-19,42.38999938964844
2020-01-06,42.2599983215332
2020-03-25,42.13999938964844
2020-06-12,42.380001068115234
2019-10-22,42.04999923706055
2020-01-09,41.79999923706055
2020-06-15,41.9900016784668
2019-10-25,41.91999816894531
2020-03-31,41.58000183105469
2020-06-18,41.689998626708984
2019-04-03,41.93000030517578
2018-08-22,42.709999084472656
2018-10-25,42.900001525878906
2019-01-29,43.13999938964844
2018-12-28,43.119998931884766
2018-11-26,42.34000015258789
2019-08-09,42.560001373291016
2019-07-08,42.09000015258789
2019-06-06,42.22999954223633
2019-09-10,42.459999084472656
2020-01-15,42.310001373291016
2020-04-03,41.880001068115234
2019-10-31,42.099998474121094
2020-04-06,42.400001525878906
2020-06-24,42.75
2018-11-09,42.58000183105469
2019-07-23,42.25
2019-06-21,42.0
2019-05-20,42.2400016784668
2019-04-18,42.54999923706055
2018-09-06,42.77000045776367
2018-10-08,42.65999984741211
2019-02-13,42.77000045776367
2018-12-11,43.08000183105469
2019-09-25,43.119998931884766
2020-01-21,43.16999816894531
2020-04-09,42.86000061035156
2019-11-06,42.880001068115234
2020-01-24,42.72999954223633
2020-01-27,42.5
2020-04-15,42.439998626708984
2018-12-26,42.58000183105469
2019-08-07,41.61000061035156
2019-06-04,40.38999938964844
2018-09-21,41.41999816894531
2018-07-19,43.38999938964844
2018-08-20,44.06999969482422
2018-10-23,43.09000015258789
2019-05-03,43.060001373291016
2019-04-01,42.72999954223633
2019-02-28,42.47999954223633
2019-11-12,42.349998474121094
2020-01-30,42.06999969482422
2019-11-15,41.45000076293945
2020-04-21,40.59000015258789
2019-04-16,40.599998474121094
2019-03-15,40.619998931884766
2019-02-11,40.97999954223633
2019-01-10,40.66999816894531
2019-08-22,39.77000045776367
2018-11-07,39.540000915527344
2018-08-03,39.369998931884766
2018-09-04,38.630001068115234
2019-06-19,38.81999969482422
2019-09-23,38.52000045776367
2019-11-18,38.33000183105469
2020-02-05,38.369998931884766
2020-04-24,37.77000045776367
2019-03-29,38.40999984741211
2019-11-21,39.189998626708984
2020-04-27,38.95000076293945
2020-02-11,39.20000076293945
2020-04-30,39.58000183105469
2019-05-01,39.70000076293945
2019-02-26,39.95000076293945
2019-01-25,40.18000030517578
2018-12-24,40.79999923706055
