Dates,ADM
2018-06-20,46.18000030517578
2018-06-21,46.209999084472656
2018-06-25,46.36000061035156
2018-06-22,46.529998779296875
2018-06-26,46.209999084472656
2018-06-27,46.20000076293945
2018-06-28,46.27000045776367
2018-06-29,46.20000076293945
2018-07-02,45.790000915527344
2018-07-03,45.36000061035156
2018-07-05,45.810001373291016
2018-07-16,46.380001068115234
2018-09-18,47.61000061035156
2019-01-24,47.470001220703125
2019-09-05,48.0
2018-11-21,48.0
2020-01-13,47.5
2020-04-01,47.59000015258789
2020-06-19,47.189998626708984
2019-10-29,47.720001220703125
2020-01-16,47.31999969482422
2020-06-22,47.369998931884766
2018-10-03,47.22999954223633
2018-07-31,47.31999969482422
2019-03-12,47.209999084472656
2019-02-08,47.40999984741211
2019-01-07,47.720001220703125
2018-12-06,47.560001373291016
2019-08-19,49.25
2019-07-18,48.34000015258789
2019-05-15,48.16999816894531
2019-09-20,49.599998474121094
2019-11-01,50.0
2020-04-07,50.09000015258789
2020-06-25,50.2599983215332
2020-06-16,50.119998931884766
2019-11-04,49.9900016784668
2020-01-22,49.970001220703125
2019-11-07,49.34000015258789
2020-04-13,49.45000076293945
2019-07-01,49.68000030517578
2019-05-30,50.150001525878906
2018-08-15,50.66999816894531
2018-10-18,50.81999969482422
2019-03-27,50.779998779296875
2019-01-22,50.27000045776367
2018-12-21,50.650001525878906
2019-09-03,50.880001068115234
2018-11-19,50.7400016784668
2019-08-02,50.70000076293945
2020-01-28,50.38999938964844
2020-04-16,50.380001068115234
2019-11-13,50.29999923706055
2020-01-31,50.0
2018-12-04,49.70000076293945
2018-11-02,49.290000915527344
2019-07-16,49.619998931884766
2018-08-30,49.650001525878906
2018-10-01,49.68000030517578
2019-06-14,50.060001373291016
2019-05-13,50.040000915527344
2019-04-11,50.099998474121094
2019-02-06,49.79999923706055
2019-09-18,49.720001220703125
2020-02-03,50.13999938964844
2020-04-22,50.400001525878906
2019-11-19,50.369998931884766
2020-02-06,49.66999816894531
2019-11-22,49.63999938964844
2019-03-25,49.119998931884766
2019-02-21,49.459999084472656
2018-12-19,50.560001373291016
2018-07-12,50.220001220703125
2018-09-14,50.599998474121094
2018-08-13,50.31999969482422
2018-10-16,50.4900016784668
2019-07-31,51.06999969482422
2019-05-28,51.68000030517578
2019-04-26,51.599998474121094
2020-04-28,50.11000061035156
2019-11-25,49.02000045776367
2020-02-12,48.86000061035156
2020-05-01,49.22999954223633
2020-05-04,49.279998779296875
2019-06-12,49.09000015258789
2019-04-09,49.5099983215332
2019-03-08,49.709999084472656
2019-02-04,48.5
2018-07-27,49.099998474121094
2018-08-28,47.7599983215332
2019-01-03,47.59000015258789
2019-08-15,46.70000076293945
2018-10-31,47.400001525878906
2019-09-16,48.18000030517578
2020-02-18,47.369998931884766
2020-05-07,48.72999954223633
2018-08-17,48.060001373291016
2019-12-04,47.9900016784668
2020-02-21,47.25
2018-12-17,48.47999954223633
2019-08-30,48.619998931884766
2018-11-15,48.2599983215332
2019-07-29,48.02000045776367
2019-06-27,48.18000030517578
2019-04-24,46.31999969482422
2018-07-10,46.099998474121094
2018-09-12,46.41999816894531
2019-02-19,46.18000030517578
2019-01-18,45.34000015258789
2020-02-24,45.27000045776367
2020-05-13,45.38999938964844
2019-12-10,45.540000915527344
2020-02-27,46.099998474121094
2019-12-13,45.81999969482422
2020-05-19,45.97999954223633
2019-03-06,47.15999984741211
2018-11-30,46.88999938964844
2019-08-13,45.380001068115234
2019-07-12,45.36000061035156
2019-06-10,44.5099983215332
2019-05-09,44.86000061035156
2018-07-25,45.02000045776367
2018-09-27,45.11000061035156
2018-10-29,44.52000045776367
2019-10-16,44.439998626708984
2019-12-16,43.540000915527344
2020-03-04,43.09000015258789
2020-05-22,42.25
2019-10-01,41.38999938964844
2019-12-19,40.70000076293945
2018-09-10,39.779998779296875
2019-05-24,40.290000915527344
2018-08-09,41.130001068115234
2019-04-22,40.84000015258789
2019-03-21,40.56999969482422
2019-01-16,40.790000915527344
2019-08-28,41.16999816894531
2018-11-13,41.540000915527344
2018-10-12,42.22999954223633
2019-06-25,42.70000076293945
2020-03-10,43.06999969482422
2020-05-28,43.380001068115234
2019-10-07,43.0099983215332
2020-03-13,42.93000030517578
2019-10-10,43.52000045776367
2020-03-16,43.470001220703125
2020-06-03,43.66999816894531
2018-11-28,44.08000183105469
2018-09-25,43.66999816894531
2018-07-23,43.5
2018-08-24,43.81999969482422
2019-07-10,43.599998474121094
2019-05-07,44.31999969482422
2019-04-05,44.369998931884766
2019-03-04,44.470001220703125
2019-01-31,45.040000915527344
2019-09-12,44.79999923706055
2019-12-31,42.93000030517578
2020-03-19,41.70000076293945
2020-01-03,41.79999923706055
2020-06-09,42.0
2019-02-15,41.83000183105469
2019-01-14,42.150001525878906
2018-07-06,42.400001525878906
2018-08-07,42.25
2018-10-10,42.290000915527344
2018-12-13,42.0
2019-08-26,41.900001525878906
2019-07-25,41.970001220703125
2019-05-22,42.380001068115234
2019-03-19,42.65999984741211
2020-01-06,42.5099983215332
2020-03-25,42.220001220703125
2020-06-12,42.689998626708984
2019-10-22,42.63999938964844
2020-01-09,42.54999923706055
2020-06-15,42.150001525878906
2019-10-25,42.34000015258789
2020-03-31,42.15999984741211
2020-06-18,42.119998931884766
2019-04-03,41.93000030517578
2018-08-22,42.880001068115234
2018-10-25,42.93000030517578
2019-01-29,43.29999923706055
2018-12-28,43.36000061035156
2018-11-26,43.20000076293945
2019-08-09,42.599998474121094
2019-07-08,43.02000045776367
2019-06-06,42.310001373291016
2019-09-10,42.900001525878906
2020-01-15,42.470001220703125
2020-04-03,42.290000915527344
2019-10-31,42.290000915527344
2020-04-06,42.459999084472656
2020-06-24,42.81999969482422
2018-11-09,43.220001220703125
2019-07-23,42.72999954223633
2019-06-21,42.2599983215332
2019-05-20,42.29999923706055
2019-04-18,42.650001525878906
2018-09-06,42.91999816894531
2018-10-08,43.06999969482422
2019-02-13,42.849998474121094
2018-12-11,43.33000183105469
2019-09-25,43.290000915527344
2020-01-21,43.40999984741211
2020-04-09,43.439998626708984
2019-11-06,43.099998474121094
2020-01-24,43.0099983215332
2020-01-27,42.720001220703125
2020-04-15,42.70000076293945
2018-12-26,42.779998779296875
2019-08-07,42.5099983215332
2019-06-04,41.54999923706055
2018-09-21,41.72999954223633
2018-07-19,43.40999984741211
2018-08-20,44.439998626708984
2018-10-23,43.90999984741211
2019-05-03,43.56999969482422
2019-04-01,42.75
2019-02-28,42.880001068115234
2019-11-12,42.810001373291016
2020-01-30,42.099998474121094
2019-11-15,42.380001068115234
2020-04-21,41.93000030517578
2019-04-16,40.7599983215332
2019-03-15,40.7599983215332
2019-02-11,41.06999969482422
2019-01-10,40.970001220703125
2019-08-22,40.52000045776367
