Dates,ADM
2020-01-24,2318200.0
2020-01-27,2508100.0
2020-04-15,3180800.0
2018-12-26,2275000.0
2019-08-07,5070600.0
2019-06-04,6032900.0
2018-09-21,6932500.0
2018-07-19,7347800.0
2018-08-20,5399300.0
2018-10-23,4427600.0
2019-05-03,3140200.0
2019-04-01,3176600.0
2019-02-28,4358500.0
2019-11-12,3898400.0
2020-01-30,2454100.0
2019-11-15,3810900.0
2020-04-21,4759600.0
2019-04-16,3729500.0
2019-03-15,3488400.0
2019-02-11,5260900.0
2019-01-10,3715800.0
2019-08-22,3325000.0
2018-11-07,4585200.0
2018-08-03,3150000.0
2018-09-04,4557300.0
2019-06-19,3369000.0
2019-09-23,6942900.0
2019-11-18,3969700.0
2020-02-05,2936700.0
2020-04-24,5283900.0
2019-03-29,3953400.0
2019-11-21,2965400.0
2020-04-27,2848200.0
2020-02-11,2719000.0
2020-04-30,2398200.0
2019-05-01,2779900.0
2019-02-26,2239900.0
2019-01-25,3548500.0
2018-12-24,3574000.0
2019-09-06,2558000.0
2018-07-17,4088200.0
2018-09-19,3242800.0
2019-08-05,3661400.0
2019-10-08,4041000.0
2019-12-11,6337500.0
2019-11-27,3218400.0
2020-02-14,3108200.0
2020-05-06,3818100.0
2019-01-08,3532600.0
2018-12-07,4663200.0
2019-08-20,5466500.0
2018-11-05,2689700.0
2019-07-19,1417100.0
2018-10-04,1741700.0
2019-06-17,2621900.0
2019-05-16,4615500.0
2018-08-01,3653800.0
2019-03-13,3787800.0
2019-12-03,2837200.0
2020-02-20,3214500.0
2019-12-06,3732500.0
2020-05-12,2675600.0
2019-12-09,3756900.0
2020-02-26,3390600.0
2020-05-15,3146600.0
2019-03-28,2921700.0
2018-09-17,2813500.0
2018-08-16,2422900.0
2018-10-19,2080100.0
2019-04-29,2430600.0
2019-01-23,2718200.0
2019-09-04,8111900.0
2018-11-20,7037200.0
2019-07-02,7796600.0
2019-05-31,9265700.0
2019-12-12,6826100.0
2020-05-18,5799800.0
2019-09-27,3918800.0
2020-03-03,3689300.0
2020-05-21,3536200.0
2019-05-14,3850300.0
2018-08-31,4239300.0
2018-07-30,2992800.0
2018-10-02,3760200.0
2019-04-12,2549400.0
2019-03-11,2891000.0
2019-02-07,3501300.0
2019-07-17,2520400.0
2019-09-19,7189200.0
2019-10-21,5031000.0
2019-12-18,4437200.0
2020-03-06,2543600.0
2019-10-03,2020700.0
2020-03-09,2995100.0
2020-05-27,2858800.0
2019-12-24,1575300.0
2020-03-12,2430400.0
2018-12-20,1893000.0
2019-08-01,2607700.0
2018-08-14,3008700.0
2018-07-13,2482900.0
2018-10-17,3475500.0
2019-05-29,3676300.0
2019-03-26,2652900.0
2019-02-22,4254100.0
2019-10-04,2689300.0
2019-11-05,2469300.0
2019-12-27,4553100.0
2020-06-02,2855500.0
2019-12-30,4054300.0
2020-03-18,2572400.0
2020-06-05,1807300.0
2019-07-15,1842100.0
2018-12-03,2257200.0
2019-06-13,3033800.0
2019-01-04,2735500.0
2018-08-29,2650200.0
2019-02-05,1961700.0
2018-11-01,2910900.0
2019-08-16,4073900.0
2019-04-10,2879200.0
2019-09-17,2974900.0
2019-10-15,2709600.0
2020-01-02,1745900.0
2020-06-08,1837800.0
2019-10-18,2529000.0
2020-03-24,2377700.0
2020-06-11,3559900.0
2020-01-08,2386700.0
2019-04-25,1619800.0
2019-07-30,1592800.0
2019-02-20,1789000.0
2018-07-11,1944400.0
2018-09-13,2295000.0
2018-10-15,2508600.0
2019-06-28,3236700.0
2018-12-18,5368500.0
2018-11-16,3513300.0
2019-10-02,3542700.0
2020-03-27,2491500.0
2020-01-10,1953200.0
2019-10-24,2639100.0
2020-03-30,2542200.0
2020-06-17,3094100.0
2020-01-14,2613200.0
2020-04-02,1938000.0
2019-01-02,2464700.0
2019-08-14,7416200.0
2018-10-30,3123200.0
2019-06-11,2945200.0
2019-05-10,3013300.0
2019-04-08,3050400.0
2018-08-27,1859100.0
2018-07-26,1773600.0
2018-09-28,2295300.0
2019-03-07,1993400.0
2019-10-30,1395700.0
2020-01-17,3499200.0
2020-06-23,2422900.0
2020-04-08,2645600.0
2020-06-26,1836800.0
2019-03-22,3676900.0
2019-01-17,2592600.0
2019-08-29,2601900.0
2018-11-14,1999400.0
2019-06-26,3332000.0
2018-09-11,3856000.0
2018-07-09,5367000.0
2018-08-10,3205000.0
2019-04-23,4433900.0
2019-09-30,3144200.0
2020-01-23,6373000.0
2019-11-08,1866600.0
2020-04-14,708300.0
2019-11-11,985100.0
2020-01-29,1355000.0
2020-04-17,1375600.0
2018-07-24,1787200.0
2018-09-26,3081000.0
2019-05-08,2259500.0
2019-03-05,2831700.0
2019-02-01,2265200.0
2018-12-31,3346400.0
2018-11-29,4080200.0
2019-08-12,2311400.0
2019-07-11,3167800.0
2019-09-13,4798500.0
2019-11-14,2586700.0
2020-04-20,2585000.0
2020-02-04,2741700.0
2020-04-23,2663400.0
2018-12-14,2101400.0
2019-08-27,1459900.0
2018-08-08,2169300.0
2018-10-11,2718500.0
2018-11-12,2219100.0
2019-07-26,2799500.0
2019-06-24,5958800.0
2019-05-23,8398100.0
2019-03-20,3939400.0
2019-01-15,2567400.0
2019-11-20,3038600.0
2020-02-07,2387300.0
2020-02-10,2289400.0
2020-04-29,1695300.0
2019-11-26,2200100.0
2020-02-13,2281000.0
2019-01-30,2317400.0
2018-08-23,2513200.0
2018-09-24,2512100.0
2018-11-27,2257000.0
2018-10-26,1951000.0
2019-07-09,2645800.0
2019-06-07,3011000.0
2019-05-06,3364800.0
2019-04-04,5251700.0
2019-09-11,4476100.0
2019-11-29,8056800.0
2020-05-05,4829300.0
2019-12-02,4886600.0
2020-02-19,2971300.0
2020-05-08,2848400.0
2019-05-21,4051200.0
2019-03-18,6747000.0
2018-09-07,7447300.0
2018-08-06,4993300.0
2018-10-09,7272700.0
2019-02-14,6236600.0
2018-12-12,5685000.0
2019-07-24,4465100.0
2019-09-26,4471500.0
2019-10-28,3483900.0
2019-12-05,5009900.0
2020-05-11,4870400.0
2019-07-03,5301800.0
2020-02-25,3921500.0
2020-05-14,3556900.0
2020-02-28,3277700.0
2019-08-08,3215300.0
2019-06-05,3882200.0
2018-07-20,3496900.0
2018-08-21,3022600.0
2018-10-24,2582000.0
2019-04-02,5224600.0
2019-03-01,3180800.0
2019-01-28,2560500.0
2018-12-27,4278700.0
2019-09-09,3178500.0
2020-03-02,3445500.0
2020-05-20,2691000.0
2019-12-17,2736900.0
2020-03-05,3870200.0
2019-02-12,2588400.0
2019-01-11,2906600.0
2018-12-10,3132800.0
2019-08-23,2417400.0
2018-11-08,2244700.0
2019-07-22,1906500.0
2019-06-20,2657800.0
2018-09-05,3875400.0
2019-04-17,4571000.0
2019-09-24,2772900.0
2019-12-20,2530500.0
2020-05-26,2623400.0
2019-04-30,2934400.0
2019-12-23,2964600.0
2020-03-11,2890500.0
2020-05-29,2588600.0
2019-12-26,2321900.0
2020-06-01,2888800.0
2019-05-02,2448700.0
2019-02-27,6204700.0
2018-11-23,2599800.0
2019-08-06,1980700.0
2018-07-18,1955300.0
2018-09-20,1817300.0
2018-10-22,1745700.0
2019-07-05,2720900.0
2019-06-03,4187100.0
2019-10-09,4333100.0
2019-10-11,3755800.0
2020-03-17,2563100.0
2020-06-04,2902300.0
2019-10-14,2280500.0
2020-03-20,2463500.0
2018-11-06,3539700.0
2019-06-18,4290500.0
2019-05-17,3929400.0
2019-04-15,4093400.0
2019-03-14,3486800.0
2019-01-09,3304600.0
2018-08-02,2955000.0
2018-10-05,2780800.0
2019-08-21,2347200.0
2019-10-17,2139600.0
2020-03-23,5032300.0
2020-06-10,1551400.0
2019-02-25,2217200.0
2020-01-07,3655800.0
2020-03-26,2568900.0
2019-10-23,4166900.0
