Dates,GBPUSD=X
2018-06-19,1.3149935007095337
2018-06-20,1.3103240728378296
2018-06-25,1.324643611907959
2018-06-24,1.3222790956497192
2018-06-21,1.3213530778884888
2018-06-26,1.3127838373184204
2018-06-27,1.305193305015564
2018-06-28,1.3070528507232666
2018-07-01,1.3096375465393066
2018-07-02,1.311785101890564
2018-07-03,1.3172626495361328
2018-07-16,1.3206201791763306
2018-09-18,1.3204632997512817
2019-01-24,1.321038842201233
2018-11-21,1.3227163553237915
2019-08-04,1.3231364488601685
2020-01-13,1.3182177543640137
2020-04-01,1.3103584051132202
2019-10-29,1.3224014043807983
2020-01-16,1.3146305084228516
2020-06-22,1.3012362718582153
2018-07-31,1.2959076166152954
2018-10-03,1.2997984886169434
2019-03-12,1.3099292516708374
2019-02-08,1.3073604106903076
2019-01-07,1.3134218454360962
2018-12-06,1.3115614652633667
2019-08-19,1.3083524703979492
2019-07-18,1.3099122047424316
2019-06-16,1.3095347881317139
2019-05-15,1.3097577095031738
2019-11-01,1.3018969297409058
2020-04-07,1.2976226806640625
2020-06-25,1.292073130607605
2020-06-16,1.2938284873962402
2019-11-04,1.2855453491210938
2020-01-22,1.2843565940856934
2020-06-28,1.2726045846939087
2019-11-07,1.2733014822006226
2020-04-13,1.2735122442245483
2019-07-01,1.2663357257843018
2019-05-30,1.2689388990402222
2018-08-15,1.2700024843215942
2018-09-16,1.27304208278656
2018-10-18,1.2800164222717285
2019-04-28,1.287166953086853
2019-03-27,1.2817555665969849
2019-01-22,1.2800819873809814
2018-12-21,1.2830052375793457
2018-11-19,1.2862894535064697
2020-01-28,1.2846205234527588
2020-04-16,1.2990050315856934
2019-11-13,1.2961763143539429
2020-01-31,1.2856279611587524
2020-04-19,1.2813942432403564
2018-12-04,1.2793285846710205
2018-11-02,1.289723515510559
2019-07-16,1.2918561697006226
2018-08-30,1.289823293685913
2018-07-29,1.2976733446121216
2018-10-01,1.298414707183838
2019-05-13,1.3027619123458862
2019-04-11,1.3073604106903076
2019-02-06,1.3070186376571655
2019-09-18,1.3120776414871216
2020-02-03,1.3120431900024414
2020-04-22,1.3140085935592651
2019-11-19,1.305841088294983
2020-02-06,1.3064552545547485
2019-11-22,1.3097233772277832
2019-03-25,1.3141123056411743
2019-02-21,1.309706211090088
2018-12-19,1.3002548217773438
2018-07-12,1.3014055490493774
2018-08-13,1.2944146394729614
2018-10-16,1.2964619398117065
2019-07-31,1.2924572229385376
2019-05-28,1.3005592823028564
2019-09-01,1.3030165433883667
2019-10-03,1.3035430908203125
2020-04-28,1.3137842416763306
2019-11-25,1.3184958696365356
2020-02-12,1.3152357339859009
2019-09-10,1.3102554082870483
2019-11-28,1.3142677545547485
2020-05-04,1.310186743736267
2019-06-12,1.3058068752288818
2019-04-09,1.301337718963623
2019-03-08,1.296125888824463
2019-02-04,1.2939958572387695
2018-08-28,1.2890751361846924
2019-01-03,1.2812135219573975
