Dates,GBPUSD=X
2018-06-19,1.317401647567749
2018-06-20,1.3172974586486816
2018-06-25,1.3248542547225952
2018-06-24,1.326277494430542
2018-06-21,1.3278625011444092
2018-06-26,1.3220168352127075
2018-06-27,1.3119571208953857
2018-06-28,1.3077536821365356
2018-07-01,1.3208295106887817
2018-07-02,1.314077615737915
2018-07-03,1.3194352388381958
2018-07-16,1.3229262828826904
2018-09-18,1.3222966194152832
2019-01-24,1.3294336795806885
2018-11-21,1.325556755065918
2019-08-04,1.3259961605072021
2020-01-13,1.3206899166107178
2020-04-01,1.3178355693817139
2019-10-29,1.3229262828826904
2020-01-16,1.3236267566680908
2020-06-22,1.3109424114227295
2018-07-31,1.3078221082687378
2018-10-03,1.3022528886795044
2019-03-12,1.3148725032806396
2019-02-08,1.3104442358016968
2019-01-07,1.3152703046798706
2018-12-06,1.3199751377105713
2019-08-19,1.3109767436981201
2019-07-18,1.311131477355957
2019-06-16,1.3136461973190308
2019-05-15,1.3118367195129395
2019-11-01,1.3125253915786743
2020-04-07,1.301574945449829
2020-06-25,1.300153374671936
2020-06-16,1.294247031211853
2019-11-04,1.2946659326553345
2020-01-22,1.2879958152770996
2020-06-28,1.2830052375793457
2019-11-07,1.2758845090866089
2020-04-13,1.2758845090866089
2019-07-01,1.2719409465789795
2019-05-30,1.2696800231933594
2018-08-15,1.2712780237197876
2018-09-16,1.2745997905731201
2018-10-18,1.2802785634994507
2019-04-28,1.2907222509384155
2019-03-27,1.2905724048614502
2019-01-22,1.281049370765686
2018-12-21,1.2856941223144531
2018-11-19,1.2894740104675293
2020-01-28,1.287166953086853
2020-04-16,1.3036110401153564
2019-11-13,1.301168441772461
2020-01-31,1.2922067642211914
2020-04-19,1.2867859601974487
2018-12-04,1.2859420776367188
2018-11-02,1.2914056777954102
2019-07-16,1.2928247451782227
2018-08-30,1.292808175086975
2018-07-29,1.3027958869934082
2018-10-01,1.3017443418502808
2019-05-13,1.30451238155365
2019-04-11,1.3110626935958862
2019-02-06,1.3071041107177734
2019-09-18,1.3146650791168213
2020-02-03,1.3166556358337402
2020-04-22,1.3140604496002197
2019-11-19,1.3271400928497314
2020-02-06,1.3080958127975464
2019-11-22,1.3117163181304932
2019-03-25,1.3180439472198486
2019-02-21,1.3169677257537842
2018-12-19,1.3077707290649414
2018-07-12,1.3039510250091553
2018-08-13,1.3043931722640991
2018-10-16,1.2979763746261597
2019-07-31,1.2941633462905884
2019-05-28,1.3022021055221558
2019-09-01,1.3126115798950195
2019-10-03,1.309311866760254
2020-04-28,1.3155817985534668
2019-11-25,1.3204805850982666
2020-02-12,1.3231538534164429
2019-09-10,1.3102554082870483
2019-11-28,1.315477967262268
2020-05-04,1.3188087940216064
2019-06-12,1.3101695775985718
2019-04-09,1.3020155429840088
2019-03-08,1.3068478107452393
2019-02-04,1.2965123653411865
2018-08-28,1.2981280088424683
2019-01-03,1.288560152053833
2019-08-15,1.282265067100525
2018-10-31,1.2831040620803833
2019-07-14,1.2801802158355713
2019-09-16,1.2706480026245117
2020-02-18,1.2765523195266724
2020-05-07,1.299933671951294
2019-12-04,1.3005592823028564
2020-02-21,1.3059945106506348
2020-05-10,1.311492681503296
2018-12-17,1.312732219696045
2018-11-15,1.306643009185791
2019-07-29,1.2938451766967773
2019-06-27,1.2855453491210938
2019-05-26,1.301761269569397
2019-04-24,1.2985326051712036
2018-07-10,1.276617407798767
2018-09-12,1.2855123281478882
2018-10-14,1.2856941223144531
2019-02-19,1.2787723541259766
2020-02-24,1.2776614427566528
2020-05-13,1.287581205368042
2019-12-10,1.2819033861160278
2020-02-27,1.2812299728393555
2019-09-25,1.274209976196289
2019-12-13,1.2822978496551514
2020-05-19,1.2784126996994019
2019-03-06,1.275022268295288
2019-01-01,1.2729123830795288
2018-11-30,1.2719732522964478
2019-08-13,1.272718071937561
2018-10-29,1.2780859470367432
2019-06-10,1.2720379829406738
2019-05-09,1.2559658288955688
2018-08-26,1.249437689781189
2018-07-25,1.262482762336731
2018-09-27,1.265390396118164
2019-12-16,1.2586215734481812
2020-03-04,1.2615430355072021
2019-10-01,1.2654544115066528
2019-12-19,1.2625147104263306
2020-05-25,1.266993522644043
2018-11-22,1.265006184577942
2018-07-08,1.2712942361831665
2018-09-10,1.2689388990402222
2018-08-09,1.2648460865020752
2019-04-22,1.264606237411499
2019-03-21,1.2689228057861328
2019-01-16,1.275022268295288
2018-11-13,1.2752337455749512
2019-06-25,1.251877784729004
2019-08-28,1.2628973722457886
2019-09-29,1.2732852697372437
2020-03-10,1.2786905765533447
2020-05-28,1.2738852500915527
2019-10-07,1.2799508571624756
2019-12-25,1.275835633277893
2020-03-13,1.2849836349487305
2020-05-31,1.2876144647598267
2020-03-16,1.287282943725586
2020-06-03,1.2884771823883057
2018-11-28,1.298296570777893
2019-08-11,1.2853471040725708
2018-09-25,1.2892745733261108
2018-07-23,1.2956725358963013
2019-07-10,1.3083182573318481
2019-05-07,1.3112174272537231
2019-03-04,1.3207770586013794
2019-01-31,1.3159972429275513
2019-09-12,1.3080615997314453
2019-10-14,1.311681866645813
2019-12-31,1.3109252452850342
2020-03-19,1.3078563213348389
2019-10-16,1.3030844926834106
2020-01-03,1.2958402633666992
2020-06-09,1.2934435606002808
2019-02-15,1.29490065574646
2019-01-14,1.293727993965149
2018-08-07,1.2864713668823242
2018-10-10,1.28909170627594
2018-12-13,1.2856775522232056
2019-07-25,1.2799180746078491
2019-06-23,1.2903226613998413
2019-05-22,1.2922735214233398
2019-03-19,1.306165099143982
2019-08-26,1.3043931722640991
2020-01-06,1.3040870428085327
2020-03-25,1.3064382076263428
2019-10-22,1.312663197517395
2020-01-09,1.3261016607284546
2020-06-15,1.331611156463623
2020-03-31,1.3264886140823364
2020-06-18,1.323784351348877
2019-05-05,1.3178702592849731
2019-04-03,1.3156163692474365
2018-08-22,1.3180092573165894
2018-09-23,1.3092432022094727
2019-01-29,1.298414707183838
2018-12-28,1.324591040611267
2018-11-26,1.3064721822738647
2018-10-25,1.3284269571304321
2019-07-08,1.3257324695587158
2019-06-06,1.3297518491744995
