Dates,GBPUSD=X
2018-06-19,1.317332148551941
2018-06-20,1.3175230026245117
2018-06-25,1.3247840404510498
2018-06-24,1.3262423276901245
2018-06-21,1.3278449773788452
2018-06-26,1.3221042156219482
2018-06-27,1.3120431900024414
2018-06-28,1.3075141906738281
2018-07-01,1.3207770586013794
2018-07-02,1.314405918121338
2018-07-03,1.3194352388381958
2018-07-16,1.3229262828826904
2018-09-18,1.3225764036178589
2019-01-24,1.329787254333496
2018-11-21,1.325556755065918
2019-08-04,1.3257324695587158
2020-01-13,1.3210039138793945
2020-04-01,1.3180439472198486
2019-10-29,1.3227688074111938
2020-01-16,1.3236442804336548
2020-06-22,1.3106160163879395
2018-07-31,1.3078221082687378
2018-10-03,1.3023037910461426
2019-03-12,1.3147169351577759
2019-02-08,1.3102725744247437
2019-01-07,1.3152183294296265
2018-12-06,1.3199577331542969
2019-08-19,1.3108737468719482
2019-07-18,1.3111830949783325
2019-06-16,1.3135426044464111
2019-05-15,1.3121638298034668
2019-11-01,1.3126115798950195
2020-04-07,1.3018121719360352
2020-06-25,1.3003562688827515
2020-06-16,1.2944984436035156
2019-11-04,1.2946659326553345
2020-01-22,1.2881617546081543
2020-06-28,1.2828407287597656
2019-11-07,1.2758845090866089
2020-04-13,1.2762752771377563
2019-07-01,1.271779179573059
2019-05-30,1.2693899869918823
2018-08-15,1.2714558839797974
2018-09-16,1.2747135162353516
2018-10-18,1.2804261445999146
2019-04-28,1.290555715560913
2019-03-27,1.2904725074768066
2019-01-22,1.281065821647644
2018-12-21,1.2860909700393677
2018-11-19,1.2896735668182373
2020-01-28,1.2867693901062012
2020-04-16,1.3035939931869507
2019-11-13,1.301100730895996
2020-01-31,1.292306900024414
2020-04-19,1.2869019508361816
2018-12-04,1.2858428955078125
2018-11-02,1.2914891242980957
2019-07-16,1.2925406694412231
2018-08-30,1.2930254936218262
2018-07-29,1.302643060684204
2018-10-01,1.3015578985214233
2019-05-13,1.3045463562011719
2019-04-11,1.311131477355957
2019-02-06,1.307326316833496
2019-09-18,1.3146305084228516
2020-02-03,1.3168463706970215
2020-04-22,1.3141123056411743
2019-11-19,1.327087163925171
2020-02-06,1.30804443359375
2019-11-22,1.311733365058899
2019-03-25,1.3179919719696045
2019-02-21,1.3172800540924072
2018-12-19,1.3078734874725342
2018-07-12,1.3039000034332275
2018-08-13,1.3043591976165771
2018-10-16,1.2981956005096436
2019-07-31,1.294062852859497
2019-05-28,1.3024225234985352
2019-09-01,1.31271493434906
2019-10-03,1.309311866760254
2020-04-28,1.3157029151916504
2019-11-25,1.3206725120544434
2020-02-12,1.3234164714813232
2019-09-10,1.3103927373886108
2019-11-28,1.315477967262268
2020-05-04,1.318721890449524
2019-06-12,1.3104442358016968
2019-04-09,1.3024225234985352
2019-03-08,1.3065404891967773
2019-02-04,1.2965964078903198
2018-08-28,1.2981280088424683
2019-01-03,1.2888258695602417
2019-08-15,1.2824623584747314
2018-10-31,1.2831040620803833
2019-07-14,1.2802459001541138
2019-09-16,1.2708903551101685
2020-02-18,1.276943564414978
2020-05-07,1.3003731966018677
2019-12-04,1.3005592823028564
2020-02-21,1.3058068752288818
2020-05-10,1.3112518787384033
2018-12-17,1.3128528594970703
2018-11-15,1.3066771030426025
2019-07-29,1.2938451766967773
2019-06-27,1.2857933044433594
2019-05-26,1.3014055490493774
2019-04-24,1.2986170053482056
2018-07-10,1.276650071144104
2018-09-12,1.2833181619644165
2018-10-14,1.2859750986099243
2019-02-19,1.2789195775985718
2020-02-24,1.277726650238037
2020-05-13,1.287597894668579
2019-12-10,1.2812299728393555
2020-02-27,1.2812299728393555
2019-09-25,1.2743724584579468
2019-12-13,1.2824130058288574
2020-05-19,1.2784454822540283
2019-03-06,1.2753475904464722
2019-01-01,1.2725884914398193
2018-11-30,1.2720541954040527
2019-08-13,1.2727665901184082
2018-10-29,1.2778573036193848
2019-06-10,1.2721028327941895
2019-05-09,1.2561235427856445
2018-08-26,1.2492972612380981
2018-07-25,1.2628655433654785
2018-09-27,1.2655024528503418
2019-12-16,1.2585581541061401
2020-03-04,1.2615749835968018
2019-10-01,1.2655024528503418
2019-12-19,1.262785792350769
2020-05-25,1.2669775485992432
2018-11-22,1.2648941278457642
2018-07-08,1.2710840702056885
2018-09-10,1.2688745260238647
2018-08-09,1.2648781538009644
2019-04-22,1.2646220922470093
2019-03-21,1.269357681274414
2019-01-16,1.2738043069839478
2018-11-13,1.2754288911819458
2019-06-25,1.2521913051605225
2019-08-28,1.2628813982009888
2019-09-29,1.2734960317611694
2020-03-10,1.278608798980713
2020-05-28,1.2737879753112793
2019-10-07,1.279967188835144
2019-12-25,1.2753963470458984
2020-03-13,1.2849836349487305
2020-05-31,1.2874983549118042
2020-03-16,1.2872166633605957
2020-06-03,1.2885768413543701
2018-11-28,1.2983977794647217
2019-08-11,1.2853471040725708
2018-09-25,1.2891747951507568
2018-07-23,1.2957731485366821
2019-07-10,1.308215618133545
2019-05-07,1.3121638298034668
2019-03-04,1.3208470344543457
2019-01-31,1.3160146474838257
2019-09-12,1.30804443359375
2019-10-14,1.3117163181304932
2019-12-31,1.3109424114227295
2020-03-19,1.3077365159988403
2019-10-16,1.3031013011932373
2020-01-03,1.2957228422164917
2020-06-09,1.2934435606002808
2019-02-15,1.2949174642562866
2019-01-14,1.293677806854248
2018-08-07,1.2864052057266235
2018-10-10,1.2892080545425415
2018-12-13,1.2856775522232056
2019-07-25,1.2798361778259277
2019-06-23,1.290555715560913
2019-05-22,1.2924071550369263
2019-03-19,1.3061310052871704
2019-08-26,1.30451238155365
2020-01-06,1.3041380643844604
2020-03-25,1.306557536125183
2019-10-22,1.31271493434906
2020-01-09,1.3258028030395508
2020-06-15,1.3318239450454712
2020-03-31,1.3264886140823364
2020-06-18,1.3239772319793701
2019-05-05,1.3178529739379883
2019-04-03,1.3156682252883911
2018-08-22,1.3182177543640137
2018-09-23,1.3092432022094727
2019-01-29,1.2988362312316895
2018-12-28,1.3248542547225952
2018-11-26,1.3066771030426025
2018-10-25,1.3285682201385498
2019-07-08,1.3258554935455322
2019-06-06,1.329716444015503
2019-10-28,1.326435923576355
2020-01-15,1.3271400928497314
2020-03-29,1.320533037185669
2020-06-21,1.313232183456421
2019-10-31,1.3206549882888794
2020-04-06,1.3215277194976807
2020-06-24,1.321143627166748
2018-11-09,1.3152703046798706
2019-07-23,1.30565345287323
2019-05-20,1.3022867441177368
2019-04-18,1.3068991899490356
2018-07-04,1.312766671180725
2018-09-06,1.3176966905593872
2018-08-05,1.3077024221420288
2018-10-08,1.3038150072097778
2019-02-13,1.306335687637329
2018-12-11,1.305721640586853
2020-01-21,1.3099292516708374
2020-04-09,1.3056023120880127
2019-11-06,1.3083868026733398
2020-01-24,1.3102725744247437
2020-04-12,1.3046314716339111
2020-01-27,1.3039339780807495
2020-04-15,1.2994438409805298
2018-12-26,1.299376368522644
2019-08-07,1.2981449365615845
2019-06-04,1.2938116788864136
2018-07-19,1.2904890775680542
2018-08-20,1.289607048034668
2018-10-23,1.2920230627059937
2019-04-01,1.2932428121566772
2019-02-28,1.3039849996566772
2019-09-08,1.3053126335144043
2019-10-10,1.3033220767974854
2019-11-12,1.3150626420974731
2020-01-30,1.3099292516708374
2019-11-15,1.3068820238113403
2020-04-21,1.3012022972106934
2019-04-16,1.3009653091430664
2019-03-15,1.3010668754577637
2019-02-11,1.2963106632232666
2019-01-10,1.2906556129455566
2019-08-22,1.2847524881362915
2018-11-07,1.2797706127166748
2019-07-21,1.2731555700302124
2018-09-04,1.2729123830795288
2019-06-19,1.2664159536361694
2019-09-23,1.2664639949798584
2019-11-18,1.2724751234054565
2020-02-05,1.2682307958602905
2019-03-29,1.2659670114517212
2019-09-03,1.2629451751708984
2019-11-21,1.2609704732894897
2020-04-27,1.2639508247375488
2020-02-11,1.2664159536361694
2020-04-30,1.2702767848968506
2019-07-04,1.2688584327697754
2019-08-05,1.269841194152832
2019-06-02,1.2722970247268677
2019-05-01,1.2691160440444946
2019-02-26,1.2724426984786987
2019-01-25,1.2693415880203247
2018-12-24,1.268005609512329
2018-07-17,1.2596044540405273
2018-09-19,1.2541544437408447
2018-10-21,1.2566603422164917
2019-11-27,1.2656625509262085
2020-02-14,1.2707933187484741
2020-05-03,1.2750873565673828
2019-01-18,1.2739664316177368
2019-04-07,1.2690677642822266
2020-02-17,1.269841194152832
2020-05-06,1.267748475074768
2019-01-08,1.2694543600082397
2018-12-07,1.2644623517990112
2019-08-20,1.25982666015625
2018-11-05,1.2582731246948242
2018-10-04,1.2583048343658447
2019-06-17,1.2525520324707031
2018-09-02,1.2516427040100098
2019-05-16,1.2458575963974
2018-08-01,1.2508130073547363
2019-04-14,1.2523481845855713
2019-12-03,1.2571974992752075
2020-02-20,1.251799464225769
2019-12-06,1.2412029504776
2020-05-12,1.2434717416763306
2019-12-09,1.2541857957839966
2020-02-26,1.2512825727462769
2019-03-28,1.2474894523620605
2018-09-17,1.243904948234558
2018-07-15,1.2485953569412231
2018-08-16,1.2453454732894897
2019-04-29,1.2376697063446045
2019-01-23,1.2217471599578857
2018-11-20,1.2161602973937988
2019-07-02,1.215376853942871
2019-09-04,1.2124298810958862
2019-10-06,1.215214490890503
2019-09-24,1.2158203125
2019-12-12,1.2169743776321411
2020-05-18,1.2143291234970093
2020-03-03,1.2143733501434326
2020-05-21,1.2021976709365845
2019-05-14,1.207875370979309
2018-07-30,1.2064181566238403
2018-10-02,1.2060399055480957
2019-03-11,1.209160566329956
2019-02-07,1.2161011695861816
2018-12-05,1.2131506204605103
2019-08-18,1.2162343263626099
2019-07-17,1.213224172592163
2019-09-19,1.2251899242401123
2019-09-30,1.2262415885925293
2019-12-18,1.222195029258728
2020-03-06,1.2283201217651367
2020-05-24,1.2218515872955322
2020-03-09,1.218650221824646
2020-05-27,1.21592378616333
2019-12-24,1.2066656351089478
2020-03-12,1.2090436220169067
2018-12-20,1.2248897552490234
2019-01-21,1.2323921918869019
2019-08-01,1.2283051013946533
2019-06-30,1.2345373630523682
2018-08-14,1.2354830503463745
2018-10-17,1.233471393585205
2019-05-29,1.2329391241073608
2019-03-26,1.2497344017028809
2019-02-22,1.2428536415100098
2019-09-02,1.2502655982971191
2019-10-09,1.247053861618042
2019-12-27,1.2525050640106201
2020-06-02,1.2471938133239746
2019-12-30,1.243456244468689
2020-03-18,1.2485953569412231
2019-07-15,1.2359564304351807
2018-12-03,1.2331976890563965
2019-06-13,1.2293167114257812
2019-01-04,1.2289994955062866
2018-09-30,1.2292261123657227
2018-08-29,1.230436086654663
2019-02-05,1.2342326641082764
2018-11-01,1.2334411144256592
2019-05-12,1.2288031578063965
2019-04-10,1.2219561338424683
2019-10-15,1.2212995290756226
2020-01-02,1.2433171272277832
2020-06-08,1.261899709701538
2020-03-24,1.2611771821975708
2020-06-11,1.2760635614395142
2019-10-21,1.2823801040649414
2020-01-08,1.286860466003418
2019-05-27,1.2900229692459106
2019-04-25,1.297168254852295
2019-07-30,1.2884771823883057
2019-02-20,1.2923235893249512
2018-08-12,1.2840267419815063
2018-07-11,1.283202886581421
2018-09-13,1.2857435941696167
2018-10-15,1.2866700887680054
2018-12-18,1.290172815322876
2018-11-16,1.2939623594284058
2020-03-27,1.2937614917755127
2020-06-14,1.2891582250595093
2020-01-10,1.288062334060669
2020-03-30,1.2856775522232056
2020-06-17,1.2779992818832397
2020-01-14,1.2796396017074585
2020-04-02,1.2858428955078125
2019-01-02,1.285214900970459
2019-08-14,1.2853800058364868
2018-10-30,1.2881784439086914
2019-06-11,1.2921231985092163
2019-04-08,1.2950851917266846
2018-08-27,1.2929502725601196
2018-07-26,1.2927078008651733
2019-03-07,1.2919896841049194
2019-09-15,1.2853471040725708
2019-10-17,1.289723515510559
2019-10-30,1.2860909700393677
2020-01-17,1.2929919958114624
2020-04-05,1.29128897190094
2020-06-23,1.29128897190094
2020-01-20,1.294062852859497
2020-04-08,1.2997816801071167
2019-03-13,1.311131477355957
2019-11-05,1.3158414363861084
2019-03-22,1.3139568567276
2019-02-18,1.314578652381897
2019-01-17,1.3131287097930908
2018-11-14,1.3200099468231201
2019-07-28,1.347527265548706
2019-06-26,1.335327386856079
2018-09-11,1.3272457122802734
2018-07-09,1.3122154474258423
2019-04-23,1.3087291717529297
2019-08-29,1.3017443418502808
2020-01-23,1.3005423545837402
2019-06-03,1.2944984436035156
2019-11-08,1.2934937477111816
2020-04-14,1.2973533868789673
2019-11-11,1.3002209663391113
2020-01-29,1.3091918230056763
2018-07-24,1.3113033771514893
2018-09-26,1.326259970664978
2019-06-09,1.3250298500061035
2019-05-08,1.3152703046798706
