Dates,WY
2018-06-20,36.91999816894531
2018-06-21,36.31999969482422
2018-06-25,35.90999984741211
2018-06-22,35.61000061035156
2018-06-26,35.45000076293945
2018-06-27,36.16999816894531
2018-06-28,35.68000030517578
2018-06-29,35.9900016784668
2018-07-02,36.25
2018-07-03,36.43000030517578
2018-07-05,36.63999938964844
2018-07-16,37.099998474121094
2018-09-18,37.29999923706055
2019-01-24,36.79999923706055
2019-09-05,36.84000015258789
2018-11-21,36.77000045776367
2020-01-13,36.5099983215332
2020-04-01,36.5
2020-06-19,36.400001525878906
2019-10-29,36.130001068115234
2020-01-16,35.189998626708984
2020-06-22,35.5
2018-10-03,34.84000015258789
2018-07-31,34.54999923706055
2019-03-12,34.66999816894531
2019-02-08,34.84000015258789
2019-01-07,34.95000076293945
2018-12-06,33.97999954223633
2019-08-19,34.29999923706055
2019-07-18,34.0
2019-05-15,34.06999969482422
2019-09-20,34.189998626708984
2019-11-01,33.93000030517578
2020-04-07,34.2599983215332
2020-06-25,34.290000915527344
2020-06-16,34.279998779296875
2019-11-04,34.34000015258789
2020-01-22,34.0
2019-11-07,33.9900016784668
2020-04-13,34.2400016784668
2019-07-01,34.58000183105469
2019-05-30,35.38999938964844
2018-08-15,35.72999954223633
2018-10-18,35.5099983215332
2019-03-27,35.2400016784668
2019-01-22,35.279998779296875
2018-12-21,34.56999969482422
2019-09-03,34.95000076293945
2018-11-19,35.27000045776367
2019-08-02,35.369998931884766
2020-01-28,35.08000183105469
2020-04-16,34.58000183105469
2019-11-13,34.79999923706055
2020-01-31,34.04999923706055
2018-12-04,34.47999954223633
2018-11-02,34.45000076293945
2019-07-16,34.209999084472656
2018-08-30,34.08000183105469
2018-10-01,34.22999954223633
2019-06-14,34.369998931884766
2019-05-13,34.349998474121094
2019-04-11,34.119998931884766
2019-02-06,34.0099983215332
2019-09-18,33.970001220703125
2020-02-03,33.63999938964844
2020-04-22,33.52000045776367
2019-11-19,32.97999954223633
2020-02-06,32.90999984741211
2019-11-22,32.790000915527344
2019-03-25,32.689998626708984
2019-02-21,32.88999938964844
2018-12-19,32.349998474121094
2018-07-12,31.809999465942383
2018-09-14,31.920000076293945
2018-08-13,30.739999771118164
2018-10-16,30.75
2019-07-31,30.31999969482422
2019-05-28,30.899999618530273
2019-04-26,30.270000457763672
2020-04-28,29.059999465942383
2019-11-25,28.65999984741211
2020-02-12,27.979999542236328
2020-05-01,28.1299991607666
2020-05-04,28.799999237060547
2019-06-12,28.1200008392334
2019-04-09,27.93000030517578
2019-03-08,28.549999237060547
2019-02-04,27.520000457763672
2018-07-27,28.260000228881836
2018-08-28,28.579999923706055
2019-01-03,27.770000457763672
2019-08-15,26.760000228881836
2018-10-31,26.59000015258789
2019-09-16,26.399999618530273
2020-02-18,26.68000030517578
2020-05-07,27.350000381469727
2018-08-17,27.549999237060547
2019-12-04,27.68000030517578
2020-02-21,27.309999465942383
2018-12-17,27.389999389648438
2019-08-30,27.15999984741211
2018-11-15,26.860000610351562
2019-07-29,26.989999771118164
2019-06-27,26.809999465942383
2019-04-24,26.579999923706055
2018-07-10,26.549999237060547
2018-09-12,27.139999389648438
2019-02-19,26.860000610351562
2019-01-18,26.610000610351562
2020-02-24,26.489999771118164
2020-05-13,26.559999465942383
2019-12-10,26.6299991607666
2020-02-27,26.670000076293945
2019-12-13,26.68000030517578
2020-05-19,26.700000762939453
2019-03-06,26.510000228881836
2018-11-30,26.469999313354492
2019-08-13,24.940000534057617
2019-07-12,26.579999923706055
2019-06-10,25.299999237060547
2019-05-09,25.920000076293945
2018-07-25,25.350000381469727
2018-09-27,24.75
2018-10-29,24.280000686645508
2019-10-16,24.06999969482422
2019-12-16,23.639999389648438
2020-03-04,23.559999465942383
2020-05-22,23.110000610351562
2019-10-01,22.270000457763672
2019-12-19,21.239999771118164
2018-09-10,21.209999084472656
2019-05-24,21.15999984741211
2018-08-09,21.639999389648438
2019-04-22,21.899999618530273
2019-03-21,21.100000381469727
2019-01-16,21.469999313354492
2019-08-28,22.510000228881836
2018-11-13,23.079999923706055
2018-10-12,23.579999923706055
2019-06-25,23.600000381469727
2020-03-10,23.719999313354492
2020-05-28,24.270000457763672
2019-10-07,24.100000381469727
2020-03-13,24.09000015258789
2019-10-10,24.049999237060547
2020-03-16,24.270000457763672
2020-06-03,24.670000076293945
2018-11-28,24.950000762939453
2018-09-25,24.639999389648438
2018-07-23,24.280000686645508
2018-08-24,25.309999465942383
2019-07-10,25.59000015258789
2019-05-07,25.790000915527344
2019-04-05,25.889999389648438
2019-03-04,26.149999618530273
2019-01-31,26.239999771118164
2019-09-12,26.520000457763672
2019-12-31,26.239999771118164
2020-03-19,26.389999389648438
2020-01-03,26.09000015258789
2020-06-09,25.780000686645508
2019-02-15,25.700000762939453
2019-01-14,25.489999771118164
2018-07-06,25.360000610351562
2018-08-07,25.3700008392334
2018-10-10,25.579999923706055
2018-12-13,25.479999542236328
2019-08-26,25.639999389648438
2019-07-25,25.81999969482422
2019-05-22,25.809999465942383
2019-03-19,26.170000076293945
2020-01-06,25.90999984741211
2020-03-25,25.5
2020-06-12,25.540000915527344
2019-10-22,25.010000228881836
2020-01-09,25.110000610351562
2020-06-15,24.899999618530273
2019-10-25,24.559999465942383
2020-03-31,24.670000076293945
2020-06-18,24.270000457763672
2019-04-03,25.25
2018-08-22,25.850000381469727
2018-10-25,25.799999237060547
2019-01-29,26.09000015258789
2018-12-28,25.649999618530273
2018-11-26,25.600000381469727
2019-08-09,25.739999771118164
2019-07-08,25.579999923706055
2019-06-06,25.290000915527344
2019-09-10,26.25
2020-01-15,25.799999237060547
2020-04-03,25.610000610351562
2019-10-31,25.5
2020-04-06,25.600000381469727
2020-06-24,26.719999313354492
2018-11-09,26.450000762939453
2019-07-23,26.520000457763672
2019-06-21,26.6200008392334
2019-05-20,26.729999542236328
2019-04-18,27.3799991607666
2018-09-06,27.31999969482422
2018-10-08,26.959999084472656
2019-02-13,26.59000015258789
2018-12-11,26.790000915527344
2019-09-25,27.100000381469727
2020-01-21,27.209999084472656
2020-04-09,27.149999618530273
2019-11-06,26.84000015258789
2020-01-24,26.360000610351562
2020-01-27,26.239999771118164
2020-04-15,25.600000381469727
2018-12-26,26.059999465942383
2019-08-07,26.280000686645508
2019-06-04,26.68000030517578
2018-09-21,27.190000534057617
2018-07-19,26.420000076293945
2018-08-20,26.860000610351562
2018-10-23,26.649999618530273
2019-05-03,26.549999237060547
2019-04-01,26.5
2019-02-28,26.3700008392334
2019-11-12,26.010000228881836
2020-01-30,25.5
2019-11-15,25.559999465942383
2020-04-21,25.190000534057617
2019-04-16,25.149999618530273
2019-03-15,24.809999465942383
2019-02-11,25.049999237060547
2019-01-10,24.799999237060547
2019-08-22,24.170000076293945
2018-11-07,23.549999237060547
2018-08-03,23.469999313354492
2018-09-04,22.8799991607666
2019-06-19,23.1200008392334
2019-09-23,23.09000015258789
2019-11-18,22.489999771118164
2020-02-05,22.540000915527344
2020-04-24,22.450000762939453
2019-03-29,22.81999969482422
2019-11-21,23.049999237060547
2020-04-27,23.579999923706055
2020-02-11,23.06999969482422
2020-04-30,23.200000762939453
2019-05-01,23.920000076293945
2019-02-26,24.350000381469727
2019-01-25,24.450000762939453
2018-12-24,25.049999237060547
2019-09-06,25.40999984741211
2018-07-17,25.68000030517578
2018-09-19,25.770000457763672
2019-08-05,26.010000228881836
2019-10-08,26.239999771118164
2019-12-11,26.540000915527344
2019-11-27,26.09000015258789
2020-02-14,25.709999084472656
2020-05-06,25.610000610351562
2019-01-08,25.59000015258789
2018-12-07,25.950000762939453
2019-08-20,26.5
2018-11-05,26.3700008392334
2019-07-19,26.700000762939453
2018-10-04,26.6200008392334
2019-06-17,26.549999237060547
2019-05-16,26.280000686645508
2018-08-01,26.5
2019-03-13,26.270000457763672
2019-12-03,25.780000686645508
2020-02-20,25.540000915527344
2019-12-06,25.469999313354492
2020-05-12,25.65999984741211
2019-12-09,25.260000228881836
2020-02-26,25.110000610351562
2020-05-15,25.149999618530273
2019-03-28,25.15999984741211
2018-09-17,25.329999923706055
2018-08-16,25.600000381469727
2018-10-19,25.450000762939453
2019-04-29,26.260000228881836
2019-01-23,25.6200008392334
2019-09-04,26.020000457763672
2018-11-20,25.350000381469727
2019-07-02,25.0
2019-05-31,24.6200008392334
2019-12-12,24.549999237060547
2020-05-18,24.110000610351562
2019-09-27,24.68000030517578
2020-03-03,25.040000915527344
2020-05-21,24.790000915527344
2019-05-14,24.700000762939453
2018-08-31,24.889999389648438
2018-07-30,24.520000457763672
2018-10-02,24.84000015258789
2019-04-12,25.329999923706055
2019-03-11,25.190000534057617
2019-02-07,25.260000228881836
2019-07-17,25.579999923706055
2019-09-19,25.540000915527344
2019-10-21,25.25
2019-12-18,25.639999389648438
2020-03-06,25.010000228881836
2019-10-03,25.850000381469727
2020-03-09,26.149999618530273
2020-05-27,26.190000534057617
2019-12-24,26.540000915527344
2020-03-12,26.479999542236328
2018-12-20,26.600000381469727
2019-08-01,26.709999084472656
