Dates,WY
2018-06-20,33.358192443847656
2018-06-21,32.771514892578125
2018-06-25,32.63401412963867
2018-06-22,32.41400909423828
2018-06-26,33.13819122314453
2018-06-27,32.66151809692383
2018-06-28,33.101524353027344
2018-06-29,33.422359466552734
2018-07-02,33.275691986083984
2018-07-03,33.523197174072266
2018-07-05,33.954044342041016
2018-07-16,34.164878845214844
2018-09-18,33.76154327392578
2019-01-24,33.91737747192383
2019-09-05,33.50486373901367
2018-11-21,33.422359466552734
2020-01-13,33.404029846191406
2020-04-01,33.2298583984375
2020-06-19,33.202362060546875
2019-10-29,32.285675048828125
2020-01-16,32.67985153198242
2020-06-22,31.974000930786133
2018-10-03,31.698999404907227
2018-07-31,31.671491622924805
2019-03-12,31.836498260498047
2019-02-08,32.00149917602539
2019-01-07,31.011484146118164
2018-12-06,31.277315139770508
2019-08-19,31.332319259643555
2019-07-18,31.23148536682129
2019-05-15,31.24065399169922
2019-09-20,31.139816284179688
2019-11-01,31.268152236938477
2020-04-07,31.40565299987793
2020-06-25,31.469823837280273
2020-06-16,31.570655822753906
2019-11-04,31.213151931762695
2020-01-22,31.09398078918457
2019-11-07,31.44232177734375
2020-04-13,31.625659942626953
2019-07-01,32.43234634399414
2019-05-30,32.67985153198242
2018-08-15,32.533180236816406
2018-10-18,32.31317138671875
2019-03-27,32.3590087890625
2019-01-22,31.698999404907227
2018-12-21,31.974000930786133
2019-09-03,32.3498420715332
2018-11-19,32.3681755065918
2019-08-02,32.239837646484375
2020-01-28,31.698999404907227
2020-04-16,31.81816291809082
2019-11-13,31.31399154663086
2020-01-31,31.51565933227539
2018-12-04,31.662324905395508
2018-11-02,31.222318649291992
2019-07-16,31.268152236938477
2018-08-30,31.258983612060547
2018-10-01,31.616493225097656
2019-06-14,31.82942771911621
2019-05-13,31.533170700073242
2019-04-11,31.449848175048828
2019-02-06,31.44058609008789
2019-09-18,31.144329071044922
2020-02-03,31.190616607666016
2020-04-22,30.561065673828125
2019-11-19,30.459228515625
2020-02-06,30.274065017700195
2019-11-22,30.292583465576172
2019-03-25,30.385164260864258
2019-02-21,29.875967025756836
2018-12-19,29.50564193725586
2018-07-12,29.60748291015625
2018-09-14,28.607601165771484
2018-08-13,28.450214385986328
2018-10-16,28.024341583251953
2019-07-31,28.56131362915039
2019-05-28,28.26505470275879
2019-04-26,26.94114112854004
2020-04-28,26.38565444946289
2019-11-25,25.99681282043457
2020-02-12,25.941265106201172
2020-05-01,26.589330673217773
2020-05-04,26.209747314453125
2019-06-12,25.793134689331055
2019-04-09,26.42268943786621
2019-03-08,25.561677932739258
2019-02-04,26.246784210205078
2018-07-27,26.367136001586914
2018-08-28,26.802270889282227
2019-01-03,24.524770736694336
2019-08-15,24.469223022460938
2018-10-31,24.284059524536133
2019-09-16,24.654382705688477
2020-02-18,25.200611114501953
2020-05-07,25.48761558532715
2018-08-17,25.570940017700195
2019-12-04,25.172840118408203
2020-02-21,25.469099044799805
2018-12-17,25.228389739990234
