Dates,WY
2018-06-20,36.2400016784668
2018-06-21,35.61000061035156
2018-06-25,35.45000076293945
2018-06-22,34.97999954223633
2018-06-26,35.38999938964844
2018-06-27,35.61000061035156
2018-06-28,35.45000076293945
2018-06-29,35.88999938964844
2018-07-02,35.84000015258789
2018-07-03,36.36000061035156
2018-07-05,36.45000076293945
2018-07-16,36.95000076293945
2018-09-18,36.779998779296875
2019-01-24,36.459999084472656
2019-09-05,36.529998779296875
2018-11-21,36.400001525878906
2020-01-13,36.36000061035156
2020-04-01,36.16999816894531
2020-06-19,36.09000015258789
2019-10-29,35.08000183105469
2020-01-16,35.099998474121094
2020-06-22,34.849998474121094
2018-10-03,34.4900016784668
2018-07-31,34.38999938964844
2019-03-12,34.380001068115234
2019-02-08,34.61000061035156
2019-01-07,33.810001373291016
2018-12-06,33.65999984741211
2019-08-19,34.099998474121094
2019-07-18,33.81999969482422
2019-05-15,33.97999954223633
2019-09-20,33.939998626708984
2019-11-01,33.93000030517578
2020-04-07,33.9900016784668
2020-06-25,34.02000045776367
2020-06-16,34.2599983215332
2019-11-04,34.029998779296875
2020-01-22,33.90999984741211
2019-11-07,33.9900016784668
2020-04-13,34.0
2019-07-01,34.41999816894531
2019-05-30,35.209999084472656
2018-08-15,35.36000061035156
2018-10-18,35.2400016784668
2019-03-27,35.13999938964844
2019-01-22,34.54999923706055
2018-12-21,34.4900016784668
2019-09-03,34.86000061035156
2018-11-19,34.959999084472656
2019-08-02,35.15999984741211
2020-01-28,34.470001220703125
2020-04-16,34.560001373291016
2019-11-13,34.0
2020-01-31,33.959999084472656
2018-12-04,34.369998931884766
2018-11-02,34.0
2019-07-16,34.08000183105469
2018-08-30,33.970001220703125
2018-10-01,34.099998474121094
2019-06-14,34.290000915527344
2019-05-13,33.9900016784668
2019-04-11,33.90999984741211
2019-02-06,33.90999984741211
2019-09-18,33.54999923706055
2020-02-03,33.29999923706055
2020-04-22,32.95000076293945
2019-11-19,32.779998779296875
2020-02-06,32.650001525878906
2019-11-22,32.68000030517578
2019-03-25,32.689998626708984
2019-02-21,32.11000061035156
2018-12-19,31.829999923706055
2018-07-12,31.559999465942383
2018-09-14,30.649999618530273
2018-08-13,30.200000762939453
2018-10-16,30.18000030517578
2019-07-31,30.260000228881836
2019-05-28,30.260000228881836
2019-04-26,29.100000381469727
2020-04-28,28.280000686645508
2019-11-25,27.920000076293945
2020-02-12,27.8799991607666
2020-05-01,27.920000076293945
2020-05-04,28.09000015258789
2019-06-12,27.68000030517578
2019-04-09,27.889999389648438
2019-03-08,27.59000015258789
2019-02-04,27.469999313354492
2018-07-27,28.18000030517578
2018-08-28,28.420000076293945
2019-01-03,26.0
2019-08-15,26.309999465942383
2018-10-31,25.75
2019-09-16,25.979999542236328
2020-02-18,26.540000915527344
2020-05-07,27.040000915527344
2018-08-17,27.15999984741211
2019-12-04,26.979999542236328
2020-02-21,27.010000228881836
2018-12-17,26.860000610351562
2019-08-30,26.690000534057617
2018-11-15,26.770000457763672
2019-07-29,26.520000457763672
2019-06-27,26.610000610351562
2019-04-24,26.209999084472656
2018-07-10,26.5
2018-09-12,26.90999984741211
2019-02-19,26.459999084472656
2019-01-18,26.5
2020-02-24,26.170000076293945
2020-05-13,26.350000381469727
2019-12-10,26.290000915527344
2020-02-27,26.5
2019-12-13,26.489999771118164
2020-05-19,26.030000686645508
2019-03-06,26.219999313354492
2018-11-30,25.100000381469727
2019-08-13,24.719999313354492
2019-07-12,25.0
2019-06-10,25.020000457763672
2019-05-09,25.09000015258789
2018-07-25,24.719999313354492
2018-09-27,24.399999618530273
2018-10-29,23.8700008392334
2019-10-16,23.540000915527344
2019-12-16,23.459999084472656
2020-03-04,23.190000534057617
2020-05-22,22.1200008392334
2019-10-01,21.270000457763672
2019-12-19,20.959999084472656
2018-09-10,20.520000457763672
2019-05-24,20.809999465942383
2018-08-09,21.56999969482422
2019-04-22,21.540000915527344
2019-03-21,20.90999984741211
2019-01-16,21.469999313354492
2019-08-28,22.3700008392334
2018-11-13,22.780000686645508
2018-10-12,23.3799991607666
2019-06-25,23.34000015258789
2020-03-10,23.690000534057617
2020-05-28,23.709999084472656
2019-10-07,23.920000076293945
2020-03-13,23.809999465942383
2019-10-10,23.969999313354492
2020-03-16,24.200000762939453
2020-06-03,24.489999771118164
2018-11-28,24.34000015258789
2018-09-25,24.190000534057617
2018-07-23,24.280000686645508
2018-08-24,25.290000915527344
2019-07-10,25.309999465942383
2019-05-07,25.610000610351562
2019-04-05,25.799999237060547
2019-03-04,25.93000030517578
2019-01-31,26.059999465942383
2019-09-12,25.59000015258789
2019-12-31,25.8799991607666
2020-03-19,26.229999542236328
2020-01-03,25.360000610351562
2020-06-09,25.290000915527344
2019-02-15,25.229999542236328
2019-01-14,25.1299991607666
2018-07-06,25.149999618530273
2018-08-07,24.93000030517578
2018-10-10,25.420000076293945
2018-12-13,25.350000381469727
2019-08-26,25.510000228881836
