Dates,UHS
2018-06-20,116.41000366210938
2018-06-21,115.52999877929688
2018-06-25,115.01000213623047
2018-06-22,114.61000061035156
2018-06-26,114.56999969482422
2018-06-27,113.5
2018-06-28,112.13999938964844
2018-06-29,111.44000244140625
2018-07-02,110.9800033569336
2018-07-03,111.4000015258789
2018-07-05,111.37999725341797
2018-07-16,112.08000183105469
2018-09-18,113.83000183105469
2019-01-24,115.23999786376953
2019-09-05,114.83000183105469
2018-11-21,114.52999877929688
2020-01-13,114.73999786376953
2020-04-01,114.70999908447266
2020-06-19,114.97000122070312
2019-10-29,112.68000030517578
2020-01-16,112.7699966430664
2020-06-22,112.66999816894531
2018-10-03,115.5
2018-07-31,114.33000183105469
2019-03-12,118.12000274658203
2019-02-08,124.91999816894531
2019-01-07,124.9800033569336
2018-12-06,124.95999908447266
2019-08-19,122.0999984741211
2019-07-18,121.41999816894531
2019-05-15,122.61000061035156
2019-09-20,124.19000244140625
2019-11-01,124.36000061035156
2020-04-07,124.73999786376953
2020-06-25,122.8499984741211
2020-06-16,123.66999816894531
2019-11-04,124.41000366210938
2020-01-22,124.41999816894531
2019-11-07,125.11000061035156
2020-04-13,125.45999908447266
2019-07-01,125.37000274658203
2019-05-30,127.80000305175781
2018-08-15,127.29000091552734
2018-10-18,128.39999389648438
2019-03-27,128.97000122070312
2019-01-22,127.70999908447266
2018-12-21,128.10000610351562
2019-09-03,127.44000244140625
2018-11-19,127.41999816894531
2019-08-02,128.38999938964844
2020-01-28,129.24000549316406
2020-04-16,130.16000366210938
2019-11-13,128.13999938964844
2020-01-31,127.11000061035156
2018-12-04,126.72000122070312
2018-11-02,126.91999816894531
2019-07-16,125.37999725341797
2018-08-30,123.94999694824219
2018-10-01,124.04000091552734
2019-06-14,126.01000213623047
2019-05-13,125.86000061035156
2019-04-11,126.02999877929688
2019-02-06,127.7699966430664
2019-09-18,126.1500015258789
2020-02-03,126.75
2020-04-22,126.73999786376953
2019-11-19,127.01000213623047
2020-02-06,125.98999786376953
2019-11-22,126.36000061035156
2019-03-25,126.33000183105469
2019-02-21,127.83999633789062
2018-12-19,128.69000244140625
2018-07-12,125.5
2018-09-14,124.97000122070312
2018-08-13,125.11000061035156
2018-10-16,125.30000305175781
2019-07-31,126.33000183105469
2019-05-28,127.56999969482422
2019-04-26,125.86000061035156
2020-04-28,120.8499984741211
2019-11-25,122.54000091552734
2020-02-12,122.91000366210938
2020-05-01,124.62000274658203
2020-05-04,125.63999938964844
2019-06-12,126.37999725341797
2019-04-09,125.79000091552734
2019-03-08,126.19000244140625
2019-02-04,125.55000305175781
2018-07-27,122.0199966430664
2018-08-28,121.55000305175781
2019-01-03,115.61000061035156
2019-08-15,118.75
2018-10-31,120.83999633789062
2019-09-16,121.55999755859375
2020-02-18,123.48999786376953
2020-05-07,123.45999908447266
2018-08-17,124.0999984741211
2019-12-04,125.94000244140625
2020-02-21,129.49000549316406
2018-12-17,130.25
2019-08-30,131.49000549316406
2018-11-15,130.0800018310547
2019-07-29,127.8499984741211
2019-06-27,127.29000091552734
2019-04-24,128.00999450683594
2018-07-10,133.0
2018-09-12,131.10000610351562
2019-02-19,130.10000610351562
2019-01-18,130.67999267578125
2020-02-24,131.83999633789062
2020-05-13,132.25
2019-12-10,132.69000244140625
2020-02-27,135.11000061035156
2019-12-13,137.86000061035156
2020-05-19,137.99000549316406
2019-03-06,136.97999572753906
2018-11-30,134.58999633789062
2019-08-13,131.63999938964844
2019-07-12,126.22000122070312
2019-06-10,127.31999969482422
2019-05-09,129.07000732421875
2018-07-25,131.27000427246094
2018-09-27,131.97000122070312
2018-10-29,121.1500015258789
2019-10-16,118.48999786376953
2019-12-16,119.69999694824219
2020-03-04,116.05999755859375
2020-05-22,115.37000274658203
2019-10-01,114.5199966430664
2019-12-19,113.41999816894531
2018-09-10,117.43000030517578
2019-05-24,116.69999694824219
2018-08-09,116.19999694824219
2019-04-22,116.55999755859375
2019-03-21,117.44000244140625
2019-01-16,115.9800033569336
2019-08-28,118.55999755859375
2018-11-13,118.30000305175781
2018-10-12,122.0
2019-06-25,124.30999755859375
2020-03-10,125.66999816894531
2020-05-28,125.7300033569336
2019-10-07,125.25
2020-03-13,127.02999877929688
2019-10-10,129.63999938964844
2020-03-16,130.52000427246094
2020-06-03,131.97000122070312
2018-11-28,130.61000061035156
2018-09-25,130.44000244140625
2018-07-23,129.8300018310547
2018-08-24,131.13999938964844
2019-07-10,130.42999267578125
2019-05-07,132.55999755859375
2019-04-05,133.02000427246094
2019-03-04,132.52999877929688
2019-01-31,135.52999877929688
2019-09-12,134.67999267578125
2019-12-31,134.91000366210938
2020-03-19,135.05999755859375
2020-01-03,132.94000244140625
2020-06-09,131.49000549316406
2019-02-15,132.6999969482422
2019-01-14,133.35000610351562
2018-07-06,134.11000061035156
2018-08-07,133.72999572753906
2018-10-10,135.52999877929688
2018-12-13,135.27000427246094
2019-08-26,134.32000732421875
2019-07-25,134.5500030517578
2019-05-22,136.0399932861328
2019-03-19,134.39999389648438
2020-01-06,133.6300048828125
2020-03-25,133.25999450683594
2020-06-12,138.8300018310547
2019-10-22,140.8000030517578
2020-01-09,137.24000549316406
2020-06-15,137.22999572753906
2019-10-25,132.8300018310547
2020-03-31,129.52000427246094
2020-06-18,129.19000244140625
2019-04-03,129.6999969482422
2018-08-22,131.08999633789062
2018-10-25,132.69000244140625
2019-01-29,134.1199951171875
2018-12-28,134.24000549316406
2018-11-26,135.83999633789062
2019-08-09,135.42999267578125
2019-07-08,134.02000427246094
2019-06-06,136.57000732421875
2019-09-10,135.30999755859375
2020-01-15,134.3699951171875
2020-04-03,134.13999938964844
2019-10-31,132.77000427246094
2020-04-06,133.50999450683594
2020-06-24,133.77000427246094
2018-11-09,134.75
2019-07-23,133.75
2019-06-21,134.25
2019-05-20,133.97000122070312
2019-04-18,134.72000122070312
2018-09-06,133.0
2018-10-08,133.85000610351562
2019-02-13,134.49000549316406
2018-12-11,132.4199981689453
