Dates,UHS
2018-06-20,115.5450439453125
2018-06-21,114.67158508300781
2018-06-25,114.15544891357422
2018-06-22,113.75841522216797
2018-06-26,113.71871948242188
2018-06-27,112.65666961669922
2018-06-28,111.30677032470703
2018-06-29,110.61196899414062
2018-07-02,110.1553955078125
2018-07-03,110.572265625
2018-07-05,110.55240631103516
2018-07-16,111.24722290039062
2018-09-18,112.98420715332031
2019-01-24,114.38373565673828
2019-09-05,113.97679138183594
2018-11-21,113.67900848388672
2020-01-13,113.887451171875
2020-04-01,113.85767364501953
2020-06-19,114.11573791503906
2019-10-29,111.84275817871094
2020-01-16,111.93208312988281
2020-06-22,111.83283233642578
2018-10-03,114.64179992675781
2018-07-31,113.48049926757812
2019-03-12,117.24234771728516
2019-02-08,123.99181365966797
2019-01-07,124.05136108398438
2018-12-06,124.03150939941406
2019-08-19,121.19276428222656
2019-07-18,120.51781463623047
2019-05-15,121.698974609375
2019-09-20,123.2672348022461
2019-11-01,123.43598175048828
2020-04-07,123.81314849853516
2020-06-25,121.93717956542969
2020-06-16,122.7510986328125
2019-11-04,123.48560333251953
2020-01-22,123.49552917480469
2019-11-07,124.18041229248047
2020-04-13,124.52779388427734
2019-07-01,124.43846893310547
2019-05-30,126.85041809082031
2018-08-15,126.34420013427734
2018-10-18,127.4459457397461
2019-03-27,128.01173400878906
2019-01-22,126.76107788085938
2018-12-21,127.14818572998047
2019-09-03,126.49308776855469
2018-11-19,126.47322845458984
2019-08-02,127.43601989746094
2020-01-28,128.27972412109375
2020-04-16,129.2929229736328
2019-11-13,127.286376953125
2020-01-31,126.26323699951172
2018-12-04,125.8758316040039
2018-11-02,126.07449340820312
2019-07-16,124.54475402832031
2018-08-30,123.12427520751953
2018-10-01,123.21369934082031
2019-06-14,125.17056274414062
2019-05-13,125.02156829833984
2019-04-11,125.1904296875
2019-02-06,126.91883087158203
2019-09-18,125.30963134765625
2020-02-03,125.90563201904297
2020-04-22,125.89569091796875
2019-11-19,126.16390228271484
2020-02-06,125.15068817138672
2019-11-22,125.51822662353516
2019-03-25,125.4884262084961
2019-02-21,126.98836517333984
2018-12-19,127.83271026611328
2018-07-12,124.66395568847656
2018-09-14,124.13748931884766
2018-08-13,124.27656555175781
2018-10-16,124.46528625488281
2019-07-31,125.4884262084961
2019-05-28,126.72016906738281
2019-04-26,125.02156829833984
2020-04-28,120.04492950439453
2019-11-25,121.72367858886719
2020-02-12,122.09121704101562
2020-05-01,123.7898178100586
2020-05-04,124.80301666259766
2019-06-12,125.5380859375
2019-04-09,124.9520263671875
2019-03-08,125.34935760498047
2019-02-04,124.71363067626953
2018-07-27,121.20713806152344
2018-08-28,120.74027252197266
2019-01-03,114.83984375
2019-08-15,117.95892333984375
2018-10-31,120.03500366210938
2019-09-16,120.75019836425781
2020-02-18,122.6673355102539
2020-05-07,122.6375503540039
2018-08-17,123.2732925415039
2019-12-04,125.10102844238281
2020-02-21,128.6273651123047
2018-12-17,129.38230895996094
2019-08-30,130.61407470703125
2018-11-15,129.21343994140625
2019-07-29,126.99829864501953
2019-06-27,126.44203186035156
2019-04-24,127.15723419189453
2018-07-10,132.11398315429688
2018-09-12,130.22666931152344
2019-02-19,129.23330688476562
2019-01-18,129.80943298339844
2020-02-24,130.96173095703125
2020-05-13,131.36898803710938
2019-12-10,131.8060760498047
2020-02-27,134.20993041992188
2019-12-13,136.94161987304688
2020-05-19,137.17025756835938
2019-03-06,136.166259765625
2018-11-30,133.79043579101562
2019-08-13,130.8579864501953
2019-07-12,125.47018432617188
2019-06-10,126.56364440917969
2019-05-09,128.30325317382812
2018-07-25,130.49017333984375
2018-09-27,131.18601989746094
2018-10-29,120.43030548095703
2019-10-16,117.78609466552734
2019-12-16,118.9889144897461
2020-03-04,115.37052917480469
2020-05-22,114.68463134765625
2019-10-01,113.83967590332031
2019-12-19,112.7462158203125
2018-09-10,116.7323989868164
2019-05-24,116.0067367553711
2018-08-09,115.50969696044922
2019-04-22,115.86756134033203
2019-03-21,116.74234008789062
2019-01-16,115.29100799560547
2019-08-28,117.85567474365234
2018-11-13,117.59722900390625
2018-10-12,121.27523803710938
2019-06-25,123.57151794433594
2020-03-10,124.9234390258789
2020-05-28,124.98309326171875
2019-10-07,124.50593566894531
2020-03-13,126.27536010742188
2019-10-10,128.86984252929688
2020-03-16,129.74461364746094
2020-06-03,131.18601989746094
2018-11-28,129.83409118652344
2018-09-25,129.6651153564453
2018-07-23,129.05874633789062
2018-08-24,130.36093139648438
2019-07-10,129.65516662597656
2019-05-07,131.77252197265625
2019-04-05,132.22979736328125
2019-03-04,131.74269104003906
2019-01-31,134.724853515625
2019-09-12,133.87991333007812
2019-12-31,134.10855102539062
2020-03-19,134.25765991210938
2020-01-03,132.15025329589844
2020-06-09,130.70887756347656
2019-02-15,131.91168212890625
2019-01-14,132.55783081054688
2018-07-06,133.3133087158203
2018-08-07,132.935546875
2018-10-10,134.724853515625
2018-12-13,134.46641540527344
2019-08-26,133.52206420898438
2019-07-25,133.75070190429688
2019-05-22,135.23182678222656
2019-03-19,133.60157775878906
2020-01-06,132.83616638183594
2020-03-25,132.4683380126953
2020-06-12,138.10890197753906
2019-10-22,140.0686798095703
2020-01-09,136.52716064453125
2020-06-15,136.51719665527344
2019-10-25,132.1400604248047
2020-03-31,128.84727478027344
2020-06-18,128.51898193359375
2019-04-03,129.02633666992188
2018-08-22,130.4091033935547
2018-10-25,132.0008087158203
2019-01-29,133.42337036132812
2018-12-28,133.54275512695312
2018-11-26,135.13442993164062
2019-08-09,134.7265625
2019-07-08,133.32388305664062
2019-06-06,135.8606414794922
2019-09-10,134.60719299316406
2020-01-15,133.67205810546875
2020-04-03,133.44326782226562
2019-10-31,132.08038330078125
2020-04-06,132.8165283203125
2020-06-24,133.07521057128906
2018-11-09,134.05010986328125
2019-07-23,133.05528259277344
2019-06-21,133.55270385742188
2019-05-20,133.27413940429688
2019-04-18,134.02024841308594
2018-09-06,132.30917358398438
2018-10-08,133.15476989746094
2019-02-13,133.79144287109375
2018-12-11,131.73220825195312
2019-09-25,132.1102294921875
2020-01-21,132.050537109375
2020-04-09,125.673828125
2019-11-06,122.02290344238281
2020-01-24,123.86328125
2020-01-27,122.26165008544922
2020-04-15,127.41474151611328
2018-12-26,129.63316345214844
2019-08-07,131.01593017578125
2019-06-04,128.5587615966797
2018-09-21,126.54926300048828
2018-07-19,126.21102142333984
2018-08-20,124.10203552246094
2018-10-23,123.3559341430664
2019-05-03,122.36112976074219
2019-04-01,123.8433837890625
2019-02-28,122.3113784790039
2019-11-12,121.38621520996094
2020-01-30,122.25170135498047
2019-11-15,122.15221405029297
2020-04-21,121.2071533203125
2019-04-16,121.90351867675781
2019-03-15,121.22705078125
2019-02-11,121.06787872314453
2019-01-10,121.24694061279297
2019-08-22,122.60983276367188
2018-11-07,124.16172790527344
2018-08-03,124.78845977783203
2018-09-04,122.32132720947266
2019-06-19,122.45065307617188
2019-09-23,121.85376739501953
2019-11-18,118.95889282226562
2020-02-05,119.46623992919922
2020-04-24,119.02816772460938
2019-03-29,120.9298324584961
2019-11-21,121.87568664550781
2020-04-27,120.88005065917969
2020-02-11,120.58135986328125
2020-04-30,123.17000579833984
2019-05-01,123.04057312011719
2019-02-26,122.4631118774414
2019-01-25,123.36913299560547
2018-12-24,123.4089584350586
2019-09-06,122.21420288085938
2018-07-17,122.88127136230469
2018-09-19,123.38904571533203
2019-08-05,124.733154296875
2019-10-08,123.81716918945312
2019-12-11,124.76302337646484
2019-11-27,125.89804077148438
2020-02-14,128.0784912109375
2020-05-06,126.51534271240234
2019-01-08,127.59062194824219
2018-12-07,129.8208465576172
2019-08-20,129.5022430419922
2018-11-05,129.43255615234375
2019-07-19,130.51779174804688
2018-10-04,130.80653381347656
2019-06-17,131.1350860595703
2019-05-16,128.327392578125
2018-08-01,129.09402465820312
2019-03-13,130.66714477539062
2019-12-03,132.31988525390625
2020-02-20,133.17613220214844
2019-12-06,133.38522338867188
2020-05-12,132.29998779296875
