Dates,UHS
2018-06-20,115.41000366210938
2018-06-21,117.04000091552734
2018-06-25,115.66000366210938
2018-06-22,115.02999877929688
2018-06-26,114.41999816894531
2018-06-27,114.5199966430664
2018-06-28,112.94000244140625
2018-06-29,111.77999877929688
2018-07-02,111.33999633789062
2018-07-03,110.9800033569336
2018-07-05,111.66999816894531
2018-07-16,111.5
2018-09-18,112.27999877929688
2019-01-24,114.0999984741211
2019-09-05,115.11000061035156
2018-11-21,115.58999633789062
2020-01-13,114.69000244140625
2020-04-01,114.98999786376953
2020-06-19,114.61000061035156
2019-10-29,113.0999984741211
2020-01-16,112.41999816894531
2020-06-22,112.41999816894531
2018-10-03,115.0
2018-07-31,115.26000213623047
2019-03-12,115.33999633789062
2019-02-08,118.47000122070312
2019-01-07,125.27999877929688
2018-12-06,124.97000122070312
2019-08-19,125.0199966430664
2019-07-18,119.95999908447266
2019-05-15,121.0
2019-09-20,122.5999984741211
2019-11-01,123.81999969482422
2020-04-07,124.0
2020-06-25,125.13999938964844
2020-06-16,123.02999877929688
2019-11-04,123.05000305175781
2020-01-22,124.4800033569336
2019-11-07,125.0
2020-04-13,125.16000366210938
2019-07-01,125.52999877929688
2019-05-30,125.37000274658203
2018-08-15,127.68000030517578
2018-10-18,127.51000213623047
2019-03-27,128.35000610351562
2019-01-22,128.82000732421875
2018-12-21,127.72000122070312
2019-09-03,128.3800048828125
2018-11-19,127.27999877929688
2019-08-02,127.62999725341797
2020-01-28,128.02999877929688
2020-04-16,128.7899932861328
2019-11-13,129.99000549316406
2020-01-31,128.14999389648438
2018-12-04,127.31999969482422
2018-11-02,126.44999694824219
2019-07-16,127.29000091552734
2018-08-30,125.1500015258789
2018-10-01,123.98999786376953
2019-06-14,124.61000061035156
2019-05-13,126.16999816894531
2019-04-11,126.18000030517578
2019-02-06,128.52000427246094
2019-09-18,127.5
2020-02-03,126.75
2020-04-22,126.80000305175781
2019-11-19,126.69999694824219
2020-02-06,126.91999816894531
2019-11-22,125.98999786376953
2019-03-25,126.54000091552734
2019-02-21,125.98999786376953
2018-12-19,128.86000061035156
2018-07-12,128.80999755859375
2018-09-14,126.04000091552734
2018-08-13,124.91999816894531
2018-10-16,125.52999877929688
2019-07-31,125.08000183105469
2019-05-28,126.37000274658203
2019-04-26,127.81999969482422
2020-04-28,125.86000061035156
2019-11-25,121.77999877929688
2020-02-12,122.12999725341797
2020-05-01,123.19000244140625
2020-05-04,124.94000244140625
2019-06-12,126.05000305175781
2019-04-09,126.72000122070312
2019-03-08,125.91000366210938
2019-02-04,124.66999816894531
2018-07-27,125.11000061035156
2018-08-28,122.05999755859375
2019-01-03,120.94000244140625
2019-08-15,115.94999694824219
2018-10-31,119.05999755859375
2019-09-16,121.2699966430664
2020-02-18,122.44999694824219
2020-05-07,123.86000061035156
2018-08-17,123.75
2019-12-04,123.83999633789062
2020-02-21,127.0
2018-12-17,129.6300048828125
2019-08-30,130.11000061035156
2018-11-15,131.36000061035156
2019-07-29,130.74000549316406
2019-06-27,128.72000122070312
2019-04-24,126.37999725341797
2018-07-10,128.38999938964844
2018-09-12,133.02000427246094
2019-02-19,130.49000549316406
2019-01-18,130.10000610351562
2020-02-24,130.0500030517578
2020-05-13,132.82000732421875
2019-12-10,131.6999969482422
2020-02-27,133.5
2019-12-13,134.5500030517578
2020-05-19,138.1300048828125
2019-03-06,139.1300048828125
2018-11-30,137.0
2019-08-13,133.57000732421875
2019-07-12,131.24000549316406
2019-06-10,126.38999938964844
2019-05-09,127.97000122070312
2018-07-25,130.6300048828125
2018-09-27,131.2100067138672
2018-10-29,129.66000366210938
2019-10-16,118.5
2019-12-16,120.0999984741211
2020-03-04,119.98999786376953
2020-05-22,115.26000213623047
2019-10-01,115.5999984741211
2019-12-19,113.87000274658203
2018-09-10,113.68000030517578
2019-05-24,115.9800033569336
2018-08-09,116.86000061035156
2019-04-22,116.86000061035156
2019-03-21,115.30000305175781
2019-01-16,117.76000213623047
2019-08-28,117.30000305175781
2018-11-13,118.55999755859375
2018-10-12,119.83999633789062
2019-06-25,122.79000091552734
2020-03-10,124.0999984741211
2020-05-28,125.2300033569336
2019-10-07,125.05999755859375
2020-03-13,125.0999984741211
2019-10-10,127.43000030517578
2020-03-16,129.16000366210938
2020-06-03,131.10000610351562
2018-11-28,131.00999450683594
2018-09-25,131.05999755859375
2018-07-23,130.4199981689453
2018-08-24,130.83999633789062
2019-07-10,130.5500030517578
2019-05-07,131.3000030517578
2019-04-05,132.74000549316406
2019-03-04,132.9199981689453
2019-01-31,132.74000549316406
2019-09-12,135.2100067138672
2019-12-31,135.0500030517578
2020-03-19,134.44000244140625
2020-01-03,134.69000244140625
2020-06-09,132.5
2019-02-15,131.5800018310547
2019-01-14,133.1300048828125
2018-07-06,134.02000427246094
2018-08-07,133.49000549316406
2018-10-10,134.7899932861328
2018-12-13,134.94000244140625
2019-08-26,135.17999267578125
2019-07-25,134.7899932861328
2019-05-22,134.9199981689453
2019-03-19,136.44000244140625
2020-01-06,134.91000366210938
2020-03-25,133.3699951171875
