Dates,UHS
2018-06-20,116.91999816894531
2018-06-21,117.86000061035156
2018-06-25,115.72000122070312
2018-06-22,115.08999633789062
2018-06-26,114.88999938964844
2018-06-27,115.05999755859375
2018-06-28,113.02999877929688
2018-06-29,112.47000122070312
2018-07-02,111.33999633789062
2018-07-03,111.87999725341797
2018-07-05,111.97000122070312
2018-07-16,112.61000061035156
2018-09-18,114.5
2019-01-24,115.36000061035156
2019-09-05,115.5
2018-11-21,115.97000122070312
2020-01-13,115.41999816894531
2020-04-01,115.02999877929688
2020-06-19,115.30000305175781
2019-10-29,114.05999755859375
2020-01-16,113.66999816894531
2020-06-22,113.08000183105469
2018-10-03,116.6500015258789
2018-07-31,115.4000015258789
2019-03-12,118.55999755859375
2019-02-08,126.5
2019-01-07,125.61000061035156
2018-12-06,126.4000015258789
2019-08-19,125.12999725341797
2019-07-18,122.61000061035156
2019-05-15,122.7699966430664
2019-09-20,124.22000122070312
2019-11-01,125.25
2020-04-07,124.93000030517578
2020-06-25,125.47000122070312
2020-06-16,123.87999725341797
2019-11-04,124.69999694824219
2020-01-22,124.83999633789062
2019-11-07,125.7300033569336
2020-04-13,126.80999755859375
2019-07-01,126.37000274658203
2019-05-30,128.1699981689453
2018-08-15,128.14999389648438
2018-10-18,128.4499969482422
2019-03-27,129.32000732421875
2019-01-22,128.82000732421875
2018-12-21,128.57000732421875
2019-09-03,128.44000244140625
2018-11-19,127.77999877929688
2019-08-02,128.97000122070312
2020-01-28,129.42999267578125
2020-04-16,130.25
2019-11-13,130.17999267578125
2020-01-31,128.17999267578125
2018-12-04,127.55000305175781
2018-11-02,127.33000183105469
2019-07-16,127.29000091552734
2018-08-30,125.44999694824219
2018-10-01,124.4000015258789
2019-06-14,126.12999725341797
2019-05-13,127.12000274658203
2019-04-11,126.18000030517578
2019-02-06,132.63999938964844
2019-09-18,127.5
2020-02-03,127.04000091552734
2020-04-22,128.08999633789062
2019-11-19,127.0999984741211
2020-02-06,127.23999786376953
2019-11-22,127.33000183105469
2019-03-25,128.3800048828125
2019-02-21,127.91999816894531
2018-12-19,129.0399932861328
2018-07-12,128.82000732421875
2018-09-14,126.12999725341797
2018-08-13,125.87999725341797
2018-10-16,126.86000061035156
2019-07-31,126.7300033569336
2019-05-28,128.08999633789062
2019-04-26,128.8300018310547
2020-04-28,125.95999908447266
2019-11-25,122.86000061035156
2020-02-12,123.69999694824219
2020-05-01,124.97000122070312
2020-05-04,126.22000122070312
2019-06-12,128.1699981689453
2019-04-09,127.5
2019-03-08,127.25
2019-02-04,125.91999816894531
2018-07-27,126.9800033569336
2018-08-28,123.75
