Dates,UHS
2018-06-20,115.08999633789062
2018-06-21,115.27999877929688
2018-06-25,114.9000015258789
2018-06-22,113.9800033569336
2018-06-26,114.37000274658203
2018-06-27,113.02999877929688
2018-06-28,111.77999877929688
2018-06-29,110.62000274658203
2018-07-02,109.37000274658203
2018-07-03,110.37999725341797
2018-07-05,111.0999984741211
2018-07-16,111.02999877929688
2018-09-18,112.27999877929688
2019-01-24,113.72000122070312
2019-09-05,114.5
2018-11-21,114.22000122070312
2020-01-13,114.44000244140625
2020-04-01,114.37000274658203
2020-06-19,114.01000213623047
2019-10-29,112.47000122070312
2020-01-16,111.68000030517578
2020-06-22,111.79000091552734
2018-10-03,113.41999816894531
2018-07-31,114.18000030517578
2019-03-12,114.33000183105469
2019-02-08,117.1500015258789
2019-01-07,123.2300033569336
2018-12-06,124.77999877929688
2019-08-19,120.23999786376953
2019-07-18,119.12000274658203
2019-05-15,120.66999816894531
2019-09-20,122.2300033569336
2019-11-01,123.2699966430664
2020-04-07,123.4800033569336
2020-06-25,122.68000030517578
2020-06-16,122.48999786376953
2019-11-04,123.05000305175781
2020-01-22,123.94000244140625
2019-11-07,124.01000213623047
2020-04-13,124.27999877929688
2019-07-01,125.01000213623047
2019-05-30,125.37000274658203
2018-08-15,126.79000091552734
2018-10-18,127.25
2019-03-27,127.94000244140625
2019-01-22,126.98999786376953
2018-12-21,127.45999908447266
2019-09-03,127.16999816894531
2018-11-19,127.0
2019-08-02,127.26000213623047
2020-01-28,127.16999816894531
2020-04-16,128.4199981689453
2019-11-13,127.91000366210938
2020-01-31,126.18000030517578
2018-12-04,125.72000122070312
2018-11-02,125.76000213623047
2019-07-16,125.13999938964844
2018-08-30,123.83000183105469
2018-10-01,123.05000305175781
2019-06-14,124.2699966430664
2019-05-13,125.76000213623047
2019-04-11,124.91000366210938
2019-02-06,127.61000061035156
2019-09-18,126.02999877929688
2020-02-03,125.91000366210938
2020-04-22,126.31999969482422
2019-11-19,125.36000061035156
2020-02-06,125.38999938964844
2019-11-22,124.81999969482422
2019-03-25,126.08999633789062
2019-02-21,125.6500015258789
2018-12-19,128.0500030517578
2018-07-12,125.29000091552734
2018-09-14,124.87000274658203
2018-08-13,124.75
2018-10-16,124.7699966430664
2019-07-31,124.3499984741211
2019-05-28,125.91000366210938
2019-04-26,125.79000091552734
2020-04-28,120.7300033569336
2019-11-25,120.88999938964844
2020-02-12,121.94999694824219
2020-05-01,121.9000015258789
2020-05-04,123.38999938964844
2019-06-12,125.62000274658203
2019-04-09,125.04000091552734
2019-03-08,124.9000015258789
2019-02-04,121.9000015258789
2018-07-27,121.9000015258789
2018-08-28,121.44999694824219
2019-01-03,115.05000305175781
2019-08-15,115.94000244140625
2018-10-31,117.0999984741211
2019-09-16,121.06999969482422
2020-02-18,121.83000183105469
2020-05-07,122.26000213623047
2018-08-17,122.9800033569336
2019-12-04,123.52999877929688
2020-02-21,126.80999755859375
2018-12-17,128.9600067138672
2019-08-30,130.11000061035156
2018-11-15,129.8699951171875
2019-07-29,126.4000015258789
2019-06-27,126.63999938964844
2019-04-24,125.20999908447266
2018-07-10,127.79000091552734
2018-09-12,130.6199951171875
2019-02-19,129.77999877929688
2019-01-18,129.83999633789062
2020-02-24,129.25
2020-05-13,131.41000366210938
2019-12-10,130.75
2020-02-27,132.85000610351562
2019-12-13,134.30999755859375
2020-05-19,136.49000549316406
2019-03-06,136.38999938964844
2018-11-30,133.27999877929688
2019-08-13,127.68000030517578
2019-07-12,125.69999694824219
2019-06-10,122.63999938964844
2019-05-09,127.4800033569336
2018-07-25,130.6300048828125
2018-09-27,129.77000427246094
2018-10-29,120.33999633789062
2019-10-16,115.37000274658203
2019-12-16,119.05000305175781
2020-03-04,115.44000244140625
2020-05-22,114.91000366210938
2019-10-01,113.95999908447266
2019-12-19,112.8499984741211
2018-09-10,112.80000305175781
2019-05-24,112.79000091552734
2018-08-09,115.80000305175781
2019-04-22,115.19000244140625
2019-03-21,114.8499984741211
2019-01-16,115.69999694824219
2019-08-28,116.41000366210938
2018-11-13,117.66000366210938
2018-10-12,118.91999816894531
2019-06-25,122.2699966430664
2020-03-10,123.31999969482422
2020-05-28,124.80000305175781
2019-10-07,124.44000244140625
2020-03-13,124.51000213623047
2019-10-10,126.27999877929688
2020-03-16,128.97000122070312
2020-06-03,130.42999267578125
2018-11-28,128.72999572753906
2018-09-25,129.19000244140625
2018-07-23,129.32000732421875
2018-08-24,130.0800018310547
2019-07-10,129.1199951171875
2019-05-07,130.67999267578125
2019-04-05,132.08999633789062
2019-03-04,132.33999633789062
2019-01-31,132.05999755859375
2019-09-12,133.8800048828125
2019-12-31,134.35000610351562
2020-03-19,133.7899932861328
2020-01-03,132.82000732421875
2020-06-09,129.55999755859375
2019-02-15,130.67999267578125
2019-01-14,132.4499969482422
2018-07-06,133.1300048828125
2018-08-07,132.1300048828125
2018-10-10,134.35000610351562
2018-12-13,134.49000549316406
2019-08-26,134.22999572753906
2019-07-25,133.8000030517578
2019-05-22,134.47999572753906
2019-03-19,134.3699951171875
2020-01-06,133.50999450683594
2020-03-25,131.4499969482422
2020-06-12,133.47000122070312
2019-10-22,139.33999633789062
2020-01-09,136.08999633789062
2020-06-15,136.14999389648438
2019-10-25,132.75
2020-03-31,128.8699951171875
2020-06-18,127.68000030517578
2019-04-03,128.4199981689453
2018-08-22,129.5800018310547
2018-10-25,130.80999755859375
2019-01-29,132.60000610351562
2018-12-28,133.77999877929688
2018-11-26,134.4499969482422
2019-08-09,134.9199981689453
2019-07-08,133.60000610351562
2019-06-06,132.44000244140625
2019-09-10,135.3000030517578
2020-01-15,133.88999938964844
2020-04-03,133.5
2019-10-31,132.0800018310547
2020-04-06,132.6699981689453
2020-06-24,133.16000366210938
2018-11-09,134.50999450683594
2019-07-23,133.00999450683594
2019-06-21,133.58999633789062
2019-05-20,133.63999938964844
2019-04-18,134.3300018310547
2018-09-06,132.72999572753906
2018-10-08,132.19000244140625
2019-02-13,133.85000610351562
2018-12-11,132.2899932861328
2019-09-25,132.22000122070312
2020-01-21,132.10000610351562
2020-04-09,125.44000244140625
2019-11-06,120.9000015258789
2020-01-24,121.54000091552734
2020-01-27,121.94999694824219
2020-04-15,122.83000183105469
2018-12-26,128.0
2019-08-07,128.52999877929688
2019-06-04,123.80000305175781
2018-09-21,125.0
2018-07-19,125.13999938964844
2018-08-20,124.62999725341797
2018-10-23,123.01000213623047
2019-05-03,122.62999725341797
2019-04-01,121.2300033569336
2019-02-28,121.94999694824219
2019-11-12,121.19999694824219
2020-01-30,121.23999786376953
2019-11-15,120.0
2020-04-21,120.16000366210938
2019-04-16,121.48999786376953
2019-03-15,120.43000030517578
2019-02-11,121.37999725341797
2019-01-10,120.5199966430664
2019-08-22,120.7699966430664
2018-11-07,123.1500015258789
2018-08-03,124.08999633789062
2018-09-04,121.91000366210938
2019-06-19,122.08000183105469
2019-09-23,122.44000244140625
2019-11-18,119.26000213623047
2020-02-05,119.02999877929688
2020-04-24,117.7699966430664
2019-03-29,119.1500015258789
2019-11-21,121.91999816894531
2020-04-27,120.33000183105469
2020-02-11,120.80000305175781
2020-04-30,120.94000244140625
2019-05-01,123.55999755859375
2019-02-26,121.4800033569336
2019-01-25,121.7300033569336
2018-12-24,122.7699966430664
2019-09-06,122.73999786376953
2018-07-17,122.18000030517578
2018-09-19,122.70999908447266
2019-08-05,122.80999755859375
2019-10-08,122.80999755859375
2019-12-11,122.98999786376953
2019-11-27,124.5
2020-02-14,126.16000366210938
2020-05-06,126.0999984741211
2019-01-08,126.83000183105469
2018-12-07,127.4000015258789
2019-08-20,128.6999969482422
2018-11-05,129.05999755859375
2019-07-19,129.25999450683594
2018-10-04,129.9499969482422
2019-06-17,130.19000244140625
2019-05-16,127.75
2018-08-01,128.38999938964844
2019-03-13,129.50999450683594
2019-12-03,130.2899932861328
2020-02-20,131.9499969482422
2019-12-06,133.4199981689453
2020-05-12,132.67999267578125
2019-12-09,131.47000122070312
2020-02-26,131.91000366210938
2020-05-15,132.19000244140625
2019-03-28,131.19000244140625
2018-09-17,132.52999877929688
2018-08-16,135.47999572753906
2018-10-19,145.60000610351562
2019-04-29,146.19000244140625
2019-01-23,146.85000610351562
2019-09-04,149.02999877929688
2018-11-20,145.47999572753906
2019-07-02,145.5500030517578
2019-05-31,142.3300018310547
2019-12-12,143.0
2020-05-18,143.82000732421875
2019-09-27,145.36000061035156
2020-03-03,145.5399932861328
2020-05-21,145.24000549316406
2019-05-14,146.22999572753906
2018-08-31,144.38999938964844
2018-07-30,145.22000122070312
2018-10-02,145.30999755859375
2019-04-12,147.14999389648438
2019-03-11,145.47999572753906
2019-02-07,145.25
2019-07-17,145.89999389648438
2019-09-19,142.74000549316406
2019-10-21,142.5
2019-12-18,140.6300048828125
2020-03-06,139.8800048828125
2019-10-03,142.99000549316406
2020-03-09,143.82000732421875
2020-05-27,143.32000732421875
2019-12-24,145.0399932861328
2020-03-12,144.74000549316406
2018-12-20,144.99000549316406
2019-08-01,146.64999389648438
2018-08-14,149.2100067138672
2018-07-13,153.3699951171875
2018-10-17,152.63999938964844
2019-05-29,151.69000244140625
2019-03-26,151.0500030517578
2019-02-22,150.35000610351562
2019-10-04,150.36000061035156
2019-11-05,149.9600067138672
2019-12-27,149.22999572753906
2020-06-02,148.67999267578125
2019-12-30,147.47000122070312
2020-03-18,146.89999389648438
2020-06-05,145.7899932861328
2019-07-15,146.32000732421875
2018-12-03,146.88999938964844
2019-06-13,146.4499969482422
2019-01-04,145.1199951171875
2018-08-29,144.74000549316406
2019-02-05,144.35000610351562
2018-11-01,144.6999969482422
2019-08-16,142.72000122070312
2019-04-10,143.92999267578125
2019-09-17,144.44000244140625
2019-10-15,146.07000732421875
2020-01-02,143.9600067138672
2020-06-08,144.77000427246094
2019-10-18,144.3300018310547
2020-03-24,144.91000366210938
2020-06-11,143.50999450683594
2020-01-08,145.30999755859375
2019-04-25,145.22000122070312
2019-07-30,144.05999755859375
2019-02-20,143.22999572753906
2018-07-11,130.7899932861328
2018-09-13,137.60000610351562
2018-10-15,138.1699981689453
2019-06-28,135.8699951171875
2018-12-18,136.4600067138672
2018-11-16,138.24000549316406
2019-10-02,138.50999450683594
2020-03-27,139.50999450683594
2020-01-10,138.77999877929688
2019-10-24,139.25999450683594
2020-03-30,139.6999969482422
2020-06-17,139.11000061035156
2020-01-14,138.5399932861328
2020-04-02,139.83999633789062
2019-01-02,140.5399932861328
2019-08-14,139.97999572753906
2018-10-30,141.52999877929688
2019-06-11,141.1699981689453
2019-05-10,140.0800018310547
2019-04-08,140.38999938964844
2018-08-27,139.10000610351562
2018-07-26,139.75
2018-09-28,138.5800018310547
2019-03-07,139.9199981689453
2019-10-30,138.74000549316406
2020-01-17,139.5
2020-06-23,138.0500030517578
2020-04-08,139.97000122070312
2020-06-26,140.57000732421875
2019-03-22,142.5800018310547
2019-01-17,143.49000549316406
2019-08-29,143.07000732421875
2018-11-14,143.3300018310547
2019-06-26,143.42999267578125
2018-09-11,143.85000610351562
2018-07-09,141.1999969482422
2018-08-10,139.61000061035156
2019-04-23,141.5500030517578
2019-09-30,141.8699951171875
2020-01-23,144.3000030517578
2019-11-08,142.14999389648438
2020-04-14,142.6300048828125
2019-11-11,142.50999450683594
2020-01-29,142.42999267578125
2020-04-17,142.05999755859375
2018-07-24,142.5
2018-09-26,141.00999450683594
2019-05-08,140.10000610351562
2019-03-05,140.72000122070312
2019-02-01,140.6999969482422
2018-12-31,142.27000427246094
2018-11-29,143.91000366210938
2019-08-12,144.75
2019-07-11,144.3699951171875
2019-09-13,143.72999572753906
2019-11-14,143.9600067138672
2020-04-20,143.74000549316406
2020-02-04,144.19000244140625
2020-04-23,143.92999267578125
2018-12-14,143.88999938964844
2019-08-27,144.6999969482422
2018-08-08,145.72999572753906
2018-10-11,144.36000061035156
2018-11-12,145.02999877929688
2019-07-26,143.8699951171875
2019-06-24,140.22000122070312
2019-05-23,136.72999572753906
2019-03-20,137.02999877929688
2019-01-15,137.97999572753906
2019-11-20,139.24000549316406
2020-02-07,140.9600067138672
2020-02-10,137.94000244140625
2020-04-29,137.55999755859375
2019-11-26,139.8800048828125
2020-02-13,140.25
2019-01-30,139.80999755859375
2018-08-23,139.57000732421875
2018-09-24,137.7899932861328
2018-11-27,138.3000030517578
2018-10-26,137.72000122070312
2019-07-09,139.69000244140625
2019-06-07,139.33999633789062
2019-05-06,135.35000610351562
2019-04-04,134.5399932861328
2019-09-11,126.27999877929688
2019-11-29,121.38999938964844
2020-05-05,123.31999969482422
2019-12-02,124.72000122070312
2020-02-19,128.67999267578125
2020-05-08,124.6500015258789
2019-05-21,121.9800033569336
2019-03-18,113.08999633789062
2018-09-07,113.86000061035156
2018-08-06,107.80000305175781
2018-10-09,98.0199966430664
2019-02-14,97.58000183105469
2018-12-12,81.68000030517578
2019-07-24,77.4800033569336
2019-09-26,66.01000213623047
2019-10-28,65.19999694824219
2019-12-05,73.55000305175781
2020-05-11,71.02999877929688
2019-07-03,73.12999725341797
2020-02-25,76.30999755859375
2020-05-14,87.05000305175781
2020-02-28,86.22000122070312
2019-08-08,88.68000030517578
2019-06-05,96.29000091552734
2018-07-20,86.41999816894531
2018-08-21,84.86000061035156
2018-10-24,83.27999877929688
2019-04-02,89.27999877929688
2019-03-01,97.72000122070312
2019-01-28,99.66999816894531
2018-12-27,103.47000122070312
2019-09-09,98.41000366210938
2020-03-02,102.5
2020-05-20,101.4800033569336
2019-12-17,98.98999786376953
2020-03-05,104.56999969482422
2019-02-12,102.26000213623047
2019-01-11,97.55999755859375
2018-12-10,97.98999786376953
2019-08-23,98.0
2018-11-08,99.44000244140625
2019-07-22,102.7300033569336
2019-06-20,101.62999725341797
2018-09-05,105.9800033569336
2019-04-17,105.58000183105469
2019-09-24,97.5999984741211
2019-12-20,95.63999938964844
2020-05-26,100.30000305175781
2019-04-30,95.27999877929688
2019-12-23,96.30999755859375
2020-03-11,97.87999725341797
2020-05-29,97.7300033569336
2019-12-26,93.5199966430664
2020-06-01,90.08999633789062
2019-05-02,86.6500015258789
2019-02-27,90.51000213623047
2018-11-23,96.22000122070312
2019-08-06,97.37999725341797
2018-07-18,100.27999877929688
2018-09-20,101.93000030517578
2018-10-22,101.19999694824219
2019-07-05,105.87000274658203
2019-06-03,106.98999786376953
2019-10-09,106.37000274658203
2019-10-11,103.19000244140625
2020-03-17,103.1500015258789
2020-06-04,103.12000274658203
2019-10-14,104.31999969482422
2020-03-20,101.61000061035156
2018-11-06,105.4800033569336
2019-06-18,110.01000213623047
2019-05-17,107.18000030517578
2019-04-15,102.4000015258789
2019-03-14,92.22000122070312
2019-01-09,92.83999633789062
2018-08-02,91.22000122070312
2018-10-05,98.93000030517578
2019-08-21,96.44000244140625
2019-10-17,93.44000244140625
2020-03-23,95.83999633789062
2020-06-10,93.69999694824219
2019-02-25,94.38999938964844
2020-01-07,89.05999755859375
2020-03-26,87.86000061035156
2019-10-23,88.47000122070312
