Dates,TMUS
2018-06-20,60.34000015258789
2018-06-21,60.0
2018-06-25,60.790000915527344
2018-06-22,59.72999954223633
2018-06-26,59.70000076293945
2018-06-27,59.34000015258789
2018-06-28,59.86000061035156
2018-06-29,59.75
2018-07-02,59.90999984741211
2018-07-03,59.13999938964844
2018-07-05,60.060001373291016
2018-07-16,61.13999938964844
2018-09-18,61.34000015258789
2019-01-24,61.18000030517578
2019-09-05,60.18000030517578
2018-11-21,61.58000183105469
2020-01-13,61.68000030517578
2020-04-01,61.630001068115234
2020-06-19,61.209999084472656
2019-10-29,60.52000045776367
2020-01-16,59.40999984741211
2020-06-22,59.25
2018-10-03,58.36000061035156
2018-07-31,58.779998779296875
2019-03-12,58.83000183105469
2019-02-08,59.369998931884766
2019-01-07,59.61000061035156
2018-12-06,59.81999969482422
2019-08-19,60.0
2019-07-18,59.36000061035156
2019-05-15,62.18000030517578
2019-09-20,61.54999923706055
2019-11-01,66.30000305175781
2020-04-07,65.33000183105469
2020-06-25,65.5
2020-06-16,64.97000122070312
2019-11-04,64.9800033569336
2020-01-22,65.69999694824219
2019-11-07,65.95999908447266
2020-04-13,65.41000366210938
2019-07-01,65.9800033569336
2019-05-30,65.9000015258789
2018-08-15,65.83999633789062
2018-10-18,66.51000213623047
2019-03-27,65.80999755859375
2019-01-22,65.20999908447266
2018-12-21,65.41000366210938
2019-09-03,65.80000305175781
2018-11-19,65.58999633789062
2019-08-02,65.9800033569336
2020-01-28,66.01000213623047
2020-04-16,66.04000091552734
2019-11-13,65.7699966430664
2020-01-31,65.70999908447266
2018-12-04,65.5199966430664
2018-11-02,64.38999938964844
2019-07-16,65.55999755859375
2018-08-30,65.91000366210938
2018-10-01,67.91999816894531
2019-06-14,68.4800033569336
2019-05-13,68.25
2019-04-11,67.41999816894531
2019-02-06,68.48999786376953
2019-09-18,68.3499984741211
2020-02-03,69.12999725341797
2020-04-22,69.06999969482422
2019-11-19,68.91999816894531
2020-02-06,69.44999694824219
2019-11-22,68.79000091552734
2019-03-25,70.48999786376953
2019-02-21,70.18000030517578
2018-12-19,70.25
2018-07-12,69.72000122070312
2018-09-14,68.9800033569336
2018-08-13,68.94999694824219
2018-10-16,68.58999633789062
2019-07-31,68.81999969482422
2019-05-28,68.45999908447266
2019-04-26,66.62999725341797
2020-04-28,66.20999908447266
2019-11-25,68.37999725341797
2020-02-12,67.62000274658203
2020-05-01,68.94000244140625
2020-05-04,69.08000183105469
2019-06-12,68.7699966430664
2019-04-09,69.75
2019-03-08,69.51000213623047
2019-02-04,69.27999877929688
2018-07-27,65.70999908447266
2018-08-28,66.31999969482422
2019-01-03,65.11000061035156
2019-08-15,64.91000366210938
2018-10-31,63.91999816894531
2019-09-16,68.55000305175781
2020-02-18,68.87999725341797
2020-05-07,68.51000213623047
2018-08-17,68.88999938964844
2019-12-04,68.7699966430664
2020-02-21,70.33999633789062
2018-12-17,69.75
2019-08-30,68.68000030517578
2018-11-15,67.88999938964844
2019-07-29,68.41000366210938
2019-06-27,68.12000274658203
2019-04-24,68.08000183105469
2018-07-10,69.13999938964844
2018-09-12,68.0
2019-02-19,66.56999969482422
2019-01-18,66.77999877929688
2020-02-24,67.06999969482422
2020-05-13,67.48999786376953
2019-12-10,67.48999786376953
2020-02-27,68.91999816894531
2019-12-13,68.68000030517578
2020-05-19,68.44999694824219
2019-03-06,67.80000305175781
2018-11-30,66.56999969482422
2019-08-13,67.30000305175781
2019-07-12,65.69000244140625
2019-06-10,65.7300033569336
2019-05-09,65.52999877929688
2018-07-25,66.0999984741211
2018-09-27,66.36000061035156
