Dates,TMUS
2018-06-20,60.72999954223633
2018-06-21,60.70000076293945
2018-06-25,61.15999984741211
2018-06-22,60.900001525878906
2018-06-26,59.7599983215332
2018-06-27,60.470001220703125
2018-06-28,60.20000076293945
2018-06-29,60.040000915527344
2018-07-02,59.959999084472656
2018-07-03,59.86000061035156
2018-07-05,60.119998931884766
2018-07-16,61.369998931884766
2018-09-18,61.61000061035156
2019-01-24,61.5099983215332
2019-09-05,60.959999084472656
2018-11-21,61.619998931884766
2020-01-13,61.810001373291016
2020-04-01,62.09000015258789
2020-06-19,61.9900016784668
2019-10-29,61.4900016784668
2020-01-16,60.380001068115234
2020-06-22,59.61000061035156
2018-10-03,59.22999954223633
2018-07-31,59.099998474121094
2019-03-12,59.31999969482422
2019-02-08,59.79999923706055
2019-01-07,60.66999816894531
2018-12-06,60.7400016784668
2019-08-19,60.20000076293945
2019-07-18,60.16999816894531
2019-05-15,62.2400016784668
2019-09-20,62.2599983215332
2019-11-01,66.4000015258789
2020-04-07,66.33999633789062
2020-06-25,65.6500015258789
2020-06-16,65.73999786376953
2019-11-04,65.19999694824219
2020-01-22,65.80000305175781
2019-11-07,66.44000244140625
2020-04-13,65.9000015258789
2019-07-01,66.20999908447266
2019-05-30,66.05999755859375
2018-08-15,66.23999786376953
2018-10-18,66.63999938964844
2019-03-27,66.41000366210938
2019-01-22,65.9000015258789
2018-12-21,65.93000030517578
2019-09-03,65.94000244140625
2018-11-19,66.08999633789062
2019-08-02,66.48999786376953
2020-01-28,66.36000061035156
2020-04-16,66.37999725341797
2019-11-13,66.30000305175781
2020-01-31,66.02999877929688
2018-12-04,65.95999908447266
2018-11-02,65.63999938964844
2019-07-16,65.80000305175781
2018-08-30,66.0199966430664
2018-10-01,68.31999969482422
2019-06-14,68.70999908447266
2019-05-13,68.6500015258789
2019-04-11,68.18000030517578
2019-02-06,68.58000183105469
2019-09-18,68.87000274658203
2020-02-03,69.1500015258789
2020-04-22,69.7699966430664
2019-11-19,69.33999633789062
2020-02-06,69.55000305175781
2019-11-22,69.48999786376953
2019-03-25,70.62999725341797
2019-02-21,70.87999725341797
2018-12-19,70.94000244140625
2018-07-12,70.58000183105469
2018-09-14,69.9800033569336
2018-08-13,68.98999786376953
2018-10-16,69.7300033569336
2019-07-31,69.23999786376953
2019-05-28,69.3499984741211
2019-04-26,69.05000305175781
2020-04-28,67.70999908447266
2019-11-25,68.5999984741211
2020-02-12,68.66000366210938
2020-05-01,69.12999725341797
2020-05-04,69.66000366210938
2019-06-12,69.69000244140625
2019-04-09,70.13999938964844
2019-03-08,70.20999908447266
2019-02-04,69.7699966430664
2018-07-27,69.37000274658203
2018-08-28,67.0
2019-01-03,65.55999755859375
2019-08-15,66.66000366210938
2018-10-31,65.48999786376953
2019-09-16,69.5999984741211
2020-02-18,69.5999984741211
2020-05-07,69.44999694824219
2018-08-17,69.66999816894531
2019-12-04,69.27999877929688
2020-02-21,70.77999877929688
2018-12-17,70.75
2019-08-30,69.69999694824219
2018-11-15,69.16000366210938
2019-07-29,69.41000366210938
2019-06-27,69.22000122070312
2019-04-24,68.36000061035156
2018-07-10,69.69999694824219
2018-09-12,69.5999984741211
2019-02-19,67.77999877929688
2019-01-18,67.51000213623047
2020-02-24,67.45999908447266
2020-05-13,67.88999938964844
2019-12-10,68.12000274658203
2020-02-27,68.9800033569336
2019-12-13,68.94000244140625
2020-05-19,69.20999908447266
2019-03-06,69.0199966430664
2018-11-30,68.54000091552734
2019-08-13,67.55000305175781
2019-07-12,68.47000122070312
2019-06-10,65.95999908447266
2019-05-09,67.33999633789062
2018-07-25,67.08000183105469
2018-09-27,66.8499984741211
2018-10-29,66.69000244140625
2019-10-16,65.94000244140625
2019-12-16,65.62999725341797
2020-03-04,66.56999969482422
2020-05-22,65.30999755859375
2019-10-01,65.37000274658203
2019-12-19,61.720001220703125
2018-09-10,63.029998779296875
2019-05-24,62.65999984741211
2018-08-09,63.75
2019-04-22,63.650001525878906
2019-03-21,65.33000183105469
2019-01-16,66.23999786376953
2019-08-28,67.55999755859375
2018-11-13,68.61000061035156
2018-10-12,68.68000030517578
2019-06-25,68.66999816894531
2020-03-10,68.86000061035156
2020-05-28,69.05999755859375
2019-10-07,68.5199966430664
2020-03-13,68.55999755859375
2019-10-10,67.61000061035156
2020-03-16,66.75
2020-06-03,68.05000305175781
2018-11-28,67.19000244140625
2018-09-25,67.8499984741211
2018-07-23,68.66000366210938
2018-08-24,69.2699966430664
2019-07-10,68.48999786376953
2019-05-07,67.94000244140625
2019-04-05,68.69000244140625
2019-03-04,70.12000274658203
2019-01-31,69.77999877929688
2019-09-12,69.62999725341797
2019-12-31,69.69999694824219
2020-03-19,67.30000305175781
2020-01-03,68.45999908447266
2020-06-09,68.47000122070312
2019-02-15,69.18000030517578
2019-01-14,69.66999816894531
2018-07-06,69.95999908447266
2018-08-07,70.5199966430664
2018-10-10,72.06999969482422
2018-12-13,72.86000061035156
2019-08-26,73.08000183105469
2019-07-25,73.76000213623047
2019-05-22,74.05999755859375
2019-03-19,73.52999877929688
2020-01-06,72.97000122070312
2020-03-25,72.52999877929688
2020-06-12,72.69999694824219
2019-10-22,72.5999984741211
2020-01-09,72.33999633789062
2020-06-15,71.9800033569336
2019-10-25,71.5999984741211
2020-03-31,71.37999725341797
2020-06-18,71.25
2019-04-03,71.58000183105469
2018-08-22,72.12999725341797
2018-10-25,72.4800033569336
2019-01-29,72.44000244140625
2018-12-28,73.5
2018-11-26,73.91000366210938
2019-08-09,74.05999755859375
2019-07-08,72.93000030517578
2019-06-06,72.73999786376953
2019-09-10,72.47000122070312
2020-01-15,72.41000366210938
2020-04-03,73.36000061035156
2019-10-31,73.79000091552734
2020-04-06,72.25
2020-06-24,69.48999786376953
2018-11-09,70.04000091552734
2019-07-23,70.16000366210938
2019-06-21,70.0199966430664
2019-05-20,70.12999725341797
2019-04-18,70.75
2018-09-06,71.23999786376953
2018-10-08,71.66000366210938
2019-02-13,72.33000183105469
2018-12-11,73.01000213623047
2019-09-25,73.87999725341797
2020-01-21,73.86000061035156
2020-04-09,74.2699966430664
2019-11-06,74.30999755859375
2020-01-24,73.77999877929688
2020-01-27,73.86000061035156
2020-04-15,74.0
2018-12-26,73.87000274658203
2019-08-07,73.58000183105469
2019-06-04,74.7300033569336
2018-09-21,73.81999969482422
2018-07-19,73.73999786376953
2018-08-20,74.11000061035156
2018-10-23,73.94999694824219
2019-05-03,74.77999877929688
2019-04-01,74.51000213623047
2019-02-28,74.44999694824219
2019-11-12,73.95999908447266
2020-01-30,74.4000015258789
2019-11-15,75.31999969482422
2020-04-21,74.73999786376953
2019-04-16,73.87000274658203
2019-03-15,74.77999877929688
2019-02-11,77.12999725341797
2019-01-10,76.31999969482422
2019-08-22,80.93000030517578
2018-11-07,78.29000091552734
2018-08-03,77.12999725341797
2018-09-04,77.0
2019-06-19,77.44999694824219
2019-09-23,77.9800033569336
2019-11-18,76.6500015258789
2020-02-05,76.56999969482422
2020-04-24,75.25
2019-03-29,74.63999938964844
2019-11-21,75.73999786376953
2020-04-27,76.55000305175781
2020-02-11,76.44000244140625
2020-04-30,77.13999938964844
2019-05-01,77.37999725341797
2019-02-26,77.45999908447266
2019-01-25,75.9000015258789
2018-12-24,75.27999877929688
2019-09-06,78.0
2018-07-17,75.43000030517578
2018-09-19,77.12999725341797
2019-08-05,78.5
2019-10-08,79.26000213623047
2019-12-11,77.75
2019-11-27,76.55000305175781
2020-02-14,75.5
2020-05-06,74.4000015258789
2019-01-08,73.72000122070312
2018-12-07,74.48999786376953
2019-08-20,74.66999816894531
2018-11-05,75.77999877929688
2019-07-19,77.02999877929688
2018-10-04,76.43000030517578
2019-06-17,76.38999938964844
2019-05-16,75.83000183105469
2018-08-01,78.94999694824219
2019-03-13,78.87999725341797
2019-12-03,79.7300033569336
2020-02-20,80.0
2019-12-06,79.58999633789062
2020-05-12,79.45999908447266
2019-12-09,79.06999969482422
2020-02-26,77.98999786376953
2020-05-15,78.66000366210938
2019-03-28,78.16000366210938
2018-09-17,81.56999969482422
2018-08-16,81.41000366210938
2018-10-19,85.22000122070312
2019-04-29,84.79000091552734
2019-01-23,82.33000183105469
2019-09-04,81.6500015258789
2018-11-20,80.30999755859375
2019-07-02,79.38999938964844
2019-05-31,77.0
2019-12-12,77.31999969482422
2020-05-18,76.80000305175781
2019-09-27,78.05999755859375
2020-03-03,78.20999908447266
2020-05-21,77.61000061035156
2019-05-14,78.26000213623047
2018-08-31,77.37999725341797
2018-07-30,77.80000305175781
2018-10-02,78.25
2019-04-12,78.5
2019-03-11,78.23999786376953
2019-02-07,78.30999755859375
2019-07-17,78.41999816894531
2019-09-19,78.25
2019-10-21,78.06999969482422
2019-12-18,78.0999984741211
2020-03-06,77.37000274658203
2019-10-03,78.41000366210938
2020-03-09,78.37999725341797
2020-05-27,77.94000244140625
2019-12-24,77.83999633789062
2020-03-12,78.56999969482422
2018-12-20,79.16999816894531
2019-08-01,79.47000122070312
2018-08-14,78.77999877929688
2018-07-13,79.7699966430664
2018-10-17,80.5999984741211
2019-05-29,80.08999633789062
2019-03-26,79.63999938964844
2019-02-22,80.55000305175781
2019-10-04,80.55000305175781
2019-11-05,81.1500015258789
2019-12-27,80.8499984741211
2020-06-02,80.77999877929688
2019-12-30,80.48999786376953
2020-03-18,80.02999877929688
2020-06-05,80.01000213623047
2019-07-15,79.1500015258789
2018-12-03,79.08999633789062
2019-06-13,79.37000274658203
2019-01-04,77.97000122070312
2018-08-29,77.41000366210938
2019-02-05,78.06999969482422
2018-11-01,78.68000030517578
2019-08-16,78.13999938964844
2019-04-10,78.27999877929688
2019-09-17,78.48999786376953
2019-10-15,80.02999877929688
2020-01-02,79.52999877929688
2020-06-08,79.94000244140625
2019-10-18,80.18000030517578
2020-03-24,81.18000030517578
2020-06-11,82.33000183105469
2020-01-08,82.52999877929688
2019-04-25,82.56999969482422
2019-07-30,81.75
2019-02-20,81.62999725341797
2018-07-11,82.18000030517578
2018-09-13,83.12000274658203
2018-10-15,82.37000274658203
2019-06-28,83.8499984741211
2018-12-18,83.5
2018-11-16,83.19000244140625
2019-10-02,82.80999755859375
2020-03-27,81.8499984741211
2020-01-10,81.94999694824219
2019-10-24,83.02999877929688
2020-03-30,81.83999633789062
2020-06-17,81.13999938964844
2020-01-14,79.6500015258789
2020-04-02,78.06999969482422
2019-01-02,77.81999969482422
2019-08-14,79.5
2018-10-30,78.44999694824219
2019-06-11,78.30000305175781
2019-05-10,77.68000030517578
2019-04-08,77.94000244140625
2018-08-27,78.77999877929688
2018-07-26,78.87000274658203
2018-09-28,78.69000244140625
2019-03-07,79.30000305175781
2019-10-30,79.27999877929688
2020-01-17,78.83999633789062
2020-06-23,78.05999755859375
2020-04-08,78.52999877929688
2020-06-26,78.19999694824219
2019-03-22,78.0
2019-01-17,77.9000015258789
2019-08-29,75.91000366210938
2018-11-14,75.41000366210938
2019-06-26,75.25
2018-09-11,75.54000091552734
2018-07-09,75.8499984741211
2018-08-10,75.69999694824219
2019-04-23,76.41999816894531
2019-09-30,77.55000305175781
2020-01-23,77.93000030517578
2019-11-08,77.55999755859375
2020-04-14,77.41000366210938
2019-11-11,77.54000091552734
2020-01-29,77.5
2020-04-17,78.0999984741211
2018-07-24,78.44000244140625
2018-09-26,78.88999938964844
2019-05-08,78.43000030517578
2019-03-05,78.8499984741211
2019-02-01,79.51000213623047
2018-12-31,79.79000091552734
2018-11-29,80.33000183105469
2019-08-12,80.20999908447266
2019-07-11,79.55999755859375
2019-09-13,79.94999694824219
2019-11-14,80.4800033569336
2020-04-20,81.5199966430664
2020-02-04,82.23999786376953
2020-04-23,82.94999694824219
2018-12-14,83.02999877929688
2019-08-27,82.37000274658203
2018-08-08,82.58999633789062
2018-10-11,81.55000305175781
2018-11-12,82.30000305175781
2019-07-26,81.88999938964844
2019-06-24,81.05000305175781
2019-05-23,80.79000091552734
2019-03-20,80.76000213623047
2019-01-15,81.88999938964844
2019-11-20,82.70999908447266
2020-02-07,83.08000183105469
2020-02-10,85.79000091552734
2020-04-29,85.6500015258789
2019-11-26,95.2300033569336
2020-02-13,96.2699966430664
2019-01-30,96.1500015258789
2018-08-23,96.62000274658203
2018-09-24,100.0199966430664
2018-11-27,101.3499984741211
2018-10-26,100.41999816894531
2019-07-09,99.48999786376953
2019-06-07,97.30999755859375
2019-05-06,97.0
2019-04-04,95.66000366210938
2019-09-11,93.31999969482422
2019-11-29,90.5
2020-05-05,93.36000061035156
2019-12-02,93.91999816894531
2020-02-19,93.95999908447266
2020-05-08,93.16000366210938
2019-05-21,88.27999877929688
2019-03-18,84.88999938964844
2018-09-07,85.01000213623047
2018-08-06,87.83000183105469
2018-10-09,85.0
2019-02-14,85.5199966430664
