Dates,PHM
2018-06-20,29.3799991607666
2018-06-21,29.170000076293945
2018-06-25,28.780000686645508
2018-06-22,28.239999771118164
2018-06-26,28.610000610351562
2018-06-27,28.170000076293945
2018-06-28,28.350000381469727
2018-06-29,28.75
2018-07-02,28.8700008392334
2018-07-03,28.850000381469727
2018-07-05,29.170000076293945
2018-07-16,29.309999465942383
2018-09-18,29.639999389648438
2019-01-24,29.5
2019-09-05,29.389999389648438
2018-11-21,29.6299991607666
2020-01-13,29.649999618530273
2020-04-01,30.1299991607666
2020-06-19,30.920000076293945
2019-10-29,30.969999313354492
2020-01-16,31.290000915527344
2020-06-22,31.110000610351562
2018-10-03,30.81999969482422
2018-07-31,30.139999389648438
2019-03-12,28.979999542236328
2019-02-08,28.979999542236328
2019-01-07,28.1299991607666
2018-12-06,28.139999389648438
2019-08-19,28.489999771118164
2019-07-18,28.770000457763672
2019-05-15,28.559999465942383
2019-09-20,28.639999389648438
2019-11-01,28.719999313354492
2020-04-07,29.360000610351562
2020-06-25,29.420000076293945
2020-06-16,29.329999923706055
2019-11-04,28.739999771118164
2020-01-22,27.649999618530273
2019-11-07,27.850000381469727
2020-04-13,27.739999771118164
2019-07-01,28.049999237060547
2019-05-30,28.09000015258789
2018-08-15,28.1299991607666
2018-10-18,29.670000076293945
2019-03-27,29.3799991607666
2019-01-22,28.75
2018-12-21,28.549999237060547
2019-09-03,28.969999313354492
2018-11-19,28.440000534057617
2019-08-02,28.329999923706055
2020-01-28,27.90999984741211
2020-04-16,27.950000762939453
2019-11-13,28.0
2020-01-31,28.520000457763672
2018-12-04,28.06999969482422
2018-11-02,26.899999618530273
2019-07-16,26.889999389648438
2018-08-30,27.110000610351562
2018-10-01,27.469999313354492
2019-06-14,26.84000015258789
2019-05-13,27.020000457763672
2019-04-11,26.649999618530273
2019-02-06,26.940000534057617
2019-09-18,26.690000534057617
2020-02-03,26.389999389648438
2020-04-22,26.260000228881836
2019-11-19,25.690000534057617
2020-02-06,25.899999618530273
2019-11-22,25.530000686645508
2019-03-25,24.979999542236328
2019-02-21,24.770000457763672
2018-12-19,24.510000228881836
2018-07-12,24.639999389648438
2018-09-14,24.09000015258789
2018-08-13,23.790000915527344
2018-10-16,23.860000610351562
2019-07-31,24.200000762939453
2019-05-28,23.860000610351562
2019-04-26,23.56999969482422
2020-04-28,23.309999465942383
2019-11-25,22.889999389648438
2020-02-12,22.940000534057617
2020-05-01,23.6200008392334
2020-05-04,22.81999969482422
2019-06-12,22.440000534057617
2019-04-09,21.579999923706055
2019-03-08,20.8799991607666
2019-02-04,22.399999618530273
2018-07-27,22.139999389648438
2018-08-28,23.15999984741211
2019-01-03,23.93000030517578
2019-08-15,23.420000076293945
2018-10-31,24.899999618530273
2019-09-16,24.56999969482422
2020-02-18,24.65999984741211
2020-05-07,24.270000457763672
2018-08-17,24.739999771118164
2019-12-04,24.889999389648438
2020-02-21,25.100000381469727
2018-12-17,24.229999542236328
2019-08-30,24.440000534057617
2018-11-15,24.010000228881836
2019-07-29,24.389999389648438
2019-06-27,24.540000915527344
2019-04-24,24.110000610351562
2018-07-10,24.969999313354492
2018-09-12,25.219999313354492
2019-02-19,25.329999923706055
2019-01-18,25.65999984741211
2020-02-24,25.920000076293945
2020-05-13,26.190000534057617
2019-12-10,26.399999618530273
2020-02-27,26.739999771118164
2019-12-13,26.729999542236328
2020-05-19,26.520000457763672
2019-03-06,26.81999969482422
2018-11-30,25.6299991607666
2019-08-13,26.649999618530273
2019-07-12,26.229999542236328
2019-06-10,25.559999465942383
2019-05-09,25.75
2018-07-25,26.149999618530273
2018-09-27,25.809999465942383
2018-10-29,25.610000610351562
2019-10-16,25.639999389648438
2019-12-16,26.469999313354492
2020-03-04,25.799999237060547
2020-05-22,25.799999237060547
2019-10-01,25.1299991607666
2019-12-19,24.68000030517578
2018-09-10,25.850000381469727
2019-05-24,26.0
2018-08-09,26.040000915527344
2019-04-22,25.989999771118164
2019-03-21,26.239999771118164
2019-01-16,25.940000534057617
2019-08-28,27.200000762939453
2018-11-13,28.209999084472656
2018-10-12,28.34000015258789
2019-06-25,28.950000762939453
2020-03-10,28.610000610351562
2020-05-28,28.579999923706055
2019-10-07,27.860000610351562
2020-03-13,28.06999969482422
2019-10-10,27.3700008392334
2020-03-16,26.850000381469727
2020-06-03,26.59000015258789
2018-11-28,26.329999923706055
2018-09-25,26.709999084472656
2018-07-23,26.700000762939453
2018-08-24,26.959999084472656
2019-07-10,27.030000686645508
2019-05-07,27.25
2019-04-05,27.239999771118164
2019-03-04,27.809999465942383
2019-01-31,27.350000381469727
2019-09-12,26.790000915527344
2019-12-31,27.350000381469727
