Dates,PHM
2018-06-20,4521200.0
2018-06-21,2977200.0
2018-06-25,5248200.0
2018-06-22,4426200.0
2018-06-26,6301700.0
2018-06-27,4633200.0
2018-06-28,4292900.0
2018-06-29,4035300.0
2018-07-02,2967500.0
2018-07-03,1864700.0
2018-07-05,2680800.0
2018-07-16,2199200.0
2018-09-18,4988800.0
2019-01-24,4013500.0
2019-09-05,3693600.0
2018-11-21,2432800.0
2020-01-13,2333600.0
2020-04-01,5129000.0
2020-06-19,4862100.0
2019-10-29,4558300.0
2020-01-16,4576300.0
2020-06-22,5021600.0
2018-10-03,6023000.0
2018-07-31,5706900.0
2019-03-12,9804900.0
2019-02-08,10582100.0
2019-01-07,8101400.0
2018-12-06,4447900.0
2019-08-19,4996200.0
2019-07-18,8073900.0
2019-05-15,4897600.0
2019-09-20,3749600.0
2019-11-01,3966800.0
2020-04-07,4677200.0
2020-06-25,2949600.0
2020-06-16,3044300.0
2019-11-04,5023300.0
2020-01-22,6524700.0
2019-11-07,3107000.0
2020-04-13,2509000.0
2019-07-01,2578600.0
2019-05-30,2074200.0
2018-08-15,3450600.0
2018-10-18,5177400.0
2019-03-27,4037300.0
2019-01-22,3252300.0
2018-12-21,2102800.0
2019-09-03,3186600.0
2018-11-19,3889700.0
2019-08-02,2728800.0
2020-01-28,2912100.0
2020-04-16,2516900.0
2019-11-13,3182700.0
2020-01-31,5647000.0
2018-12-04,5091800.0
2018-11-02,6220000.0
2019-07-16,4039000.0
2018-08-30,3490400.0
2018-10-01,2820200.0
2019-06-14,4535100.0
2019-05-13,3877900.0
2019-04-11,3437600.0
2019-02-06,3176700.0
2019-09-18,2427400.0
2020-02-03,7857500.0
2020-04-22,8037200.0
2019-11-19,6649100.0
2020-02-06,4244500.0
2019-11-22,4834900.0
2019-03-25,5269600.0
2019-02-21,5930100.0
2018-12-19,5612200.0
2018-07-12,5480200.0
2018-09-14,7781000.0
2018-08-13,6907000.0
2018-10-16,7178200.0
2019-07-31,4232200.0
2019-05-28,4930000.0
2019-04-26,4495900.0
2020-04-28,5346700.0
2019-11-25,5920200.0
2020-02-12,3156400.0
2020-05-01,3789900.0
2020-05-04,6024600.0
2019-06-12,6970900.0
2019-04-09,5636900.0
2019-03-08,9021400.0
2019-02-04,16957000.0
2018-07-27,13611100.0
2018-08-28,12843000.0
2019-01-03,13919400.0
2019-08-15,9023600.0
