Dates,PHM
2018-06-20,29.530000686645508
2018-06-21,29.59000015258789
2018-06-25,29.25
2018-06-22,28.81999969482422
2018-06-26,29.18000030517578
2018-06-27,28.719999313354492
2018-06-28,28.389999389648438
2018-06-29,29.139999389648438
2018-07-02,28.8799991607666
2018-07-03,29.18000030517578
2018-07-05,29.209999084472656
2018-07-16,29.540000915527344
2018-09-18,29.790000915527344
2019-01-24,29.809999465942383
2019-09-05,29.6299991607666
2018-11-21,29.75
2020-01-13,29.850000381469727
2020-04-01,30.170000076293945
2020-06-19,30.969999313354492
2019-10-29,31.0
2020-01-16,31.559999465942383
2020-06-22,31.309999465942383
2018-10-03,31.350000381469727
2018-07-31,30.940000534057617
2019-03-12,30.09000015258789
2019-02-08,29.1200008392334
2019-01-07,29.34000015258789
2018-12-06,28.510000228881836
2019-08-19,28.799999237060547
2019-07-18,28.809999465942383
2019-05-15,28.770000457763672
2019-09-20,28.829999923706055
2019-11-01,28.729999542236328
2020-04-07,29.459999084472656
2020-06-25,29.5
2020-06-16,29.700000762939453
2019-11-04,29.1200008392334
2020-01-22,28.739999771118164
2019-11-07,27.979999542236328
2020-04-13,27.770000457763672
2019-07-01,28.350000381469727
2019-05-30,28.280000686645508
2018-08-15,28.389999389648438
2018-10-18,29.709999084472656
2019-03-27,29.649999618530273
2019-01-22,29.34000015258789
2018-12-21,28.889999389648438
2019-09-03,29.079999923706055
2018-11-19,28.950000762939453
2019-08-02,28.549999237060547
2020-01-28,28.530000686645508
2020-04-16,28.059999465942383
2019-11-13,28.190000534057617
2020-01-31,28.739999771118164
2018-12-04,28.760000228881836
2018-11-02,27.850000381469727
2019-07-16,27.18000030517578
2018-08-30,27.579999923706055
2018-10-01,27.559999465942383
2019-06-14,27.670000076293945
2019-05-13,27.229999542236328
2019-04-11,27.309999465942383
2019-02-06,27.18000030517578
2019-09-18,27.170000076293945
2020-02-03,26.809999465942383
2020-04-22,26.290000915527344
2019-11-19,26.110000610351562
2020-02-06,26.149999618530273
2019-11-22,26.299999237060547
2019-03-25,25.329999923706055
2019-02-21,25.25
2018-12-19,25.030000686645508
2018-07-12,24.979999542236328
2018-09-14,24.84000015258789
2018-08-13,23.940000534057617
2018-10-16,24.06999969482422
2019-07-31,24.290000915527344
2019-05-28,24.239999771118164
2019-04-26,24.270000457763672
2020-04-28,23.940000534057617
2019-11-25,23.670000076293945
2020-02-12,23.139999389648438
2020-05-01,23.649999618530273
2020-05-04,23.389999389648438
2019-06-12,22.780000686645508
2019-04-09,22.56999969482422
2019-03-08,21.639999389648438
2019-02-04,22.84000015258789
2018-07-27,23.350000381469727
2018-08-28,23.479999542236328
2019-01-03,24.489999771118164
2019-08-15,24.469999313354492
2018-10-31,25.059999465942383
2019-09-16,25.399999618530273
2020-02-18,25.079999923706055
2020-05-07,24.8799991607666
2018-08-17,24.920000076293945
2019-12-04,25.0
2020-02-21,25.1299991607666
2018-12-17,24.790000915527344
2019-08-30,24.809999465942383
2018-11-15,24.31999969482422
2019-07-29,24.600000381469727
2019-06-27,24.90999984741211
2019-04-24,24.139999389648438
2018-07-10,25.1299991607666
2018-09-12,25.420000076293945
2019-02-19,25.860000610351562
2019-01-18,25.8799991607666
2020-02-24,26.1299991607666
2020-05-13,26.350000381469727
2019-12-10,26.610000610351562
2020-02-27,26.780000686645508
2019-12-13,27.139999389648438
2020-05-19,26.920000076293945
2019-03-06,26.899999618530273
2018-11-30,26.649999618530273
2019-08-13,26.709999084472656
2019-07-12,27.09000015258789
2019-06-10,26.549999237060547
2019-05-09,26.280000686645508
2018-07-25,26.469999313354492
2018-09-27,26.420000076293945
2018-10-29,26.299999237060547
2019-10-16,26.079999923706055
2019-12-16,26.75
2020-03-04,26.959999084472656
2020-05-22,26.469999313354492
2019-10-01,26.25
2019-12-19,25.239999771118164
2018-09-10,25.8799991607666
2019-05-24,26.010000228881836
2018-08-09,26.459999084472656
2019-04-22,26.299999237060547
2019-03-21,26.5
2019-01-16,26.479999542236328
