Dates,PHM
2018-06-20,29.360000610351562
2018-06-21,29.399999618530273
2018-06-25,29.200000762939453
2018-06-22,28.670000076293945
2018-06-26,28.75
2018-06-27,28.719999313354492
2018-06-28,28.110000610351562
2018-06-29,28.790000915527344
2018-07-02,28.549999237060547
2018-07-03,29.0
2018-07-05,29.040000915527344
2018-07-16,29.209999084472656
2018-09-18,29.520000457763672
2019-01-24,29.760000228881836
2019-09-05,29.299999237060547
2018-11-21,29.549999237060547
2020-01-13,29.6200008392334
2020-04-01,29.610000610351562
2020-06-19,30.1299991607666
2019-10-29,30.540000915527344
2020-01-16,30.959999084472656
2020-06-22,31.290000915527344
2018-10-03,31.110000610351562
2018-07-31,30.450000762939453
2019-03-12,30.09000015258789
2019-02-08,28.479999542236328
2019-01-07,28.81999969482422
2018-12-06,28.139999389648438
2019-08-19,28.280000686645508
2019-07-18,28.520000457763672
2019-05-15,28.469999313354492
2019-09-20,28.559999465942383
2019-11-01,28.5
2020-04-07,28.690000534057617
2020-06-25,29.3799991607666
2020-06-16,29.5
2019-11-04,29.1200008392334
2020-01-22,28.690000534057617
2019-11-07,27.700000762939453
2020-04-13,27.700000762939453
2019-07-01,27.899999618530273
2019-05-30,28.0
2018-08-15,28.219999313354492
2018-10-18,28.719999313354492
2019-03-27,29.559999465942383
2019-01-22,29.329999923706055
2018-12-21,28.68000030517578
2019-09-03,28.56999969482422
2018-11-19,28.920000076293945
2019-08-02,28.309999465942383
2020-01-28,28.31999969482422
2020-04-16,27.799999237060547
2019-11-13,27.920000076293945
2020-01-31,28.0
2018-12-04,28.18000030517578
2018-11-02,27.809999465942383
2019-07-16,26.979999542236328
2018-08-30,26.81999969482422
2018-10-01,27.1299991607666
2019-06-14,27.329999923706055
2019-05-13,26.600000381469727
2019-04-11,26.989999771118164
2019-02-06,26.700000762939453
2019-09-18,26.84000015258789
2020-02-03,26.709999084472656
2020-04-22,26.040000915527344
2019-11-19,26.059999465942383
2020-02-06,25.799999237060547
2019-11-22,26.06999969482422
2019-03-25,25.309999465942383
2019-02-21,24.989999771118164
2018-12-19,24.860000610351562
2018-07-12,24.420000076293945
2018-09-14,24.719999313354492
2018-08-13,23.93000030517578
2018-10-16,23.829999923706055
2019-07-31,23.760000228881836
2019-05-28,24.1299991607666
2019-04-26,23.770000457763672
2020-04-28,23.510000228881836
2019-11-25,23.670000076293945
2020-02-12,22.799999237060547
2020-05-01,23.15999984741211
2020-05-04,23.15999984741211
2019-06-12,22.299999237060547
2019-04-09,22.450000762939453
2019-03-08,21.420000076293945
2019-02-04,20.700000762939453
2018-07-27,22.520000457763672
2018-08-28,22.709999084472656
2019-01-03,22.719999313354492
2019-08-15,24.360000610351562
2018-10-31,23.290000915527344
2019-09-16,25.15999984741211
2020-02-18,24.579999923706055
2020-05-07,24.8700008392334
2018-08-17,24.260000228881836
2019-12-04,24.649999618530273
2020-02-21,25.049999237060547
2018-12-17,24.469999313354492
2019-08-30,24.219999313354492
2018-11-15,23.6299991607666
2019-07-29,24.18000030517578
2019-06-27,24.6200008392334
2019-04-24,23.850000381469727
2018-07-10,23.850000381469727
2018-09-12,24.950000762939453
2019-02-19,24.93000030517578
2019-01-18,25.540000915527344
2020-02-24,25.56999969482422
2020-05-13,26.209999084472656
2019-12-10,25.940000534057617
2020-02-27,26.530000686645508
2019-12-13,26.639999389648438
2020-05-19,26.700000762939453
2019-03-06,26.719999313354492
2018-11-30,26.360000610351562
2019-08-13,25.309999465942383
2019-07-12,26.639999389648438
2019-06-10,26.229999542236328
2019-05-09,25.90999984741211
2018-07-25,26.030000686645508
2018-09-27,26.239999771118164
2018-10-29,25.520000457763672
2019-10-16,25.43000030517578
2019-12-16,25.90999984741211
2020-03-04,26.530000686645508
2020-05-22,25.68000030517578
2019-10-01,25.799999237060547
2019-12-19,25.0
2018-09-10,24.84000015258789
2019-05-24,25.350000381469727
2018-08-09,26.09000015258789
2019-04-22,26.139999389648438
2019-03-21,25.600000381469727
2019-01-16,26.06999969482422
2019-08-28,26.229999542236328
2018-11-13,27.780000686645508
2018-10-12,28.5
2019-06-25,28.479999542236328
2020-03-10,28.829999923706055
2020-05-28,28.06999969482422
2019-10-07,28.440000534057617
2020-03-13,27.84000015258789
2019-10-10,28.030000686645508
2020-03-16,26.709999084472656
2020-06-03,26.959999084472656
2018-11-28,26.530000686645508
2018-09-25,26.290000915527344
2018-07-23,26.739999771118164
2018-08-24,26.920000076293945
2019-07-10,26.739999771118164
2019-05-07,25.649999618530273
2019-04-05,27.219999313354492
2019-03-04,27.329999923706055
2019-01-31,27.84000015258789
2019-09-12,27.31999969482422
2019-12-31,26.780000686645508
2020-03-19,27.170000076293945
2020-01-03,26.290000915527344
2020-06-09,26.3799991607666
2019-02-15,26.700000762939453
2019-01-14,26.65999984741211
2018-07-06,27.309999465942383
2018-08-07,26.68000030517578
2018-10-10,27.010000228881836
2018-12-13,27.110000610351562
2019-08-26,27.030000686645508
2019-07-25,26.989999771118164
2019-05-22,27.760000228881836
2019-03-19,28.09000015258789
2020-01-06,27.399999618530273
2020-03-25,27.469999313354492
2020-06-12,26.799999237060547
2019-10-22,27.219999313354492
2020-01-09,26.850000381469727
2020-06-15,27.670000076293945
2019-10-25,26.940000534057617
2020-03-31,26.8700008392334
2020-06-18,27.510000228881836
2019-04-03,27.59000015258789
2018-08-22,28.270000457763672
2018-10-25,28.049999237060547
2019-01-29,27.389999389648438
2018-12-28,27.1299991607666
2018-11-26,26.8700008392334
2019-08-09,26.68000030517578
2019-07-08,26.100000381469727
2019-06-06,25.8700008392334
2019-09-10,26.260000228881836
2020-01-15,26.459999084472656
2020-04-03,27.25
2019-10-31,27.889999389648438
2020-04-06,28.84000015258789
2020-06-24,28.489999771118164
2018-11-09,28.049999237060547
2019-07-23,27.93000030517578
2019-06-21,27.899999618530273
2019-05-20,27.709999084472656
2019-04-18,28.59000015258789
2018-09-06,28.860000610351562
2018-10-08,28.790000915527344
2019-02-13,28.829999923706055
2018-12-11,29.0
2019-09-25,29.450000762939453
2020-01-21,29.459999084472656
2020-04-09,29.670000076293945
2019-11-06,29.8700008392334
2020-01-24,29.989999771118164
2020-01-27,30.360000610351562
2020-04-15,30.75
2018-12-26,31.75
2019-08-07,31.239999771118164
2019-06-04,31.809999465942383
2018-09-21,31.43000030517578
2018-07-19,31.290000915527344
2018-08-20,31.520000457763672
2018-10-23,31.520000457763672
2019-05-03,31.770000457763672
2019-04-01,31.459999084472656
2019-02-28,31.530000686645508
2019-11-12,31.3799991607666
2020-01-30,30.989999771118164
2019-11-15,31.440000534057617
2020-04-21,30.989999771118164
2019-04-16,31.280000686645508
2019-03-15,32.06999969482422
2019-02-11,32.029998779296875
2019-01-10,32.209999084472656
2019-08-22,32.369998931884766
2018-11-07,31.950000762939453
2018-08-03,31.579999923706055
2018-09-04,31.950000762939453
2019-06-19,31.690000534057617
2019-09-23,32.130001068115234
2019-11-18,31.709999084472656
2020-02-05,31.31999969482422
2020-04-24,31.200000762939453
2019-03-29,30.989999771118164
2019-11-21,31.989999771118164
2020-04-27,32.130001068115234
2020-02-11,32.130001068115234
2020-04-30,31.969999313354492
2019-05-01,32.72999954223633
2019-02-26,32.869998931884766
2019-01-25,32.529998779296875
2018-12-24,32.20000076293945
2019-09-06,32.43000030517578
2018-07-17,32.849998474121094
2018-09-19,32.75
2019-08-05,32.849998474121094
2019-10-08,32.47999954223633
2019-12-11,32.61000061035156
2019-11-27,31.969999313354492
2020-02-14,32.619998931884766
2020-05-06,31.489999771118164
2019-01-08,31.600000381469727
2018-12-07,31.459999084472656
2019-08-20,31.969999313354492
2018-11-05,32.150001525878906
2019-07-19,32.400001525878906
2018-10-04,32.439998626708984
2019-06-17,31.950000762939453
2019-05-16,32.2599983215332
2018-08-01,32.380001068115234
2019-03-13,32.720001220703125
2019-12-03,32.86000061035156
2020-02-20,33.599998474121094
2019-12-06,33.029998779296875
2020-05-12,33.630001068115234
2019-12-09,33.58000183105469
2020-02-26,33.58000183105469
2020-05-15,33.400001525878906
2019-03-28,32.099998474121094
2018-09-17,31.0
2018-08-16,30.989999771118164
2018-10-19,31.739999771118164
2019-04-29,31.809999465942383
2019-01-23,31.6299991607666
2019-09-04,32.220001220703125
2018-11-20,31.469999313354492
2019-07-02,31.780000686645508
2019-05-31,31.209999084472656
2019-12-12,31.0
2020-05-18,30.809999465942383
2019-09-27,31.950000762939453
2020-03-03,32.310001373291016
2020-05-21,31.850000381469727
2019-05-14,32.119998931884766
2018-08-31,31.899999618530273
2018-07-30,31.760000228881836
2018-10-02,31.549999237060547
2019-04-12,32.470001220703125
2019-03-11,32.56999969482422
2019-02-07,32.810001373291016
2019-07-17,32.880001068115234
2019-09-19,33.25
2019-10-21,32.79999923706055
2019-12-18,33.459999084472656
2020-03-06,33.2599983215332
2019-10-03,33.45000076293945
2020-03-09,33.77000045776367
2020-05-27,33.54999923706055
2019-12-24,34.15999984741211
2020-03-12,34.560001373291016
2018-12-20,34.400001525878906
2019-08-01,34.59000015258789
2018-08-14,34.72999954223633
2018-07-13,34.68000030517578
2018-10-17,35.0
2019-05-29,35.189998626708984
2019-03-26,35.209999084472656
2019-02-22,35.099998474121094
2019-10-04,35.310001373291016
2019-11-05,35.0
2019-12-27,35.66999816894531
2020-06-02,35.599998474121094
2019-12-30,35.72999954223633
2020-03-18,36.16999816894531
2020-06-05,36.470001220703125
2019-07-15,36.310001373291016
2018-12-03,35.9900016784668
2019-06-13,36.560001373291016
2019-01-04,36.5099983215332
