Dates,PHM
2018-06-20,28.760000228881836
2018-06-21,29.100000381469727
2018-06-25,28.559999465942383
2018-06-22,28.020000457763672
2018-06-26,28.360000610351562
2018-06-27,28.09000015258789
2018-06-28,27.770000457763672
2018-06-29,28.610000610351562
2018-07-02,28.459999084472656
2018-07-03,28.780000686645508
2018-07-05,28.709999084472656
2018-07-16,28.979999542236328
2018-09-18,29.290000915527344
2019-01-24,29.3700008392334
2019-09-05,29.200000762939453
2018-11-21,29.059999465942383
2020-01-13,29.3700008392334
2020-04-01,29.3700008392334
2020-06-19,30.1200008392334
2019-10-29,30.280000686645508
2020-01-16,30.790000915527344
2020-06-22,30.850000381469727
2018-10-03,30.600000381469727
2018-07-31,29.969999313354492
2019-03-12,28.479999542236328
2019-02-08,27.549999237060547
2019-01-07,27.709999084472656
2018-12-06,27.989999771118164
2019-08-19,28.059999465942383
2019-07-18,28.260000228881836
2019-05-15,28.299999237060547
2019-09-20,28.43000030517578
2019-11-01,28.110000610351562
2020-04-07,28.649999618530273
2020-06-25,29.139999389648438
2020-06-16,29.25
2019-11-04,28.489999771118164
2020-01-22,27.399999618530273
2019-11-07,27.610000610351562
2020-04-13,27.3700008392334
2019-07-01,27.809999465942383
2019-05-30,27.889999389648438
2018-08-15,28.1200008392334
2018-10-18,28.719999313354492
2019-03-27,29.170000076293945
2019-01-22,28.600000381469727
2018-12-21,28.5
2019-09-03,28.440000534057617
2018-11-19,28.280000686645508
2019-08-02,27.920000076293945
2020-01-28,27.81999969482422
2020-04-16,27.719999313354492
2019-11-13,27.770000457763672
2020-01-31,27.899999618530273
2018-12-04,27.90999984741211
2018-11-02,26.889999389648438
2019-07-16,26.65999984741211
2018-08-30,26.709999084472656
2018-10-01,26.959999084472656
2019-06-14,26.219999313354492
2019-05-13,26.31999969482422
2019-04-11,26.600000381469727
2019-02-06,26.649999618530273
2019-09-18,26.670000076293945
2020-02-03,25.969999313354492
2020-04-22,25.559999465942383
2019-11-19,25.670000076293945
2020-02-06,25.739999771118164
2019-11-22,25.170000076293945
2019-03-25,24.770000457763672
2019-02-21,24.670000076293945
2018-12-19,24.489999771118164
2018-07-12,24.40999984741211
2018-09-14,23.920000076293945
2018-08-13,23.459999084472656
2018-10-16,23.18000030517578
2019-07-31,23.75
2019-05-28,23.610000610351562
2019-04-26,23.540000915527344
2020-04-28,23.25
2019-11-25,22.670000076293945
2020-02-12,22.75
2020-05-01,22.889999389648438
2020-05-04,22.530000686645508
2019-06-12,22.219999313354492
2019-04-09,21.440000534057617
2019-03-08,20.8799991607666
2019-02-04,20.639999389648438
2018-07-27,22.100000381469727
2018-08-28,22.610000610351562
2019-01-03,22.440000534057617
2019-08-15,23.149999618530273
2018-10-31,23.06999969482422
2019-09-16,24.3799991607666
2020-02-18,24.229999542236328
2020-05-07,23.8799991607666
2018-08-17,24.18000030517578
2019-12-04,24.40999984741211
2020-02-21,24.510000228881836
2018-12-17,23.5
2019-08-30,24.18000030517578
2018-11-15,23.59000015258789
2019-07-29,23.90999984741211
2019-06-27,24.229999542236328
2019-04-24,23.209999084472656
2018-07-10,23.75
2018-09-12,24.610000610351562
2019-02-19,24.93000030517578
2019-01-18,25.170000076293945
2020-02-24,25.56999969482422
2020-05-13,25.81999969482422
2019-12-10,25.90999984741211
2020-02-27,25.440000534057617
2019-12-13,26.579999923706055
2020-05-19,26.3799991607666
2019-03-06,25.75
2018-11-30,25.459999084472656
2019-08-13,25.1200008392334
2019-07-12,26.229999542236328
2019-06-10,25.420000076293945
2019-05-09,25.610000610351562
2018-07-25,25.6299991607666
2018-09-27,25.739999771118164
2018-10-29,25.520000457763672
2019-10-16,25.139999389648438
2019-12-16,25.75
2020-03-04,25.75
2020-05-22,25.59000015258789
2019-10-01,25.06999969482422
2019-12-19,24.450000762939453
2018-09-10,24.549999237060547
2019-05-24,25.1299991607666
2018-08-09,25.639999389648438
2019-04-22,25.200000762939453
2019-03-21,25.440000534057617
2019-01-16,25.639999389648438
2019-08-28,26.1299991607666
2018-11-13,27.520000457763672
2018-10-12,27.790000915527344
2019-06-25,28.010000228881836
2020-03-10,28.309999465942383
2020-05-28,28.030000686645508
2019-10-07,27.790000915527344
2020-03-13,27.700000762939453
2019-10-10,27.34000015258789
2020-03-16,26.59000015258789
2020-06-03,26.34000015258789
2018-11-28,26.1299991607666
2018-09-25,26.15999984741211
2018-07-23,26.56999969482422
2018-08-24,26.690000534057617
2019-07-10,26.65999984741211
2019-05-07,25.100000381469727
2019-04-05,26.190000534057617
2019-03-04,27.0
2019-01-31,27.329999923706055
2019-09-12,26.579999923706055
2019-12-31,26.739999771118164
2020-03-19,26.420000076293945
2020-01-03,26.280000686645508
2020-06-09,26.290000915527344
2019-02-15,26.420000076293945
2019-01-14,26.59000015258789
2018-07-06,26.719999313354492
2018-08-07,26.559999465942383
2018-10-10,26.860000610351562
2018-12-13,26.899999618530273
2019-08-26,26.8700008392334
2019-07-25,26.940000534057617
2019-05-22,27.489999771118164
2019-03-19,27.540000915527344
2020-01-06,27.059999465942383
2020-03-25,26.84000015258789
2020-06-12,26.56999969482422
2019-10-22,26.34000015258789
2020-01-09,26.850000381469727
2020-06-15,26.860000610351562
2019-10-25,26.760000228881836
2020-03-31,26.700000762939453
2020-06-18,27.399999618530273
2019-04-03,27.59000015258789
2018-08-22,27.68000030517578
2018-10-25,27.389999389648438
2019-01-29,26.93000030517578
2018-12-28,26.809999465942383
2018-11-26,26.59000015258789
2019-08-09,26.18000030517578
2019-07-08,25.239999771118164
2019-06-06,25.700000762939453
2019-09-10,26.149999618530273
2020-01-15,26.350000381469727
2020-04-03,27.010000228881836
2019-10-31,27.809999465942383
2020-04-06,28.299999237060547
2020-06-24,27.920000076293945
2018-11-09,27.360000610351562
2019-07-23,27.440000534057617
2019-06-21,27.549999237060547
2019-05-20,27.709999084472656
2019-04-18,28.510000228881836
2018-09-06,28.6200008392334
2018-10-08,28.479999542236328
2019-02-13,28.559999465942383
2018-12-11,28.969999313354492
2019-09-25,29.219999313354492
2020-01-21,29.190000534057617
