Dates,VNO
2018-06-20,72.4000015258789
2018-06-21,73.12999725341797
2018-06-25,73.6500015258789
2018-06-22,73.44000244140625
2018-06-26,73.37999725341797
2018-06-27,72.97000122070312
2018-06-28,73.68000030517578
2018-06-29,73.91999816894531
2018-07-02,73.38999938964844
2018-07-03,74.27999877929688
2018-07-05,75.08000183105469
2018-07-16,75.13999938964844
2018-09-18,74.22000122070312
2019-01-24,73.97000122070312
2019-09-05,73.69000244140625
2018-11-21,73.98999786376953
2020-01-13,73.91999816894531
2020-04-01,73.68000030517578
2020-06-19,72.30999755859375
2019-10-29,72.0
2020-01-16,72.95999908447266
2020-06-22,72.19000244140625
2018-10-03,71.73999786376953
2018-07-31,71.86000061035156
2019-03-12,71.87000274658203
2019-02-08,71.5199966430664
2019-01-07,70.33999633789062
2018-12-06,70.05999755859375
2019-08-19,71.91999816894531
2019-07-18,72.2300033569336
2019-05-15,71.69000244140625
2019-09-20,72.01000213623047
2019-11-01,72.55000305175781
2020-04-07,72.80000305175781
2020-06-25,73.01000213623047
2020-06-16,73.29000091552734
2019-11-04,72.75
2020-01-22,72.45999908447266
2019-11-07,73.5
2020-04-13,74.94999694824219
2019-07-01,76.4000015258789
2019-05-30,76.88999938964844
2018-08-15,76.7300033569336
2018-10-18,75.8499984741211
2019-03-27,75.93000030517578
2019-01-22,76.08000183105469
2018-12-21,76.7699966430664
2019-09-03,75.80999755859375
2018-11-19,77.37999725341797
2019-08-02,76.87000274658203
2020-01-28,76.80000305175781
2020-04-16,77.0
2019-11-13,75.44999694824219
2020-01-31,76.45999908447266
2018-12-04,76.11000061035156
2018-11-02,75.37000274658203
2019-07-16,76.0999984741211
2018-08-30,75.7300033569336
2018-10-01,75.68000030517578
2019-06-14,75.48999786376953
2019-05-13,75.0199966430664
2019-04-11,75.25
2019-02-06,74.72000122070312
2019-09-18,73.93000030517578
2020-02-03,74.45999908447266
2020-04-22,75.05000305175781
2019-11-19,73.5199966430664
2020-02-06,73.51000213623047
2019-11-22,71.95999908447266
2019-03-25,71.94999694824219
2019-02-21,73.0
2018-12-19,72.27999877929688
2018-07-12,72.08000183105469
2018-09-14,71.41000366210938
2018-08-13,70.91000366210938
2018-10-16,70.4000015258789
2019-07-31,71.5199966430664
2019-05-28,71.4000015258789
2019-04-26,70.47000122070312
2020-04-28,67.80000305175781
2019-11-25,67.45999908447266
2020-02-12,67.3499984741211
2020-05-01,68.62000274658203
2020-05-04,68.3499984741211
2019-06-12,67.9000015258789
2019-04-09,68.31999969482422
2019-03-08,66.75
2019-02-04,66.80999755859375
2018-07-27,67.11000061035156
2018-08-28,68.06999969482422
2019-01-03,67.0199966430664
2019-08-15,68.2300033569336
2018-10-31,67.97000122070312
2019-09-16,68.08000183105469
2020-02-18,68.12000274658203
2020-05-07,66.81999969482422
2018-08-17,67.62000274658203
2019-12-04,68.95999908447266
2020-02-21,69.36000061035156
2018-12-17,69.9000015258789
2019-08-30,70.05999755859375
2018-11-15,70.16999816894531
2019-07-29,70.58999633789062
2019-06-27,71.30999755859375
2019-04-24,70.41000366210938
2018-07-10,71.13999938964844
2018-09-12,71.3499984741211
2019-02-19,70.12999725341797
2019-01-18,69.69000244140625
2020-02-24,69.4000015258789
2020-05-13,69.45999908447266
2019-12-10,69.33999633789062
2020-02-27,70.58000183105469
2019-12-13,70.58000183105469
2020-05-19,71.95999908447266
2019-03-06,72.2300033569336
2018-11-30,70.80999755859375
2019-08-13,71.97000122070312
2019-07-12,70.66000366210938
2019-06-10,70.1500015258789
2019-05-09,69.9800033569336
2018-07-25,68.44000244140625
2018-09-27,68.83000183105469
2018-10-29,68.36000061035156
2019-10-16,65.80000305175781
2019-12-16,66.27999877929688
2020-03-04,64.52999877929688
2020-05-22,63.43000030517578
2019-10-01,62.31999969482422
2019-12-19,60.189998626708984
2018-09-10,62.20000076293945
2019-05-24,61.849998474121094
2018-08-09,62.11000061035156
2019-04-22,62.029998779296875
2019-03-21,60.36000061035156
2019-01-16,60.20000076293945
2019-08-28,61.209999084472656
2018-11-13,62.380001068115234
2018-10-12,64.0199966430664
2019-06-25,64.11000061035156
2020-03-10,65.02999877929688
2020-05-28,65.13999938964844
2019-10-07,64.0199966430664
2020-03-13,64.43000030517578
2019-10-10,65.16999816894531
2020-03-16,65.37999725341797
2020-06-03,66.38999938964844
2018-11-28,66.06999969482422
2018-09-25,65.62999725341797
2018-07-23,65.7300033569336
2018-08-24,66.19999694824219
2019-07-10,67.12999725341797
2019-05-07,67.72000122070312
2019-04-05,68.75
2019-03-04,69.91000366210938
2019-01-31,69.55999755859375
2019-09-12,70.20999908447266
2019-12-31,70.5
2020-03-19,69.76000213623047
2020-01-03,69.8499984741211
2020-06-09,69.9000015258789
2019-02-15,70.06999969482422
2019-01-14,68.5999984741211
2018-07-06,68.88999938964844
2018-08-07,68.2699966430664
2018-10-10,68.80000305175781
2018-12-13,68.79000091552734
2019-08-26,67.9800033569336
2019-07-25,68.41999816894531
2019-05-22,68.88999938964844
2019-03-19,68.25
2020-01-06,67.58000183105469
2020-03-25,66.87999725341797
2020-06-12,67.30999755859375
2019-10-22,66.83000183105469
2020-01-09,67.58999633789062
2020-06-15,67.88999938964844
2019-10-25,67.9800033569336
2020-03-31,67.58999633789062
2020-06-18,67.63999938964844
2019-04-03,68.55000305175781
2018-08-22,69.12000274658203
2018-10-25,69.08000183105469
2019-01-29,68.45999908447266
2018-12-28,67.29000091552734
2018-11-26,66.81999969482422
2019-08-09,66.56999969482422
2019-07-08,66.54000091552734
2019-06-06,67.55999755859375
2019-09-10,66.81999969482422
2020-01-15,66.48999786376953
2020-04-03,67.22000122070312
2019-10-31,66.76000213623047
2020-04-06,67.5199966430664
2020-06-24,67.44000244140625
2018-11-09,67.62000274658203
2019-07-23,68.58000183105469
2019-06-21,68.8499984741211
2019-05-20,69.16000366210938
2019-04-18,69.56999969482422
2018-09-06,68.55999755859375
2018-10-08,67.8499984741211
2019-02-13,67.88999938964844
2018-12-11,67.75
2019-09-25,68.33999633789062
2020-01-21,67.91000366210938
2020-04-09,66.52999877929688
2019-11-06,66.20999908447266
2020-01-24,67.01000213623047
2020-01-27,68.0199966430664
2020-04-15,69.7300033569336
2018-12-26,69.81999969482422
2019-08-07,69.30999755859375
2019-06-04,69.8499984741211
2018-09-21,68.69999694824219
2018-07-19,69.13999938964844
2018-08-20,69.16000366210938
2018-10-23,67.95999908447266
2019-05-03,67.29000091552734
2019-04-01,67.08999633789062
2019-02-28,66.62000274658203
2019-11-12,66.0
2020-01-30,66.26000213623047
2019-11-15,66.69999694824219
2020-04-21,66.08999633789062
2019-04-16,66.33999633789062
2019-03-15,66.73999786376953
2019-02-11,67.05999755859375
2019-01-10,66.98999786376953
2019-08-22,66.0199966430664
2018-11-07,66.5199966430664
2018-08-03,67.16999816894531
2018-09-04,67.19000244140625
2019-06-19,67.68000030517578
2019-09-23,67.3499984741211
2019-11-18,66.41000366210938
2020-02-05,66.44999694824219
2020-04-24,66.2300033569336
2019-03-29,66.61000061035156
2019-11-21,66.5
2020-04-27,68.08999633789062
2020-02-11,68.18000030517578
2020-04-30,68.37000274658203
2019-05-01,67.4000015258789
2019-02-26,66.69000244140625
2019-01-25,66.7300033569336
2018-12-24,66.83000183105469
2019-09-06,66.19999694824219
2018-07-17,67.25
2018-09-19,66.7699966430664
2019-08-05,67.11000061035156
