Dates,VNO
2019-03-29,1069100.0
2019-11-21,740800.0
2020-04-27,672200.0
2020-02-11,691000.0
2020-04-30,549600.0
2019-05-01,749200.0
2019-02-26,823900.0
2019-01-25,747400.0
2018-12-24,711300.0
2019-09-06,1215600.0
2018-07-17,573200.0
2018-09-19,827300.0
2019-08-05,808200.0
2019-10-08,692500.0
2019-12-11,1509600.0
2019-11-27,690600.0
2020-02-14,729400.0
2020-05-06,2196100.0
2019-01-08,754800.0
2018-12-07,1229200.0
2019-08-20,626900.0
2018-11-05,721300.0
2019-07-19,361600.0
2018-10-04,443100.0
2019-06-17,717800.0
2019-05-16,804800.0
2018-08-01,788100.0
2019-03-13,834100.0
2019-12-03,585400.0
2020-02-20,949300.0
2019-12-06,1107000.0
2020-05-12,729700.0
2019-12-09,844600.0
2020-02-26,863700.0
2020-05-15,723400.0
2019-03-28,1100100.0
2018-09-17,2224200.0
2018-08-16,733300.0
2018-10-19,1255700.0
2019-04-29,934300.0
2019-01-23,1651900.0
2019-09-04,1838200.0
2018-11-20,1350400.0
2019-07-02,1273300.0
2019-05-31,1596100.0
2019-12-12,1696100.0
2020-05-18,1186800.0
2019-09-27,1102900.0
2020-03-03,1354500.0
2020-05-21,1655200.0
2019-05-14,1374500.0
2018-08-31,1122300.0
2018-07-30,1013500.0
2018-10-02,3481300.0
2019-04-12,1234100.0
2019-03-11,1324000.0
2019-02-07,847900.0
2019-07-17,923900.0
2019-09-19,1091000.0
2019-10-21,2018800.0
2019-12-18,1576700.0
2020-03-06,840600.0
2019-10-03,704500.0
2020-03-09,931000.0
2020-05-27,908700.0
2019-12-24,964900.0
2020-03-12,1181900.0
2018-12-20,1272700.0
2019-08-01,1389300.0
2018-08-14,1512000.0
2018-07-13,1263400.0
2018-10-17,1665600.0
2019-05-29,1309600.0
2019-03-26,1231500.0
2019-02-22,1079700.0
2019-10-04,897000.0
2019-11-05,2248200.0
2019-12-27,4925600.0
2020-06-02,1104200.0
2019-12-30,1287300.0
2020-03-18,998700.0
2020-06-05,1137100.0
2019-07-15,1374900.0
2018-12-03,2086400.0
2019-06-13,1008900.0
2019-01-04,1274000.0
2018-08-29,1491900.0
2019-02-05,1257200.0
2018-11-01,1025500.0
2019-08-16,908800.0
2019-04-10,562900.0
2019-09-17,709900.0
2019-10-15,685000.0
2020-01-02,404600.0
2020-06-08,1602300.0
2019-10-18,966500.0
2020-03-24,818200.0
2020-06-11,705900.0
2020-01-08,733200.0
2019-04-25,630200.0
2019-07-30,800900.0
2019-02-20,804500.0
2018-07-11,998700.0
2018-09-13,1127800.0
2018-10-15,1495600.0
2019-06-28,1096100.0
2018-12-18,1238900.0
2018-11-16,976700.0
2019-10-02,778700.0
2020-03-27,1097900.0
2020-01-10,698900.0
2019-10-24,1475000.0
2020-03-30,869900.0
2020-06-17,570900.0
2020-01-14,847600.0
2020-04-02,847200.0
2019-01-02,1200200.0
2019-08-14,986300.0
2018-10-30,815200.0
2019-06-11,737900.0
2019-05-10,853500.0
2019-04-08,939000.0
2018-08-27,752200.0
2018-07-26,918100.0
2018-09-28,1361200.0
2019-03-07,779000.0
2019-10-30,489000.0
2020-01-17,901100.0
2020-06-23,1004700.0
2020-04-08,955000.0
2020-06-26,691700.0
2019-03-22,1688100.0
2019-01-17,854800.0
2019-08-29,1678900.0
2018-11-14,1458100.0
2019-06-26,1078100.0
2018-09-11,990300.0
2018-07-09,890900.0
2018-08-10,1020700.0
2019-04-23,1682300.0
2019-09-30,2323900.0
2020-01-23,2477600.0
2019-11-08,883700.0
2020-04-14,357800.0
2019-11-11,705800.0
2020-01-29,985200.0
2020-04-17,827400.0
2018-07-24,1279000.0
2018-09-26,1757500.0
2019-05-08,1110700.0
2019-03-05,891200.0
2019-02-01,804200.0
2018-12-31,960100.0
2018-11-29,672700.0
2019-08-12,619300.0
2019-07-11,1009200.0
2019-09-13,1030800.0
2019-11-14,1110800.0
2020-04-20,1006100.0
2020-02-04,886700.0
2020-04-23,1126600.0
2018-12-14,789500.0
2019-08-27,769100.0
2018-08-08,1252600.0
2018-10-11,2237900.0
2018-11-12,1415700.0
2019-07-26,1352000.0
2019-06-24,1012500.0
2019-05-23,3490700.0
2019-03-20,1571400.0
2019-01-15,810900.0
2019-11-20,893700.0
2020-02-07,1376000.0
2020-02-10,1163300.0
2020-04-29,1187400.0
2019-11-26,1013800.0
2020-02-13,901100.0
2019-01-30,899600.0
2018-08-23,657700.0
2018-09-24,1049100.0
2018-11-27,2738800.0
2018-10-26,2317500.0
2019-07-09,1609300.0
2019-06-07,2208500.0
2019-05-06,2248500.0
2019-04-04,1649900.0
2019-09-11,2189800.0
2019-11-29,3690500.0
2020-05-05,2037800.0
2019-12-02,2418900.0
2020-02-19,1790500.0
2020-05-08,1581800.0
2019-05-21,1998200.0
2019-03-18,2126800.0
2018-09-07,1842800.0
2018-08-06,2388500.0
2018-10-09,2529800.0
2019-02-14,3626100.0
2018-12-12,3193500.0
2019-07-24,3749900.0
2019-09-26,3679300.0
2019-10-28,3408500.0
2019-12-05,4808700.0
2020-05-11,3718400.0
2019-07-03,3124100.0
2020-02-25,3583900.0
2020-05-14,2901900.0
2020-02-28,2785700.0
2019-08-08,2471700.0
2019-06-05,3675700.0
2018-07-20,3344500.0
2018-08-21,3714500.0
2018-10-24,3226400.0
2019-04-02,3270900.0
2019-03-01,4483800.0
2019-01-28,3078600.0
2018-12-27,2965600.0
2019-09-09,1607200.0
2020-03-02,1888800.0
2020-05-20,1708500.0
2019-12-17,3365900.0
2020-03-05,2783000.0
2019-02-12,3468900.0
2019-01-11,3007000.0
2018-12-10,2639800.0
2019-08-23,1887500.0
2018-11-08,2085500.0
2019-07-22,1874300.0
2019-06-20,2118200.0
2018-09-05,2788800.0
2019-04-17,2472200.0
2019-09-24,2148000.0
2019-12-20,2792700.0
2020-05-26,3528200.0
2019-04-30,3575500.0
2019-12-23,2492300.0
2020-03-11,2922800.0
2020-05-29,2819100.0
2019-12-26,3244300.0
2020-06-01,4502800.0
2019-05-02,5996700.0
2019-02-27,7019100.0
2018-11-23,2943800.0
2019-08-06,2175500.0
2018-07-18,3967500.0
2018-09-20,4018600.0
2018-10-22,2522000.0
2019-07-05,2871400.0
2019-06-03,3084400.0
2019-10-09,2075300.0
2019-10-11,4058900.0
2020-03-17,2483800.0
2020-06-04,2142900.0
2019-10-14,3359000.0
2020-03-20,4316500.0
2018-11-06,6423300.0
2019-06-18,4258200.0
2019-05-17,2428000.0
2019-04-15,3106700.0
2019-03-14,3173200.0
2019-01-09,1921200.0
2018-08-02,2706300.0
2018-10-05,2807200.0
2019-08-21,1439200.0
2019-10-17,1391700.0
2020-03-23,4208600.0
2020-06-10,2225500.0
2019-02-25,2272400.0
2020-01-07,2825900.0
2020-03-26,2245600.0
2019-10-23,2691400.0
