Dates,VNO
2018-06-20,71.72000122070312
2018-06-21,72.0999984741211
2018-06-25,72.88999938964844
2018-06-22,73.69999694824219
2018-06-26,73.66000366210938
2018-06-27,73.4800033569336
2018-06-28,73.06999969482422
2018-06-29,73.4800033569336
2018-07-02,73.8499984741211
2018-07-03,73.52999877929688
2018-07-05,74.4000015258789
2018-07-16,75.30999755859375
2018-09-18,75.26000213623047
2019-01-24,74.22000122070312
2019-09-05,73.94999694824219
2018-11-21,73.91000366210938
2020-01-13,73.9800033569336
2020-04-01,74.0199966430664
2020-06-19,73.95999908447266
2019-10-29,72.41000366210938
2020-01-16,72.0199966430664
2020-06-22,72.70999908447266
2018-10-03,72.0
2018-07-31,71.7300033569336
2019-03-12,71.94000244140625
2019-02-08,72.02999877929688
2019-01-07,71.87000274658203
2018-12-06,70.33000183105469
2019-08-19,70.69999694824219
2019-07-18,71.19999694824219
2019-05-15,72.0
2019-09-20,71.37999725341797
2019-11-01,72.0199966430664
2020-04-07,72.5199966430664
2020-06-25,72.91000366210938
2020-06-16,73.0199966430664
2019-11-04,73.0199966430664
2020-01-22,72.8499984741211
2019-11-07,72.4800033569336
2020-04-13,73.4000015258789
2019-07-01,74.9000015258789
2019-05-30,76.30999755859375
2018-08-15,77.25
2018-10-18,76.51000213623047
2019-03-27,75.76000213623047
2019-01-22,76.0199966430664
2018-12-21,75.94000244140625
2019-09-03,76.75
2018-11-19,75.76000213623047
2019-08-02,77.41000366210938
2020-01-28,77.1500015258789
2020-04-16,76.97000122070312
2019-11-13,76.80999755859375
2020-01-31,75.19999694824219
2018-12-04,76.62999725341797
2018-11-02,75.8499984741211
2019-07-16,76.05999755859375
2018-08-30,75.69999694824219
2018-10-01,75.83999633789062
2019-06-14,75.98999786376953
2019-05-13,75.33999633789062
2019-04-11,75.05999755859375
2019-02-06,75.19999694824219
2019-09-18,74.87999725341797
2020-02-03,73.9800033569336
2020-04-22,74.75
2019-11-19,74.8499984741211
2020-02-06,73.58000183105469
2019-11-22,73.62999725341797
2019-03-25,72.13999938964844
2019-02-21,71.97000122070312
2018-12-19,73.04000091552734
2018-07-12,72.4000015258789
2018-09-14,72.1500015258789
2018-08-13,70.98999786376953
2018-10-16,70.98999786376953
2019-07-31,70.69000244140625
2019-05-28,71.44000244140625
2019-04-26,71.20999908447266
2020-04-28,70.58999633789062
2019-11-25,68.29000091552734
2020-02-12,67.2699966430664
2020-05-01,67.18000030517578
2020-05-04,68.47000122070312
2019-06-12,68.23999786376953
2019-04-09,67.95999908447266
2019-03-08,68.5999984741211
2019-02-04,66.5
2018-07-27,66.80000305175781
2018-08-28,67.18000030517578
2019-01-03,67.70999908447266
2019-08-15,67.5999984741211
2018-10-31,69.05999755859375
2019-09-16,68.16000366210938
2020-02-18,68.30000305175781
2020-05-07,67.6500015258789
2018-08-17,67.12999725341797
2019-12-04,67.75
2020-02-21,69.30999755859375
2018-12-17,69.19999694824219
2019-08-30,69.88999938964844
2018-11-15,70.05999755859375
2019-07-29,70.4000015258789
2019-06-27,71.0
2019-04-24,70.87999725341797
2018-07-10,70.1500015258789
2018-09-12,70.56999969482422
2019-02-19,71.18000030517578
2019-01-18,70.05000305175781
2020-02-24,69.72000122070312
2020-05-13,69.86000061035156
2019-12-10,69.44000244140625
2020-02-27,69.29000091552734
2019-12-13,70.44999694824219
2020-05-19,70.83000183105469
2019-03-06,71.9000015258789
2018-11-30,72.0999984741211
2019-08-13,70.31999969482422
2019-07-12,71.80000305175781
2019-06-10,70.80999755859375
2019-05-09,70.55000305175781
2018-07-25,70.58000183105469
2018-09-27,68.5199966430664
2018-10-29,68.56999969482422
2019-10-16,68.48999786376953
2019-12-16,66.1500015258789
2020-03-04,65.66000366210938
2020-05-22,64.4800033569336
2019-10-01,63.43000030517578
2019-12-19,62.310001373291016
2018-09-10,60.349998474121094
2019-05-24,61.65999984741211
2018-08-09,62.349998474121094
2019-04-22,62.220001220703125
2019-03-21,61.5099983215332
2019-01-16,60.380001068115234
2019-08-28,60.58000183105469
2018-11-13,61.459999084472656
2018-10-12,62.619998931884766
2019-06-25,64.18000030517578
2020-03-10,63.91999816894531
2020-05-28,64.7300033569336
2019-10-07,64.87000274658203
2020-03-13,64.08000183105469
2019-10-10,64.4000015258789
2020-03-16,64.95999908447266
2020-06-03,65.51000213623047
2018-11-28,66.30999755859375
2018-09-25,66.12000274658203
2018-07-23,65.61000061035156
2018-08-24,65.29000091552734
2019-07-10,65.88999938964844
2019-05-07,67.05000305175781
2019-04-05,67.36000061035156
2019-03-04,68.58000183105469
2019-01-31,69.98999786376953
2019-09-12,69.5
2019-12-31,70.19000244140625
2020-03-19,70.44000244140625
2020-01-03,69.5
2020-06-09,69.72000122070312
2019-02-15,69.9800033569336
2019-01-14,68.80999755859375
2018-07-06,68.51000213623047
2018-08-07,68.7699966430664
2018-10-10,68.73999786376953
2018-12-13,68.8499984741211
2019-08-26,68.76000213623047
2019-07-25,67.80000305175781
2019-05-22,68.75
2019-03-19,69.13999938964844
2020-01-06,68.41999816894531
2020-03-25,67.23999786376953
2020-06-12,66.80000305175781
2019-10-22,67.36000061035156
2020-01-09,67.18000030517578
2020-06-15,67.44999694824219
2019-10-25,68.05000305175781
2020-03-31,68.02999877929688
2020-06-18,67.37999725341797
2019-04-03,67.86000061035156
2018-08-22,68.75
2018-10-25,69.19999694824219
2019-01-29,69.29000091552734
2018-12-28,68.45999908447266
2018-11-26,67.44999694824219
2019-08-09,67.12000274658203
2019-07-08,66.43000030517578
2019-06-06,66.48999786376953
2019-09-10,67.73999786376953
2020-01-15,66.8499984741211
2020-04-03,66.83999633789062
2019-10-31,67.37000274658203
2020-04-06,66.91000366210938
2020-06-24,67.56999969482422
2018-11-09,67.5999984741211
2019-07-23,67.72000122070312
2019-06-21,68.61000061035156
2019-05-20,69.06999969482422
2019-04-18,69.16000366210938
2018-09-06,69.80000305175781
2018-10-08,68.47000122070312
2019-02-13,67.7699966430664
2018-12-11,68.12999725341797
2019-09-25,67.7300033569336
2020-01-21,68.55999755859375
