Dates,VNO
2018-06-20,72.55000305175781
2018-06-21,73.5
2018-06-25,73.94000244140625
2018-06-22,73.95999908447266
2018-06-26,74.01000213623047
2018-06-27,73.9800033569336
2018-06-28,73.91999816894531
2018-06-29,74.27999877929688
2018-07-02,74.2699966430664
2018-07-03,74.94000244140625
2018-07-05,75.16999816894531
2018-07-16,76.0999984741211
2018-09-18,75.26000213623047
2019-01-24,74.62000274658203
2019-09-05,74.25
2018-11-21,74.30000305175781
2020-01-13,74.38999938964844
2020-04-01,74.11000061035156
2020-06-19,73.95999908447266
2019-10-29,72.68000030517578
2020-01-16,73.26000213623047
2020-06-22,73.0199966430664
2018-10-03,72.0199966430664
2018-07-31,72.19000244140625
2019-03-12,72.31999969482422
2019-02-08,72.36000061035156
2019-01-07,71.87000274658203
2018-12-06,70.5
2019-08-19,72.19999694824219
2019-07-18,72.31999969482422
2019-05-15,72.25
2019-09-20,72.01000213623047
2019-11-01,72.58000183105469
2020-04-07,72.9000015258789
2020-06-25,73.20999908447266
2020-06-16,73.33000183105469
2019-11-04,73.45999908447266
2020-01-22,73.16000366210938
2019-11-07,73.54000091552734
2020-04-13,75.0199966430664
2019-07-01,76.4000015258789
2019-05-30,77.11000061035156
2018-08-15,77.38999938964844
2018-10-18,76.58000183105469
2019-03-27,76.05000305175781
2019-01-22,76.37999725341797
2018-12-21,76.98999786376953
2019-09-03,76.81999969482422
2018-11-19,77.41000366210938
2019-08-02,77.58999633789062
2020-01-28,77.18000030517578
2020-04-16,77.12000274658203
2019-11-13,77.12000274658203
2020-01-31,77.13999938964844
2018-12-04,76.72000122070312
2018-11-02,75.98999786376953
2019-07-16,77.05000305175781
2018-08-30,76.19999694824219
2018-10-01,76.1500015258789
2019-06-14,75.98999786376953
2019-05-13,75.33999633789062
2019-04-11,75.30000305175781
2019-02-06,75.31999969482422
2019-09-18,75.0199966430664
2020-02-03,74.48999786376953
2020-04-22,75.25
2019-11-19,75.12000274658203
2020-02-06,74.01000213623047
2019-11-22,73.62999725341797
2019-03-25,72.5999984741211
2019-02-21,73.05000305175781
2018-12-19,73.05999755859375
2018-07-12,72.72000122070312
2018-09-14,72.38999938964844
2018-08-13,71.30000305175781
2018-10-16,71.12999725341797
2019-07-31,71.8499984741211
2019-05-28,71.80999755859375
2019-04-26,71.69999694824219
2020-04-28,70.58999633789062
2019-11-25,68.61000061035156
2020-02-12,68.25
2020-05-01,68.87999725341797
2020-05-04,68.79000091552734
2019-06-12,68.80000305175781
2019-04-09,68.55999755859375
2019-03-08,68.87000274658203
2019-02-04,67.19000244140625
2018-07-27,67.70999908447266
2018-08-28,68.61000061035156
2019-01-03,67.91999816894531
2019-08-15,68.44999694824219
2018-10-31,69.4800033569336
2019-09-16,69.31999969482422
2020-02-18,68.30000305175781
2020-05-07,67.6500015258789
2018-08-17,68.33000183105469
2019-12-04,68.98999786376953
2020-02-21,69.37999725341797
2018-12-17,70.16999816894531
2019-08-30,70.20999908447266
2018-11-15,70.79000091552734
2019-07-29,70.6500015258789
2019-06-27,71.44000244140625
2019-04-24,71.04000091552734
2018-07-10,71.13999938964844
2018-09-12,71.66999816894531
2019-02-19,71.41000366210938
2019-01-18,70.6500015258789
2020-02-24,69.91999816894531
2020-05-13,69.86000061035156
2019-12-10,69.5999984741211
2020-02-27,70.58999633789062
2019-12-13,70.9800033569336
2020-05-19,72.05999755859375
2019-03-06,72.2300033569336
2018-11-30,72.5
2019-08-13,72.04000091552734
2019-07-12,71.9000015258789
2019-06-10,70.80999755859375
2019-05-09,71.11000061035156
2018-07-25,70.69999694824219
2018-09-27,69.4800033569336
2018-10-29,68.87999725341797
2019-10-16,68.75
2019-12-16,66.66999816894531
2020-03-04,65.94000244140625
2020-05-22,64.69000244140625
2019-10-01,64.54000091552734
2019-12-19,62.59000015258789
2018-09-10,62.209999084472656
2019-05-24,61.939998626708984
2018-08-09,62.77000045776367
2019-04-22,62.45000076293945
2019-03-21,61.849998474121094
