Dates,DVA
2018-06-20,73.22000122070312
2018-06-21,72.63999938964844
2018-06-25,72.75
2018-06-22,72.02999877929688
2018-06-26,71.83999633789062
2018-06-27,71.81999969482422
2018-06-28,70.45999908447266
2018-06-29,70.47000122070312
2018-07-02,69.66999816894531
2018-07-03,69.75
2018-07-05,69.6500015258789
2018-07-16,70.47000122070312
2018-09-18,71.16000366210938
2019-01-24,71.41999816894531
2019-09-05,70.41000366210938
2018-11-21,72.12999725341797
2020-01-13,72.12000274658203
2020-04-01,71.91000366210938
2020-06-19,71.80999755859375
2019-10-29,71.2699966430664
2020-01-16,70.7300033569336
2020-06-22,70.81999969482422
2018-10-03,70.9800033569336
2018-07-31,71.70999908447266
2019-03-12,70.19999694824219
2019-02-08,70.20999908447266
2019-01-07,70.41999816894531
2018-12-06,70.02999877929688
2019-08-19,70.36000061035156
2019-07-18,71.56999969482422
2019-05-15,74.72000122070312
2019-09-20,74.62999725341797
2019-11-01,74.54000091552734
2020-04-07,72.95999908447266
2020-06-25,73.54000091552734
2020-06-16,73.43000030517578
2019-11-04,72.47000122070312
2020-01-22,72.18000030517578
2019-11-07,72.98999786376953
2020-04-13,71.9800033569336
2019-07-01,73.69000244140625
2019-05-30,72.94999694824219
2018-08-15,72.80999755859375
2018-10-18,72.80000305175781
2019-03-27,72.94999694824219
2019-01-22,72.58000183105469
2018-12-21,73.04000091552734
2019-09-03,72.9000015258789
2018-11-19,72.47000122070312
2019-08-02,74.1500015258789
2020-01-28,69.5999984741211
2020-04-16,69.6500015258789
2019-11-13,69.66999816894531
2020-01-31,67.76000213623047
2018-12-04,68.5199966430664
2018-11-02,68.31999969482422
2019-07-16,67.86000061035156
2018-08-30,67.38999938964844
2018-10-01,67.68000030517578
2019-06-14,71.83999633789062
2019-05-13,71.47000122070312
2019-04-11,70.98999786376953
2019-02-06,71.44999694824219
2019-09-18,70.97000122070312
2020-02-03,70.66000366210938
2020-04-22,70.66999816894531
2019-11-19,70.36000061035156
2020-02-06,70.58000183105469
2019-11-22,71.01000213623047
2019-03-25,72.0
2019-02-21,71.79000091552734
2018-12-19,75.43000030517578
2018-07-12,74.19999694824219
2018-09-14,73.12999725341797
2018-08-13,73.08000183105469
2018-10-16,72.95999908447266
2019-07-31,73.43000030517578
2019-05-28,75.37999725341797
2019-04-26,74.91000366210938
2020-04-28,72.58999633789062
2019-11-25,71.08000183105469
2020-02-12,71.08000183105469
2020-05-01,70.6500015258789
2020-05-04,68.83999633789062
2019-06-12,69.70999908447266
2019-04-09,69.70999908447266
2019-03-08,68.08000183105469
2019-02-04,67.97000122070312
2018-07-27,68.22000122070312
2018-08-28,66.27999877929688
2019-01-03,65.94999694824219
2019-08-15,66.83999633789062
2018-10-31,66.9000015258789
2019-09-16,68.11000061035156
2020-02-18,68.87000274658203
2020-05-07,69.30000305175781
2018-08-17,68.87000274658203
2019-12-04,69.69999694824219
2020-02-21,79.11000061035156
2018-12-17,72.2699966430664
2019-08-30,70.4800033569336
2018-11-15,69.86000061035156
2019-07-29,68.22000122070312
2019-06-27,65.44999694824219
2019-04-24,64.66999816894531
2018-07-10,64.54000091552734
2018-09-12,62.380001068115234
2019-02-19,60.45000076293945
2019-01-18,60.189998626708984
2020-02-24,59.84000015258789
2020-05-13,60.84000015258789
2019-12-10,63.209999084472656
2020-02-27,66.0
2019-12-13,66.01000213623047
2020-05-19,66.38999938964844
2019-03-06,66.73999786376953
2018-11-30,66.52999877929688
2019-08-13,63.040000915527344
2019-07-12,61.09000015258789
2019-06-10,59.04999923706055
2019-05-09,59.5
2018-07-25,59.619998931884766
2018-09-27,59.779998779296875
2018-10-29,59.86000061035156
2019-10-16,58.15999984741211
2019-12-16,57.61000061035156
2020-03-04,56.0099983215332
2020-05-22,53.29999923706055
2019-10-01,51.58000183105469
2019-12-19,49.959999084472656
2018-09-10,50.849998474121094
2019-05-24,50.7599983215332
2018-08-09,51.40999984741211
2019-04-22,51.5099983215332
2019-03-21,52.06999969482422
2019-01-16,52.25
2019-08-28,54.189998626708984
2018-11-13,55.09000015258789
2018-10-12,55.400001525878906
2019-06-25,54.380001068115234
2020-03-10,55.31999969482422
2020-05-28,56.119998931884766
2019-10-07,56.599998474121094
2020-03-13,56.93000030517578
2019-10-10,57.72999954223633
2020-03-16,57.52000045776367
2020-06-03,57.72999954223633
2018-11-28,57.099998474121094
2018-09-25,58.0
2018-07-23,57.209999084472656
2018-08-24,57.75
2019-07-10,56.86000061035156
