Dates,DVA
2018-06-20,1313400.0
2018-06-21,1171500.0
2018-06-25,2168700.0
2018-06-22,2218900.0
2018-06-26,573700.0
2018-06-27,715000.0
2018-06-28,1204500.0
2018-06-29,1348400.0
2018-07-02,1114800.0
2018-07-03,827800.0
2018-07-05,1648200.0
2018-07-16,800700.0
2018-09-18,1667100.0
2019-01-24,1066100.0
2019-09-05,892100.0
2018-11-21,1571600.0
2020-01-13,827100.0
2020-04-01,929300.0
2020-06-19,801800.0
2019-10-29,766700.0
2020-01-16,831000.0
2020-06-22,951700.0
2018-10-03,809600.0
2018-07-31,1090700.0
2019-03-12,795500.0
2019-02-08,1203000.0
2019-01-07,670600.0
2018-12-06,885200.0
2019-08-19,1035200.0
2019-07-18,1562300.0
2019-05-15,2146000.0
2019-09-20,870000.0
2019-11-01,1011400.0
2020-04-07,822600.0
2020-06-25,864500.0
2020-06-16,862700.0
2019-11-04,773100.0
2020-01-22,769900.0
2019-11-07,1075000.0
2020-04-13,1024800.0
2019-07-01,1080900.0
2019-05-30,1443200.0
2018-08-15,1254100.0
2018-10-18,1192300.0
2019-03-27,954400.0
2019-01-22,775800.0
2018-12-21,871500.0
2019-09-03,1310400.0
2018-11-19,900400.0
2019-08-02,2202000.0
2020-01-28,5077700.0
2020-04-16,3387300.0
2019-11-13,1433700.0
2020-01-31,2222900.0
2018-12-04,1355800.0
2018-11-02,949200.0
2019-07-16,1095500.0
2018-08-30,989900.0
2018-10-01,1514700.0
2019-06-14,2625900.0
2019-05-13,1160700.0
2019-04-11,1120800.0
2019-02-06,1120400.0
2019-09-18,855700.0
2020-02-03,957000.0
2020-04-22,4253700.0
2019-11-19,1730200.0
2020-02-06,1105100.0
2019-11-22,882400.0
2019-03-25,1255000.0
2019-02-21,1564700.0
2018-12-19,3129200.0
2018-07-12,1243600.0
2018-09-14,1072100.0
2018-08-13,1043100.0
2018-10-16,762000.0
2019-07-31,1197000.0
2019-05-28,1399200.0
2019-04-26,1505600.0
2020-04-28,1671100.0
2019-11-25,2136500.0
2020-02-12,1146900.0
2020-05-01,1102200.0
2020-05-04,3569600.0
2019-06-12,2295700.0
2019-04-09,1023200.0
2019-03-08,1370900.0
2019-02-04,1266300.0
2018-07-27,2172400.0
2018-08-28,1883300.0
2019-01-03,1404200.0
2019-08-15,1892500.0
2018-10-31,1325500.0
2019-09-16,1873200.0
2020-02-18,1447500.0
2020-05-07,1670800.0
2018-08-17,2022600.0
2019-12-04,1344400.0
2020-02-21,6253700.0
2018-12-17,5964100.0
2019-08-30,2486200.0
2018-11-15,1704200.0
2019-07-29,2447800.0
2019-06-27,1714900.0
2019-04-24,1509400.0
2018-07-10,2222000.0
2018-09-12,1741600.0
2019-02-19,1511600.0
2019-01-18,1020900.0
2020-02-24,419400.0
2020-05-13,1398800.0
2019-12-10,2527500.0
2020-02-27,2364000.0
2019-12-13,1049200.0
2020-05-19,1703700.0
2019-03-06,1109500.0
2018-11-30,2224900.0
2019-08-13,2916700.0
2019-07-12,2015800.0
2019-06-10,1958400.0
2019-05-09,1191200.0
2018-07-25,1210200.0
2018-09-27,1619700.0
2018-10-29,1862100.0
2019-10-16,1858100.0
2019-12-16,1807900.0
2020-03-04,2556900.0
2020-05-22,2595500.0
2019-10-01,3669700.0
2019-12-19,676600.0
2018-09-10,1164300.0
2019-05-24,1543000.0
2018-08-09,1125000.0
2019-04-22,1029500.0
2019-03-21,1130100.0
2019-01-16,1574600.0
2019-08-28,2491300.0
2018-11-13,1389700.0
2018-10-12,1890600.0
2019-06-25,1151600.0
2020-03-10,1033100.0
2020-05-28,1700600.0
2019-10-07,3050100.0
2020-03-13,1240700.0
2019-10-10,1796600.0
2020-03-16,943800.0
2020-06-03,1300400.0
2018-11-28,1037800.0
2018-09-25,957600.0
2018-07-23,2349000.0
2018-08-24,1633800.0
2019-07-10,1300500.0
2019-05-07,1211300.0
2019-04-05,1640900.0
2019-03-04,1760800.0
2019-01-31,2301400.0
2019-09-12,1121900.0
2019-12-31,1633000.0
2020-03-19,1190300.0
2020-01-03,1774600.0
2020-06-09,1224900.0
2019-02-15,1539600.0
2019-01-14,2571900.0
2018-07-06,1759000.0
2018-08-07,3564600.0
2018-10-10,2465100.0
2018-12-13,1722100.0
2019-08-26,1026000.0
2019-07-25,1192100.0
2019-05-22,1214500.0
2019-03-19,1070900.0
2020-01-06,1015500.0
2020-03-25,1364400.0
2020-06-12,1476000.0
2019-10-22,1479800.0
2020-01-09,2244500.0
2020-06-15,3689500.0
2019-10-25,3483500.0
2020-03-31,2748500.0
2020-06-18,2355700.0
