Dates,DVA
2018-06-20,73.22000122070312
2018-06-21,72.58000183105469
2018-06-25,72.2300033569336
2018-06-22,71.93000030517578
2018-06-26,71.4000015258789
2018-06-27,71.33000183105469
2018-06-28,70.45999908447266
2018-06-29,70.22000122070312
2018-07-02,69.27999877929688
2018-07-03,69.47000122070312
2018-07-05,69.23999786376953
2018-07-16,69.61000061035156
2018-09-18,70.38999938964844
2019-01-24,70.79000091552734
2019-09-05,70.23999786376953
2018-11-21,70.08000183105469
2020-01-13,71.30000305175781
2020-04-01,71.7699966430664
2020-06-19,71.5999984741211
2019-10-29,71.0
2020-01-16,70.16000366210938
2020-06-22,70.19000244140625
2018-10-03,70.16000366210938
2018-07-31,71.56999969482422
2019-03-12,70.19999694824219
2019-02-08,69.58999633789062
2019-01-07,70.18000030517578
2018-12-06,69.66000366210938
2019-08-19,69.91999816894531
2019-07-18,69.7699966430664
2019-05-15,70.91999816894531
2019-09-20,73.80000305175781
2019-11-01,74.43000030517578
2020-04-07,72.73999786376953
2020-06-25,72.8499984741211
2020-06-16,73.4000015258789
2019-11-04,72.45999908447266
2020-01-22,71.87999725341797
2019-11-07,71.97000122070312
2020-04-13,71.73999786376953
2019-07-01,72.08000183105469
2019-05-30,72.5
2018-08-15,72.70999908447266
2018-10-18,72.58000183105469
2019-03-27,72.05999755859375
2019-01-22,72.27999877929688
2018-12-21,72.41000366210938
2019-09-03,72.9000015258789
2018-11-19,72.16000366210938
2019-08-02,72.37000274658203
2020-01-28,68.69999694824219
2020-04-16,66.55999755859375
2019-11-13,69.44000244140625
2020-01-31,67.30000305175781
2018-12-04,67.26000213623047
2018-11-02,67.69999694824219
2019-07-16,67.30000305175781
2018-08-30,67.19999694824219
2018-10-01,66.7699966430664
2019-06-14,71.06999969482422
2019-05-13,71.4000015258789
2019-04-11,70.91999816894531
2019-02-06,70.16000366210938
2019-09-18,70.97000122070312
2020-02-03,70.22000122070312
2020-04-22,70.47000122070312
2019-11-19,70.0
2020-02-06,69.9800033569336
2019-11-22,70.04000091552734
2019-03-25,70.22000122070312
2019-02-21,71.0999984741211
2018-12-19,73.0
2018-07-12,73.9000015258789
2018-09-14,73.0199966430664
2018-08-13,72.22000122070312
2018-10-16,72.80000305175781
2019-07-31,72.19000244140625
2019-05-28,73.13999938964844
2019-04-26,74.55999755859375
2020-04-28,72.55000305175781
2019-11-25,70.66999816894531
2020-02-12,69.05000305175781
2020-05-01,70.12999725341797
2020-05-04,67.7699966430664
2019-06-12,68.36000061035156
2019-04-09,69.31999969482422
2019-03-08,67.55999755859375
2019-02-04,66.38999938964844
2018-07-27,67.31999969482422
2018-08-28,65.38999938964844
2019-01-03,64.97000122070312
2019-08-15,66.0
2018-10-31,66.33999633789062
2019-09-16,67.0
2020-02-18,67.75
2020-05-07,68.87000274658203
2018-08-17,67.94000244140625
2019-12-04,68.27999877929688
2020-02-21,75.04000091552734
2018-12-17,70.8499984741211
2019-08-30,69.33000183105469
2018-11-15,69.69999694824219
2019-07-29,68.18000030517578
2019-06-27,64.83000183105469
2019-04-24,64.02999877929688
2018-07-10,63.68000030517578
2018-09-12,62.150001525878906
2019-02-19,60.0
2019-01-18,59.27000045776367
2020-02-24,59.459999084472656
2020-05-13,59.93000030517578
2019-12-10,60.83000183105469
2020-02-27,63.790000915527344
2019-12-13,65.23999786376953
2020-05-19,65.5
2019-03-06,66.73999786376953
2018-11-30,66.45999908447266
2019-08-13,62.83000183105469
2019-07-12,60.59000015258789
2019-06-10,58.83000183105469
2019-05-09,58.56999969482422
2018-07-25,58.33000183105469
2018-09-27,58.689998626708984
2018-10-29,59.58000183105469
2019-10-16,57.209999084472656
2019-12-16,56.93000030517578
2020-03-04,55.27000045776367
2020-05-22,53.290000915527344
2019-10-01,51.220001220703125
2019-12-19,49.5099983215332
2018-09-10,48.81999969482422
2019-05-24,50.18000030517578
2018-08-09,51.0
2019-04-22,50.529998779296875
2019-03-21,51.20000076293945
2019-01-16,51.209999084472656
2019-08-28,51.81999969482422
2018-11-13,54.11000061035156
2018-10-12,55.400001525878906
2019-06-25,54.36000061035156
2020-03-10,53.65999984741211
2020-05-28,54.83000183105469
2019-10-07,55.599998474121094
2020-03-13,56.040000915527344
2019-10-10,56.630001068115234
2020-03-16,56.83000183105469
2020-06-03,57.290000915527344
2018-11-28,57.099998474121094
2018-09-25,56.9900016784668
2018-07-23,56.81999969482422
2018-08-24,57.11000061035156
2019-07-10,56.68000030517578
2019-05-07,56.369998931884766
2019-04-05,57.0
2019-03-04,55.79999923706055
2019-01-31,56.0
2019-09-12,56.29999923706055
2019-12-31,56.849998474121094
2020-03-19,56.72999954223633
2020-01-03,56.09000015258789
2020-06-09,56.75
2019-02-15,56.16999816894531
2019-01-14,56.560001373291016
2018-07-06,57.5
2018-08-07,57.4900016784668
2018-10-10,58.45000076293945
2018-12-13,59.040000915527344
2019-08-26,59.400001525878906
2019-07-25,59.13999938964844
2019-05-22,59.13999938964844
2019-03-19,58.7400016784668
2020-01-06,58.13999938964844
2020-03-25,57.79999923706055
2020-06-12,56.970001220703125
2019-10-22,57.2599983215332
2020-01-09,55.779998779296875
2020-06-15,55.599998474121094
2019-10-25,53.22999954223633
2020-03-31,51.13999938964844
2020-06-18,50.15999984741211
2019-04-03,49.959999084472656
2018-08-22,50.66999816894531
2018-10-25,51.619998931884766
2019-01-29,53.61000061035156
2018-12-28,53.599998474121094
2018-11-26,53.349998474121094
2019-08-09,52.5099983215332
2019-07-08,53.959999084472656
2019-06-06,53.849998474121094
2019-09-10,54.7400016784668
2020-01-15,53.970001220703125
2020-04-03,53.38999938964844
2019-10-31,53.029998779296875
2020-04-06,53.650001525878906
2020-06-24,53.93000030517578
2018-11-09,54.63999938964844
2019-07-23,54.77000045776367
2019-06-21,54.900001525878906
2019-05-20,55.27000045776367
2019-04-18,55.13999938964844
2018-09-06,55.81999969482422
2018-10-08,55.0
2019-02-13,54.970001220703125
2018-12-11,55.97999954223633
2019-09-25,54.9900016784668
2020-01-21,54.790000915527344
2020-04-09,55.599998474121094
2019-11-06,55.43000030517578
2020-01-24,51.08000183105469
2020-01-27,52.2400016784668
2020-04-15,51.209999084472656
2018-12-26,53.209999084472656
2019-08-07,53.790000915527344
2019-06-04,54.150001525878906
2018-09-21,55.7400016784668
2018-07-19,56.220001220703125
2018-08-20,55.5099983215332
2018-10-23,55.599998474121094
2019-05-03,56.61000061035156
2019-04-01,55.91999816894531
2019-02-28,57.09000015258789
2019-11-12,54.25
2020-01-30,51.15999984741211
2019-11-15,52.290000915527344
2020-04-21,50.93000030517578
2019-04-16,51.150001525878906
2019-03-15,50.709999084472656
2019-02-11,50.2599983215332
2019-01-10,49.4900016784668
2019-08-22,49.099998474121094
2018-11-07,49.099998474121094
2018-08-03,49.349998474121094
2018-09-04,48.720001220703125
2019-06-19,48.2400016784668
2019-09-23,47.75
2019-11-18,46.5099983215332
2020-02-05,44.5
2020-04-24,44.2400016784668
2019-03-29,43.4900016784668
2019-11-21,45.65999984741211
2020-04-27,47.4900016784668
2020-02-11,46.54999923706055
2020-04-30,46.75
2019-05-01,47.810001373291016
2019-02-26,48.20000076293945
2019-01-25,48.130001068115234
2018-12-24,48.150001525878906
2019-09-06,49.040000915527344
2018-07-17,49.040000915527344
2018-09-19,49.68000030517578
2019-08-05,50.27000045776367
2019-10-08,51.900001525878906
2019-12-11,52.58000183105469
2019-11-27,52.97999954223633
