Dates,BSX
2020-02-11,12114700.0
2020-04-30,17415500.0
2019-05-01,8012400.0
2019-02-26,8341700.0
2019-01-25,7019100.0
2018-12-24,7260900.0
2019-09-06,5410000.0
2018-07-17,3746000.0
2018-09-19,5983000.0
2019-08-05,6328700.0
2019-10-08,6131600.0
2019-12-11,8605800.0
2019-11-27,5407000.0
2020-02-14,5624400.0
2020-05-06,6176900.0
2019-01-08,8356900.0
2018-12-07,12753800.0
2019-08-20,7523300.0
2018-11-05,7757300.0
2019-07-19,3683600.0
2018-10-04,4121700.0
2019-06-17,6206500.0
2019-05-16,5833900.0
2018-08-01,6689500.0
2019-03-13,4745300.0
2019-12-03,8970600.0
2020-02-20,4466100.0
2019-12-06,4966300.0
2020-05-12,6087700.0
2019-12-09,6095900.0
2020-02-26,6840100.0
2020-05-15,5291000.0
2019-03-28,6836400.0
2018-09-17,8422000.0
2018-08-16,6209400.0
2018-10-19,4943200.0
2019-04-29,3951600.0
2019-01-23,4635200.0
2019-09-04,6861500.0
2018-11-20,7800400.0
2019-07-02,5341300.0
2019-05-31,7200100.0
2019-12-12,4301500.0
2020-05-18,5671900.0
2019-09-27,5057700.0
2020-03-03,4827200.0
2020-05-21,3070700.0
2019-05-14,3449000.0
2018-08-31,5677000.0
2018-07-30,4467300.0
2018-10-02,3274900.0
2019-04-12,2755400.0
2019-03-11,4168900.0
2019-02-07,3742700.0
2019-07-17,3333700.0
2019-09-19,5308100.0
2019-10-21,3434800.0
2019-12-18,5996700.0
2020-03-06,4208100.0
2019-10-03,5804900.0
2020-03-09,3234400.0
2020-05-27,4695500.0
2019-12-24,3490900.0
2020-03-12,4867000.0
2018-12-20,6349400.0
2019-08-01,6171300.0
2018-08-14,10912200.0
2018-07-13,6370400.0
2018-10-17,5676800.0
2019-05-29,4535400.0
2019-03-26,3097000.0
2019-02-22,3935900.0
2019-10-04,3971300.0
2019-11-05,6465900.0
2019-12-27,7963700.0
2020-06-02,4025100.0
2019-12-30,6496200.0
2020-03-18,4364300.0
2020-06-05,5157500.0
2019-07-15,10846000.0
2018-12-03,8016300.0
2019-06-13,6121400.0
2019-01-04,8009800.0
2018-08-29,5459000.0
2019-02-05,6229600.0
2018-11-01,3601500.0
2019-08-16,19410700.0
2019-04-10,8593300.0
2019-09-17,17235800.0
2019-10-15,16058100.0
2020-01-02,5479900.0
2020-06-08,10241400.0
2019-10-18,14814100.0
2020-03-24,6319400.0
2020-06-11,10584800.0
2020-01-08,8590100.0
2019-04-25,9707000.0
2019-07-30,21256800.0
2019-02-20,10727900.0
2018-07-11,6549000.0
2018-09-13,6527800.0
2018-10-15,4831300.0
2019-06-28,4275000.0
2018-12-18,5321700.0
2018-11-16,7382400.0
2019-10-02,6187200.0
2020-03-27,5801200.0
2020-01-10,4296000.0
2019-10-24,4586100.0
2020-03-30,3235600.0
2020-06-17,5199700.0
2020-01-14,7076700.0
2020-04-02,5097400.0
2019-01-02,4674500.0
2019-08-14,7513700.0
2018-10-30,11969800.0
2019-06-11,5389200.0
2019-05-10,5274400.0
2019-04-08,3935700.0
2018-08-27,5655500.0
2018-07-26,5029900.0
2018-09-28,5847900.0
2019-03-07,4736000.0
2019-10-30,2375500.0
2020-01-17,4920700.0
2020-06-23,3176200.0
2020-04-08,3657700.0
2020-06-26,5409200.0
2019-03-22,7951400.0
2019-01-17,9749900.0
2019-08-29,5704800.0
2018-11-14,5844200.0
2019-06-26,7023100.0
2018-09-11,7539000.0
2018-07-09,8569200.0
2018-08-10,9109500.0
2019-04-23,4932600.0
2019-09-30,6883100.0
2020-01-23,14231800.0
2019-11-08,5062100.0
2020-04-14,1036800.0
2019-11-11,2009000.0
2020-01-29,2123400.0
2020-04-17,3868200.0
2018-07-24,3725800.0
2018-09-26,6092400.0
2019-05-08,4704100.0
2019-03-05,5768900.0
2019-02-01,4298400.0
2018-12-31,5071800.0
2018-11-29,7225800.0
2019-08-12,5491700.0
2019-07-11,4877600.0
2019-09-13,27589000.0
2019-11-14,12805500.0
2020-04-20,11654300.0
2020-02-04,15909800.0
2020-04-23,8590000.0
2018-12-14,6515200.0
2019-08-27,6366700.0
2018-08-08,4022300.0
2018-10-11,5672400.0
2018-11-12,7223100.0
2019-07-26,6629600.0
2019-06-24,8792500.0
2019-05-23,12425000.0
2019-03-20,8763400.0
2019-01-15,9126100.0
2019-11-20,13227100.0
2020-02-07,6994200.0
2020-02-10,8381700.0
2020-04-29,6151700.0
2019-11-26,4861100.0
2020-02-13,8374100.0
2019-01-30,6406700.0
2018-08-23,7289900.0
2018-09-24,8024500.0
2018-11-27,7412000.0
2018-10-26,6123500.0
2019-07-09,7282400.0
2019-06-07,6536700.0
2019-05-06,8745400.0
2019-04-04,10062300.0
2019-09-11,15338000.0
2019-11-29,19871200.0
2020-05-05,14333700.0
2019-12-02,13875500.0
2020-02-19,10112500.0
2020-05-08,20434800.0
2019-05-21,17949100.0
2019-03-18,15378700.0
2018-09-07,13372200.0
2018-08-06,20113200.0
2018-10-09,23545300.0
2019-02-14,17420900.0
2018-12-12,17232100.0
2019-07-24,18097200.0
2019-09-26,18167500.0
2019-10-28,12088500.0
2019-12-05,11222900.0
2020-05-11,17190500.0
2019-07-03,16752800.0
2020-02-25,19681700.0
2020-05-14,13137400.0
2020-02-28,11232700.0
2019-08-08,12192900.0
2019-06-05,14174100.0
2018-07-20,9990600.0
2018-08-21,12401900.0
2018-10-24,10895500.0
2019-04-02,13647100.0
2019-03-01,21342400.0
2019-01-28,13608500.0
2018-12-27,19098700.0
2019-09-09,11990400.0
2020-03-02,12337200.0
2020-05-20,9994300.0
2019-12-17,8086400.0
2020-03-05,19998000.0
2019-02-12,10392400.0
2019-01-11,11514900.0
2018-12-10,10398000.0
2019-08-23,8425200.0
2018-11-08,8100900.0
2019-07-22,10040400.0
2019-06-20,8984200.0
2018-09-05,12659900.0
2019-04-17,11143100.0
2019-09-24,7484800.0
2019-12-20,5631400.0
2020-05-26,7002200.0
2019-04-30,6826300.0
2019-12-23,8829200.0
2020-03-11,10191900.0
2020-05-29,7992300.0
2019-12-26,8027300.0
2020-06-01,8053500.0
2019-05-02,6564800.0
2019-02-27,10291500.0
2018-11-23,13687100.0
2019-08-06,11366700.0
2018-07-18,10708500.0
2018-09-20,24248300.0
2018-10-22,28426100.0
2019-07-05,12272300.0
2019-06-03,9472800.0
2019-10-09,8924300.0
2019-10-11,10062600.0
2020-03-17,6174600.0
2020-06-04,10371200.0
2019-10-14,12471900.0
2020-03-20,6797000.0
2018-11-06,12623000.0
2019-06-18,8499800.0
2019-05-17,11969600.0
2019-04-15,10655100.0
2019-03-14,16345600.0
2019-01-09,13770400.0
2018-08-02,11279700.0
2018-10-05,11106100.0
2019-08-21,7938700.0
2019-10-17,6465400.0
2020-03-23,20440300.0
2020-06-10,9613300.0
2019-02-25,7283200.0
2020-01-07,21114700.0
2020-03-26,12503100.0
2019-10-23,35515700.0
