Dates,BSX
2018-06-20,31.8700008392334
2018-06-21,32.04999923706055
2018-06-25,32.220001220703125
2018-06-22,31.8799991607666
2018-06-26,31.850000381469727
2018-06-27,31.850000381469727
2018-06-28,31.780000686645508
2018-06-29,32.41999816894531
2018-07-02,32.349998474121094
2018-07-03,32.849998474121094
2018-07-05,32.70000076293945
2018-07-16,33.310001373291016
2018-09-18,33.58000183105469
2019-01-24,33.52000045776367
2019-09-05,33.099998474121094
2018-11-21,33.31999969482422
2020-01-13,33.2599983215332
2020-04-01,32.90999984741211
2020-06-19,33.11000061035156
2019-10-29,33.47999954223633
2020-01-16,33.599998474121094
2020-06-22,33.540000915527344
2018-10-03,33.41999816894531
2018-07-31,33.22999954223633
2019-03-12,32.27000045776367
2019-02-08,34.08000183105469
2019-01-07,33.58000183105469
2018-12-06,32.869998931884766
2019-08-19,33.08000183105469
2019-07-18,33.29999923706055
2019-05-15,32.900001525878906
2019-09-20,33.119998931884766
2019-11-01,33.04999923706055
2020-04-07,33.02000045776367
2020-06-25,34.06999969482422
2020-06-16,33.7599983215332
2019-11-04,33.349998474121094
2020-01-22,33.290000915527344
2019-11-07,33.29999923706055
2020-04-13,33.52000045776367
2019-07-01,34.15999984741211
2019-05-30,34.119998931884766
2018-08-15,34.119998931884766
2018-10-18,34.4900016784668
2019-03-27,34.08000183105469
2019-01-22,34.2599983215332
2018-12-21,34.40999984741211
2019-09-03,34.650001525878906
2018-11-19,34.959999084472656
2019-08-02,35.15999984741211
2020-01-28,35.220001220703125
2020-04-16,35.400001525878906
2019-11-13,35.83000183105469
2020-01-31,35.380001068115234
2018-12-04,35.63999938964844
2018-11-02,35.810001373291016
2019-07-16,35.70000076293945
2018-08-30,35.43000030517578
2018-10-01,35.72999954223633
2019-06-14,37.09000015258789
2019-05-13,37.15999984741211
2019-04-11,37.15999984741211
2019-02-06,37.11000061035156
2019-09-18,37.16999816894531
2020-02-03,37.54999923706055
2020-04-22,37.619998931884766
2019-11-19,37.869998931884766
2020-02-06,38.09000015258789
2019-11-22,38.5099983215332
2019-03-25,38.2400016784668
2019-02-21,38.27000045776367
2018-12-19,38.599998474121094
2018-07-12,38.75
2018-09-14,38.41999816894531
2018-08-13,37.68000030517578
2018-10-16,37.650001525878906
2019-07-31,36.779998779296875
2019-05-28,37.11000061035156
2019-04-26,36.08000183105469
2020-04-28,35.84000015258789
2019-11-25,36.54999923706055
2020-02-12,36.349998474121094
2020-05-01,37.029998779296875
2020-05-04,37.47999954223633
2019-06-12,37.150001525878906
2019-04-09,36.349998474121094
2019-03-08,36.310001373291016
2019-02-04,35.279998779296875
2018-07-27,35.630001068115234
2018-08-28,35.20000076293945
2019-01-03,35.0099983215332
2019-08-15,34.7400016784668
2018-10-31,35.0099983215332
2019-09-16,35.970001220703125
2020-02-18,36.04999923706055
2020-05-07,36.540000915527344
2018-08-17,36.18000030517578
2019-12-04,36.209999084472656
2020-02-21,37.0
2018-12-17,37.77000045776367
2019-08-30,37.41999816894531
2018-11-15,36.790000915527344
2019-07-29,36.52000045776367
2019-06-27,36.060001373291016
2019-04-24,35.47999954223633
2018-07-10,36.34000015258789
2018-09-12,35.16999816894531
2019-02-19,31.579999923706055
2019-01-18,34.189998626708984
2020-02-24,34.31999969482422
2020-05-13,34.68000030517578
2019-12-10,34.68000030517578
2020-02-27,35.470001220703125
2019-12-13,36.380001068115234
2020-05-19,37.029998779296875
2019-03-06,37.790000915527344
2018-11-30,36.41999816894531
2019-08-13,35.279998779296875
2019-07-12,35.04999923706055
2019-06-10,34.95000076293945
2019-05-09,36.15999984741211
2018-07-25,37.0
2018-09-27,36.439998626708984
2018-10-29,35.540000915527344
2019-10-16,33.869998931884766
2019-12-16,33.9900016784668
2020-03-04,33.40999984741211
2020-05-22,32.86000061035156
2019-10-01,32.56999969482422
2019-12-19,31.559999465942383
2018-09-10,31.780000686645508
2019-05-24,33.0099983215332
2018-08-09,34.2400016784668
2019-04-22,34.790000915527344
2019-03-21,34.060001373291016
2019-01-16,32.72999954223633
2019-08-28,33.41999816894531
2018-11-13,34.189998626708984
2018-10-12,34.56999969482422
2019-06-25,35.52000045776367
2020-03-10,35.369998931884766
2020-05-28,35.189998626708984
2019-10-07,35.08000183105469
2020-03-13,35.40999984741211
2019-10-10,36.470001220703125
2020-03-16,36.41999816894531
2020-06-03,36.66999816894531
2018-11-28,36.91999816894531
2018-09-25,36.689998626708984
2018-07-23,37.150001525878906
2018-08-24,37.29999923706055
2019-07-10,36.68000030517578
2019-05-07,36.59000015258789
2019-04-05,37.0
2019-03-04,37.400001525878906
2019-01-31,37.709999084472656
2019-09-12,37.59000015258789
2019-12-31,37.58000183105469
2020-03-19,37.25
2020-01-03,38.150001525878906
2020-06-09,38.38999938964844
2019-02-15,39.099998474121094
2019-01-14,39.41999816894531
2018-07-06,39.38999938964844
2018-08-07,39.36000061035156
2018-10-10,39.70000076293945
2018-12-13,39.790000915527344
2019-08-26,39.61000061035156
2019-07-25,39.84000015258789
2019-05-22,40.16999816894531
2019-03-19,39.9900016784668
2020-01-06,39.54999923706055
2020-03-25,39.599998474121094
2020-06-12,39.7599983215332
2019-10-22,40.13999938964844
2020-01-09,39.66999816894531
2020-06-15,40.02000045776367
2019-10-25,39.65999984741211
2020-03-31,39.36000061035156
2020-06-18,38.9900016784668
2019-04-03,39.5099983215332
2018-08-22,39.849998474121094
2018-10-25,40.130001068115234
2019-01-29,39.880001068115234
2018-12-28,40.06999969482422
2018-11-26,37.689998626708984
2019-08-09,37.61000061035156
2019-07-08,37.63999938964844
2019-06-06,37.619998931884766
2019-09-10,37.279998779296875
2020-01-15,37.099998474121094
2020-04-03,37.7400016784668
2019-10-31,37.310001373291016
2020-04-06,37.40999984741211
2020-06-24,37.9900016784668
2018-11-09,38.5
2019-07-23,38.34000015258789
2019-06-21,38.150001525878906
2019-05-20,37.79999923706055
2019-04-18,37.93000030517578
2018-09-06,37.70000076293945
2018-10-08,37.939998626708984
2019-02-13,38.189998626708984
2018-12-11,37.869998931884766
2019-09-25,37.56999969482422
2020-01-21,37.4900016784668
2020-04-09,35.599998474121094
2019-11-06,34.849998474121094
2020-01-24,34.349998474121094
2020-01-27,34.630001068115234
2020-04-15,34.959999084472656
2018-12-26,34.779998779296875
2019-08-07,35.43000030517578
2019-06-04,36.79999923706055
2018-09-21,36.650001525878906
2018-07-19,36.59000015258789
2018-08-20,36.34000015258789
2018-10-23,36.11000061035156
2019-05-03,36.84000015258789
2019-04-01,36.5099983215332
2019-02-28,36.470001220703125
2019-11-12,36.369998931884766
2020-01-30,36.06999969482422
2019-11-15,35.880001068115234
2020-04-21,35.880001068115234
2019-04-16,36.099998474121094
2019-03-15,36.599998474121094
2019-02-11,37.209999084472656
2019-01-10,37.06999969482422
2019-08-22,36.810001373291016
2018-11-07,37.40999984741211
2018-08-03,37.45000076293945
2018-09-04,37.290000915527344
2019-06-19,37.66999816894531
2019-09-23,38.34000015258789
2019-11-18,37.70000076293945
2020-02-05,38.02000045776367
2020-04-24,37.619998931884766
2019-03-29,38.08000183105469
2019-11-21,38.209999084472656
2020-04-27,39.18000030517578
2020-02-11,39.630001068115234
2020-04-30,40.75
2019-05-01,41.18000030517578
2019-02-26,40.81999969482422
2019-01-25,40.45000076293945
2018-12-24,40.380001068115234
2019-09-06,40.33000183105469
2018-07-17,40.31999969482422
2018-09-19,40.880001068115234
2019-08-05,40.58000183105469
2019-10-08,41.4900016784668
2019-12-11,41.31999969482422
2019-11-27,41.52000045776367
2020-02-14,41.70000076293945
2020-05-06,40.66999816894531
2019-01-08,41.52000045776367
2018-12-07,41.869998931884766
2019-08-20,42.630001068115234
2018-11-05,42.36000061035156
2019-07-19,42.369998931884766
2018-10-04,42.29999923706055
2019-06-17,42.220001220703125
2019-05-16,42.43000030517578
2018-08-01,42.619998931884766
2019-03-13,42.63999938964844
2019-12-03,42.09000015258789
2020-02-20,42.099998474121094
2019-12-06,41.83000183105469
2020-05-12,42.029998779296875
2019-12-09,42.040000915527344
2020-02-26,42.18000030517578
2020-05-15,42.310001373291016
2019-03-28,42.34000015258789
2018-09-17,41.529998779296875
2018-08-16,41.970001220703125
2018-10-19,41.869998931884766
2019-04-29,41.880001068115234
2019-01-23,41.869998931884766
2019-09-04,42.060001373291016
2018-11-20,41.90999984741211
2019-07-02,42.15999984741211
2019-05-31,40.90999984741211
2019-12-12,41.400001525878906
2020-05-18,41.099998474121094
2019-09-27,42.2400016784668
2020-03-03,42.650001525878906
2020-05-21,42.2599983215332
2019-05-14,42.16999816894531
2018-08-31,41.40999984741211
2018-07-30,41.349998474121094
2018-10-02,41.869998931884766
2019-04-12,42.45000076293945
2019-03-11,42.470001220703125
2019-02-07,42.31999969482422
2019-07-17,42.31999969482422
2019-09-19,41.0
2019-10-21,41.279998779296875
2019-12-18,41.939998626708984
2020-03-06,41.959999084472656
2019-10-03,42.4900016784668
2020-03-09,42.5
2020-05-27,41.310001373291016
2019-12-24,41.369998931884766
2020-03-12,42.13999938964844
2018-12-20,42.630001068115234
2019-08-01,41.630001068115234
2018-08-14,39.83000183105469
2018-07-13,41.22999954223633
2018-10-17,42.20000076293945
2019-05-29,41.560001373291016
2019-03-26,41.45000076293945
2019-02-22,41.959999084472656
2019-10-04,42.279998779296875
2019-11-05,42.790000915527344
2019-12-27,42.849998474121094
2020-06-02,42.88999938964844
2019-12-30,42.04999923706055
2020-03-18,41.939998626708984
2020-06-05,42.02000045776367
2019-07-15,39.75
2018-12-03,40.220001220703125
2019-06-13,40.099998474121094
2019-01-04,38.900001525878906
2018-08-29,38.900001525878906
2019-02-05,39.88999938964844
2018-11-01,40.099998474121094
2019-08-16,37.779998779296875
2019-04-10,38.22999954223633
2019-09-17,37.650001525878906
2019-10-15,38.11000061035156
2020-01-02,37.95000076293945
2020-06-08,37.7599983215332
2019-10-18,37.869998931884766
2020-03-24,38.130001068115234
2020-06-11,38.0099983215332
2020-01-08,38.5
2019-04-25,38.09000015258789
2019-07-30,39.77000045776367
2019-02-20,39.88999938964844
2018-07-11,40.2599983215332
2018-09-13,40.810001373291016
2018-10-15,41.25
2019-06-28,41.369998931884766
2018-12-18,41.61000061035156
2018-11-16,41.40999984741211
2019-10-02,40.81999969482422
2020-03-27,40.15999984741211
2020-01-10,40.189998626708984
2019-10-24,40.33000183105469
2020-03-30,40.40999984741211
2020-06-17,40.040000915527344
2020-01-14,40.16999816894531
2020-04-02,41.0099983215332
2019-01-02,41.2599983215332
2019-08-14,41.560001373291016
2018-10-30,42.16999816894531
2019-06-11,42.06999969482422
2019-05-10,42.310001373291016
2019-04-08,41.869998931884766
2018-08-27,41.650001525878906
2018-07-26,41.9900016784668
2018-09-28,42.599998474121094
2019-03-07,42.869998931884766
2019-10-30,42.869998931884766
2020-01-17,42.349998474121094
2020-06-23,42.220001220703125
2020-04-08,42.709999084472656
2020-06-26,42.56999969482422
2019-03-22,43.36000061035156
2019-01-17,43.65999984741211
2019-08-29,43.5
2018-11-14,43.77000045776367
2019-06-26,43.779998779296875
2018-09-11,44.400001525878906
2018-07-09,45.13999938964844
2018-08-10,44.4900016784668
2019-04-23,44.63999938964844
2019-09-30,44.130001068115234
2020-01-23,45.08000183105469
2019-11-08,44.810001373291016
2020-04-14,45.13999938964844
2019-11-11,45.0099983215332
2020-01-29,45.11000061035156
2020-04-17,44.939998626708984
2018-07-24,44.720001220703125
2018-09-26,44.939998626708984
2019-05-08,44.349998474121094
2019-03-05,44.68000030517578
2019-02-01,44.970001220703125
2018-12-31,45.470001220703125
2018-11-29,45.4900016784668
2019-08-12,45.54999923706055
2019-07-11,45.36000061035156
2019-09-13,41.650001525878906
2019-11-14,42.34000015258789
2020-04-20,42.65999984741211
2020-02-04,43.13999938964844
2020-04-23,43.7599983215332
2018-12-14,43.959999084472656
2019-08-27,43.189998626708984
2018-08-08,43.040000915527344
2018-10-11,42.349998474121094
2018-11-12,42.630001068115234
2019-07-26,43.41999816894531
2019-06-24,43.119998931884766
2019-05-23,41.790000915527344
2019-03-20,42.099998474121094
2019-01-15,42.70000076293945
2019-11-20,42.439998626708984
2020-02-07,42.2400016784668
2020-02-10,41.95000076293945
2020-04-29,41.880001068115234
2019-11-26,42.11000061035156
2020-02-13,42.22999954223633
2019-01-30,41.810001373291016
2018-08-23,42.08000183105469
2018-09-24,41.650001525878906
2018-11-27,42.279998779296875
2018-10-26,42.029998779296875
2019-07-09,42.040000915527344
2019-06-07,40.91999816894531
2019-05-06,39.709999084472656
2019-04-04,39.369998931884766
2019-09-11,37.88999938964844
2019-11-29,36.2599983215332
2020-05-05,36.709999084472656
2019-12-02,36.560001373291016
2020-02-19,37.22999954223633
2020-05-08,36.349998474121094
2019-05-21,35.880001068115234
2019-03-18,33.66999816894531
2018-09-07,33.72999954223633
2018-08-06,33.470001220703125
2018-10-09,30.56999969482422
2019-02-14,29.350000381469727
2018-12-12,27.15999984741211
2019-07-24,26.34000015258789
2019-09-26,25.40999984741211
2019-10-28,25.510000228881836
2019-12-05,27.100000381469727
2020-05-11,24.100000381469727
2019-07-03,26.770000457763672
2020-02-25,27.280000686645508
2020-05-14,30.059999465942383
2020-02-28,29.469999313354492
2019-08-08,29.559999465942383
2019-06-05,31.030000686645508
2018-07-20,29.93000030517578
2018-08-21,29.649999618530273
2018-10-24,30.6299991607666
2019-04-02,32.4900016784668
2019-03-01,33.380001068115234
2019-01-28,33.70000076293945
2018-12-27,34.9900016784668
2019-09-09,34.400001525878906
2020-03-02,35.43000030517578
2020-05-20,34.189998626708984
2019-12-17,34.81999969482422
