Dates,BSX
2018-06-20,32.529998779296875
2018-06-21,32.58000183105469
2018-06-25,33.029998779296875
2018-06-22,32.619998931884766
2018-06-26,32.2599983215332
2018-06-27,32.650001525878906
2018-06-28,32.630001068115234
2018-06-29,32.880001068115234
2018-07-02,32.90999984741211
2018-07-03,33.349998474121094
2018-07-05,33.650001525878906
2018-07-16,33.7599983215332
2018-09-18,33.97999954223633
2019-01-24,34.09000015258789
2019-09-05,33.52000045776367
2018-11-21,33.779998779296875
2020-01-13,33.650001525878906
2020-04-01,33.349998474121094
2020-06-19,34.15999984741211
2019-10-29,34.150001525878906
2020-01-16,33.869998931884766
2020-06-22,33.9900016784668
2018-10-03,33.869998931884766
2018-07-31,33.86000061035156
2019-03-12,34.34000015258789
2019-02-08,34.630001068115234
2019-01-07,34.400001525878906
2018-12-06,33.7400016784668
2019-08-19,33.86000061035156
2019-07-18,33.72999954223633
2019-05-15,33.400001525878906
2019-09-20,33.54999923706055
2019-11-01,33.5
2020-04-07,33.29999923706055
2020-06-25,34.59000015258789
2020-06-16,34.41999816894531
2019-11-04,33.880001068115234
2020-01-22,33.84000015258789
2019-11-07,33.790000915527344
2020-04-13,35.2599983215332
2019-07-01,35.060001373291016
2019-05-30,34.619998931884766
2018-08-15,34.75
2018-10-18,34.86000061035156
2019-03-27,34.54999923706055
2019-01-22,34.65999984741211
2018-12-21,34.81999969482422
2019-09-03,35.060001373291016
2018-11-19,35.29999923706055
2019-08-02,35.689998626708984
2020-01-28,35.66999816894531
2020-04-16,35.58000183105469
2019-11-13,36.45000076293945
2020-01-31,36.029998779296875
2018-12-04,36.13999938964844
2018-11-02,36.380001068115234
2019-07-16,36.060001373291016
2018-08-30,36.2400016784668
2018-10-01,36.529998779296875
2019-06-14,37.720001220703125
2019-05-13,37.560001373291016
2019-04-11,37.68000030517578
2019-02-06,37.7599983215332
2019-09-18,37.619998931884766
2020-02-03,37.91999816894531
2020-04-22,37.91999816894531
2019-11-19,38.4900016784668
2020-02-06,38.7599983215332
2019-11-22,39.130001068115234
2019-03-25,38.720001220703125
2019-02-21,38.779998779296875
2018-12-19,39.41999816894531
2018-07-12,39.439998626708984
2018-09-14,39.349998474121094
2018-08-13,38.45000076293945
2018-10-16,38.33000183105469
2019-07-31,37.880001068115234
2019-05-28,37.58000183105469
2019-04-26,37.63999938964844
2020-04-28,36.97999954223633
2019-11-25,37.16999816894531
2020-02-12,37.13999938964844
2020-05-01,38.20000076293945
2020-05-04,38.619998931884766
2019-06-12,38.08000183105469
2019-04-09,37.70000076293945
2019-03-08,37.0
2019-02-04,36.31999969482422
2018-07-27,37.220001220703125
2018-08-28,36.650001525878906
2019-01-03,36.279998779296875
2019-08-15,36.619998931884766
2018-10-31,35.95000076293945
2019-09-16,36.86000061035156
2020-02-18,37.09000015258789
2020-05-07,37.59000015258789
2018-08-17,37.31999969482422
2019-12-04,36.869998931884766
2020-02-21,37.9900016784668
2018-12-17,38.439998626708984
2019-08-30,38.66999816894531
2018-11-15,38.5
2019-07-29,37.380001068115234
2019-06-27,36.97999954223633
2019-04-24,36.63999938964844
2018-07-10,37.72999954223633
2018-09-12,37.150001525878906
2019-02-19,34.75
2019-01-18,35.029998779296875
2020-02-24,35.130001068115234
2020-05-13,35.47999954223633
2019-12-10,35.470001220703125
2020-02-27,36.70000076293945
2019-12-13,37.29999923706055
2020-05-19,37.720001220703125
2019-03-06,38.689998626708984
2018-11-30,38.650001525878906
2019-08-13,36.779998779296875
2019-07-12,36.72999954223633
2019-06-10,36.20000076293945
2019-05-09,36.95000076293945
2018-07-25,37.63999938964844
2018-09-27,37.52000045776367
2018-10-29,36.599998474121094
2019-10-16,35.47999954223633
2019-12-16,35.04999923706055
2020-03-04,35.099998474121094
2020-05-22,33.95000076293945
2019-10-01,33.66999816894531
2019-12-19,32.779998779296875
2018-09-10,33.68000030517578
2019-05-24,34.47999954223633
2018-08-09,35.150001525878906
2019-04-22,35.34000015258789
2019-03-21,34.86000061035156
2019-01-16,34.31999969482422
2019-08-28,34.400001525878906
2018-11-13,34.959999084472656
2018-10-12,35.5099983215332
2019-06-25,36.33000183105469
2020-03-10,35.9900016784668
2020-05-28,35.77000045776367
2019-10-07,35.56999969482422
2020-03-13,36.88999938964844
2019-10-10,36.869998931884766
2020-03-16,37.2400016784668
2020-06-03,37.77000045776367
2018-11-28,37.52000045776367
2018-09-25,37.61000061035156
2018-07-23,37.540000915527344
2018-08-24,37.70000076293945
2019-07-10,37.20000076293945
2019-05-07,37.11000061035156
2019-04-05,37.619998931884766
2019-03-04,38.2400016784668
2019-01-31,38.380001068115234
2019-09-12,38.04999923706055
2019-12-31,38.13999938964844
2020-03-19,39.02000045776367
2020-01-03,39.09000015258789
2020-06-09,39.22999954223633
2019-02-15,39.59000015258789
2019-01-14,40.33000183105469
2018-07-06,40.2400016784668
2018-08-07,40.06999969482422
2018-10-10,40.31999969482422
2018-12-13,40.189998626708984
2019-08-26,40.29999923706055
2019-07-25,40.220001220703125
2019-05-22,40.810001373291016
2019-03-19,40.75
2020-01-06,40.0
